CAN Message, 0x62:0a66506d27a5c3db,Timestamp,Amplitude
,,1739209684.1306064,-45.120503652039325
,,1739209684.1306083,-45.120503652039325
,,1739209684.1306105,-27.87774495603141
,,1739209684.1306126,-38.13080360867914
,,1739209684.1306148,-38.13080360867914
,,1739209684.130617,-45.120503652039325
,,1739209684.1306188,-33.981070128970906
,,1739209684.130621,-35.57807855764607
,,1739209684.130623,-38.13080360867914
,,1739209684.130625,-38.13080360867914
,,1739209684.1306272,-33.981070128970906
,,1739209684.1306293,-38.13080360867914
,,1739209684.1306314,-45.120503652039325
,,1739209684.1306334,-45.120503652039325
,,1739209684.1306355,-38.13080360867914
,,1739209684.1306376,-45.120503652039325
,,1739209684.1306398,-38.13080360867914
,,1739209684.1306417,-45.120503652039325
,,1739209684.1306438,-45.120503652039325
,,1739209684.130646,-38.13080360867914
,,1739209684.130648,-38.13080360867914
,,1739209684.13065,-45.120503652039325
,,1739209684.1306522,-45.120503652039325
,,1739209684.1306543,-38.13080360867914
,,1739209684.1306565,-38.13080360867914
,,1739209684.1306584,-45.120503652039325
,,1739209684.1306603,-31.141103565318915
,,1739209684.130663,-33.981070128970906
,,1739209684.1306648,-45.120503652039325
,,1739209684.130667,-45.120503652039325
,,1739209684.1306689,-38.13080360867914
,,1739209684.130671,-45.120503652039325
,,1739209684.1306732,-45.120503652039325
,,1739209684.1306753,-38.13080360867914
,,1739209684.1306772,-32.816014438256545
,,1739209684.1306794,-38.13080360867914
,,1739209684.1306815,-35.57807855764607
,,1739209684.1306837,-45.120503652039325
,,1739209684.1306856,-45.120503652039325
,,1739209684.1306877,-31.141103565318893
,,1739209684.13069,-38.13080360867914
,,1739209684.130692,-38.13080360867914
,,1739209684.130694,-31.141103565318915
,,1739209684.130696,-33.981070128970906
,,1739209684.1306982,-38.13080360867914
,,1739209684.1307003,-38.13080360867914
,,1739209684.1307025,-45.120503652039325
,,1739209684.1307044,-38.13080360867914
,,1739209684.1307063,-28.58837851428586
,,1739209684.1307087,-28.992665084841967
,,1739209684.1307106,-16.171807084586764
,,1739209684.1307127,-9.182107041226576
,,1739209684.130715,-29.438486411369357
,,1739209684.130717,-33.981070128970906
,,1739209684.130719,-35.57807855764607
,,1739209684.130721,-45.120503652039325
,,1739209684.1307232,-45.120503652039325
,,1739209684.1307254,-31.141103565318893
,,1739209684.1307273,-45.120503652039325
,,1739209684.1307294,-45.120503652039325
,,1739209684.1307316,-38.13080360867914
,,1739209684.1307335,-38.13080360867914
,,1739209684.1307356,-45.120503652039325
,,1739209684.1307378,-38.13080360867914
,,1739209684.13074,-33.981070128970906
,,1739209684.130742,-45.120503652039325
,,1739209684.130744,-38.13080360867914
,,1739209684.130746,-45.120503652039325
,,1739209684.1307485,-38.13080360867914
,,1739209684.1307504,-33.981070128970906
,,1739209684.1307523,-45.120503652039325
,,1739209684.1307545,-38.13080360867914
,,1739209684.1307566,-45.120503652039325
,,1739209684.1307588,-33.981070128970906
,,1739209684.130761,-24.15140352195872
,,1739209684.1307628,-24.438645034577675
,,1739209684.130765,-30.49652367304973
,,1739209684.130767,-45.120503652039325
,,1739209684.1307693,-24.151403521958727
,,1739209684.1307712,-18.192034459266992
,,1739209684.1307733,-16.28388930050312
,,1739209684.1307757,-27.8777449560314
,,1739209684.1307776,-45.120503652039325
,,1739209684.1307795,-30.49652367304973
,,1739209684.1307817,-35.57807855764607
,,1739209684.1307838,-45.120503652039325
,,1739209684.130786,-38.13080360867914
,,1739209684.1307878,-31.141103565318893
,,1739209684.13079,-38.13080360867914
,,1739209684.130792,-45.120503652039325
,,1739209684.1307943,-45.120503652039325
,,1739209684.1307962,-45.120503652039325
,,1739209684.1307983,-38.13080360867914
,,1739209684.1308005,-35.57807855764607
,,1739209684.1308026,-45.120503652039325
,,1739209684.1308043,-45.120503652039325
,,1739209684.1308067,-38.13080360867914
,,1739209684.1308088,-45.120503652039325
,,1739209684.130811,-45.120503652039325
,,1739209684.130813,-26.991370085610768
,,1739209684.130815,-38.13080360867914
,,1739209684.1308172,-38.13080360867914
,,1739209684.130819,-33.981070128970906
,,1739209684.1308212,-19.357090149981367
,,1739209684.1308234,-32.81601443825658
,,1739209684.1308255,-32.816014438256545
,,1739209684.1308277,-38.13080360867914
,,1739209684.1308296,-26.991370085610757
,,1739209684.1308317,-9.585314250549594
,,1739209684.130834,-15.347841527766365
,,1739209684.130836,-26.991370085610747
,,1739209684.130838,-32.81601443825658
,,1739209684.13084,-45.120503652039325
,,1739209684.1308422,-32.816014438256545
,,1739209684.1308444,-45.120503652039325
,,1739209684.1308465,-23.50682362968953
,,1739209684.1308484,-26.487275050834715
,,1739209684.1308506,-28.58837851428589
,,1739209684.1308527,-28.58837851428589
,,1739209684.1308546,-38.13080360867914
,,1739209684.1308568,-45.120503652039325
,,1739209684.130859,-45.120503652039325
,,1739209684.130861,-38.13080360867914
,,1739209684.130863,-33.981070128970906
,,1739209684.130865,-45.120503652039325
,,1739209684.1308672,-45.120503652039325
,,1739209684.1308694,-38.13080360867914
,,1739209684.1308713,-32.816014438256545
,,1739209684.1308734,-29.438486411369347
,,1739209684.1308756,-38.13080360867914
,,1739209684.1308775,-38.13080360867914
,,1739209684.13088,-45.120503652039325
,,1739209684.1308818,-45.120503652039325
,,1739209684.130884,-32.816014438256545
,,1739209684.130886,-38.13080360867914
,,1739209684.1308882,-38.13080360867914
,,1739209684.13089,-28.992665084841946
,,1739209684.1308925,-38.13080360867914
,,1739209684.1308944,-38.13080360867914
,,1739209684.1308966,-45.120503652039325
,,1739209684.1308985,-45.120503652039325
,,1739209684.1309006,-38.13080360867914
,,1739209684.1309028,-33.981070128970906
,,1739209684.130905,-45.120503652039325
,,1739209684.1309068,-45.120503652039325
,,1739209684.130909,-45.120503652039325
,,1739209684.130911,-45.120503652039325
,,1739209684.1309133,-38.13080360867914
,,1739209684.1309152,-38.13080360867914
,,1739209684.1309173,-45.120503652039325
,,1739209684.1309197,-31.141103565318893
,,1739209684.1309216,-19.64275659816106
,,1739209684.1309235,-24.589719217205094
,,1739209684.1309257,-32.816014438256545
,,1739209684.1309278,-38.13080360867914
,,1739209684.13093,-29.438486411369357
,,1739209684.130932,-11.08415175413381
,,1739209684.130934,-15.87254369406017
,,1739209684.130936,-26.03565346325281
,,1739209684.1309383,-38.13080360867914
,,1739209684.1309402,-38.13080360867914
,,1739209684.1309423,-38.13080360867914
,,1739209684.1309445,-45.120503652039325
,,1739209684.1309466,-38.13080360867914
,,1739209684.1309483,-23.16150712794696
,,1739209684.1309507,-45.120503652039325
,,1739209684.1309528,-33.981070128970906
,,1739209684.130955,-38.13080360867914
,,1739209684.130957,-38.13080360867914
,,1739209684.130959,-45.120503652039325
,,1739209684.1309612,-38.13080360867914
,,1739209684.130963,-38.13080360867914
,,1739209684.1309652,-22.84163660590256
,,1739209684.1309674,-45.120503652039325
,,1739209684.1309695,-45.120503652039325
,,1739209684.1309717,-45.120503652039325
,,1739209684.1309736,-38.13080360867914
,,1739209684.1309755,-33.981070128970906
,,1739209684.130978,-38.13080360867914
,,1739209684.13098,-45.120503652039325
,,1739209684.1309822,-19.089059925837468
,,1739209684.130984,-33.981070128970906
,,1739209684.1309862,-35.57807855764607
,,1739209684.1309884,-35.57807855764607
,,1739209684.1309905,-28.58837851428586
,,1739209684.1309924,-8.720661171623405
,,1739209684.1309946,-21.300333226290604
,,1739209684.1309967,-38.13080360867914
,,1739209684.1309988,-29.438486411369333
,,1739209684.1310008,-28.58837851428589
,,1739209684.131003,-21.22884280839397
,,1739209684.131005,-33.981070128970906
,,1739209684.1310072,-35.57807855764607
,,1739209684.131009,-38.13080360867914
,,1739209684.1310112,-38.13080360867914
,,1739209684.1310134,-45.120503652039325
,,1739209684.1310155,-38.13080360867914
,,1739209684.1310174,-27.267205301931607
,,1739209684.1310196,-31.141103565318943
,,1739209684.1310215,-12.906361273615904
,,1739209684.131024,-11.871508681516158
,,1739209684.1310258,-28.992665084841967
,,1739209684.131028,-30.49652367304973
,,1739209684.13103,-45.120503652039325
,,1739209684.1310322,-35.57807855764607
,,1739209684.131034,-38.13080360867914
,,1739209684.1310363,-45.120503652039325
,,1739209684.1310384,-45.120503652039325
,,1739209684.1310406,-28.992665084841946
,,1739209684.1310425,-31.141103565318915
,,1739209684.1310446,-45.120503652039325
,,1739209684.1310468,-38.13080360867914
,,1739209684.131049,-30.49652367304973
,,1739209684.1310508,-28.992665084841946
,,1739209684.131053,-26.487275050834715
,,1739209684.131055,-38.13080360867914
,,1739209684.1310573,-35.57807855764607
,,1739209684.1310592,-45.120503652039325
,,1739209684.1310613,-35.57807855764607
,,1739209684.1310637,-20.27750525857143
,,1739209684.1310656,-32.816014438256545
,,1739209684.1310675,-31.141103565318943
,,1739209684.1310697,-33.981070128970906
,,1739209684.1310718,-38.13080360867914
,,1739209684.131074,-38.13080360867914
,,1739209684.131076,-38.13080360867914
,,1739209684.131078,-45.120503652039325
,,1739209684.1310802,-38.13080360867914
,,1739209684.1310823,-38.13080360867914
,,1739209684.1310842,-30.49652367304976
,,1739209684.1310863,-35.57807855764607
,,1739209684.1310885,-45.120503652039325
,,1739209684.1310906,-45.120503652039325
,,1739209684.1310928,-33.981070128970906
,,1739209684.1310947,-33.981070128970906
,,1739209684.1310968,-45.120503652039325
,,1739209684.131099,-31.141103565318915
