CAN Message, 0x1bb:0000f90ef287ea3c,Timestamp,Amplitude
,,1739209839.0314443,-38.13080360867914
,,1739209839.0314476,-45.120503652039325
,,1739209839.0314507,-45.120503652039325
,,1739209839.0314538,-45.120503652039325
,,1739209839.031457,-45.120503652039325
,,1739209839.03146,-45.120503652039325
,,1739209839.0314631,-45.120503652039325
,,1739209839.0314662,-45.120503652039325
,,1739209839.031469,-45.120503652039325
,,1739209839.0314724,-45.120503652039325
,,1739209839.0314755,-38.13080360867914
,,1739209839.0314786,-45.120503652039325
,,1739209839.0314815,-35.57807855764607
,,1739209839.0314848,-35.57807855764607
,,1739209839.031488,-38.13080360867914
,,1739209839.031491,-35.57807855764607
,,1739209839.031494,-45.120503652039325
,,1739209839.0314972,-45.120503652039325
,,1739209839.0315,-33.981070128970906
,,1739209839.0315032,-28.992665084841946
,,1739209839.0315063,-33.981070128970906
,,1739209839.0315094,-45.120503652039325
,,1739209839.0315125,-35.57807855764607
,,1739209839.0315156,-45.120503652039325
,,1739209839.0315187,-45.120503652039325
,,1739209839.0315218,-45.120503652039325
,,1739209839.031525,-45.120503652039325
,,1739209839.031528,-38.13080360867914
,,1739209839.031531,-45.120503652039325
,,1739209839.0315342,-33.981070128970906
,,1739209839.0315373,-45.120503652039325
,,1739209839.0315404,-38.13080360867914
,,1739209839.0315435,-33.981070128970906
,,1739209839.0315466,-45.120503652039325
,,1739209839.0315497,-38.13080360867914
,,1739209839.0315528,-35.57807855764607
,,1739209839.0315557,-38.13080360867914
,,1739209839.0315588,-45.120503652039325
,,1739209839.031562,-38.13080360867914
,,1739209839.031565,-45.120503652039325
,,1739209839.031568,-38.13080360867914
,,1739209839.0315711,-38.13080360867914
,,1739209839.0315742,-33.981070128970906
,,1739209839.031577,-38.13080360867914
,,1739209839.0315804,-45.120503652039325
,,1739209839.0315835,-38.13080360867914
,,1739209839.0315866,-45.120503652039325
,,1739209839.0315895,-38.13080360867914
,,1739209839.0315928,-33.981070128970906
,,1739209839.031596,-31.141103565318915
,,1739209839.031599,-14.182785837051997
,,1739209839.031602,-30.49652367304973
,,1739209839.0316052,-38.13080360867914
,,1739209839.0316083,-35.57807855764607
,,1739209839.0316112,-38.13080360867914
,,1739209839.0316143,-45.120503652039325
,,1739209839.0316174,-31.141103565318915
,,1739209839.0316205,-38.13080360867914
,,1739209839.0316236,-45.120503652039325
,,1739209839.0316267,-45.120503652039325
,,1739209839.0316298,-38.13080360867914
,,1739209839.031633,-38.13080360867914
,,1739209839.031636,-45.120503652039325
,,1739209839.031639,-45.120503652039325
,,1739209839.0316422,-28.992665084841967
,,1739209839.0316453,-33.981070128970906
,,1739209839.0316484,-38.13080360867914
,,1739209839.0316515,-45.120503652039325
,,1739209839.0316546,-45.120503652039325
,,1739209839.0316577,-38.13080360867914
,,1739209839.0316608,-45.120503652039325
,,1739209839.031664,-45.120503652039325
,,1739209839.0316668,-28.992665084841946
,,1739209839.03167,-35.57807855764607
,,1739209839.031673,-45.120503652039325
,,1739209839.031676,-45.120503652039325
,,1739209839.0316792,-38.13080360867914
,,1739209839.0316825,-35.57807855764607
,,1739209839.0316854,-38.13080360867914
,,1739209839.0316885,-26.035653463252824
,,1739209839.0316916,-23.16150712794695
,,1739209839.031695,-31.141103565318915
,,1739209839.0316978,-45.120503652039325
,,1739209839.0317008,-45.120503652039325
,,1739209839.031704,-33.981070128970906
,,1739209839.031707,-45.120503652039325
,,1739209839.03171,-38.13080360867914
,,1739209839.0317132,-35.57807855764607
,,1739209839.0317163,-31.141103565318943
,,1739209839.0317192,-45.120503652039325
,,1739209839.0317223,-33.981070128970906
,,1739209839.0317254,-45.120503652039325
,,1739209839.0317285,-29.438486411369333
,,1739209839.0317316,-33.981070128970906
,,1739209839.0317347,-45.120503652039325
,,1739209839.0317378,-35.57807855764607
,,1739209839.031741,-31.141103565318943
,,1739209839.031744,-38.13080360867914
,,1739209839.031747,-35.57807855764607
,,1739209839.0317502,-45.120503652039325
,,1739209839.0317533,-28.21854285175415
,,1739209839.0317564,-35.57807855764607
,,1739209839.0317595,-21.300333226290604
,,1739209839.0317626,-19.69224938244749
,,1739209839.0317657,-45.120503652039325
,,1739209839.0317688,-28.992665084841946
,,1739209839.031772,-26.991370085610757
,,1739209839.0317748,-12.643225322942056
,,1739209839.031778,-10.62880633038728
,,1739209839.031781,-27.877744956031417
,,1739209839.031784,-31.141103565318915
,,1739209839.0317872,-38.13080360867914
,,1739209839.0317905,-45.120503652039325
,,1739209839.0317934,-38.13080360867914
,,1739209839.0317965,-38.13080360867914
,,1739209839.0317996,-45.120503652039325
,,1739209839.031803,-38.13080360867914
,,1739209839.0318058,-25.62660358559016
,,1739209839.0318089,-45.120503652039325
,,1739209839.031812,-45.120503652039325
,,1739209839.031815,-38.13080360867914
,,1739209839.0318182,-31.141103565318943
,,1739209839.0318213,-38.13080360867914
,,1739209839.0318244,-45.120503652039325
,,1739209839.0318274,-38.13080360867914
,,1739209839.0318303,-38.13080360867914
,,1739209839.0318334,-25.077289914212862
,,1739209839.0318365,-15.203813578239808
,,1739209839.0318396,-45.120503652039325
,,1739209839.0318427,-45.120503652039325
,,1739209839.0318458,-35.57807855764607
,,1739209839.031849,-35.57807855764607
,,1739209839.031852,-45.120503652039325
,,1739209839.031855,-38.13080360867914
,,1739209839.0318582,-35.57807855764607
,,1739209839.0318613,-45.120503652039325
,,1739209839.0318644,-31.141103565318893
,,1739209839.0318675,-22.84163660590256
,,1739209839.0318706,-45.120503652039325
,,1739209839.0318737,-45.120503652039325
,,1739209839.0318768,-38.13080360867914
,,1739209839.03188,-38.13080360867914
,,1739209839.031883,-45.120503652039325
,,1739209839.031886,-45.120503652039325
,,1739209839.031889,-35.57807855764607
,,1739209839.031892,-26.991370085610736
,,1739209839.0318952,-38.13080360867914
,,1739209839.0318985,-45.120503652039325
,,1739209839.0319014,-35.57807855764607
,,1739209839.0319045,-35.57807855764607
,,1739209839.0319076,-28.992665084841946
,,1739209839.031911,-30.49652367304973
,,1739209839.0319138,-45.120503652039325
,,1739209839.0319169,-38.13080360867914
,,1739209839.03192,-38.13080360867914
,,1739209839.031923,-19.64275659816107
,,1739209839.0319262,-20.001670042250545
,,1739209839.0319293,-31.141103565318893
,,1739209839.0319324,-33.981070128970906
,,1739209839.0319357,-45.120503652039325
,,1739209839.0319386,-45.120503652039325
,,1739209839.0319414,-45.120503652039325
,,1739209839.0319445,-38.13080360867914
,,1739209839.0319476,-38.13080360867914
,,1739209839.0319507,-45.120503652039325
,,1739209839.0319538,-31.141103565318915
,,1739209839.031957,-33.981070128970906
,,1739209839.03196,-45.120503652039325
,,1739209839.031963,-35.57807855764607
,,1739209839.0319662,-35.57807855764607
,,1739209839.0319693,-45.120503652039325
,,1739209839.0319724,-45.120503652039325
,,1739209839.0319755,-35.57807855764607
,,1739209839.0319786,-38.13080360867914
,,1739209839.0319817,-45.120503652039325
,,1739209839.0319848,-45.120503652039325
,,1739209839.031988,-38.13080360867914
,,1739209839.031991,-26.991370085610757
,,1739209839.031994,-30.49652367304973
,,1739209839.031997,-33.981070128970906
,,1739209839.032,-38.13080360867914
,,1739209839.0320032,-33.981070128970906
,,1739209839.0320065,-33.981070128970906
,,1739209839.0320094,-31.141103565318943
,,1739209839.0320125,-9.372091701405443
,,1739209839.0320156,-14.686880871827997
,,1739209839.032019,-28.992665084841967
,,1739209839.0320218,-30.49652367304973
,,1739209839.0320249,-45.120503652039325
,,1739209839.032028,-20.82298085201522
,,1739209839.032031,-45.120503652039325
,,1739209839.0320342,-45.120503652039325
,,1739209839.0320373,-33.981070128970906
,,1739209839.0320404,-27.267205301931607
,,1739209839.0320437,-28.992665084841946
,,1739209839.0320466,-38.13080360867914
,,1739209839.0320497,-38.13080360867914
,,1739209839.0320525,-38.13080360867914
,,1739209839.0320556,-31.141103565318915
,,1739209839.0320587,-33.981070128970906
,,1739209839.0320618,-45.120503652039325
,,1739209839.032065,-38.13080360867914
,,1739209839.032068,-28.992665084841946
,,1739209839.032071,-23.50682362968953
,,1739209839.0320742,-19.89606131697609
,,1739209839.0320773,-33.981070128970906
,,1739209839.0320804,-31.141103565318915
,,1739209839.0320835,-38.13080360867914
,,1739209839.0320866,-28.58837851428589
,,1739209839.0320897,-45.120503652039325
,,1739209839.0320928,-45.120503652039325
,,1739209839.032096,-45.120503652039325
,,1739209839.032099,-33.981070128970906
,,1739209839.032102,-38.13080360867914
,,1739209839.0321052,-33.981070128970906
,,1739209839.032108,-33.981070128970906
,,1739209839.0321112,-33.981070128970906
,,1739209839.0321145,-22.002965041481755
,,1739209839.0321174,-8.450646468742688
,,1739209839.0321205,-30.49652367304973
,,1739209839.0321236,-45.120503652039325
,,1739209839.032127,-45.120503652039325
,,1739209839.0321298,-45.120503652039325
,,1739209839.0321329,-45.120503652039325
,,1739209839.032136,-33.981070128970906
,,1739209839.032139,-38.13080360867914
,,1739209839.0321422,-38.13080360867914
,,1739209839.0321453,-38.13080360867914
,,1739209839.0321484,-38.13080360867914
,,1739209839.0321517,-38.13080360867914
,,1739209839.0321546,-28.992665084841946
,,1739209839.0321577,-38.13080360867914
,,1739209839.0321608,-21.22884280839397
,,1739209839.0321636,-45.120503652039325
,,1739209839.0321667,-25.82631439489636
,,1739209839.0321698,-32.816014438256545
,,1739209839.032173,-38.13080360867914
,,1739209839.032176,-12.142898541047952
,,1739209839.032179,-22.84163660590255
,,1739209839.0321822,-33.981070128970906
,,1739209839.0321853,-45.120503652039325
,,1739209839.0321884,-45.120503652039325
,,1739209839.0321915,-38.13080360867914
,,1739209839.0321946,-45.120503652039325
,,1739209839.0321977,-33.981070128970906
,,1739209839.0322008,-35.57807855764607
,,1739209839.032204,-35.57807855764607
,,1739209839.032207,-45.120503652039325
,,1739209839.03221,-45.120503652039325
,,1739209839.0322132,-35.57807855764607
,,1739209839.0322163,-25.82631439489636
,,1739209839.0322192,-38.13080360867914
,,1739209839.0322225,-35.57807855764607
,,1739209839.0322254,-38.13080360867914
,,1739209839.0322285,-35.57807855764607
,,1739209839.0322316,-45.120503652039325
,,1739209839.032235,-38.13080360867914
,,1739209839.0322378,-32.816014438256545
,,1739209839.0322409,-45.120503652039325
,,1739209839.032244,-33.981070128970906
,,1739209839.032247,-45.120503652039325
,,1739209839.0322502,-45.120503652039325
,,1739209839.0322533,-31.141103565318943
,,1739209839.0322564,-45.120503652039325
,,1739209839.0322597,-38.13080360867914
,,1739209839.0322626,-32.816014438256545
,,1739209839.0322657,-19.64275659816107
,,1739209839.0322688,-33.981070128970906
,,1739209839.032272,-45.120503652039325
,,1739209839.0322747,-38.13080360867914
,,1739209839.0322778,-38.13080360867914
,,1739209839.032281,-45.120503652039325
,,1739209839.032284,-45.120503652039325
,,1739209839.0322871,-38.13080360867914
,,1739209839.0322902,-33.981070128970906
,,1739209839.032293,-45.120503652039325
,,1739209839.0322964,-38.13080360867914
,,1739209839.0322995,-38.13080360867914
,,1739209839.0323026,-45.120503652039325
,,1739209839.0323057,-45.120503652039325
,,1739209839.0323088,-38.13080360867914
,,1739209839.032312,-38.13080360867914
,,1739209839.032315,-45.120503652039325
,,1739209839.032318,-45.120503652039325
,,1739209839.0323212,-38.13080360867914
,,1739209839.0323243,-45.120503652039325
,,1739209839.0323274,-32.816014438256545
,,1739209839.0323305,-38.13080360867914
,,1739209839.0323334,-33.981070128970906
