CAN Message, 0x39:0f09b57d725a8fa9,Timestamp,Amplitude
,,1739209642.688548,-38.13080360867914
,,1739209642.6885605,-32.816014438256545
,,1739209642.688573,-45.120503652039325
,,1739209642.6885855,-38.13080360867914
,,1739209642.688598,-35.57807855764607
,,1739209642.6886103,-35.57807855764607
,,1739209642.6886227,-45.120503652039325
,,1739209642.688635,-45.120503652039325
,,1739209642.6886475,-38.13080360867914
,,1739209642.68866,-38.13080360867914
,,1739209642.6886723,-35.57807855764607
,,1739209642.688685,-29.438486411369333
,,1739209642.688697,-45.120503652039325
,,1739209642.68871,-45.120503652039325
,,1739209642.6887224,-38.13080360867914
,,1739209642.6887348,-35.57807855764607
,,1739209642.6887472,-38.13080360867914
,,1739209642.6887596,-38.13080360867914
,,1739209642.6887722,-45.120503652039325
,,1739209642.6887846,-45.120503652039325
,,1739209642.688797,-38.13080360867914
,,1739209642.6888094,-33.981070128970906
,,1739209642.6888218,-29.438486411369347
,,1739209642.6888344,-38.13080360867914
,,1739209642.6888468,-45.120503652039325
,,1739209642.6888592,-38.13080360867914
,,1739209642.6888716,-45.120503652039325
,,1739209642.688884,-45.120503652039325
,,1739209642.6888964,-38.13080360867914
,,1739209642.688909,-38.13080360867914
,,1739209642.6889217,-38.13080360867914
,,1739209642.6889338,-45.120503652039325
,,1739209642.6889462,-38.13080360867914
,,1739209642.6889586,-38.13080360867914
,,1739209642.6889713,-38.13080360867914
,,1739209642.6889837,-22.74004262075133
,,1739209642.688996,-33.981070128970906
,,1739209642.6890085,-45.120503652039325
,,1739209642.6890209,-38.13080360867914
,,1739209642.6890335,-32.816014438256545
,,1739209642.689046,-45.120503652039325
,,1739209642.6890583,-45.120503652039325
,,1739209642.6890707,-38.13080360867914
,,1739209642.689083,-38.13080360867914
,,1739209642.6890955,-38.13080360867914
,,1739209642.689108,-26.99137008561072
,,1739209642.6891203,-38.13080360867914
,,1739209642.689133,-27.8777449560314
,,1739209642.689145,-33.981070128970906
,,1739209642.689158,-45.120503652039325
,,1739209642.6891704,-11.68641771400072
,,1739209642.6891828,-25.82631439489636
,,1739209642.6891952,-38.13080360867914
,,1739209642.6892076,-38.13080360867914
,,1739209642.6892202,-38.13080360867914
,,1739209642.6892326,-45.120503652039325
,,1739209642.689245,-38.13080360867914
,,1739209642.6892574,-35.57807855764607
,,1739209642.6892698,-35.57807855764607
,,1739209642.6892824,-28.58837851428586
,,1739209642.6892948,-38.13080360867914
,,1739209642.6893072,-45.120503652039325
,,1739209642.6893196,-45.120503652039325
,,1739209642.689332,-38.13080360867914
,,1739209642.6893446,-33.981070128970906
,,1739209642.689357,-38.13080360867914
,,1739209642.6893694,-45.120503652039325
,,1739209642.6893818,-38.13080360867914
,,1739209642.6893942,-38.13080360867914
,,1739209642.6894066,-45.120503652039325
,,1739209642.6894193,-45.120503652039325
,,1739209642.6894317,-28.58837851428586
,,1739209642.689444,-35.57807855764607
,,1739209642.6894565,-45.120503652039325
,,1739209642.6894689,-38.13080360867914
,,1739209642.6894815,-33.981070128970906
,,1739209642.689494,-31.141103565318915
,,1739209642.6895063,-45.120503652039325
,,1739209642.6895187,-31.141103565318915
,,1739209642.689531,-26.991370085610736
,,1739209642.6895435,-28.992665084841946
,,1739209642.689556,-45.120503652039325
,,1739209642.6895683,-38.13080360867914
,,1739209642.689581,-28.992665084841946
,,1739209642.6895933,-26.487275050834725
,,1739209642.689606,-45.120503652039325
,,1739209642.6896183,-45.120503652039325
,,1739209642.6896307,-38.13080360867914
,,1739209642.6896431,-25.25278630937684
,,1739209642.6896555,-38.13080360867914
,,1739209642.6896682,-38.13080360867914
,,1739209642.6896806,-45.120503652039325
,,1739209642.689693,-31.141103565318915
,,1739209642.6897054,-35.57807855764607
,,1739209642.6897178,-38.13080360867914
,,1739209642.6897304,-45.120503652039325
,,1739209642.6897428,-31.141103565318915
,,1739209642.6897552,-45.120503652039325
,,1739209642.6897676,-8.583555698888471
,,1739209642.68978,-18.877682693682605
,,1739209642.6897926,-31.141103565318943
,,1739209642.689805,-33.981070128970906
,,1739209642.6898174,-45.120503652039325
,,1739209642.6898298,-35.57807855764607
,,1739209642.6898422,-45.120503652039325
,,1739209642.6898549,-45.120503652039325
,,1739209642.6898673,-38.13080360867914
,,1739209642.6898797,-38.13080360867914
,,1739209642.689892,-30.49652367304973
,,1739209642.6899045,-45.120503652039325
,,1739209642.689917,-45.120503652039325
,,1739209642.6899295,-45.120503652039325
,,1739209642.689942,-30.49652367304973
,,1739209642.6899543,-45.120503652039325
,,1739209642.689967,-38.13080360867914
,,1739209642.689979,-38.13080360867914
,,1739209642.6899917,-31.141103565318915
,,1739209642.690004,-38.13080360867914
,,1739209642.6900165,-38.13080360867914
,,1739209642.690029,-38.13080360867914
,,1739209642.6900413,-28.992665084841946
,,1739209642.690054,-31.141103565318915
,,1739209642.6900663,-23.273589343863318
,,1739209642.6900787,-35.57807855764607
,,1739209642.6900911,-33.981070128970906
,,1739209642.6901035,-45.120503652039325
,,1739209642.6901162,-25.077289914212862
,,1739209642.6901286,-9.99232606639056
,,1739209642.690141,-25.25278630937684
,,1739209642.6901534,-45.120503652039325
,,1739209642.6901658,-35.57807855764607
,,1739209642.6901784,-45.120503652039325
,,1739209642.6901908,-38.13080360867914
,,1739209642.6902032,-38.13080360867914
,,1739209642.6902156,-38.13080360867914
,,1739209642.690228,-45.120503652039325
,,1739209642.6902406,-31.14110356531892
,,1739209642.690253,-38.13080360867914
,,1739209642.6902654,-38.13080360867914
,,1739209642.6902778,-32.816014438256545
,,1739209642.6902902,-38.13080360867914
,,1739209642.6903028,-45.120503652039325
,,1739209642.6903152,-38.13080360867914
,,1739209642.6903276,-38.13080360867914
,,1739209642.69034,-45.120503652039325
,,1739209642.6903524,-45.120503652039325
,,1739209642.690365,-33.981070128970906
,,1739209642.6903777,-38.13080360867914
,,1739209642.69039,-30.49652367304973
,,1739209642.6904025,-33.981070128970906
,,1739209642.690415,-45.120503652039325
,,1739209642.6904273,-45.120503652039325
,,1739209642.6904397,-45.120503652039325
,,1739209642.690452,-45.120503652039325
,,1739209642.6904645,-33.981070128970906
,,1739209642.690477,-26.487275050834725
,,1739209642.6904893,-20.88804491267121
,,1739209642.690502,-25.82631439489636
,,1739209642.6905143,-45.120503652039325
,,1739209642.6905267,-35.57807855764607
,,1739209642.6905391,-45.120503652039325
,,1739209642.6905515,-45.120503652039325
,,1739209642.6905642,-38.13080360867914
,,1739209642.6905766,-45.120503652039325
,,1739209642.690589,-31.141103565318915
,,1739209642.690601,-32.81601443825658
,,1739209642.6906135,-45.120503652039325
,,1739209642.6906264,-45.120503652039325
,,1739209642.6906388,-31.141103565318915
,,1739209642.6906512,-33.981070128970906
,,1739209642.6906636,-45.120503652039325
,,1739209642.690676,-45.120503652039325
,,1739209642.6906886,-45.120503652039325
,,1739209642.690701,-38.13080360867914
,,1739209642.6907134,-38.13080360867914
,,1739209642.6907258,-45.120503652039325
,,1739209642.6907382,-35.57807855764607
