CAN Message, 0x24:0c28e78f0ad30f16,Timestamp,Amplitude
,,1739209603.0953436,-38.13080360867914
,,1739209603.095345,-38.13080360867914
,,1739209603.0953465,-38.13080360867914
,,1739209603.095348,-28.992665084841946
,,1739209603.095349,-33.981070128970906
,,1739209603.0953505,-38.13080360867914
,,1739209603.095352,-38.13080360867914
,,1739209603.0953534,-38.13080360867914
,,1739209603.0953548,-35.57807855764607
,,1739209603.0953562,-35.57807855764607
,,1739209603.0953574,-45.120503652039325
,,1739209603.0953588,-38.13080360867914
,,1739209603.0953605,-38.13080360867914
,,1739209603.0953617,-45.120503652039325
,,1739209603.0953631,-38.13080360867914
,,1739209603.0953643,-38.13080360867914
,,1739209603.0953658,-45.120503652039325
,,1739209603.0953672,-45.120503652039325
,,1739209603.0953686,-45.120503652039325
,,1739209603.09537,-38.13080360867914
,,1739209603.0953715,-38.13080360867914
,,1739209603.095373,-45.120503652039325
,,1739209603.095374,-33.981070128970906
,,1739209603.0953755,-35.57807855764607
,,1739209603.095377,-45.120503652039325
,,1739209603.0953784,-38.13080360867914
,,1739209603.0953798,-28.992665084841967
,,1739209603.095381,-30.49652367304973
,,1739209603.0953825,-28.992665084841946
,,1739209603.095384,-45.120503652039325
,,1739209603.0953853,-38.13080360867914
,,1739209603.0953867,-38.13080360867914
,,1739209603.0953882,-33.981070128970906
,,1739209603.0953894,-38.13080360867914
,,1739209603.0953908,-45.120503652039325
,,1739209603.0953922,-33.981070128970906
,,1739209603.0953937,-27.87774495603141
,,1739209603.095395,-33.981070128970906
,,1739209603.0953965,-45.120503652039325
,,1739209603.0953977,-45.120503652039325
,,1739209603.0953991,-45.120503652039325
,,1739209603.0954006,-38.13080360867914
,,1739209603.095402,-45.120503652039325
,,1739209603.0954034,-33.981070128970906
,,1739209603.0954046,-27.87774495603141
,,1739209603.095406,-38.13080360867914
,,1739209603.0954075,-38.13080360867914
,,1739209603.095409,-45.120503652039325
,,1739209603.0954103,-33.981070128970906
,,1739209603.0954118,-35.57807855764607
,,1739209603.095413,-18.877682693682605
,,1739209603.0954144,-28.58837851428586
,,1739209603.0954158,-33.981070128970906
,,1739209603.0954173,-45.120503652039325
,,1739209603.0954187,-33.981070128970906
,,1739209603.09542,-8.358141484406177
,,1739209603.0954213,-19.045953419892605
,,1739209603.0954227,-32.81601443825658
,,1739209603.0954242,-32.816014438256545
,,1739209603.0954256,-27.8777449560314
,,1739209603.095427,-31.141103565318915
,,1739209603.0954282,-45.120503652039325
,,1739209603.0954297,-38.13080360867914
,,1739209603.095431,-45.120503652039325
,,1739209603.0954323,-45.120503652039325
,,1739209603.095434,-45.120503652039325
,,1739209603.0954354,-38.13080360867914
,,1739209603.0954366,-45.120503652039325
,,1739209603.095438,-45.120503652039325
,,1739209603.0954394,-38.13080360867914
,,1739209603.0954409,-38.13080360867914
,,1739209603.0954423,-38.13080360867914
,,1739209603.0954435,-31.141103565318915
,,1739209603.095445,-45.120503652039325
,,1739209603.0954463,-38.13080360867914
,,1739209603.0954478,-45.120503652039325
,,1739209603.0954492,-32.816014438256545
,,1739209603.0954506,-38.13080360867914
,,1739209603.0954518,-31.141103565318893
,,1739209603.0954533,-21.300333226290604
,,1739209603.0954547,-28.992665084841946
,,1739209603.095456,-45.120503652039325
,,1739209603.0954576,-33.981070128970906
,,1739209603.095459,-29.438486411369347
,,1739209603.0954602,-12.013570528605682
,,1739209603.0954616,-45.120503652039325
,,1739209603.095463,-45.120503652039325
,,1739209603.0954645,-45.120503652039325
,,1739209603.095466,-31.141103565318915
,,1739209603.095467,-38.13080360867914
,,1739209603.0954683,-45.120503652039325
,,1739209603.09547,-38.13080360867914
,,1739209603.0954714,-38.13080360867914
,,1739209603.0954728,-33.981070128970906
,,1739209603.0954742,-32.816014438256545
,,1739209603.0954757,-45.120503652039325
,,1739209603.0954769,-38.13080360867914
,,1739209603.0954783,-38.13080360867914
,,1739209603.0954795,-45.120503652039325
,,1739209603.0954812,-35.57807855764607
,,1739209603.0954826,-31.141103565318943
,,1739209603.0954838,-35.57807855764607
,,1739209603.0954852,-38.13080360867914
,,1739209603.0954866,-20.88804491267121
,,1739209603.095488,-25.62660358559016
,,1739209603.0954895,-45.120503652039325
,,1739209603.095491,-38.13080360867914
,,1739209603.095492,-38.13080360867914
,,1739209603.0954936,-30.49652367304973
,,1739209603.095495,-30.49652367304973
,,1739209603.0954964,-45.120503652039325
,,1739209603.0954978,-32.816014438256545
,,1739209603.0954993,-38.13080360867914
,,1739209603.0955005,-38.13080360867914
,,1739209603.095502,-35.57807855764607
,,1739209603.095503,-38.13080360867914
,,1739209603.0955048,-29.438486411369333
,,1739209603.0955062,-33.981070128970906
,,1739209603.0955074,-45.120503652039325
,,1739209603.0955088,-32.816014438256545
,,1739209603.0955102,-38.13080360867914
,,1739209603.0955117,-38.13080360867914
,,1739209603.095513,-38.13080360867914
,,1739209603.0955143,-45.120503652039325
,,1739209603.0955155,-35.57807855764607
,,1739209603.0955172,-38.13080360867914
,,1739209603.0955186,-32.816014438256545
,,1739209603.09552,-18.83661435153617
,,1739209603.0955217,-31.141103565318893
,,1739209603.0955229,-38.13080360867914
,,1739209603.095524,-38.13080360867914
,,1739209603.0955255,-38.13080360867914
,,1739209603.095527,-14.814506432379776
,,1739209603.0955284,-33.98107012897096
,,1739209603.0955298,-33.981070128970906
,,1739209603.0955312,-45.120503652039325
,,1739209603.0955324,-35.57807855764607
,,1739209603.0955338,-31.141103565318893
,,1739209603.0955353,-45.120503652039325
,,1739209603.0955367,-45.120503652039325
,,1739209603.095538,-35.57807855764607
,,1739209603.095539,-22.84163660590256
,,1739209603.0955408,-33.981070128970906
,,1739209603.0955422,-45.120503652039325
,,1739209603.0955436,-33.981070128970906
,,1739209603.095545,-29.438486411369333
,,1739209603.0955465,-45.120503652039325
,,1739209603.0955477,-38.13080360867914
,,1739209603.095549,-45.120503652039325
,,1739209603.0955503,-38.13080360867914
,,1739209603.095552,-38.13080360867914
,,1739209603.0955534,-35.57807855764607
,,1739209603.0955548,-38.13080360867914
,,1739209603.095556,-28.58837851428586
,,1739209603.0955577,-38.13080360867914
,,1739209603.095559,-28.218542851754165
,,1739209603.0955603,-19.54543163298272
,,1739209603.0955615,-30.49652367304976
,,1739209603.095563,-45.120503652039325
,,1739209603.0955644,-26.991370085610736
,,1739209603.0955658,-19.54543163298272
,,1739209603.0955672,-10.227951968346687
,,1739209603.095569,-26.99137008561072
,,1739209603.09557,-45.120503652039325
,,1739209603.0955713,-38.13080360867914
,,1739209603.0955727,-38.13080360867914
,,1739209603.095574,-45.120503652039325
,,1739209603.0955756,-45.120503652039325
,,1739209603.095577,-45.120503652039325
,,1739209603.0955784,-27.267205301931607
,,1739209603.0955796,-18.636903542229973
,,1739209603.095581,-32.81601443825658
,,1739209603.0955825,-38.13080360867914
,,1739209603.095584,-45.120503652039325
,,1739209603.095585,-25.82631439489636
,,1739209603.0955868,-8.936884340940507
,,1739209603.095588,-18.29905288830097
,,1739209603.0955894,-25.82631439489636
,,1739209603.0955908,-45.120503652039325
,,1739209603.0955932,-38.13080360867914
,,1739209603.0955958,-38.13080360867914
,,1739209603.0955982,-45.120503652039325
,,1739209603.0956006,-45.120503652039325
,,1739209603.095603,-31.141103565318893
,,1739209603.0956056,-27.87774495603143
,,1739209603.095608,-22.17584139042336
,,1739209603.0956104,-35.57807855764607
,,1739209603.095613,-35.57807855764607
,,1739209603.0956154,-25.62660358559016
,,1739209603.0956178,-13.25376497704184
,,1739209603.0956204,-9.850652966439332
,,1739209603.0956228,-24.438645034577675
,,1739209603.0956252,-38.13080360867914
,,1739209603.0956275,-38.13080360867914
,,1739209603.0956302,-45.120503652039325
,,1739209603.0956326,-45.120503652039325
,,1739209603.095635,-45.120503652039325
,,1739209603.0956376,-38.13080360867914
,,1739209603.09564,-38.13080360867914
,,1739209603.0956423,-38.13080360867914
,,1739209603.0956447,-38.13080360867914
,,1739209603.095647,-33.981070128970906
,,1739209603.0956495,-30.49652367304973
,,1739209603.095652,-33.981070128970906
,,1739209603.0956547,-38.13080360867914
,,1739209603.095657,-28.58837851428586
,,1739209603.0956595,-24.74623867263306
,,1739209603.095662,-38.13080360867914
,,1739209603.0956645,-38.13080360867914
,,1739209603.095667,-35.57807855764607
,,1739209603.0956693,-33.981070128970906
