CAN Message, 0x1a7:000089fb214c8bb8,Timestamp,Amplitude
,,1739209596.952705,-45.120503652039325
,,1739209596.9527073,-38.13080360867914
,,1739209596.95271,-35.57807855764607
,,1739209596.9527123,-45.120503652039325
,,1739209596.952715,-45.120503652039325
,,1739209596.9527175,-38.13080360867914
,,1739209596.9527202,-38.13080360867914
,,1739209596.9527223,-38.13080360867914
,,1739209596.9527252,-31.141103565318893
,,1739209596.9527278,-33.981070128970906
,,1739209596.9527302,-45.120503652039325
,,1739209596.9527328,-45.120503652039325
,,1739209596.9527354,-33.981070128970906
,,1739209596.9527378,-38.13080360867914
,,1739209596.9527404,-45.120503652039325
,,1739209596.952743,-38.13080360867914
,,1739209596.9527454,-38.13080360867914
,,1739209596.952748,-38.13080360867914
,,1739209596.9527507,-38.13080360867914
,,1739209596.952753,-45.120503652039325
,,1739209596.9527557,-38.13080360867914
,,1739209596.9527583,-38.13080360867914
,,1739209596.952761,-38.13080360867914
,,1739209596.9527633,-38.13080360867914
,,1739209596.952766,-38.13080360867914
,,1739209596.9527686,-33.981070128970906
,,1739209596.952771,-38.13080360867914
,,1739209596.9527736,-33.981070128970906
,,1739209596.9527762,-45.120503652039325
,,1739209596.9527786,-33.981070128970906
,,1739209596.9527812,-38.13080360867914
,,1739209596.9527838,-45.120503652039325
,,1739209596.9527862,-45.120503652039325
,,1739209596.9527888,-38.13080360867914
,,1739209596.9527917,-45.120503652039325
,,1739209596.9527938,-38.13080360867914
,,1739209596.9527965,-38.13080360867914
,,1739209596.952799,-38.13080360867914
,,1739209596.9528017,-38.13080360867914
,,1739209596.952804,-45.120503652039325
,,1739209596.9528067,-45.120503652039325
,,1739209596.952809,-45.120503652039325
,,1739209596.9528117,-45.120503652039325
,,1739209596.9528143,-45.120503652039325
,,1739209596.9528167,-45.120503652039325
,,1739209596.952819,-45.120503652039325
,,1739209596.952822,-45.120503652039325
,,1739209596.9528244,-33.981070128970906
,,1739209596.952827,-28.58837851428586
,,1739209596.9528296,-25.62660358559016
,,1739209596.952832,-11.309352844940786
,,1739209596.9528346,-12.42303992073162
,,1739209596.9528372,-28.992665084841967
,,1739209596.9528396,-27.8777449560314
,,1739209596.9528422,-45.120503652039325
,,1739209596.9528449,-38.13080360867914
,,1739209596.9528472,-38.13080360867914
,,1739209596.95285,-38.13080360867914
,,1739209596.9528525,-45.120503652039325
,,1739209596.952855,-38.13080360867914
,,1739209596.9528575,-45.120503652039325
,,1739209596.95286,-45.120503652039325
,,1739209596.9528627,-38.13080360867914
,,1739209596.9528651,-38.13080360867914
,,1739209596.9528675,-38.13080360867914
,,1739209596.9528704,-33.981070128970906
,,1739209596.9528728,-32.816014438256545
,,1739209596.9528754,-38.13080360867914
,,1739209596.952878,-45.120503652039325
,,1739209596.9528804,-33.981070128970906
,,1739209596.952883,-45.120503652039325
,,1739209596.9528856,-31.141103565318915
,,1739209596.952888,-38.13080360867914
,,1739209596.9528906,-32.816014438256545
,,1739209596.9528933,-20.001670042250545
,,1739209596.9528956,-28.992665084841967
,,1739209596.9528985,-30.49652367304973
,,1739209596.9529014,-33.981070128970906
,,1739209596.9529045,-38.13080360867914
,,1739209596.9529076,-12.64322532294206
,,1739209596.952911,-18.877682693682605
,,1739209596.952914,-24.151403521958727
,,1739209596.952917,-38.13080360867914
,,1739209596.9529202,-38.13080360867914
,,1739209596.9529233,-45.120503652039325
,,1739209596.9529264,-38.13080360867914
,,1739209596.9529295,-35.57807855764607
,,1739209596.9529326,-38.13080360867914
,,1739209596.9529357,-38.13080360867914
,,1739209596.9529388,-25.62660358559016
,,1739209596.952942,-33.981070128970906
,,1739209596.9529452,-38.13080360867914
,,1739209596.9529483,-32.816014438256545
