CAN Message, 0x62:00298fb27e7d1286,Timestamp,Amplitude
,,1739209677.9280827,-38.13080360867914
,,1739209677.928086,-45.120503652039325
,,1739209677.9280894,-38.13080360867914
,,1739209677.928093,-32.816014438256545
,,1739209677.9280963,-33.981070128970906
,,1739209677.9280996,-45.120503652039325
,,1739209677.928103,-38.13080360867914
,,1739209677.9281063,-32.816014438256545
,,1739209677.92811,-38.13080360867914
,,1739209677.9281132,-45.120503652039325
,,1739209677.9281166,-45.120503652039325
,,1739209677.92812,-35.57807855764607
,,1739209677.9281232,-28.992665084841946
,,1739209677.9281268,-38.13080360867914
,,1739209677.92813,-45.120503652039325
,,1739209677.9281335,-35.57807855764607
,,1739209677.9281368,-38.13080360867914
,,1739209677.9281402,-38.13080360867914
,,1739209677.9281435,-38.13080360867914
,,1739209677.928147,-32.816014438256545
,,1739209677.9281504,-31.141103565318915
,,1739209677.9281538,-24.151403521958727
,,1739209677.928157,-35.57807855764607
,,1739209677.9281604,-45.120503652039325
,,1739209677.928164,-35.57807855764607
,,1739209677.928167,-45.120503652039325
,,1739209677.9281707,-45.120503652039325
,,1739209677.928174,-38.13080360867914
,,1739209677.9281774,-33.981070128970906
,,1739209677.928181,-45.120503652039325
,,1739209677.9281845,-45.120503652039325
,,1739209677.9281876,-38.13080360867914
,,1739209677.928191,-35.57807855764607
,,1739209677.9281943,-45.120503652039325
,,1739209677.928198,-45.120503652039325
,,1739209677.9282012,-45.120503652039325
,,1739209677.9282043,-33.981070128970906
,,1739209677.928208,-33.981070128970906
,,1739209677.9282112,-38.13080360867914
,,1739209677.9282148,-32.816014438256545
,,1739209677.928218,-33.981070128970906
,,1739209677.9282217,-38.13080360867914
,,1739209677.9282248,-38.13080360867914
,,1739209677.928228,-38.13080360867914
,,1739209677.9282317,-33.981070128970906
,,1739209677.928235,-23.50682362968953
,,1739209677.9282384,-45.120503652039325
,,1739209677.9282415,-33.981070128970906
,,1739209677.928245,-38.13080360867914
,,1739209677.9282486,-38.13080360867914
,,1739209677.928252,-9.819787963665508
,,1739209677.928255,-22.002965041481755
,,1739209677.928259,-30.49652367304973
,,1739209677.928262,-38.13080360867914
,,1739209677.9282656,-45.120503652039325
,,1739209677.928269,-45.120503652039325
,,1739209677.9282722,-33.981070128970906
,,1739209677.9282756,-26.99137008561072
,,1739209677.928279,-38.13080360867914
,,1739209677.9282825,-45.120503652039325
,,1739209677.9282858,-45.120503652039325
,,1739209677.9282892,-30.49652367304973
,,1739209677.9282925,-35.57807855764607
,,1739209677.928296,-45.120503652039325
,,1739209677.9282994,-45.120503652039325
,,1739209677.9283028,-35.57807855764607
,,1739209677.928306,-38.13080360867914
,,1739209677.9283094,-35.57807855764607
,,1739209677.9283128,-45.120503652039325
,,1739209677.9283164,-45.120503652039325
,,1739209677.9283197,-38.13080360867914
,,1739209677.928323,-35.57807855764607
,,1739209677.9283264,-38.13080360867914
,,1739209677.9283297,-31.141103565318943
,,1739209677.9283333,-38.13080360867914
,,1739209677.9283366,-45.120503652039325
,,1739209677.92834,-38.13080360867914
,,1739209677.9283433,-26.487275050834725
,,1739209677.9283466,-28.992665084841946
,,1739209677.9283502,-14.487170062521797
,,1739209677.9283535,-45.120503652039325
,,1739209677.928357,-45.120503652039325
,,1739209677.9283602,-33.981070128970906
,,1739209677.9283636,-35.57807855764607
,,1739209677.9283671,-38.13080360867914
,,1739209677.9283705,-32.816014438256545
,,1739209677.9283738,-38.13080360867914
,,1739209677.9283772,-45.120503652039325
,,1739209677.9283805,-38.13080360867914
,,1739209677.9283838,-45.120503652039325
,,1739209677.9283874,-45.120503652039325
,,1739209677.9283907,-45.120503652039325
,,1739209677.928394,-45.120503652039325
