CAN Message, 0x1b8:020090acba12d4c2,Timestamp,Amplitude
,,1739209814.2608695,-32.816014438256545
,,1739209814.2608726,-38.13080360867914
,,1739209814.260876,-38.13080360867914
,,1739209814.2608793,-38.13080360867914
,,1739209814.2608826,-45.120503652039325
,,1739209814.260886,-38.13080360867914
,,1739209814.2608893,-38.13080360867914
,,1739209814.2608924,-45.120503652039325
,,1739209814.2608955,-45.120503652039325
,,1739209814.260899,-45.120503652039325
,,1739209814.2609024,-38.13080360867914
,,1739209814.2609055,-33.981070128970906
,,1739209814.2609088,-31.141103565318893
,,1739209814.2609122,-38.13080360867914
,,1739209814.2609155,-45.120503652039325
,,1739209814.2609189,-45.120503652039325
,,1739209814.2609222,-45.120503652039325
,,1739209814.2609255,-38.13080360867914
,,1739209814.2609286,-38.13080360867914
,,1739209814.260932,-38.13080360867914
,,1739209814.2609353,-45.120503652039325
,,1739209814.2609386,-33.981070128970906
,,1739209814.260942,-45.120503652039325
,,1739209814.260945,-45.120503652039325
,,1739209814.2609484,-32.816014438256545
,,1739209814.2609518,-45.120503652039325
,,1739209814.260955,-45.120503652039325
,,1739209814.2609584,-38.13080360867914
,,1739209814.2609618,-35.57807855764607
,,1739209814.2609649,-38.13080360867914
,,1739209814.2609682,-45.120503652039325
,,1739209814.2609715,-45.120503652039325
,,1739209814.260975,-45.120503652039325
,,1739209814.2609782,-38.13080360867914
,,1739209814.2609816,-45.120503652039325
,,1739209814.260985,-38.13080360867914
,,1739209814.260988,-38.13080360867914
,,1739209814.260991,-45.120503652039325
,,1739209814.260995,-45.120503652039325
,,1739209814.260998,-45.120503652039325
,,1739209814.261001,-38.13080360867914
,,1739209814.2610044,-38.13080360867914
,,1739209814.2610078,-45.120503652039325
,,1739209814.2610111,-38.13080360867914
,,1739209814.2610145,-45.120503652039325
,,1739209814.2610178,-38.13080360867914
,,1739209814.2610211,-38.13080360867914
,,1739209814.2610242,-38.13080360867914
,,1739209814.2610276,-26.99137008561072
,,1739209814.261031,-19.692249382447496
,,1739209814.2610345,-10.735080164178186
,,1739209814.2610376,-28.58837851428586
,,1739209814.2610407,-45.120503652039325
,,1739209814.261044,-31.141103565318915
,,1739209814.2610474,-45.120503652039325
,,1739209814.2610507,-45.120503652039325
,,1739209814.261054,-45.120503652039325
,,1739209814.2610574,-35.57807855764607
,,1739209814.2610605,-35.57807855764607
,,1739209814.2610638,-38.13080360867914
,,1739209814.2610672,-32.816014438256545
,,1739209814.2610705,-33.981070128970906
,,1739209814.2610738,-35.57807855764607
,,1739209814.2610772,-38.13080360867914
,,1739209814.2610805,-38.13080360867914
,,1739209814.2610836,-38.13080360867914
,,1739209814.261087,-45.120503652039325
,,1739209814.2610905,-38.13080360867914
,,1739209814.2610936,-45.120503652039325
,,1739209814.261097,-35.57807855764607
,,1739209814.2611,-45.120503652039325
,,1739209814.2611034,-38.13080360867914
,,1739209814.2611067,-45.120503652039325
,,1739209814.26111,-20.695705961394808
,,1739209814.2611134,-24.15140352195872
,,1739209814.2611165,-45.120503652039325
,,1739209814.2611198,-32.816014438256545
,,1739209814.2611232,-35.57807855764607
,,1739209814.2611265,-22.44878636800916
,,1739209814.26113,-19.84420464332591
,,1739209814.2611332,-45.120503652039325
,,1739209814.2611363,-28.992665084841946
,,1739209814.2611396,-45.120503652039325
,,1739209814.261143,-45.120503652039325
,,1739209814.2611463,-45.120503652039325
,,1739209814.2611496,-38.13080360867914
,,1739209814.261153,-38.13080360867914
,,1739209814.261156,-38.13080360867914
,,1739209814.2611594,-38.13080360867914
,,1739209814.2611628,-27.87774495603141
,,1739209814.261166,-38.13080360867914
,,1739209814.2611694,-38.13080360867914
,,1739209814.2611723,-45.120503652039325
,,1739209814.261176,-38.13080360867914
,,1739209814.2611792,-32.816014438256545
,,1739209814.2611823,-38.13080360867914
,,1739209814.261186,-38.13080360867914
,,1739209814.2611892,-33.981070128970906
,,1739209814.2611923,-32.816014438256545
,,1739209814.2611957,-38.13080360867914
,,1739209814.261199,-38.13080360867914
,,1739209814.2612023,-45.120503652039325
,,1739209814.2612057,-17.448944991217488
,,1739209814.261209,-24.15140352195872
,,1739209814.261212,-45.120503652039325
,,1739209814.2612154,-45.120503652039325
,,1739209814.2612188,-27.267205301931607
,,1739209814.261222,-9.981671795928367
,,1739209814.2612257,-16.30665708433357
,,1739209814.2612288,-31.141103565318893
,,1739209814.261232,-32.81601443825658
,,1739209814.2612352,-45.120503652039325
,,1739209814.2612386,-38.13080360867914
,,1739209814.261242,-38.13080360867914
,,1739209814.2612453,-45.120503652039325
,,1739209814.2612484,-45.120503652039325
,,1739209814.2612517,-25.82631439489636
,,1739209814.261255,-21.228842808393967
,,1739209814.2612584,-45.120503652039325
,,1739209814.2612617,-38.13080360867914
,,1739209814.261265,-45.120503652039325
,,1739209814.261268,-28.992665084841946
,,1739209814.2612717,-30.49652367304973
,,1739209814.2612748,-35.57807855764607
,,1739209814.2612782,-35.57807855764607
,,1739209814.2612815,-30.49652367304973
,,1739209814.2612848,-25.25278630937684
,,1739209814.261288,-28.992665084841967
,,1739209814.2612913,-33.981070128970906
,,1739209814.2612946,-27.267205301931607
,,1739209814.261298,-26.99137008561072
,,1739209814.2613013,-45.120503652039325
,,1739209814.2613044,-35.57807855764607
,,1739209814.2613077,-33.981070128970906
,,1739209814.261311,-38.13080360867914
,,1739209814.2613144,-45.120503652039325
,,1739209814.2613175,-45.120503652039325
,,1739209814.261321,-45.120503652039325
,,1739209814.2613242,-45.120503652039325
,,1739209814.2613275,-45.120503652039325
,,1739209814.2613308,-45.120503652039325
,,1739209814.2613342,-28.992665084841946
,,1739209814.2613375,-31.141103565318915
,,1739209814.2613409,-45.120503652039325
,,1739209814.261344,-33.981070128970906
,,1739209814.2613473,-33.98107012897096
,,1739209814.2613506,-27.267205301931607
,,1739209814.261354,-35.57807855764607
,,1739209814.2613573,-45.120503652039325
,,1739209814.2613606,-45.120503652039325
,,1739209814.2613635,-18.29905288830097
,,1739209814.261367,-26.99137008561072
,,1739209814.2613704,-45.120503652039325
,,1739209814.2613738,-38.13080360867914
,,1739209814.261377,-31.141103565318915
,,1739209814.2613802,-14.96271608814888
,,1739209814.2613835,-18.263086266016654
,,1739209814.2613869,-27.267205301931607
,,1739209814.2613902,-27.267205301931607
,,1739209814.2613935,-38.13080360867914
,,1739209814.261397,-45.120503652039325
,,1739209814.2614,-33.981070128970906
,,1739209814.261403,-45.120503652039325
,,1739209814.261407,-45.120503652039325
,,1739209814.26141,-38.13080360867914
,,1739209814.261413,-45.120503652039325
,,1739209814.261417,-38.13080360867914
,,1739209814.2614198,-32.816014438256545
,,1739209814.261423,-45.120503652039325
,,1739209814.2614264,-38.13080360867914
,,1739209814.2614298,-38.13080360867914
,,1739209814.2614331,-45.120503652039325
,,1739209814.2614365,-38.13080360867914
,,1739209814.2614396,-45.120503652039325
,,1739209814.261443,-27.267205301931607
,,1739209814.2614462,-27.267205301931607
,,1739209814.2614496,-45.120503652039325
,,1739209814.261453,-38.13080360867914
,,1739209814.261456,-26.99137008561072
,,1739209814.2614594,-45.120503652039325
,,1739209814.2614627,-38.13080360867914
,,1739209814.261466,-45.120503652039325
,,1739209814.2614694,-45.120503652039325
,,1739209814.2614727,-32.816014438256545
,,1739209814.2614758,-8.788850115200262
,,1739209814.2614791,-20.888044912671223
,,1739209814.2614825,-30.49652367304973
,,1739209814.2614858,-33.98107012897096
,,1739209814.2614892,-27.267205301931607
,,1739209814.2614925,-21.4469444417791
,,1739209814.2614956,-38.13080360867914
,,1739209814.261499,-33.981070128970906
,,1739209814.2615025,-38.13080360867914
,,1739209814.2615056,-45.120503652039325
,,1739209814.261509,-23.75329798047522
,,1739209814.261512,-31.141103565318915
,,1739209814.2615154,-45.120503652039325
,,1739209814.2615187,-38.13080360867914
,,1739209814.261522,-38.13080360867914
,,1739209814.2615254,-45.120503652039325
,,1739209814.2615287,-38.13080360867914
,,1739209814.2615318,-38.13080360867914
,,1739209814.2615352,-45.120503652039325
,,1739209814.2615385,-21.676580915188183
,,1739209814.2615418,-31.141103565318915
,,1739209814.2615452,-38.13080360867914
,,1739209814.2615485,-32.816014438256545
,,1739209814.2615516,-38.13080360867914
,,1739209814.261555,-45.120503652039325
,,1739209814.2615583,-38.13080360867914
,,1739209814.2615616,-38.13080360867914
,,1739209814.261565,-38.13080360867914
,,1739209814.2615683,-38.13080360867914
,,1739209814.2615714,-45.120503652039325
,,1739209814.2615747,-38.13080360867914
,,1739209814.261578,-31.141103565318915
,,1739209814.2615814,-45.120503652039325
,,1739209814.2615848,-45.120503652039325
,,1739209814.261588,-45.120503652039325
,,1739209814.2615912,-38.13080360867914
,,1739209814.2615943,-38.13080360867914
,,1739209814.261598,-35.57807855764607
,,1739209814.2616012,-38.13080360867914
,,1739209814.2616043,-45.120503652039325
,,1739209814.2616076,-38.13080360867914
,,1739209814.261611,-38.13080360867914
,,1739209814.2616143,-33.981070128970906
,,1739209814.2616177,-23.75329798047522
,,1739209814.261621,-38.13080360867914
,,1739209814.2616243,-33.981070128970906
,,1739209814.2616274,-38.13080360867914
,,1739209814.2616308,-38.13080360867914
,,1739209814.261634,-14.71843737629218
,,1739209814.2616374,-23.38864096791655
,,1739209814.2616408,-29.438486411369333
,,1739209814.261644,-32.816014438256545
,,1739209814.2616472,-45.120503652039325
,,1739209814.2616506,-28.58837851428586
,,1739209814.261654,-38.13080360867914
,,1739209814.2616572,-33.981070128970906
,,1739209814.2616606,-35.57807855764607
,,1739209814.2616637,-38.13080360867914
,,1739209814.261667,-45.120503652039325
,,1739209814.2616704,-26.487275050834725
,,1739209814.2616737,-45.120503652039325
,,1739209814.261677,-45.120503652039325
,,1739209814.2616804,-38.13080360867914
,,1739209814.2616837,-45.120503652039325
,,1739209814.2616868,-38.13080360867914
,,1739209814.26169,-38.13080360867914
,,1739209814.2616937,-38.13080360867914
,,1739209814.2616968,-28.58837851428586
,,1739209814.2617002,-45.120503652039325
,,1739209814.2617033,-33.981070128970906
,,1739209814.2617066,-33.981070128970906
,,1739209814.26171,-31.141103565318915
,,1739209814.2617133,-38.13080360867914
,,1739209814.2617166,-38.13080360867914
,,1739209814.2617197,-38.13080360867914
,,1739209814.261723,-28.58837851428586
,,1739209814.2617264,-35.57807855764607
,,1739209814.2617297,-45.120503652039325
