CAN Message, 0x150:07009cbbe4af4d4c,Timestamp,Amplitude
,,1739209782.1663263,-31.141103565318915
,,1739209782.166329,-45.120503652039325
,,1739209782.1663313,-38.13080360867914
,,1739209782.1663337,-38.13080360867914
,,1739209782.166336,-35.57807855764607
,,1739209782.1663384,-38.13080360867914
,,1739209782.1663408,-45.120503652039325
,,1739209782.1663432,-35.57807855764607
,,1739209782.1663456,-45.120503652039325
,,1739209782.166348,-45.120503652039325
,,1739209782.1663504,-45.120503652039325
,,1739209782.1663527,-38.13080360867914
,,1739209782.1663551,-38.13080360867914
,,1739209782.1663575,-45.120503652039325
,,1739209782.16636,-45.120503652039325
,,1739209782.1663623,-38.13080360867914
,,1739209782.166365,-45.120503652039325
,,1739209782.1663673,-38.13080360867914
,,1739209782.1663697,-45.120503652039325
,,1739209782.166372,-38.13080360867914
,,1739209782.1663744,-38.13080360867914
,,1739209782.1663768,-45.120503652039325
,,1739209782.1663792,-45.120503652039325
,,1739209782.1663816,-38.13080360867914
,,1739209782.166384,-35.57807855764607
,,1739209782.1663864,-38.13080360867914
,,1739209782.1663888,-38.13080360867914
,,1739209782.1663911,-38.13080360867914
,,1739209782.1663935,-38.13080360867914
,,1739209782.166396,-38.13080360867914
,,1739209782.1663983,-45.120503652039325
,,1739209782.166401,-38.13080360867914
,,1739209782.166403,-38.13080360867914
,,1739209782.1664054,-45.120503652039325
,,1739209782.1664078,-38.13080360867914
,,1739209782.1664102,-35.57807855764607
,,1739209782.1664126,-45.120503652039325
,,1739209782.166415,-45.120503652039325
,,1739209782.1664174,-38.13080360867914
,,1739209782.1664195,-38.13080360867914
,,1739209782.166422,-38.13080360867914
,,1739209782.1664245,-38.13080360867914
,,1739209782.166427,-45.120503652039325
,,1739209782.1664293,-35.57807855764607
,,1739209782.1664317,-35.57807855764607
,,1739209782.166434,-38.13080360867914
,,1739209782.1664364,-38.13080360867914
,,1739209782.1664388,-33.981070128970906
,,1739209782.1664412,-31.141103565318915
,,1739209782.1664436,-27.877744956031417
,,1739209782.166446,-12.195727715361448
,,1739209782.1664484,-12.116723003332266
,,1739209782.1664507,-26.03565346325281
,,1739209782.1664531,-38.13080360867914
,,1739209782.1664555,-45.120503652039325
,,1739209782.166458,-45.120503652039325
,,1739209782.1664605,-38.13080360867914
,,1739209782.166463,-33.98107012897096
,,1739209782.1664653,-45.120503652039325
,,1739209782.1664677,-45.120503652039325
,,1739209782.16647,-38.13080360867914
,,1739209782.1664724,-45.120503652039325
,,1739209782.1664748,-45.120503652039325
,,1739209782.1664772,-45.120503652039325
,,1739209782.1664796,-38.13080360867914
