CAN Message, 0x1bb:0000afc017bd919a,Timestamp,Amplitude
,,1739209718.6732116,-45.120503652039325
,,1739209718.673217,-38.13080360867914
,,1739209718.6732223,-45.120503652039325
,,1739209718.673228,-45.120503652039325
,,1739209718.6732335,-45.120503652039325
,,1739209718.673239,-38.13080360867914
,,1739209718.6732445,-35.57807855764607
,,1739209718.67325,-38.13080360867914
,,1739209718.6732554,-35.57807855764607
,,1739209718.673261,-38.13080360867914
,,1739209718.6732664,-35.57807855764607
,,1739209718.673272,-45.120503652039325
,,1739209718.6732774,-45.120503652039325
,,1739209718.6732829,-38.13080360867914
,,1739209718.6732883,-38.13080360867914
,,1739209718.6732938,-38.13080360867914
,,1739209718.6732993,-45.120503652039325
,,1739209718.6733048,-38.13080360867914
,,1739209718.6733105,-35.57807855764607
,,1739209718.6733158,-38.13080360867914
,,1739209718.6733212,-45.120503652039325
,,1739209718.6733267,-33.981070128970906
,,1739209718.6733322,-33.981070128970906
,,1739209718.6733377,-45.120503652039325
,,1739209718.6733432,-45.120503652039325
,,1739209718.673349,-38.13080360867914
,,1739209718.673354,-38.13080360867914
,,1739209718.6733596,-38.13080360867914
,,1739209718.673365,-45.120503652039325
,,1739209718.6733706,-33.981070128970906
,,1739209718.673376,-35.57807855764607
,,1739209718.6733816,-45.120503652039325
,,1739209718.673387,-38.13080360867914
,,1739209718.6733923,-33.981070128970906
,,1739209718.673398,-38.13080360867914
,,1739209718.6734035,-38.13080360867914
,,1739209718.673409,-38.13080360867914
,,1739209718.6734145,-38.13080360867914
,,1739209718.67342,-38.13080360867914
,,1739209718.6734254,-38.13080360867914
,,1739209718.673431,-45.120503652039325
,,1739209718.6734364,-38.13080360867914
,,1739209718.673442,-45.120503652039325
,,1739209718.6734474,-45.120503652039325
,,1739209718.6734529,-38.13080360867914
,,1739209718.6734583,-38.13080360867914
,,1739209718.6734638,-38.13080360867914
,,1739209718.6734693,-35.57807855764607
,,1739209718.6734748,-33.981070128970906
,,1739209718.6734805,-38.13080360867914
,,1739209718.6734858,-9.728487659098016
,,1739209718.6734912,-19.497575007474538
,,1739209718.6734967,-28.992665084841967
,,1739209718.6735022,-35.57807855764607
,,1739209718.6735077,-38.13080360867914
,,1739209718.673513,-38.13080360867914
,,1739209718.6735184,-38.13080360867914
,,1739209718.673524,-27.267205301931607
,,1739209718.6735294,-32.816014438256545
,,1739209718.6735349,-38.13080360867914
,,1739209718.6735404,-38.13080360867914
,,1739209718.6735458,-33.981070128970906
,,1739209718.673551,-38.13080360867914
,,1739209718.6735568,-45.120503652039325
,,1739209718.6735623,-38.13080360867914
,,1739209718.6735678,-30.49652367304973
,,1739209718.6735733,-38.13080360867914
,,1739209718.6735787,-38.13080360867914
,,1739209718.6735842,-45.120503652039325
,,1739209718.6735897,-38.13080360867914
,,1739209718.6735952,-45.120503652039325
,,1739209718.673601,-45.120503652039325
,,1739209718.6736062,-38.13080360867914
,,1739209718.6736116,-25.62660358559016
,,1739209718.6736171,-18.521341651340787
,,1739209718.6736226,-45.120503652039325
,,1739209718.673628,-38.13080360867914
,,1739209718.6736336,-29.438486411369347
,,1739209718.673639,-27.87774495603141
,,1739209718.6736443,-8.231857971491372
,,1739209718.67365,-26.487275050834715
,,1739209718.6736555,-33.981070128970906
,,1739209718.673661,-31.141103565318915
,,1739209718.6736665,-45.120503652039325
,,1739209718.673672,-38.13080360867914
,,1739209718.6736774,-29.438486411369357
,,1739209718.673683,-45.120503652039325
,,1739209718.6736884,-33.981070128970906
,,1739209718.673694,-38.13080360867914
,,1739209718.6736994,-33.981070128970906
,,1739209718.6737049,-45.120503652039325
,,1739209718.6737103,-45.120503652039325
,,1739209718.6737158,-35.57807855764607
,,1739209718.6737213,-38.13080360867914
,,1739209718.6737268,-45.120503652039325
,,1739209718.6737325,-38.13080360867914
,,1739209718.6630502,-38.13080360867914
,,1739209718.6630569,-31.141103565318915
,,1739209718.6630633,-33.981070128970906
,,1739209718.6630695,-45.120503652039325
,,1739209718.6630764,-35.57807855764607
,,1739209718.6630828,-38.13080360867914
,,1739209718.6630893,-33.981070128970906
,,1739209718.663096,-45.120503652039325
,,1739209718.6631024,-33.981070128970906
,,1739209718.6631088,-38.13080360867914
,,1739209718.6631153,-45.120503652039325
,,1739209718.663122,-45.120503652039325
,,1739209718.6631284,-33.981070128970906
,,1739209718.6631348,-28.992665084841946
,,1739209718.6631415,-31.141103565318915
,,1739209718.663148,-38.13080360867914
,,1739209718.6631544,-38.13080360867914
,,1739209718.663161,-35.57807855764607
,,1739209718.6631677,-45.120503652039325
,,1739209718.663174,-45.120503652039325
,,1739209718.6631806,-45.120503652039325
,,1739209718.663187,-45.120503652039325
,,1739209718.6631937,-45.120503652039325
,,1739209718.6632,-45.120503652039325
,,1739209718.6632066,-45.120503652039325
,,1739209718.663213,-38.13080360867914
,,1739209718.6632197,-38.13080360867914
,,1739209718.663226,-45.120503652039325
,,1739209718.6632326,-45.120503652039325
,,1739209718.663239,-45.120503652039325
,,1739209718.6632457,-45.120503652039325
,,1739209718.663252,-45.120503652039325
,,1739209718.6632586,-38.13080360867914
,,1739209718.6632652,-38.13080360867914
,,1739209718.6632717,-45.120503652039325
,,1739209718.663278,-38.13080360867914
,,1739209718.6632848,-33.981070128970906
,,1739209718.6632912,-38.13080360867914
,,1739209718.6632977,-38.13080360867914
,,1739209718.663304,-38.13080360867914
,,1739209718.6633108,-45.120503652039325
,,1739209718.6633172,-38.13080360867914
,,1739209718.6633236,-32.816014438256545
,,1739209718.6633303,-38.13080360867914
,,1739209718.6633368,-35.57807855764607
,,1739209718.6633432,-38.13080360867914
,,1739209718.66335,-45.120503652039325
,,1739209718.6633563,-38.13080360867914
,,1739209718.6633627,-31.141103565318915
,,1739209718.6633694,-33.981070128970906
,,1739209718.663376,-33.981070128970906
,,1739209718.6633823,-45.120503652039325
,,1739209718.663389,-45.120503652039325
,,1739209718.6633954,-31.141103565318893
,,1739209718.6634018,-45.120503652039325
,,1739209718.6634085,-45.120503652039325
,,1739209718.663415,-38.13080360867914
,,1739209718.6634214,-38.13080360867914
,,1739209718.6634278,-45.120503652039325
,,1739209718.6634345,-45.120503652039325
,,1739209718.663441,-33.981070128970906
,,1739209718.6634474,-33.981070128970906
,,1739209718.663454,-32.816014438256545
,,1739209718.6634605,-33.981070128970906
,,1739209718.663467,-38.13080360867914
,,1739209718.6634736,-45.120503652039325
,,1739209718.66348,-35.57807855764607
,,1739209718.6634865,-38.13080360867914
,,1739209718.663493,-45.120503652039325
,,1739209718.6634996,-35.57807855764607
,,1739209718.663506,-38.13080360867914
,,1739209718.6635125,-45.120503652039325
,,1739209718.6635191,-38.13080360867914
,,1739209718.6635256,-38.13080360867914
,,1739209718.663532,-38.13080360867914
,,1739209718.6635387,-45.120503652039325
,,1739209718.6635451,-38.13080360867914
,,1739209718.6635516,-35.57807855764607
,,1739209718.6635582,-38.13080360867914
,,1739209718.6635647,-45.120503652039325
,,1739209718.6635711,-35.57807855764607
,,1739209718.6635778,-38.13080360867914
,,1739209718.6635842,-35.57807855764607
,,1739209718.663591,-45.120503652039325
,,1739209718.663597,-33.981070128970906
,,1739209718.6636038,-38.13080360867914
,,1739209718.6636102,-30.49652367304973
,,1739209718.663617,-32.816014438256545
,,1739209718.663623,-45.120503652039325
,,1739209718.6636298,-38.13080360867914
,,1739209718.6636362,-35.57807855764607
,,1739209718.663643,-38.13080360867914
,,1739209718.663649,-45.120503652039325
,,1739209718.6636558,-32.816014438256545
,,1739209718.6636624,-45.120503652039325
,,1739209718.6636689,-45.120503652039325
,,1739209718.6636753,-38.13080360867914
,,1739209718.6636815,-45.120503652039325
,,1739209718.6636884,-45.120503652039325
,,1739209718.6636949,-45.120503652039325
,,1739209718.6637013,-45.120503652039325
,,1739209718.663708,-35.57807855764607
,,1739209718.6637144,-38.13080360867914
,,1739209718.6637208,-45.120503652039325
,,1739209718.6637275,-45.120503652039325
,,1739209718.663734,-38.13080360867914
,,1739209718.6637404,-38.13080360867914
,,1739209718.663747,-45.120503652039325
,,1739209718.6637535,-38.13080360867914
,,1739209718.66376,-38.13080360867914
,,1739209718.6637666,-32.816014438256545
,,1739209718.663773,-29.438486411369333
,,1739209718.6637795,-38.13080360867914
,,1739209718.663786,-35.57807855764607
,,1739209718.6637926,-35.57807855764607
,,1739209718.663799,-38.13080360867914
,,1739209718.6638055,-45.120503652039325
,,1739209718.6638122,-38.13080360867914
,,1739209718.6638186,-45.120503652039325
,,1739209718.663825,-45.120503652039325
,,1739209718.6638317,-45.120503652039325
,,1739209718.663838,-45.120503652039325
,,1739209718.6638446,-38.13080360867914
,,1739209718.6638513,-35.57807855764607
,,1739209718.6638577,-45.120503652039325
,,1739209718.663864,-45.120503652039325
,,1739209718.6638708,-45.120503652039325
,,1739209718.6638772,-38.13080360867914
,,1739209718.6638837,-38.13080360867914
,,1739209718.66389,-45.120503652039325
,,1739209718.6638968,-45.120503652039325
,,1739209718.6639032,-31.141103565318915
,,1739209718.6639097,-35.57807855764607
,,1739209718.6639163,-45.120503652039325
,,1739209718.6639228,-33.981070128970906
,,1739209718.6639292,-31.141103565318893
,,1739209718.663936,-45.120503652039325
,,1739209718.6639423,-45.120503652039325
,,1739209718.6639488,-45.120503652039325
,,1739209718.6639557,-45.120503652039325
,,1739209718.663962,-45.120503652039325
,,1739209718.6639683,-38.13080360867914
,,1739209718.6639748,-45.120503652039325
,,1739209718.6639814,-38.13080360867914
,,1739209718.663988,-38.13080360867914
,,1739209718.6639943,-38.13080360867914
,,1739209718.664001,-45.120503652039325
,,1739209718.6640074,-45.120503652039325
,,1739209718.664014,-45.120503652039325
,,1739209718.6640203,-45.120503652039325
,,1739209718.664027,-45.120503652039325
,,1739209718.6640334,-33.981070128970906
,,1739209718.66404,-38.13080360867914
,,1739209718.6640463,-45.120503652039325
,,1739209718.664053,-38.13080360867914
,,1739209718.6640596,-45.120503652039325
,,1739209718.664066,-35.57807855764607
,,1739209718.6640725,-45.120503652039325
,,1739209718.664079,-38.13080360867914
,,1739209718.6640856,-38.13080360867914
,,1739209718.664092,-45.120503652039325
,,1739209718.6640985,-45.120503652039325
,,1739209718.6641052,-38.13080360867914
,,1739209718.6641116,-45.120503652039325
,,1739209718.664118,-45.120503652039325
