CAN Message, 0x150:02000e39e9c67156,Timestamp,Amplitude
,,1739209881.91931,-45.120503652039325
,,1739209881.919315,-45.120503652039325
,,1739209881.9193203,-45.120503652039325
,,1739209881.9193256,-35.57807855764607
,,1739209881.9193308,-38.13080360867914
,,1739209881.919336,-45.120503652039325
,,1739209881.919341,-38.13080360867914
,,1739209881.9193463,-32.816014438256545
,,1739209881.9193516,-38.13080360867914
,,1739209881.9193568,-45.120503652039325
,,1739209881.919362,-45.120503652039325
,,1739209881.9193673,-38.13080360867914
,,1739209881.9193726,-28.58837851428586
,,1739209881.9193778,-35.57807855764607
,,1739209881.9193828,-45.120503652039325
,,1739209881.919388,-45.120503652039325
,,1739209881.9193933,-35.57807855764607
,,1739209881.9193983,-38.13080360867914
,,1739209881.9194038,-38.13080360867914
,,1739209881.919409,-38.13080360867914
,,1739209881.9194143,-38.13080360867914
,,1739209881.9194193,-26.99137008561072
,,1739209881.9194243,-38.13080360867914
,,1739209881.9194298,-38.13080360867914
,,1739209881.919435,-45.120503652039325
,,1739209881.9194405,-38.13080360867914
,,1739209881.9194455,-32.816014438256545
,,1739209881.9194508,-33.981070128970906
,,1739209881.9194558,-33.98107012897096
,,1739209881.919461,-38.13080360867914
,,1739209881.9194665,-38.13080360867914
,,1739209881.9194715,-38.13080360867914
,,1739209881.9194767,-38.13080360867914
,,1739209881.919482,-38.13080360867914
,,1739209881.9194872,-32.816014438256545
,,1739209881.9194922,-45.120503652039325
,,1739209881.9194975,-27.267205301931607
,,1739209881.9195027,-33.981070128970906
,,1739209881.919508,-38.13080360867914
,,1739209881.9195132,-38.13080360867914
,,1739209881.9195185,-35.57807855764607
,,1739209881.9195237,-45.120503652039325
,,1739209881.9195287,-38.13080360867914
,,1739209881.919534,-45.120503652039325
,,1739209881.9195392,-25.82631439489636
,,1739209881.9195445,-28.992665084841946
,,1739209881.9195497,-45.120503652039325
,,1739209881.919555,-45.120503652039325
,,1739209881.9195602,-27.8777449560314
,,1739209881.9195652,-28.58837851428589
,,1739209881.9195704,-16.171807084586764
,,1739209881.9195757,-32.816014438256545
,,1739209881.919581,-30.49652367304976
,,1739209881.9195862,-33.981070128970906
,,1739209881.9195914,-25.826314394896357
,,1739209881.919597,-38.13080360867914
,,1739209881.9196017,-27.267205301931607
,,1739209881.919607,-33.981070128970906
,,1739209881.9196122,-33.981070128970906
,,1739209881.9196174,-25.077289914212862
,,1739209881.919623,-27.87774495603141
,,1739209881.919628,-45.120503652039325
,,1739209881.9196332,-23.50682362968953
,,1739209881.9196382,-45.120503652039325
,,1739209881.9196434,-45.120503652039325
,,1739209881.9196486,-38.13080360867914
,,1739209881.919654,-25.82631439489636
,,1739209881.9196591,-33.981070128970906
,,1739209881.9196644,-38.13080360867914
,,1739209881.9196696,-32.81601443825658
,,1739209881.9196746,-38.13080360867914
,,1739209881.91968,-29.438486411369357
,,1739209881.9196851,-33.981070128970906
,,1739209881.9196904,-23.506823629689546
,,1739209881.9196956,-22.84163660590255
,,1739209881.9197009,-45.120503652039325
,,1739209881.919706,-38.13080360867914
,,1739209881.919711,-29.438486411369347
,,1739209881.9197164,-28.58837851428589
,,1739209881.9197216,-19.497575007474552
,,1739209881.9197268,-45.120503652039325
,,1739209881.919732,-35.57807855764607
,,1739209881.919737,-45.120503652039325
,,1739209881.9197426,-31.14110356531892
,,1739209881.9197476,-32.816014438256545
,,1739209881.9197528,-38.13080360867914
,,1739209881.919758,-45.120503652039325
,,1739209881.919763,-28.58837851428586
,,1739209881.9197686,-19.00327057196587
,,1739209881.9197738,-31.141103565318915
,,1739209881.919779,-29.43848641136937
,,1739209881.919784,-33.981070128970906
,,1739209881.9197893,-38.13080360867914
,,1739209881.9197946,-22.74004262075133
,,1739209881.9197998,-25.826314394896357
,,1739209881.919805,-31.141103565318943
,,1739209881.9198103,-31.141103565318915
,,1739209881.9198155,-28.218542851754187
,,1739209881.9198203,-8.760642534030962
,,1739209881.9198258,-45.120503652039325
,,1739209881.919831,-32.81601443825658
,,1739209881.9198363,-22.44878636800916
,,1739209881.9198415,-38.13080360867914
,,1739209881.9198468,-24.74623867263306
,,1739209881.919852,-22.84163660590255
,,1739209881.919857,-45.120503652039325
,,1739209881.9198625,-35.57807855764607
,,1739209881.9198675,-45.120503652039325
,,1739209881.9198728,-45.120503652039325
,,1739209881.919878,-28.992665084841946
,,1739209881.9198833,-45.120503652039325
,,1739209881.9198885,-31.141103565318893
,,1739209881.9198935,-28.218542851754165
,,1739209881.9198987,-30.49652367304976
,,1739209881.919904,-31.141103565318943
,,1739209881.9199092,-27.267205301931607
,,1739209881.9199145,-28.992665084841946
,,1739209881.9199195,-26.487275050834715
,,1739209881.919925,-33.98107012897096
,,1739209881.91993,-33.981070128970906
,,1739209881.9199352,-23.50682362968953
,,1739209881.9199405,-28.58837851428589
,,1739209881.9199457,-33.98107012897096
,,1739209881.919951,-33.981070128970906
,,1739209881.9199562,-31.141103565318915
,,1739209881.9199617,-38.13080360867914
,,1739209881.9199665,-28.992665084841967
,,1739209881.9199717,-18.26308626601666
,,1739209881.919977,-31.14110356531892
,,1739209881.9199822,-33.981070128970906
,,1739209881.9199874,-45.120503652039325
,,1739209881.9199927,-38.13080360867914
,,1739209881.919998,-38.13080360867914
,,1739209881.920003,-38.13080360867914
,,1739209881.9200082,-45.120503652039325
,,1739209881.9200134,-28.218542851754165
,,1739209881.920019,-27.8777449560314
,,1739209881.920024,-25.826314394896364
,,1739209881.9200292,-38.13080360867914
,,1739209881.9200344,-31.141103565318915
,,1739209881.9200394,-33.98107012897096
