CAN Message, 0x98:0000b5b70f427781,Timestamp,Amplitude
,,1739209880.510729,-38.13080360867914
,,1739209880.510733,-38.13080360867914
,,1739209880.5107367,-38.13080360867914
,,1739209880.5107405,-45.120503652039325
,,1739209880.5107443,-38.13080360867914
,,1739209880.510748,-45.120503652039325
,,1739209880.510752,-38.13080360867914
,,1739209880.5107558,-38.13080360867914
,,1739209880.5107596,-45.120503652039325
,,1739209880.5107634,-45.120503652039325
,,1739209880.5107672,-45.120503652039325
,,1739209880.5107713,-45.120503652039325
,,1739209880.510775,-38.13080360867914
,,1739209880.510779,-30.49652367304973
,,1739209880.5107827,-38.13080360867914
,,1739209880.5107863,-45.120503652039325
,,1739209880.5107903,-38.13080360867914
,,1739209880.5107942,-29.438486411369333
,,1739209880.510798,-35.57807855764607
,,1739209880.5108018,-45.120503652039325
,,1739209880.5108056,-45.120503652039325
,,1739209880.5108094,-45.120503652039325
,,1739209880.5108132,-45.120503652039325
,,1739209880.5108173,-45.120503652039325
,,1739209880.510821,-38.13080360867914
,,1739209880.510825,-38.13080360867914
,,1739209880.5108287,-45.120503652039325
,,1739209880.5108323,-45.120503652039325
,,1739209880.5108364,-45.120503652039325
,,1739209880.5108402,-38.13080360867914
,,1739209880.510844,-45.120503652039325
,,1739209880.5108478,-45.120503652039325
,,1739209880.5108516,-45.120503652039325
,,1739209880.5108554,-33.981070128970906
,,1739209880.5108593,-32.816014438256545
,,1739209880.5108633,-38.13080360867914
,,1739209880.510867,-45.120503652039325
,,1739209880.510871,-35.57807855764607
,,1739209880.5108747,-45.120503652039325
,,1739209880.5108786,-38.13080360867914
,,1739209880.5108824,-45.120503652039325
,,1739209880.5108862,-35.57807855764607
,,1739209880.51089,-38.13080360867914
,,1739209880.5108938,-38.13080360867914
,,1739209880.5108976,-38.13080360867914
,,1739209880.5109017,-38.13080360867914
,,1739209880.5109053,-35.57807855764607
,,1739209880.510909,-38.13080360867914
,,1739209880.5109131,-33.981070128970906
,,1739209880.510917,-31.14110356531892
,,1739209880.5109208,-11.188262488426318
,,1739209880.5109246,-20.954098578656488
,,1739209880.5109284,-28.992665084841946
,,1739209880.5109322,-45.120503652039325
