CAN Message, 0x24:03ae39debb1c3222,Timestamp,Amplitude
,,1739209626.226441,-33.981070128970906
,,1739209626.2264435,-38.13080360867914
,,1739209626.2264464,-35.57807855764607
,,1739209626.226449,-38.13080360867914
,,1739209626.2264516,-45.120503652039325
,,1739209626.2264545,-38.13080360867914
,,1739209626.226457,-35.57807855764607
,,1739209626.22646,-45.120503652039325
,,1739209626.2264626,-45.120503652039325
,,1739209626.2264657,-35.57807855764607
,,1739209626.226468,-38.13080360867914
,,1739209626.2264707,-38.13080360867914
,,1739209626.2264736,-31.14110356531892
,,1739209626.2264762,-33.981070128970906
,,1739209626.226479,-33.981070128970906
,,1739209626.2264817,-45.120503652039325
,,1739209626.2264843,-45.120503652039325
,,1739209626.2264872,-45.120503652039325
,,1739209626.2264898,-45.120503652039325
,,1739209626.2264926,-45.120503652039325
,,1739209626.2264953,-31.141103565318915
,,1739209626.226498,-27.267205301931607
,,1739209626.2265007,-29.43848641136937
,,1739209626.2265034,-32.816014438256545
,,1739209626.2265062,-45.120503652039325
,,1739209626.2265089,-38.13080360867914
,,1739209626.2265117,-45.120503652039325
,,1739209626.2265143,-38.13080360867914
,,1739209626.226517,-38.13080360867914
,,1739209626.2265198,-38.13080360867914
,,1739209626.2265224,-45.120503652039325
,,1739209626.2265253,-38.13080360867914
,,1739209626.226528,-31.141103565318915
,,1739209626.2265308,-32.816014438256545
,,1739209626.2265334,-45.120503652039325
,,1739209626.226536,-38.13080360867914
,,1739209626.226539,-33.981070128970906
,,1739209626.2265415,-33.981070128970906
,,1739209626.2265444,-45.120503652039325
,,1739209626.226547,-45.120503652039325
,,1739209626.22655,-45.120503652039325
,,1739209626.2265525,-38.13080360867914
,,1739209626.226555,-45.120503652039325
,,1739209626.226558,-45.120503652039325
,,1739209626.2265606,-45.120503652039325
,,1739209626.2265637,-25.25278630937684
,,1739209626.226566,-28.58837851428586
,,1739209626.2265687,-45.120503652039325
,,1739209626.2265716,-35.57807855764607
,,1739209626.2265742,-24.15140352195873
,,1739209626.226577,-13.153216425806422
,,1739209626.2265797,-18.48349439814281
,,1739209626.2265823,-35.57807855764607
,,1739209626.2265851,-27.8777449560314
,,1739209626.2265878,-35.57807855764607
,,1739209626.2265906,-35.57807855764607
,,1739209626.2265933,-45.120503652039325
,,1739209626.226596,-32.816014438256545
,,1739209626.2265987,-38.13080360867914
,,1739209626.2266014,-45.120503652039325
