CAN Message, 0x1bb:0000e50ebb7e3701,Timestamp,Amplitude
,,1739209871.6344664,-45.120503652039325
,,1739209871.634471,-38.13080360867914
,,1739209871.6344752,-32.816014438256545
,,1739209871.6344798,-38.13080360867914
,,1739209871.6344843,-38.13080360867914
,,1739209871.6344888,-45.120503652039325
,,1739209871.6344934,-38.13080360867914
,,1739209871.6344976,-35.57807855764607
,,1739209871.6345022,-38.13080360867914
,,1739209871.6345067,-33.981070128970906
,,1739209871.6345112,-45.120503652039325
,,1739209871.6345155,-45.120503652039325
,,1739209871.63452,-32.816014438256545
,,1739209871.6345246,-33.981070128970906
,,1739209871.634529,-45.120503652039325
,,1739209871.6345336,-38.13080360867914
,,1739209871.634538,-38.13080360867914
,,1739209871.6345425,-45.120503652039325
,,1739209871.634547,-38.13080360867914
,,1739209871.6345515,-35.57807855764607
,,1739209871.6345558,-38.13080360867914
,,1739209871.6345603,-45.120503652039325
,,1739209871.6345649,-38.13080360867914
,,1739209871.6345694,-33.981070128970906
,,1739209871.6345737,-45.120503652039325
,,1739209871.6345782,-45.120503652039325
,,1739209871.6345828,-38.13080360867914
,,1739209871.6345873,-45.120503652039325
,,1739209871.6345918,-45.120503652039325
,,1739209871.634596,-38.13080360867914
,,1739209871.6346006,-38.13080360867914
,,1739209871.6346052,-32.816014438256545
,,1739209871.6346097,-45.120503652039325
,,1739209871.634614,-45.120503652039325
,,1739209871.6346183,-45.120503652039325
,,1739209871.634623,-45.120503652039325
,,1739209871.6346276,-35.57807855764607
,,1739209871.634632,-38.13080360867914
,,1739209871.6346364,-38.13080360867914
,,1739209871.634641,-28.992665084841946
,,1739209871.6346457,-45.120503652039325
,,1739209871.63465,-38.13080360867914
,,1739209871.6346543,-45.120503652039325
,,1739209871.6346588,-38.13080360867914
,,1739209871.634663,-35.57807855764607
,,1739209871.634668,-38.13080360867914
,,1739209871.6346724,-45.120503652039325
,,1739209871.6346767,-30.49652367304976
,,1739209871.6346812,-28.992665084841946
,,1739209871.6346858,-24.589719217205094
,,1739209871.6346903,-16.688175871059205
,,1739209871.6346946,-31.141103565318915
,,1739209871.634699,-38.13080360867914
,,1739209871.6347036,-45.120503652039325
,,1739209871.6347082,-38.13080360867914
,,1739209871.6347127,-33.981070128970906
,,1739209871.634717,-45.120503652039325
,,1739209871.6347215,-45.120503652039325
,,1739209871.634726,-45.120503652039325
,,1739209871.6347306,-38.13080360867914
,,1739209871.6347349,-32.816014438256545
,,1739209871.6347394,-33.981070128970906
,,1739209871.634744,-38.13080360867914
,,1739209871.6347485,-31.141103565318915
,,1739209871.6347528,-38.13080360867914
,,1739209871.6347573,-38.13080360867914
,,1739209871.6347618,-45.120503652039325
,,1739209871.6347663,-38.13080360867914
,,1739209871.6347709,-38.13080360867914
,,1739209871.6347752,-45.120503652039325
