CAN Message, 0x62:07d71dac4a633e5b,Timestamp,Amplitude
,,1739209655.655751,-45.120503652039325
,,1739209655.6557524,-45.120503652039325
,,1739209655.655754,-38.13080360867914
,,1739209655.6557553,-32.816014438256545
,,1739209655.655757,-45.120503652039325
,,1739209655.6557584,-45.120503652039325
,,1739209655.6557598,-38.13080360867914
,,1739209655.6557612,-45.120503652039325
,,1739209655.655763,-38.13080360867914
,,1739209655.655764,-38.13080360867914
,,1739209655.6557658,-33.981070128970906
,,1739209655.6557672,-33.981070128970906
,,1739209655.6557686,-38.13080360867914
,,1739209655.65577,-38.13080360867914
,,1739209655.6557715,-38.13080360867914
,,1739209655.655773,-38.13080360867914
,,1739209655.6557744,-38.13080360867914
,,1739209655.655776,-45.120503652039325
,,1739209655.6557777,-30.49652367304973
,,1739209655.655779,-38.13080360867914
,,1739209655.6557803,-38.13080360867914
,,1739209655.6557815,-38.13080360867914
,,1739209655.6557832,-21.22884280839397
,,1739209655.6557848,-38.13080360867914
,,1739209655.6557865,-38.13080360867914
,,1739209655.6557877,-35.57807855764607
,,1739209655.6557891,-28.992665084841946
,,1739209655.6557906,-31.141103565318915
,,1739209655.655792,-45.120503652039325
,,1739209655.6557934,-35.57807855764607
,,1739209655.655795,-35.57807855764607
,,1739209655.6557963,-38.13080360867914
,,1739209655.655798,-45.120503652039325
,,1739209655.6557994,-35.57807855764607
,,1739209655.6558008,-38.13080360867914
,,1739209655.6558022,-45.120503652039325
,,1739209655.655804,-45.120503652039325
,,1739209655.655805,-45.120503652039325
,,1739209655.6558068,-38.13080360867914
,,1739209655.6558082,-45.120503652039325
,,1739209655.6558096,-45.120503652039325
,,1739209655.655811,-33.981070128970906
,,1739209655.6558127,-28.218542851754165
,,1739209655.6558142,-29.438486411369357
,,1739209655.6558156,-38.13080360867914
,,1739209655.655817,-27.267205301931607
,,1739209655.6558185,-23.506823629689546
,,1739209655.65582,-45.120503652039325
,,1739209655.655821,-45.120503652039325
,,1739209655.655823,-28.992665084841946
,,1739209655.6558244,-20.001670042250534
,,1739209655.655826,-13.011969998890356
,,1739209655.6558273,-31.141103565318915
,,1739209655.6558287,-38.13080360867914
,,1739209655.65583,-45.120503652039325
,,1739209655.6558318,-38.13080360867914
,,1739209655.6558332,-38.13080360867914
,,1739209655.655835,-38.13080360867914
,,1739209655.655836,-31.141103565318915
,,1739209655.6558375,-33.981070128970906
,,1739209655.655839,-38.13080360867914
,,1739209655.6558406,-38.13080360867914
,,1739209655.655842,-38.13080360867914
,,1739209655.6558435,-45.120503652039325
,,1739209655.655845,-38.13080360867914
,,1739209655.6558464,-45.120503652039325
,,1739209655.6558478,-38.13080360867914
,,1739209655.6558492,-35.57807855764607
,,1739209655.655851,-35.57807855764607
,,1739209655.6558523,-38.13080360867914
,,1739209655.6558535,-32.816014438256545
,,1739209655.6558552,-25.82631439489636
,,1739209655.6558566,-45.120503652039325
