CAN Message, 0x77:9fe4cde5cf6e27dc,Timestamp,Amplitude
,,1739209693.2040784,-45.120503652039325
,,1739209693.2040796,-33.981070128970906
,,1739209693.204081,-45.120503652039325
,,1739209693.2040825,-45.120503652039325
,,1739209693.2040834,-45.120503652039325
,,1739209693.2040846,-38.13080360867914
,,1739209693.2040858,-45.120503652039325
,,1739209693.2040873,-45.120503652039325
,,1739209693.2040884,-38.13080360867914
,,1739209693.2040896,-26.487275050834725
,,1739209693.2040908,-45.120503652039325
,,1739209693.204092,-33.981070128970906
,,1739209693.2040937,-35.57807855764607
,,1739209693.2040946,-33.981070128970906
,,1739209693.2040958,-45.120503652039325
,,1739209693.204097,-45.120503652039325
,,1739209693.2040982,-38.13080360867914
,,1739209693.2040997,-31.141103565318915
,,1739209693.2041008,-38.13080360867914
,,1739209693.204102,-38.13080360867914
,,1739209693.2041032,-35.57807855764607
,,1739209693.2041044,-38.13080360867914
,,1739209693.204106,-45.120503652039325
,,1739209693.204107,-38.13080360867914
,,1739209693.2041082,-35.57807855764607
,,1739209693.2041094,-33.981070128970906
,,1739209693.2041106,-45.120503652039325
,,1739209693.204112,-38.13080360867914
,,1739209693.2041132,-35.57807855764607
,,1739209693.2041144,-45.120503652039325
,,1739209693.2041156,-38.13080360867914
,,1739209693.2041168,-35.57807855764607
,,1739209693.2041185,-38.13080360867914
,,1739209693.2041194,-32.816014438256545
,,1739209693.2041206,-38.13080360867914
,,1739209693.2041218,-38.13080360867914
,,1739209693.204123,-45.120503652039325
,,1739209693.2041245,-33.981070128970906
,,1739209693.2041256,-45.120503652039325
,,1739209693.2041268,-45.120503652039325
,,1739209693.204128,-38.13080360867914
,,1739209693.2041292,-28.992665084841946
,,1739209693.2041306,-31.141103565318915
,,1739209693.2041318,-38.13080360867914
,,1739209693.204133,-35.57807855764607
,,1739209693.2041342,-38.13080360867914
,,1739209693.2041354,-45.120503652039325
,,1739209693.2041368,-38.13080360867914
,,1739209693.204138,-45.120503652039325
,,1739209693.2041392,-33.981070128970906
,,1739209693.2041404,-15.293269775353837
,,1739209693.2041416,-30.49652367304973
,,1739209693.204143,-45.120503652039325
,,1739209693.2041442,-35.57807855764607
,,1739209693.2041454,-45.120503652039325
,,1739209693.2041466,-45.120503652039325
,,1739209693.2041478,-45.120503652039325
,,1739209693.2041492,-45.120503652039325
,,1739209693.2041504,-45.120503652039325
,,1739209693.2041516,-38.13080360867914
,,1739209693.2041528,-45.120503652039325
,,1739209693.204154,-38.13080360867914
,,1739209693.2041554,-38.13080360867914
,,1739209693.2041566,-45.120503652039325
,,1739209693.2041578,-38.13080360867914
,,1739209693.204159,-31.141103565318915
,,1739209693.2041602,-33.981070128970906
,,1739209693.2041616,-38.13080360867914
,,1739209693.2041628,-45.120503652039325
,,1739209693.204164,-45.120503652039325
,,1739209693.2041652,-38.13080360867914
,,1739209693.2041664,-38.13080360867914
,,1739209693.2041678,-33.981070128970906
,,1739209693.204169,-25.82631439489636
,,1739209693.2041702,-20.888044912671223
,,1739209693.2041714,-31.141103565318893
,,1739209693.2041726,-33.98107012897096
,,1739209693.204174,-24.438645034577675
,,1739209693.2041752,-14.96271608814888
,,1739209693.2041764,-10.301779548932654
,,1739209693.2041776,-27.267205301931607
,,1739209693.2041788,-45.120503652039325
,,1739209693.2041802,-29.438486411369333
,,1739209693.2041814,-35.57807855764607
,,1739209693.2041826,-45.120503652039325
,,1739209693.2041838,-35.57807855764607
,,1739209693.204185,-26.991370085610736
,,1739209693.2041864,-45.120503652039325
,,1739209693.2041876,-38.13080360867914
,,1739209693.2041888,-45.120503652039325
,,1739209693.20419,-35.57807855764607
,,1739209693.2041912,-38.13080360867914
,,1739209693.2041926,-38.13080360867914
,,1739209693.2041938,-45.120503652039325
,,1739209693.204195,-45.120503652039325
,,1739209693.2041962,-38.13080360867914
,,1739209693.2041974,-35.57807855764607
,,1739209693.2041988,-45.120503652039325
,,1739209693.2042,-26.991370085610768
,,1739209693.2042012,-45.120503652039325
,,1739209693.2042024,-38.13080360867914
,,1739209693.2042036,-45.120503652039325
,,1739209693.204205,-31.141103565318915
,,1739209693.2042062,-28.992665084841946
,,1739209693.2042074,-45.120503652039325
,,1739209693.2042086,-45.120503652039325
,,1739209693.2042098,-38.13080360867914
,,1739209693.2042112,-35.57807855764607
,,1739209693.2042124,-31.141103565318943
,,1739209693.2042136,-38.13080360867914
,,1739209693.2042148,-45.120503652039325
,,1739209693.204216,-38.13080360867914
,,1739209693.2042174,-38.13080360867914
,,1739209693.2042186,-45.120503652039325
,,1739209693.2042198,-24.746238672633048
,,1739209693.204221,-32.816014438256545
,,1739209693.2042222,-28.992665084841946
,,1739209693.2042236,-20.695705961394808
,,1739209693.2042248,-33.98107012897096
,,1739209693.204226,-45.120503652039325
,,1739209693.2042272,-45.120503652039325
,,1739209693.2042284,-38.13080360867914
,,1739209693.2042298,-31.141103565318893
,,1739209693.204231,-38.13080360867914
,,1739209693.2042322,-38.13080360867914
,,1739209693.2042334,-24.589719217205094
,,1739209693.2042346,-17.07910932868579
,,1739209693.204236,-12.507874964114354
,,1739209693.2042372,-27.267205301931607
,,1739209693.2042384,-45.120503652039325
,,1739209693.2042396,-35.57807855764607
,,1739209693.2042408,-38.13080360867914
,,1739209693.2042422,-35.57807855764607
,,1739209693.2042434,-38.13080360867914
,,1739209693.2042446,-28.58837851428586
,,1739209693.2042458,-32.816014438256545
,,1739209693.204247,-38.13080360867914
,,1739209693.2042484,-38.13080360867914
,,1739209693.2042496,-38.13080360867914
,,1739209693.2042508,-31.141103565318915
,,1739209693.204252,-38.13080360867914
,,1739209693.2042532,-45.120503652039325
,,1739209693.2042546,-28.58837851428586
,,1739209693.2042558,-30.49652367304973
,,1739209693.204257,-38.13080360867914
,,1739209693.2042582,-45.120503652039325
,,1739209693.2042594,-33.981070128970906
,,1739209693.2042608,-27.267205301931607
,,1739209693.204262,-45.120503652039325
,,1739209693.2042632,-45.120503652039325
,,1739209693.2042644,-21.4469444417791
,,1739209693.2042656,-23.16150712794695
,,1739209693.204267,-38.13080360867914
,,1739209693.2042682,-38.13080360867914
,,1739209693.2042694,-27.267205301931607
,,1739209693.2042706,-17.245898906855142
,,1739209693.2042718,-17.245898906855142
,,1739209693.2042732,-28.992665084841946
,,1739209693.2042744,-33.981070128970906
,,1739209693.2042756,-33.981070128970906
,,1739209693.2042768,-45.120503652039325
,,1739209693.204278,-35.57807855764607
,,1739209693.2042794,-32.81601443825658
,,1739209693.2042806,-24.746238672633048
,,1739209693.2042818,-35.57807855764607
,,1739209693.204283,-45.120503652039325
,,1739209693.2042842,-45.120503652039325
,,1739209693.2042856,-38.13080360867914
,,1739209693.2042868,-45.120503652039325
,,1739209693.204288,-45.120503652039325
,,1739209693.2042892,-35.57807855764607
,,1739209693.2042904,-45.120503652039325
,,1739209693.2042918,-45.120503652039325
,,1739209693.204293,-45.120503652039325
,,1739209693.2042942,-38.13080360867914
,,1739209693.2042954,-45.120503652039325
,,1739209693.2042966,-38.13080360867914
,,1739209693.204298,-45.120503652039325
,,1739209693.2042992,-38.13080360867914
,,1739209693.2043004,-25.62660358559016
,,1739209693.2043016,-45.120503652039325
,,1739209693.2043028,-45.120503652039325
,,1739209693.2043042,-45.120503652039325
,,1739209693.2043054,-30.49652367304973
,,1739209693.2043066,-17.75653862927286
,,1739209693.2043078,-31.141103565318943
,,1739209693.204309,-33.981070128970906
,,1739209693.2043104,-31.141103565318915
,,1739209693.2043116,-28.58837851428586
,,1739209693.2043128,-20.822980852015213
,,1739209693.204314,-45.120503652039325
,,1739209693.2043152,-31.141103565318915
,,1739209693.2043166,-33.981070128970906
,,1739209693.2043178,-45.120503652039325
,,1739209693.204319,-45.120503652039325
,,1739209693.2043202,-31.141103565318915
,,1739209693.2043214,-33.981070128970906
,,1739209693.2043228,-45.120503652039325
,,1739209693.204324,-45.120503652039325
,,1739209693.2043252,-38.13080360867914
,,1739209693.2043264,-38.13080360867914
,,1739209693.2043276,-32.816014438256545
,,1739209693.204329,-23.506823629689546
,,1739209693.2043302,-9.3674703178153
,,1739209693.2043314,-13.521825181113629
,,1739209693.2043326,-23.506823629689546
,,1739209693.2043338,-32.81601443825658
,,1739209693.2043352,-31.141103565318893
,,1739209693.2043364,-16.398940924556364
,,1739209693.2043376,-33.981070128970906
,,1739209693.2043388,-45.120503652039325
,,1739209693.20434,-31.14110356531892
,,1739209693.2043414,-38.13080360867914
,,1739209693.2043426,-38.13080360867914
,,1739209693.2043438,-45.120503652039325
,,1739209693.204345,-38.13080360867914
,,1739209693.2043462,-35.57807855764607
,,1739209693.2043476,-45.120503652039325
,,1739209693.2043488,-45.120503652039325
,,1739209693.20435,-38.13080360867914
,,1739209693.2043512,-32.816014438256545
,,1739209693.2043524,-33.98107012897096
,,1739209693.2043538,-18.877682693682605
,,1739209693.204355,-13.706005918034618
,,1739209693.2043562,-45.120503652039325
,,1739209693.2043574,-35.57807855764607
,,1739209693.2043586,-45.120503652039325
,,1739209693.2043598,-31.141103565318915
,,1739209693.2043612,-38.13080360867914
,,1739209693.2043624,-38.13080360867914
,,1739209693.2043636,-38.13080360867914
,,1739209693.2043648,-45.120503652039325
,,1739209693.204366,-38.13080360867914
,,1739209693.2043674,-33.981070128970906
,,1739209693.2043686,-45.120503652039325
,,1739209693.2043698,-45.120503652039325
,,1739209693.204371,-45.120503652039325
,,1739209693.2043722,-31.14110356531892
,,1739209693.2043736,-38.13080360867914
,,1739209693.2043748,-30.49652367304973
,,1739209693.204376,-38.13080360867914
,,1739209693.2043772,-38.13080360867914
,,1739209693.2043784,-24.29264994887477
,,1739209693.2043798,-38.13080360867914
,,1739209693.204381,-31.141103565318893
,,1739209693.2043822,-38.13080360867914
,,1739209693.2043834,-45.120503652039325
,,1739209693.2043846,-33.981070128970906
,,1739209693.204386,-30.49652367304973
,,1739209693.2043872,-38.13080360867914
,,1739209693.2043884,-45.120503652039325
,,1739209693.2043896,-33.981070128970906
,,1739209693.2043908,-29.438486411369333
,,1739209693.2043922,-38.13080360867914
,,1739209693.2043934,-45.120503652039325
,,1739209693.2043946,-32.816014438256545
,,1739209693.2043958,-24.151403521958727
,,1739209693.204397,-45.120503652039325
,,1739209693.2043984,-33.981070128970906
,,1739209693.2043996,-45.120503652039325
,,1739209693.2044008,-25.82631439489636
,,1739209693.204402,-15.75034257739115
,,1739209693.2044032,-45.120503652039325
,,1739209693.2044046,-45.120503652039325
