CAN Message, 0x98:0000dc2e13c1c57c,Timestamp,Amplitude
,,1739209641.8030665,-38.13080360867914
,,1739209641.8030686,-45.120503652039325
,,1739209641.8030703,-35.57807855764607
,,1739209641.8030727,-45.120503652039325
,,1739209641.8030748,-38.13080360867914
,,1739209641.8030767,-45.120503652039325
,,1739209641.803079,-45.120503652039325
,,1739209641.8030808,-45.120503652039325
,,1739209641.803083,-45.120503652039325
,,1739209641.803085,-35.57807855764607
,,1739209641.803087,-26.991370085610736
,,1739209641.8030891,-38.13080360867914
,,1739209641.803091,-35.57807855764607
,,1739209641.8030932,-35.57807855764607
,,1739209641.803095,-38.13080360867914
,,1739209641.8030972,-45.120503652039325
,,1739209641.8030994,-38.13080360867914
,,1739209641.8031015,-38.13080360867914
,,1739209641.8031034,-45.120503652039325
,,1739209641.8031056,-45.120503652039325
,,1739209641.8031075,-38.13080360867914
,,1739209641.8031096,-45.120503652039325
,,1739209641.8031118,-38.13080360867914
,,1739209641.8031137,-38.13080360867914
,,1739209641.8031158,-45.120503652039325
,,1739209641.8031178,-45.120503652039325
,,1739209641.80312,-38.13080360867914
,,1739209641.803122,-38.13080360867914
,,1739209641.803124,-38.13080360867914
,,1739209641.803126,-45.120503652039325
,,1739209641.803128,-45.120503652039325
,,1739209641.80313,-45.120503652039325
,,1739209641.8031323,-45.120503652039325
,,1739209641.8031342,-45.120503652039325
,,1739209641.8031363,-38.13080360867914
,,1739209641.8031385,-38.13080360867914
,,1739209641.8031404,-45.120503652039325
,,1739209641.8031423,-45.120503652039325
,,1739209641.8031445,-30.49652367304973
,,1739209641.8031466,-38.13080360867914
,,1739209641.8031487,-45.120503652039325
,,1739209641.803151,-38.13080360867914
,,1739209641.8031528,-45.120503652039325
,,1739209641.8031547,-45.120503652039325
,,1739209641.8031569,-45.120503652039325
,,1739209641.803159,-45.120503652039325
,,1739209641.803161,-45.120503652039325
,,1739209641.803163,-33.981070128970906
,,1739209641.803165,-45.120503652039325
,,1739209641.803167,-28.992665084841946
,,1739209641.8031693,-16.28388930050312
,,1739209641.8031712,-19.45023999044868
,,1739209641.8031733,-28.58837851428586
,,1739209641.8031752,-45.120503652039325
,,1739209641.8031774,-38.13080360867914
,,1739209641.8031795,-38.13080360867914
,,1739209641.8031814,-38.13080360867914
,,1739209641.8031836,-45.120503652039325
,,1739209641.8031857,-45.120503652039325
,,1739209641.8031876,-38.13080360867914
,,1739209641.8031898,-45.120503652039325
,,1739209641.8031917,-38.13080360867914
,,1739209641.8031938,-30.49652367304973
,,1739209641.803196,-32.816014438256545
,,1739209641.803198,-45.120503652039325
,,1739209641.8032,-33.981070128970906
,,1739209641.803202,-45.120503652039325
,,1739209641.803204,-33.981070128970906
,,1739209641.8032062,-45.120503652039325
,,1739209641.803208,-38.13080360867914
,,1739209641.8032105,-33.981070128970906
