CAN Message, 0x1d3:000001e22dc1edfd,Timestamp,Amplitude
,,1739209712.4372382,-45.120503652039325
,,1739209712.4372406,-45.120503652039325
,,1739209712.4372427,-45.120503652039325
,,1739209712.437245,-45.120503652039325
,,1739209712.437247,-45.120503652039325
,,1739209712.4372492,-45.120503652039325
,,1739209712.437251,-45.120503652039325
,,1739209712.4372537,-38.13080360867914
,,1739209712.4372556,-45.120503652039325
,,1739209712.4372578,-45.120503652039325
,,1739209712.43726,-35.57807855764607
,,1739209712.437262,-38.13080360867914
,,1739209712.4372644,-45.120503652039325
,,1739209712.4372666,-38.13080360867914
,,1739209712.4372687,-35.57807855764607
,,1739209712.4372709,-38.13080360867914
,,1739209712.437273,-45.120503652039325
,,1739209712.4372752,-38.13080360867914
,,1739209712.4372773,-35.57807855764607
,,1739209712.4372797,-38.13080360867914
,,1739209712.4372816,-45.120503652039325
,,1739209712.4372838,-28.992665084841946
,,1739209712.437286,-27.267205301931607
,,1739209712.4372883,-45.120503652039325
,,1739209712.4372904,-35.57807855764607
,,1739209712.4372926,-35.57807855764607
,,1739209712.4372947,-45.120503652039325
,,1739209712.4372969,-45.120503652039325
,,1739209712.437299,-35.57807855764607
,,1739209712.4373012,-45.120503652039325
,,1739209712.4373033,-45.120503652039325
,,1739209712.4373057,-45.120503652039325
,,1739209712.4373076,-31.141103565318893
,,1739209712.43731,-45.120503652039325
,,1739209712.437312,-26.487275050834715
,,1739209712.4373145,-25.25278630937684
,,1739209712.4373164,-38.13080360867914
,,1739209712.4373186,-38.13080360867914
,,1739209712.4373207,-38.13080360867914
,,1739209712.4373229,-33.981070128970906
,,1739209712.437325,-45.120503652039325
,,1739209712.4373271,-38.13080360867914
,,1739209712.4373293,-45.120503652039325
,,1739209712.4373317,-45.120503652039325
,,1739209712.4373338,-33.981070128970906
,,1739209712.437336,-24.746238672633048
,,1739209712.437338,-24.29264994887477
,,1739209712.4373405,-28.21854285175415
,,1739209712.4373424,-38.13080360867914
,,1739209712.4373446,-21.4469444417791
,,1739209712.4373467,-13.011969998890365
,,1739209712.4373488,-11.64720349886979
,,1739209712.437351,-25.25278630937684
,,1739209712.4373531,-33.98107012897096
,,1739209712.4373555,-38.13080360867914
,,1739209712.4373577,-38.13080360867914
,,1739209712.4373598,-38.13080360867914
,,1739209712.437362,-38.13080360867914
,,1739209712.437364,-32.816014438256545
,,1739209712.4373662,-33.981070128970906
,,1739209712.4373684,-45.120503652039325
,,1739209712.4373703,-38.13080360867914
,,1739209712.4373727,-33.981070128970906
,,1739209712.4373748,-35.57807855764607
,,1739209712.437377,-45.120503652039325
,,1739209712.4373794,-45.120503652039325
,,1739209712.4373815,-38.13080360867914
,,1739209712.4373837,-33.981070128970906
,,1739209712.4373858,-38.13080360867914
,,1739209712.437388,-45.120503652039325
,,1739209712.43739,-35.57807855764607
,,1739209712.4373922,-33.981070128970906
,,1739209712.4373944,-38.13080360867914
,,1739209712.4373963,-33.981070128970906
,,1739209712.437399,-35.57807855764607
,,1739209712.437401,-30.49652367304973
,,1739209712.4374032,-35.57807855764607
,,1739209712.437405,-38.13080360867914
,,1739209712.4374075,-27.87774495603141
,,1739209712.4374096,-15.013264998121564
,,1739209712.4374118,-18.29905288830097
,,1739209712.437414,-32.816014438256545
,,1739209712.437416,-31.141103565318915
,,1739209712.4374182,-24.15140352195873
,,1739209712.4374204,-33.981070128970906
,,1739209712.4374225,-38.13080360867914
,,1739209712.437425,-38.13080360867914
,,1739209712.437427,-28.992665084841946
,,1739209712.4374292,-45.120503652039325
,,1739209712.437431,-33.98107012897096
,,1739209712.4374335,-38.13080360867914
,,1739209712.4374356,-33.981070128970906
,,1739209712.4374378,-38.13080360867914
,,1739209712.43744,-45.120503652039325
,,1739209712.437442,-45.120503652039325
,,1739209712.4374442,-45.120503652039325
,,1739209712.4374466,-38.13080360867914
,,1739209712.4374487,-30.49652367304973
,,1739209712.437451,-33.98107012897096
,,1739209712.437453,-18.087589870852675
,,1739209712.4374552,-28.992665084841946
,,1739209712.437457,-38.13080360867914
,,1739209712.4374597,-38.13080360867914
,,1739209712.4374616,-45.120503652039325
,,1739209712.4374638,-45.120503652039325
,,1739209712.437466,-38.13080360867914
,,1739209712.437468,-33.981070128970906
,,1739209712.4374704,-33.981070128970906
,,1739209712.4374726,-45.120503652039325
,,1739209712.4374747,-38.13080360867914
,,1739209712.4374769,-38.13080360867914
,,1739209712.437479,-31.141103565318915
,,1739209712.4374812,-38.13080360867914
,,1739209712.4374833,-45.120503652039325
,,1739209712.4374857,-33.981070128970906
,,1739209712.4374876,-33.981070128970906
,,1739209712.4374895,-38.13080360867914
,,1739209712.437492,-38.13080360867914
