CAN Message, 0x1bb:00000e72ec3eac1e,Timestamp,Amplitude
,,1739209734.6370342,-35.57807855764607
,,1739209734.637038,-45.120503652039325
,,1739209734.6370416,-35.57807855764607
,,1739209734.6370451,-38.13080360867914
,,1739209734.637049,-38.13080360867914
,,1739209734.6370523,-45.120503652039325
,,1739209734.637056,-45.120503652039325
,,1739209734.63706,-35.57807855764607
,,1739209734.6370635,-45.120503652039325
,,1739209734.637067,-35.57807855764607
,,1739209734.637071,-28.21854285175415
,,1739209734.6370745,-45.120503652039325
,,1739209734.637078,-45.120503652039325
,,1739209734.637082,-35.57807855764607
,,1739209734.6370854,-35.57807855764607
,,1739209734.637089,-38.13080360867914
,,1739209734.6370928,-45.120503652039325
,,1739209734.6370964,-45.120503652039325
,,1739209734.6371,-38.13080360867914
,,1739209734.6371036,-35.57807855764607
,,1739209734.6371074,-38.13080360867914
,,1739209734.637111,-45.120503652039325
,,1739209734.6371143,-33.981070128970906
,,1739209734.6371183,-38.13080360867914
,,1739209734.637122,-45.120503652039325
,,1739209734.6371255,-33.981070128970906
,,1739209734.6371293,-31.141103565318893
,,1739209734.637133,-38.13080360867914
,,1739209734.6371365,-35.57807855764607
,,1739209734.6371405,-35.57807855764607
,,1739209734.637144,-38.13080360867914
,,1739209734.6371474,-38.13080360867914
,,1739209734.6371512,-45.120503652039325
,,1739209734.6371548,-45.120503652039325
,,1739209734.6371584,-45.120503652039325
,,1739209734.6371622,-45.120503652039325
,,1739209734.6371658,-45.120503652039325
,,1739209734.6371694,-38.13080360867914
,,1739209734.637173,-35.57807855764607
,,1739209734.6371768,-45.120503652039325
,,1739209734.6371803,-45.120503652039325
,,1739209734.637184,-45.120503652039325
,,1739209734.6371875,-45.120503652039325
,,1739209734.6371913,-45.120503652039325
,,1739209734.6371949,-45.120503652039325
,,1739209734.6371987,-45.120503652039325
,,1739209734.6372025,-45.120503652039325
,,1739209734.6372058,-45.120503652039325
,,1739209734.6372097,-35.57807855764607
,,1739209734.6372132,-24.438645034577675
,,1739209734.6372168,-13.450285694136726
,,1739209734.6372206,-10.760468295340324
,,1739209734.6372242,-24.589719217205094
,,1739209734.6372278,-35.57807855764607
,,1739209734.6372316,-35.57807855764607
,,1739209734.6372352,-38.13080360867914
,,1739209734.6372387,-38.13080360867914
,,1739209734.6372423,-38.13080360867914
,,1739209734.637246,-45.120503652039325
,,1739209734.6372497,-38.13080360867914
,,1739209734.6372533,-35.57807855764607
,,1739209734.637257,-45.120503652039325
,,1739209734.637261,-45.120503652039325
,,1739209734.6372645,-38.13080360867914
,,1739209734.637268,-45.120503652039325
,,1739209734.6372716,-38.13080360867914
,,1739209734.6372752,-33.981070128970906
,,1739209734.637279,-38.13080360867914
,,1739209734.6372826,-38.13080360867914
,,1739209734.6372862,-45.120503652039325
,,1739209734.63729,-38.13080360867914
,,1739209734.6372936,-38.13080360867914
,,1739209734.6372972,-38.13080360867914
,,1739209734.637301,-38.13080360867914
,,1739209734.6373043,-20.88804491267121
,,1739209734.637308,-25.82631439489636
,,1739209734.637312,-45.120503652039325
,,1739209734.6373155,-45.120503652039325
,,1739209734.637319,-25.826314394896357
,,1739209734.637323,-15.872543694060177
,,1739209734.6373265,-19.692249382447496
,,1739209734.63733,-26.99137008561072
,,1739209734.6373336,-45.120503652039325
,,1739209734.6373374,-38.13080360867914
,,1739209734.637341,-38.13080360867914
,,1739209734.6373446,-45.120503652039325
,,1739209734.6373484,-38.13080360867914
,,1739209734.637352,-33.981070128970906
,,1739209734.6373556,-35.57807855764607
,,1739209734.6373594,-38.13080360867914
,,1739209734.637363,-45.120503652039325
,,1739209734.6373663,-38.13080360867914
,,1739209734.6373703,-45.120503652039325
,,1739209734.637374,-38.13080360867914
,,1739209734.6373775,-33.981070128970906
,,1739209734.6373813,-38.13080360867914
,,1739209734.637385,-45.120503652039325
,,1739209734.6373885,-38.13080360867914
,,1739209734.637392,-33.981070128970906
,,1739209734.637396,-26.487275050834725
