CAN Message, 0x77:cf9edfbc5ca33ae5,Timestamp,Amplitude
,,1739209676.0642562,-45.120503652039325
,,1739209676.064261,-38.13080360867914
,,1739209676.064266,-38.13080360867914
,,1739209676.064271,-45.120503652039325
,,1739209676.064276,-38.13080360867914
,,1739209676.0642807,-33.981070128970906
,,1739209676.0642858,-45.120503652039325
,,1739209676.0642908,-38.13080360867914
,,1739209676.0642955,-35.57807855764607
,,1739209676.0643003,-35.57807855764607
,,1739209676.0643055,-38.13080360867914
,,1739209676.0643106,-45.120503652039325
,,1739209676.0643153,-38.13080360867914
,,1739209676.0643203,-35.57807855764607
,,1739209676.064325,-45.120503652039325
,,1739209676.06433,-45.120503652039325
,,1739209676.064335,-38.13080360867914
,,1739209676.06434,-35.57807855764607
,,1739209676.0643451,-45.120503652039325
,,1739209676.06435,-45.120503652039325
,,1739209676.064355,-38.13080360867914
,,1739209676.06436,-38.13080360867914
,,1739209676.064365,-45.120503652039325
,,1739209676.0643697,-45.120503652039325
,,1739209676.0643747,-38.13080360867914
,,1739209676.0643797,-38.13080360867914
,,1739209676.0643845,-45.120503652039325
,,1739209676.0643897,-45.120503652039325
,,1739209676.0643945,-38.13080360867914
,,1739209676.0643992,-38.13080360867914
,,1739209676.0644042,-45.120503652039325
,,1739209676.0644093,-45.120503652039325
,,1739209676.0644145,-33.981070128970906
,,1739209676.064419,-35.57807855764607
,,1739209676.064424,-45.120503652039325
,,1739209676.064429,-31.141103565318915
,,1739209676.0644338,-32.816014438256545
,,1739209676.0644388,-38.13080360867914
,,1739209676.0644438,-38.13080360867914
,,1739209676.0644488,-38.13080360867914
,,1739209676.0644536,-38.13080360867914
,,1739209676.0644586,-38.13080360867914
,,1739209676.0644636,-35.57807855764607
,,1739209676.0644684,-45.120503652039325
,,1739209676.0644734,-45.120503652039325
,,1739209676.0644784,-35.57807855764607
,,1739209676.0644834,-45.120503652039325
,,1739209676.0644882,-33.981070128970906
,,1739209676.0644932,-30.49652367304973
,,1739209676.0644982,-22.54371790334745
,,1739209676.064503,-10.909402354104948
,,1739209676.064508,-38.13080360867914
,,1739209676.064513,-31.141103565318915
,,1739209676.064518,-38.13080360867914
,,1739209676.0645227,-38.13080360867914
,,1739209676.0645278,-45.120503652039325
,,1739209676.0645328,-25.82631439489636
,,1739209676.0645375,-30.49652367304973
,,1739209676.0645423,-38.13080360867914
,,1739209676.0645475,-45.120503652039325
,,1739209676.0645523,-38.13080360867914
,,1739209676.0645573,-32.816014438256545
,,1739209676.0645623,-38.13080360867914
,,1739209676.064567,-45.120503652039325
,,1739209676.064572,-30.49652367304976
,,1739209676.064577,-35.57807855764607
,,1739209676.064582,-38.13080360867914
,,1739209676.064587,-45.120503652039325
,,1739209676.064592,-45.120503652039325
,,1739209676.064597,-32.816014438256545
,,1739209676.064602,-38.13080360867914
,,1739209676.064607,-38.13080360867914
,,1739209676.0646117,-33.981070128970906
,,1739209676.064617,-38.13080360867914
,,1739209676.0646217,-31.14110356531892
,,1739209676.0646265,-38.13080360867914
,,1739209676.0646317,-45.120503652039325
,,1739209676.0646365,-45.120503652039325
,,1739209676.0646412,-45.120503652039325
,,1739209676.0646462,-31.141103565318915
,,1739209676.0646513,-25.82631439489636
,,1739209676.0646565,-31.141103565318915
,,1739209676.064661,-38.13080360867914
,,1739209676.064666,-45.120503652039325
,,1739209676.064671,-38.13080360867914
,,1739209676.0646758,-45.120503652039325
,,1739209676.0646808,-45.120503652039325
,,1739209676.0646858,-38.13080360867914
,,1739209676.0646908,-45.120503652039325
,,1739209676.0646956,-45.120503652039325
,,1739209676.0647006,-33.981070128970906
,,1739209676.0647056,-38.13080360867914
,,1739209676.0647104,-30.49652367304973
,,1739209676.0647154,-31.141103565318915
,,1739209676.0647204,-45.120503652039325
,,1739209676.0647254,-38.13080360867914
,,1739209676.0647302,-38.13080360867914
,,1739209676.0647352,-45.120503652039325
,,1739209676.0647402,-38.13080360867914
,,1739209676.064745,-38.13080360867914
,,1739209676.06475,-32.816014438256545
,,1739209676.064755,-29.438486411369333
,,1739209676.06476,-22.54371790334745
,,1739209676.0647647,-24.589719217205094
,,1739209676.0647695,-45.120503652039325
,,1739209676.0647748,-29.438486411369333
,,1739209676.0647795,-45.120503652039325
,,1739209676.0647843,-19.497575007474538
,,1739209676.0647895,-19.22100763878221
,,1739209676.0647943,-45.120503652039325
,,1739209676.0647993,-32.816014438256545
,,1739209676.0648043,-45.120503652039325
,,1739209676.064809,-45.120503652039325
,,1739209676.064814,-45.120503652039325
,,1739209676.064819,-38.13080360867914
,,1739209676.064824,-45.120503652039325
,,1739209676.064829,-30.49652367304973
,,1739209676.064834,-21.522148828640407
,,1739209676.064839,-45.120503652039325
,,1739209676.064844,-31.141103565318893
,,1739209676.064849,-45.120503652039325
,,1739209676.0648537,-38.13080360867914
,,1739209676.064859,-45.120503652039325
,,1739209676.0648637,-32.816014438256545
,,1739209676.0648685,-33.98107012897096
,,1739209676.0648737,-28.992665084841946
,,1739209676.0648785,-15.347841527766365
,,1739209676.0648832,-11.36021183475749
,,1739209676.0648882,-24.438645034577675
,,1739209676.0648932,-31.141103565318915
,,1739209676.0648985,-38.13080360867914
,,1739209676.064903,-45.120503652039325
,,1739209676.064908,-38.13080360867914
,,1739209676.064913,-45.120503652039325
,,1739209676.0649178,-45.120503652039325
,,1739209676.0649228,-45.120503652039325
,,1739209676.0649278,-38.13080360867914
,,1739209676.0649328,-23.273589343863303
,,1739209676.0649376,-32.816014438256545
,,1739209676.0649426,-38.13080360867914
,,1739209676.0649476,-38.13080360867914
,,1739209676.0649524,-38.13080360867914
,,1739209676.0649574,-38.13080360867914
,,1739209676.0649624,-45.120503652039325
,,1739209676.0649674,-45.120503652039325
,,1739209676.0649722,-38.13080360867914
,,1739209676.0649772,-38.13080360867914
,,1739209676.0649822,-45.120503652039325
,,1739209676.064987,-38.13080360867914
,,1739209676.064992,-29.438486411369333
,,1739209676.064997,-45.120503652039325
,,1739209676.065002,-45.120503652039325
,,1739209676.0650067,-38.13080360867914
,,1739209676.0650115,-33.98107012897096
,,1739209676.0650167,-28.992665084841946
,,1739209676.0650215,-19.497575007474538
,,1739209676.0650263,-22.54371790334745
,,1739209676.0650315,-27.267205301931607
,,1739209676.0650363,-38.13080360867914
,,1739209676.0650413,-45.120503652039325
,,1739209676.0650463,-45.120503652039325
,,1739209676.0650513,-45.120503652039325
,,1739209676.065056,-38.13080360867914
,,1739209676.065061,-38.13080360867914
,,1739209676.065066,-38.13080360867914
,,1739209676.065071,-45.120503652039325
,,1739209676.065076,-33.981070128970906
,,1739209676.065081,-35.57807855764607
,,1739209676.065086,-33.981070128970906
,,1739209676.065091,-38.13080360867914
,,1739209676.0650957,-45.120503652039325
,,1739209676.065101,-45.120503652039325
,,1739209676.0651057,-38.13080360867914
,,1739209676.0651104,-33.98107012897096
,,1739209676.0651157,-38.13080360867914
,,1739209676.0651205,-38.13080360867914
,,1739209676.0651252,-38.13080360867914
,,1739209676.0651302,-30.49652367304976
,,1739209676.0651352,-24.746238672633048
,,1739209676.0651402,-23.16150712794695
,,1739209676.065145,-30.49652367304973
,,1739209676.06515,-35.57807855764607
,,1739209676.065155,-45.120503652039325
,,1739209676.0651598,-32.816014438256545
,,1739209676.0651648,-33.98107012897096
,,1739209676.0651698,-33.98107012897096
,,1739209676.0651748,-38.13080360867914
,,1739209676.0651796,-45.120503652039325
,,1739209676.0651846,-45.120503652039325
,,1739209676.0651896,-38.13080360867914
,,1739209676.0651944,-38.13080360867914
,,1739209676.0651994,-38.13080360867914
,,1739209676.0652044,-38.13080360867914
,,1739209676.0652094,-28.992665084841946
,,1739209676.0652142,-25.82631439489636
,,1739209676.0652192,-45.120503652039325
,,1739209676.0652242,-38.13080360867914
,,1739209676.065229,-38.13080360867914
,,1739209676.065234,-38.13080360867914
,,1739209676.065239,-45.120503652039325
,,1739209676.065244,-38.13080360867914
,,1739209676.0652487,-32.816014438256545
,,1739209676.0652535,-24.438645034577675
,,1739209676.0652587,-11.84691430817599
,,1739209676.0652635,-12.169232799517378
,,1739209676.0652685,-23.506823629689546
,,1739209676.0652735,-45.120503652039325
,,1739209676.0652783,-45.120503652039325
,,1739209676.0652833,-20.001670042250552
,,1739209676.0652883,-45.120503652039325
,,1739209676.0652933,-38.13080360867914
,,1739209676.065298,-45.120503652039325
,,1739209676.065303,-45.120503652039325
,,1739209676.065308,-38.13080360867914
,,1739209676.065313,-45.120503652039325
,,1739209676.065318,-38.13080360867914
,,1739209676.0653229,-45.120503652039325
,,1739209676.065328,-45.120503652039325
,,1739209676.065333,-33.981070128970906
,,1739209676.0653377,-38.13080360867914
,,1739209676.065343,-38.13080360867914
,,1739209676.0653477,-45.120503652039325
,,1739209676.0653524,-21.598678470925663
,,1739209676.0653574,-19.642756598161068
,,1739209676.0653625,-45.120503652039325
,,1739209676.0653672,-35.57807855764607
,,1739209676.0653722,-35.57807855764607
,,1739209676.0653772,-45.120503652039325
,,1739209676.0653822,-38.13080360867914
,,1739209676.065387,-38.13080360867914
,,1739209676.065392,-32.816014438256545
,,1739209676.065397,-38.13080360867914
,,1739209676.065402,-38.13080360867914
,,1739209676.0654068,-35.57807855764607
,,1739209676.0654118,-45.120503652039325
,,1739209676.0654168,-32.816014438256545
,,1739209676.0654216,-38.13080360867914
,,1739209676.0654266,-19.497575007474552
,,1739209676.0654316,-28.58837851428586
,,1739209676.0654366,-38.13080360867914
,,1739209676.0654414,-31.141103565318915
,,1739209676.0654464,-22.84163660590255
,,1739209676.0654514,-9.395272673542916
,,1739209676.0654562,-33.981070128970906
,,1739209676.0654612,-38.13080360867914
,,1739209676.0654662,-30.49652367304973
,,1739209676.0654712,-45.120503652039325
,,1739209676.065476,-45.120503652039325
,,1739209676.065481,-38.13080360867914
,,1739209676.065486,-35.57807855764607
,,1739209676.0654907,-31.141103565318915
,,1739209676.0654955,-32.816014438256545
,,1739209676.0655007,-45.120503652039325
,,1739209676.0655055,-45.120503652039325
,,1739209676.0655105,-45.120503652039325
,,1739209676.0655155,-45.120503652039325
,,1739209676.0655203,-45.120503652039325
,,1739209676.0655253,-45.120503652039325
,,1739209676.0655303,-27.267205301931607
,,1739209676.0655353,-31.141103565318915
,,1739209676.0655403,-45.120503652039325
,,1739209676.065545,-45.120503652039325
,,1739209676.06555,-31.141103565318915
,,1739209676.065555,-33.981070128970906
,,1739209676.06556,-38.13080360867914
,,1739209676.0655649,-33.981070128970906
,,1739209676.06557,-14.398004675904142
,,1739209676.065575,-31.141103565318915
,,1739209676.0655797,-45.120503652039325
,,1739209676.065585,-45.120503652039325
,,1739209676.0655897,-32.816014438256545
,,1739209676.0655944,-28.58837851428586
,,1739209676.0655994,-45.120503652039325
,,1739209676.0656044,-45.120503652039325
,,1739209676.0656097,-33.981070128970906
,,1739209676.0656142,-19.045953419892605
,,1739209676.0656192,-28.992665084841967
,,1739209676.0656242,-29.438486411369333
,,1739209676.065629,-45.120503652039325
,,1739209676.065634,-32.816014438256545
,,1739209676.065639,-38.13080360867914
,,1739209676.065644,-35.57807855764607
,,1739209676.0656488,-38.13080360867914
,,1739209676.0656538,-45.120503652039325
,,1739209676.0656588,-38.13080360867914
