CAN Message, 0x1bb:00002a724325fbba,Timestamp,Amplitude
,,1739209890.3320312,-45.120503652039325
,,1739209890.3320324,-35.57807855764607
,,1739209890.3320334,-38.13080360867914
,,1739209890.3320346,-38.13080360867914
,,1739209890.3320355,-45.120503652039325
,,1739209890.3320365,-45.120503652039325
,,1739209890.3320377,-38.13080360867914
,,1739209890.3320386,-35.57807855764607
,,1739209890.3320396,-38.13080360867914
,,1739209890.3320408,-29.438486411369333
,,1739209890.3320415,-38.13080360867914
,,1739209890.3320427,-45.120503652039325
,,1739209890.332044,-45.120503652039325
,,1739209890.3320448,-45.120503652039325
,,1739209890.3320458,-38.13080360867914
,,1739209890.332047,-45.120503652039325
,,1739209890.332048,-45.120503652039325
,,1739209890.332049,-45.120503652039325
,,1739209890.33205,-45.120503652039325
,,1739209890.332051,-45.120503652039325
,,1739209890.3320522,-38.13080360867914
,,1739209890.3320532,-35.57807855764607
,,1739209890.332054,-45.120503652039325
,,1739209890.332055,-38.13080360867914
,,1739209890.3320563,-38.13080360867914
,,1739209890.3320572,-35.57807855764607
,,1739209890.3320584,-38.13080360867914
,,1739209890.3320594,-38.13080360867914
,,1739209890.3320603,-38.13080360867914
,,1739209890.3320615,-45.120503652039325
,,1739209890.3320625,-38.13080360867914
,,1739209890.3320634,-45.120503652039325
,,1739209890.3320646,-45.120503652039325
,,1739209890.3320656,-33.981070128970906
,,1739209890.3320663,-45.120503652039325
,,1739209890.3320675,-45.120503652039325
,,1739209890.3320687,-38.13080360867914
,,1739209890.3320696,-35.57807855764607
,,1739209890.3320708,-38.13080360867914
,,1739209890.3320718,-45.120503652039325
,,1739209890.332073,-38.13080360867914
,,1739209890.332074,-45.120503652039325
,,1739209890.3320749,-45.120503652039325
,,1739209890.332076,-45.120503652039325
,,1739209890.332077,-38.13080360867914
,,1739209890.332078,-38.13080360867914
,,1739209890.3320792,-38.13080360867914
,,1739209890.33208,-33.981070128970906
,,1739209890.332081,-33.981070128970906
,,1739209890.3320825,-29.438486411369347
,,1739209890.3320832,-7.973016044788693
,,1739209890.3320842,-25.62660358559016
,,1739209890.3320854,-38.13080360867914
,,1739209890.3320863,-33.981070128970906
,,1739209890.3320873,-38.13080360867914
,,1739209890.3320885,-45.120503652039325
,,1739209890.3320894,-45.120503652039325
,,1739209890.3320904,-45.120503652039325
,,1739209890.3320916,-38.13080360867914
,,1739209890.3320923,-35.57807855764607
,,1739209890.3320937,-35.57807855764607
,,1739209890.332095,-33.981070128970906
,,1739209890.3320956,-30.49652367304973
,,1739209890.3320968,-38.13080360867914
,,1739209890.3320978,-38.13080360867914
,,1739209890.3320987,-45.120503652039325
,,1739209890.3321,-45.120503652039325
,,1739209890.3321009,-38.13080360867914
,,1739209890.3321018,-38.13080360867914
,,1739209890.332103,-45.120503652039325
,,1739209890.332104,-45.120503652039325
,,1739209890.332105,-38.13080360867914
,,1739209890.332106,-45.120503652039325
,,1739209890.332107,-31.141103565318915
,,1739209890.332108,-25.82631439489636
,,1739209890.3321092,-38.13080360867914
,,1739209890.3321102,-45.120503652039325
,,1739209890.3321111,-45.120503652039325
,,1739209890.3321123,-33.98107012897096
,,1739209890.3321133,-18.676117757360917
,,1739209890.3321145,-33.981070128970906
,,1739209890.3321154,-45.120503652039325
,,1739209890.3321164,-35.57807855764607
,,1739209890.3321176,-38.13080360867914
,,1739209890.3321185,-45.120503652039325
,,1739209890.3321197,-33.981070128970906
,,1739209890.332121,-31.141103565318915
,,1739209890.3321216,-45.120503652039325
,,1739209890.3321226,-38.13080360867914
,,1739209890.3321238,-45.120503652039325
,,1739209890.3321247,-27.87774495603141
,,1739209890.3321257,-45.120503652039325
,,1739209890.3321269,-38.13080360867914
,,1739209890.3321278,-45.120503652039325
,,1739209890.3321288,-45.120503652039325
,,1739209890.33213,-45.120503652039325
,,1739209890.332131,-38.13080360867914
,,1739209890.332132,-38.13080360867914
,,1739209890.332133,-26.99137008561072
,,1739209890.332134,-33.981070128970906
,,1739209890.3321352,-45.120503652039325
,,1739209890.3321362,-28.58837851428586
,,1739209890.332137,-24.589719217205094
,,1739209890.3321383,-22.54371790334745
,,1739209890.3321393,-32.816014438256545
,,1739209890.3321402,-45.120503652039325
,,1739209890.3321414,-29.438486411369333
,,1739209890.3321424,-17.448944991217488
,,1739209890.3321433,-14.368685105852371
,,1739209890.3321445,-26.99137008561072
,,1739209890.3321457,-30.49652367304973
,,1739209890.3321464,-45.120503652039325
,,1739209890.3321476,-45.120503652039325
,,1739209890.3321486,-35.57807855764607
,,1739209890.3321495,-29.438486411369357
,,1739209890.3321507,-38.13080360867914
,,1739209890.3321517,-45.120503652039325
,,1739209890.3321528,-17.85323156177357
,,1739209890.3321538,-27.267205301931607
,,1739209890.3321548,-33.981070128970906
,,1739209890.332156,-45.120503652039325
,,1739209890.332157,-45.120503652039325
,,1739209890.332158,-33.981070128970906
,,1739209890.332159,-35.57807855764607
,,1739209890.33216,-32.816014438256545
,,1739209890.332161,-33.98107012897096
,,1739209890.332162,-18.598040242006057
,,1739209890.332163,-11.0026236066006
,,1739209890.332164,-35.57807855764607
,,1739209890.3321652,-29.438486411369333
,,1739209890.3321662,-45.120503652039325
,,1739209890.3321671,-33.981070128970906
,,1739209890.3321683,-45.120503652039325
,,1739209890.3321693,-45.120503652039325
,,1739209890.3321702,-35.57807855764607
,,1739209890.3321714,-38.13080360867914
,,1739209890.3321724,-33.981070128970906
,,1739209890.3321736,-45.120503652039325
,,1739209890.3321743,-45.120503652039325
,,1739209890.3321755,-45.120503652039325
,,1739209890.3321767,-45.120503652039325
,,1739209890.3321776,-45.120503652039325
,,1739209890.3321786,-45.120503652039325
,,1739209890.3321798,-45.120503652039325
,,1739209890.3321807,-45.120503652039325
,,1739209890.3321817,-45.120503652039325
,,1739209890.332183,-45.120503652039325
,,1739209890.3321838,-38.13080360867914
,,1739209890.3321848,-45.120503652039325
,,1739209890.332186,-35.57807855764607
,,1739209890.332187,-38.13080360867914
,,1739209890.332188,-31.141103565318943
,,1739209890.332189,-33.981070128970906
,,1739209890.33219,-45.120503652039325
,,1739209890.332191,-28.58837851428586
,,1739209890.3321922,-23.50682362968953
,,1739209890.3321931,-35.57807855764607
,,1739209890.3321943,-38.13080360867914
,,1739209890.3321953,-45.120503652039325
,,1739209890.3321962,-38.13080360867914
,,1739209890.3321974,-45.120503652039325
,,1739209890.3321984,-45.120503652039325
,,1739209890.332199,-30.49652367304973
,,1739209890.3322003,-25.25278630937684
,,1739209890.3322015,-45.120503652039325
,,1739209890.3322024,-45.120503652039325
,,1739209890.3322036,-38.13080360867914
,,1739209890.3322046,-33.981070128970906
,,1739209890.3322055,-45.120503652039325
,,1739209890.3322067,-45.120503652039325
,,1739209890.3322077,-38.13080360867914
,,1739209890.3322086,-45.120503652039325
,,1739209890.3322098,-45.120503652039325
,,1739209890.3322108,-45.120503652039325
,,1739209890.3322115,-25.62660358559016
,,1739209890.332213,-22.002965041481755
,,1739209890.332214,-45.120503652039325
,,1739209890.332215,-45.120503652039325
,,1739209890.332216,-45.120503652039325
,,1739209890.332217,-38.13080360867914
,,1739209890.3322182,-38.13080360867914
,,1739209890.3322191,-45.120503652039325
,,1739209890.33222,-32.816014438256545
,,1739209890.3322213,-29.438486411369333
,,1739209890.3322222,-25.25278630937684
,,1739209890.3322232,-22.002965041481755
,,1739209890.3322244,-45.120503652039325
,,1739209890.332225,-31.141103565318915
,,1739209890.3322265,-31.141103565318893
,,1739209890.3322277,-29.438486411369333
,,1739209890.3322284,-45.120503652039325
,,1739209890.3322294,-32.816014438256545
,,1739209890.3322306,-33.981070128970906
,,1739209890.3322315,-35.57807855764607
,,1739209890.3322327,-38.13080360867914
,,1739209890.3322337,-45.120503652039325
