CAN Message, 0x1a7:0000609903776e45,Timestamp,Amplitude
,,1739209823.11952,-38.13080360867914
,,1739209823.1195283,-33.981070128970906
,,1739209823.1195366,-45.120503652039325
,,1739209823.119545,-45.120503652039325
,,1739209823.119553,-45.120503652039325
,,1739209823.1195617,-35.57807855764607
,,1739209823.11957,-38.13080360867914
,,1739209823.1195784,-33.981070128970906
,,1739209823.1195867,-28.992665084841946
,,1739209823.119595,-45.120503652039325
,,1739209823.1196034,-45.120503652039325
,,1739209823.1196115,-45.120503652039325
,,1739209823.1196158,-45.120503652039325
,,1739209823.1196198,-33.981070128970906
,,1739209823.119624,-38.13080360867914
,,1739209823.119628,-45.120503652039325
,,1739209823.1196322,-45.120503652039325
,,1739209823.1196363,-45.120503652039325
,,1739209823.1196404,-38.13080360867914
,,1739209823.1196444,-38.13080360867914
,,1739209823.1196485,-45.120503652039325
,,1739209823.1196525,-33.981070128970906
,,1739209823.1196566,-33.981070128970906
,,1739209823.1196606,-35.57807855764607
,,1739209823.119665,-33.981070128970906
,,1739209823.119669,-45.120503652039325
,,1739209823.119673,-38.13080360867914
,,1739209823.119677,-35.57807855764607
,,1739209823.1196811,-38.13080360867914
,,1739209823.1196852,-45.120503652039325
,,1739209823.1196892,-38.13080360867914
,,1739209823.1196933,-38.13080360867914
,,1739209823.1196976,-38.13080360867914
,,1739209823.1197016,-45.120503652039325
,,1739209823.1197057,-45.120503652039325
,,1739209823.1197095,-38.13080360867914
,,1739209823.1197138,-38.13080360867914
,,1739209823.1197178,-45.120503652039325
,,1739209823.119722,-38.13080360867914
,,1739209823.119726,-35.57807855764607
,,1739209823.11973,-35.57807855764607
,,1739209823.1197343,-45.120503652039325
,,1739209823.1197383,-38.13080360867914
,,1739209823.1197424,-38.13080360867914
,,1739209823.1197464,-45.120503652039325
,,1739209823.1197505,-45.120503652039325
,,1739209823.1197546,-45.120503652039325
,,1739209823.1197586,-45.120503652039325
,,1739209823.119763,-31.141103565318915
,,1739209823.119767,-45.120503652039325
,,1739209823.119771,-19.40341533395241
,,1739209823.119775,-45.120503652039325
,,1739209823.119779,-33.981070128970906
,,1739209823.1197832,-33.981070128970906
,,1739209823.1197872,-38.13080360867914
,,1739209823.1197913,-35.57807855764607
,,1739209823.119795,-38.13080360867914
,,1739209823.1197994,-45.120503652039325
,,1739209823.1198037,-38.13080360867914
,,1739209823.1198075,-38.13080360867914
,,1739209823.1198118,-33.981070128970906
,,1739209823.1198158,-38.13080360867914
,,1739209823.11982,-45.120503652039325
,,1739209823.119824,-35.57807855764607
,,1739209823.119828,-45.120503652039325
,,1739209823.119832,-45.120503652039325
,,1739209823.1198363,-38.13080360867914
,,1739209823.1198404,-35.57807855764607
,,1739209823.1198444,-45.120503652039325
,,1739209823.1198485,-45.120503652039325
,,1739209823.1198523,-38.13080360867914
,,1739209823.1198566,-38.13080360867914
