CAN Message, 0x62:08a3ea9ac88ab8ac,Timestamp,Amplitude
,,1739209763.7600727,-33.981070128970906
,,1739209763.760075,-32.816014438256545
,,1739209763.7600777,-38.13080360867914
,,1739209763.76008,-45.120503652039325
,,1739209763.7600825,-45.120503652039325
,,1739209763.7600849,-30.49652367304973
,,1739209763.7600873,-33.981070128970906
,,1739209763.7600896,-45.120503652039325
,,1739209763.760092,-45.120503652039325
,,1739209763.7600944,-32.816014438256545
,,1739209763.7600968,-32.816014438256545
,,1739209763.7600994,-45.120503652039325
,,1739209763.7601018,-33.981070128970906
,,1739209763.7601042,-38.13080360867914
,,1739209763.7601066,-45.120503652039325
,,1739209763.760109,-45.120503652039325
,,1739209763.760111,-38.13080360867914
,,1739209763.7601137,-45.120503652039325
,,1739209763.760116,-45.120503652039325
,,1739209763.7601187,-45.120503652039325
,,1739209763.760121,-45.120503652039325
,,1739209763.7601235,-35.57807855764607
,,1739209763.760126,-38.13080360867914
,,1739209763.7601285,-45.120503652039325
,,1739209763.7601306,-45.120503652039325
,,1739209763.760133,-33.981070128970906
,,1739209763.7601354,-27.267205301931607
,,1739209763.7601378,-45.120503652039325
,,1739209763.7601404,-45.120503652039325
,,1739209763.7601428,-33.981070128970906
,,1739209763.7601452,-32.816014438256545
,,1739209763.7601476,-45.120503652039325
,,1739209763.76015,-30.49652367304973
,,1739209763.7601523,-31.141103565318915
,,1739209763.7601547,-38.13080360867914
,,1739209763.760157,-38.13080360867914
,,1739209763.7601595,-38.13080360867914
,,1739209763.760162,-45.120503652039325
,,1739209763.7601645,-38.13080360867914
,,1739209763.760167,-38.13080360867914
,,1739209763.7601693,-38.13080360867914
,,1739209763.7601717,-32.816014438256545
,,1739209763.760174,-33.981070128970906
,,1739209763.7601764,-45.120503652039325
,,1739209763.7601788,-38.13080360867914
,,1739209763.7601814,-38.13080360867914
,,1739209763.7601838,-33.981070128970906
,,1739209763.7601862,-45.120503652039325
,,1739209763.7601886,-31.141103565318915
,,1739209763.760191,-27.877744956031417
,,1739209763.760193,-11.68641771400072
,,1739209763.7601955,-13.606805149564687
,,1739209763.760198,-29.438486411369357
,,1739209763.7602005,-31.141103565318915
,,1739209763.7602031,-38.13080360867914
,,1739209763.7602055,-45.120503652039325
,,1739209763.760208,-45.120503652039325
,,1739209763.7602105,-45.120503652039325
,,1739209763.760213,-29.438486411369347
,,1739209763.760215,-38.13080360867914
,,1739209763.7602174,-38.13080360867914
,,1739209763.7602198,-38.13080360867914
,,1739209763.7602224,-38.13080360867914
,,1739209763.7602248,-45.120503652039325
,,1739209763.7602272,-45.120503652039325
,,1739209763.7602296,-38.13080360867914
,,1739209763.760232,-26.487275050834725
,,1739209763.7602344,-33.981070128970906
,,1739209763.7602367,-35.57807855764607
,,1739209763.7602391,-45.120503652039325
,,1739209763.7602415,-33.981070128970906
,,1739209763.760244,-38.13080360867914
,,1739209763.7602465,-45.120503652039325
,,1739209763.760249,-38.13080360867914
,,1739209763.7602513,-21.522148828640407
,,1739209763.7602537,-33.981070128970906
,,1739209763.760256,-45.120503652039325
,,1739209763.7602584,-45.120503652039325
,,1739209763.7602608,-28.992665084841946
,,1739209763.7602634,-20.4518274484982
,,1739209763.7602658,-27.267205301931607
,,1739209763.7602682,-38.13080360867914
,,1739209763.7602706,-32.816014438256545
,,1739209763.760273,-38.13080360867914
,,1739209763.7602754,-45.120503652039325
,,1739209763.7602775,-45.120503652039325
,,1739209763.76028,-45.120503652039325
,,1739209763.7602825,-38.13080360867914
,,1739209763.7602851,-38.13080360867914
,,1739209763.7602875,-45.120503652039325
,,1739209763.76029,-33.981070128970906
,,1739209763.7602923,-45.120503652039325
,,1739209763.760295,-33.981070128970906
,,1739209763.760297,-35.57807855764607
,,1739209763.7602994,-31.141103565318915
,,1739209763.7603018,-33.981070128970906
,,1739209763.7603042,-33.981070128970906
,,1739209763.7603068,-45.120503652039325
,,1739209763.7603092,-33.981070128970906
,,1739209763.7603116,-35.57807855764607
,,1739209763.760314,-45.120503652039325
,,1739209763.7603164,-35.57807855764607
,,1739209763.7603188,-38.13080360867914
,,1739209763.7603211,-19.357090149981367
,,1739209763.7603235,-45.120503652039325
,,1739209763.760326,-38.13080360867914
,,1739209763.7603283,-38.13080360867914
,,1739209763.760331,-35.57807855764607
,,1739209763.7603333,-10.0894092853256
,,1739209763.7603357,-25.82631439489636
,,1739209763.760338,-31.14110356531892
,,1739209763.7603405,-45.120503652039325
,,1739209763.7603428,-38.13080360867914
,,1739209763.7603452,-45.120503652039325
,,1739209763.7603478,-38.13080360867914
,,1739209763.7603502,-27.267205301931607
,,1739209763.7603526,-29.438486411369333
,,1739209763.760355,-20.95409857865649
