CAN Message, 0x1b8:0100cf642d3287c0,Timestamp,Amplitude
,,1739209905.1859658,-45.120503652039325
,,1739209905.1859684,-45.120503652039325
,,1739209905.185971,-33.981070128970906
,,1739209905.1859734,-35.57807855764607
,,1739209905.185976,-38.13080360867914
,,1739209905.185979,-45.120503652039325
,,1739209905.1859813,-33.981070128970906
,,1739209905.185984,-35.57807855764607
,,1739209905.1859865,-35.57807855764607
,,1739209905.1859891,-45.120503652039325
,,1739209905.1859915,-38.13080360867914
,,1739209905.185994,-35.57807855764607
,,1739209905.1859968,-32.816014438256545
,,1739209905.1859994,-32.816014438256545
,,1739209905.186002,-38.13080360867914
,,1739209905.1860046,-38.13080360867914
,,1739209905.1860073,-38.13080360867914
,,1739209905.18601,-45.120503652039325
,,1739209905.1860125,-38.13080360867914
,,1739209905.186015,-35.57807855764607
,,1739209905.1860175,-38.13080360867914
,,1739209905.18602,-45.120503652039325
,,1739209905.1860228,-38.13080360867914
,,1739209905.1860254,-38.13080360867914
,,1739209905.186028,-45.120503652039325
,,1739209905.1860306,-45.120503652039325
,,1739209905.186033,-33.981070128970906
,,1739209905.1860356,-45.120503652039325
,,1739209905.1860385,-32.816014438256545
,,1739209905.1860409,-31.141103565318893
,,1739209905.1860435,-45.120503652039325
,,1739209905.186046,-38.13080360867914
,,1739209905.1860487,-35.57807855764607
,,1739209905.1860511,-35.57807855764607
,,1739209905.1860538,-45.120503652039325
,,1739209905.1860564,-35.57807855764607
,,1739209905.186059,-38.13080360867914
,,1739209905.1860616,-38.13080360867914
,,1739209905.1860642,-38.13080360867914
,,1739209905.1860669,-33.981070128970906
,,1739209905.1860695,-45.120503652039325
,,1739209905.186072,-45.120503652039325
,,1739209905.1860745,-45.120503652039325
,,1739209905.186077,-45.120503652039325
,,1739209905.1860795,-35.57807855764607
,,1739209905.1860824,-38.13080360867914
,,1739209905.186085,-38.13080360867914
,,1739209905.1860876,-45.120503652039325
,,1739209905.1860902,-32.816014438256545
,,1739209905.1860926,-45.120503652039325
,,1739209905.1860952,-14.113352786308475
,,1739209905.186098,-21.228842808393964
,,1739209905.1861005,-45.120503652039325
,,1739209905.186103,-28.21854285175415
,,1739209905.1861055,-45.120503652039325
,,1739209905.1861084,-45.120503652039325
,,1739209905.1861107,-38.13080360867914
,,1739209905.1861134,-35.57807855764607
,,1739209905.186116,-45.120503652039325
,,1739209905.1861186,-45.120503652039325
,,1739209905.1861212,-45.120503652039325
,,1739209905.1861238,-31.141103565318943
,,1739209905.1861265,-38.13080360867914
,,1739209905.186129,-38.13080360867914
,,1739209905.1861317,-45.120503652039325
,,1739209905.186134,-45.120503652039325
,,1739209905.1861367,-45.120503652039325
,,1739209905.186139,-45.120503652039325
,,1739209905.186142,-32.816014438256545
,,1739209905.1861446,-27.8777449560314
,,1739209905.1861472,-38.13080360867914
,,1739209905.1861498,-32.816014438256545
,,1739209905.1861522,-38.13080360867914
,,1739209905.1861548,-38.13080360867914
,,1739209905.1861577,-19.0459534198926
,,1739209905.18616,-38.13080360867914
,,1739209905.1861627,-45.120503652039325
,,1739209905.186165,-30.49652367304973
,,1739209905.186168,-45.120503652039325
,,1739209905.1861703,-8.564317816627069
,,1739209905.186173,-26.991370085610757
,,1739209905.1861756,-32.816014438256545
,,1739209905.1861782,-38.13080360867914
,,1739209905.1861808,-33.981070128970906
,,1739209905.1861837,-45.120503652039325
,,1739209905.186186,-45.120503652039325
