CAN Message, 0x24:019a66ab1dba23b1,Timestamp,Amplitude
,,1739209608.418027,-38.13080360867914
,,1739209608.4180346,-38.13080360867914
,,1739209608.4180422,-38.13080360867914
,,1739209608.41805,-45.120503652039325
,,1739209608.4180577,-33.981070128970906
,,1739209608.4180653,-45.120503652039325
,,1739209608.4180732,-33.981070128970906
,,1739209608.4180808,-30.49652367304973
,,1739209608.4180884,-38.13080360867914
,,1739209608.4180963,-38.13080360867914
,,1739209608.418104,-35.57807855764607
,,1739209608.4181116,-38.13080360867914
,,1739209608.4181194,-45.120503652039325
,,1739209608.418127,-32.816014438256545
,,1739209608.4181347,-45.120503652039325
,,1739209608.4181426,-38.13080360867914
,,1739209608.4181502,-38.13080360867914
,,1739209608.4181578,-35.57807855764607
,,1739209608.4181657,-38.13080360867914
,,1739209608.4181733,-45.120503652039325
,,1739209608.418181,-38.13080360867914
,,1739209608.4181888,-33.981070128970906
,,1739209608.4181964,-35.57807855764607
,,1739209608.418204,-38.13080360867914
,,1739209608.418212,-45.120503652039325
,,1739209608.4182196,-38.13080360867914
,,1739209608.4182272,-38.13080360867914
,,1739209608.418235,-38.13080360867914
,,1739209608.4182427,-38.13080360867914
,,1739209608.4182503,-35.57807855764607
,,1739209608.4182582,-38.13080360867914
,,1739209608.4182658,-38.13080360867914
,,1739209608.4182734,-38.13080360867914
,,1739209608.4182813,-35.57807855764607
,,1739209608.418289,-38.13080360867914
,,1739209608.4182966,-38.13080360867914
,,1739209608.4183044,-38.13080360867914
,,1739209608.418312,-35.57807855764607
,,1739209608.4183197,-38.13080360867914
,,1739209608.4183276,-31.141103565318943
,,1739209608.4183352,-45.120503652039325
,,1739209608.4183428,-35.57807855764607
,,1739209608.4183507,-45.120503652039325
,,1739209608.4183583,-45.120503652039325
,,1739209608.418366,-45.120503652039325
,,1739209608.4183738,-28.58837851428586
,,1739209608.4183817,-30.49652367304973
,,1739209608.418389,-25.077289914212862
,,1739209608.418397,-38.13080360867914
,,1739209608.4184046,-27.267205301931607
,,1739209608.4184122,-19.45023999044868
,,1739209608.41842,-16.084178491196923
,,1739209608.4184277,-28.992665084841946
,,1739209608.418435,-45.120503652039325
,,1739209608.4184432,-45.120503652039325
,,1739209608.4184508,-32.816014438256545
,,1739209608.4184585,-38.13080360867914
,,1739209608.418466,-45.120503652039325
,,1739209608.418474,-45.120503652039325
,,1739209608.4184816,-31.141103565318893
,,1739209608.4184892,-38.13080360867914
,,1739209608.418497,-45.120503652039325
,,1739209608.4185047,-38.13080360867914
,,1739209608.4185123,-45.120503652039325
,,1739209608.4185202,-45.120503652039325
,,1739209608.4185278,-45.120503652039325
,,1739209608.4185357,-45.120503652039325
,,1739209608.418543,-28.58837851428586
,,1739209608.418551,-31.141103565318915
,,1739209608.4185586,-45.120503652039325
,,1739209608.4185665,-38.13080360867914
,,1739209608.418574,-45.120503652039325
,,1739209608.4185815,-38.13080360867914
,,1739209608.4185896,-38.13080360867914
,,1739209608.4185972,-27.267205301931607
,,1739209608.4186049,-33.981070128970906
,,1739209608.4186127,-38.13080360867914
,,1739209608.4186203,-32.816014438256545
,,1739209608.418628,-45.120503652039325
,,1739209608.4186358,-38.13080360867914
,,1739209608.4186437,-31.141103565318915
,,1739209608.418651,-45.120503652039325
,,1739209608.418659,-38.13080360867914
,,1739209608.4186666,-38.13080360867914
,,1739209608.4186742,-45.120503652039325
,,1739209608.418682,-45.120503652039325
,,1739209608.4186895,-38.13080360867914
,,1739209608.4186974,-38.13080360867914
,,1739209608.4187052,-29.438486411369347
,,1739209608.4187129,-20.88804491267121
,,1739209608.4187205,-38.13080360867914
,,1739209608.4187284,-45.120503652039325
,,1739209608.418736,-45.120503652039325
,,1739209608.4187436,-38.13080360867914
,,1739209608.4187517,-38.13080360867914
,,1739209608.418759,-31.141103565318915
,,1739209608.4187667,-25.826314394896364
,,1739209608.4187746,-23.506823629689546
,,1739209608.4187822,-13.977730686423431
,,1739209608.41879,-9.981671795928367
,,1739209608.4187975,-22.54371790334745
,,1739209608.4188054,-38.13080360867914
,,1739209608.418813,-45.120503652039325
,,1739209608.4188209,-31.141103565318915
,,1739209608.4188285,-25.82631439489636
,,1739209608.418836,-32.816014438256545
,,1739209608.418844,-33.981070128970906
,,1739209608.4188516,-45.120503652039325
,,1739209608.4188592,-38.13080360867914
,,1739209608.418867,-45.120503652039325
,,1739209608.4188747,-38.13080360867914
,,1739209608.4188824,-38.13080360867914
,,1739209608.4188902,-33.981070128970906
,,1739209608.418898,-38.13080360867914
,,1739209608.4189055,-38.13080360867914
,,1739209608.4189134,-38.13080360867914
,,1739209608.418921,-28.992665084841946
,,1739209608.4189286,-38.13080360867914
,,1739209608.4189365,-45.120503652039325
,,1739209608.418944,-32.816014438256545
,,1739209608.4189515,-38.13080360867914
,,1739209608.4189594,-45.120503652039325
,,1739209608.4189672,-35.57807855764607
,,1739209608.4189749,-38.13080360867914
,,1739209608.4189825,-30.49652367304973
,,1739209608.4189904,-45.120503652039325
,,1739209608.418998,-28.58837851428586
,,1739209608.4190056,-18.192034459266992
,,1739209608.4190135,-19.497575007474538
,,1739209608.4190211,-26.99137008561072
,,1739209608.4190288,-45.120503652039325
,,1739209608.4190366,-45.120503652039325
,,1739209608.4190445,-45.120503652039325
,,1739209608.419052,-38.13080360867914
,,1739209608.4190598,-38.13080360867914
,,1739209608.4190674,-45.120503652039325
,,1739209608.419075,-33.981070128970906
,,1739209608.4190829,-38.13080360867914
,,1739209608.4190905,-45.120503652039325
,,1739209608.419098,-45.120503652039325
,,1739209608.419106,-28.58837851428586
,,1739209608.4191136,-38.13080360867914
,,1739209608.4191213,-45.120503652039325
,,1739209608.4191291,-38.13080360867914
,,1739209608.4191368,-25.82631439489636
,,1739209608.4191444,-27.267205301931607
,,1739209608.4191525,-45.120503652039325
,,1739209608.41916,-45.120503652039325
,,1739209608.4191675,-33.981070128970906
,,1739209608.4191754,-38.13080360867914
,,1739209608.419183,-45.120503652039325
,,1739209608.4191906,-24.151403521958727
,,1739209608.4191985,-25.826314394896364
,,1739209608.419206,-33.98107012897096
,,1739209608.4192138,-35.57807855764607
,,1739209608.4192216,-38.13080360867914
,,1739209608.4192293,-23.273589343863303
,,1739209608.419237,-28.58837851428589
,,1739209608.4192448,-33.981070128970906
,,1739209608.4192524,-45.120503652039325
,,1739209608.41926,-45.120503652039325
,,1739209608.419268,-33.981070128970906
,,1739209608.4192755,-38.13080360867914
,,1739209608.4192832,-45.120503652039325
,,1739209608.419291,-45.120503652039325
,,1739209608.4192986,-22.54371790334745
,,1739209608.4193065,-21.676580915188183
,,1739209608.419314,-45.120503652039325
,,1739209608.4193218,-30.49652367304973
,,1739209608.4193294,-24.589719217205094
,,1739209608.4193373,-20.165060276574795
,,1739209608.419345,-14.71843737629218
,,1739209608.4193523,-31.141103565318915
,,1739209608.4193604,-38.13080360867914
,,1739209608.419368,-33.981070128970906
,,1739209608.4193757,-45.120503652039325
,,1739209608.4193835,-38.13080360867914
,,1739209608.4193912,-38.13080360867914
,,1739209608.4193988,-45.120503652039325
,,1739209608.419407,-38.13080360867914
,,1739209608.4194143,-18.836614351536177
,,1739209608.419422,-29.438486411369333
,,1739209608.4194298,-45.120503652039325
,,1739209608.4194374,-38.13080360867914
,,1739209608.419445,-38.13080360867914
,,1739209608.419453,-9.133692662967656
,,1739209608.4194603,-28.992665084841967
,,1739209608.4194682,-33.981070128970906
,,1739209608.4194758,-45.120503652039325
,,1739209608.4194837,-26.0356534632528
,,1739209608.4194913,-38.13080360867914
,,1739209608.419499,-45.120503652039325
,,1739209608.4195068,-45.120503652039325
,,1739209608.4195144,-38.13080360867914
,,1739209608.419522,-35.57807855764607
,,1739209608.41953,-45.120503652039325
,,1739209608.4195375,-45.120503652039325
,,1739209608.4195452,-38.13080360867914
,,1739209608.419553,-35.57807855764607
,,1739209608.419561,-45.120503652039325
,,1739209608.4195683,-45.120503652039325
,,1739209608.4195762,-45.120503652039325
,,1739209608.4195838,-45.120503652039325
,,1739209608.4195914,-35.57807855764607
,,1739209608.4195993,-45.120503652039325
