CAN Message, 0x98:00007805fe6d2b9c,Timestamp,Amplitude
,,1739209738.063696,-45.120503652039325
,,1739209738.0637057,-45.120503652039325
,,1739209738.0637152,-45.120503652039325
,,1739209738.063725,-45.120503652039325
,,1739209738.0637348,-38.13080360867914
,,1739209738.0637443,-38.13080360867914
,,1739209738.063754,-32.816014438256545
,,1739209738.063764,-38.13080360867914
,,1739209738.0637736,-38.13080360867914
,,1739209738.0637834,-35.57807855764607
,,1739209738.0637932,-38.13080360867914
,,1739209738.0638027,-38.13080360867914
,,1739209738.0638125,-38.13080360867914
,,1739209738.0638225,-45.120503652039325
,,1739209738.063832,-38.13080360867914
,,1739209738.0638416,-45.120503652039325
,,1739209738.0638514,-45.120503652039325
,,1739209738.0638611,-38.13080360867914
,,1739209738.063871,-38.13080360867914
,,1739209738.0638804,-45.120503652039325
,,1739209738.0638902,-38.13080360867914
,,1739209738.0639,-38.13080360867914
,,1739209738.0639098,-38.13080360867914
,,1739209738.0639193,-45.120503652039325
,,1739209738.063929,-38.13080360867914
,,1739209738.0639389,-38.13080360867914
,,1739209738.0639486,-45.120503652039325
,,1739209738.0639582,-45.120503652039325
,,1739209738.063968,-38.13080360867914
,,1739209738.0639777,-33.981070128970906
,,1739209738.0639875,-32.816014438256545
,,1739209738.063997,-38.13080360867914
,,1739209738.0640068,-45.120503652039325
,,1739209738.0640166,-35.57807855764607
,,1739209738.0640264,-38.13080360867914
,,1739209738.064036,-45.120503652039325
,,1739209738.0640457,-38.13080360867914
,,1739209738.0640554,-38.13080360867914
,,1739209738.0640652,-45.120503652039325
,,1739209738.0640748,-45.120503652039325
,,1739209738.0640843,-33.981070128970906
,,1739209738.0640943,-45.120503652039325
,,1739209738.064104,-45.120503652039325
,,1739209738.064114,-45.120503652039325
,,1739209738.0641234,-38.13080360867914
,,1739209738.0641332,-38.13080360867914
,,1739209738.064143,-30.49652367304973
,,1739209738.0641527,-31.141103565318915
,,1739209738.0641625,-38.13080360867914
,,1739209738.064172,-25.62660358559016
,,1739209738.0641818,-10.647372563803607
,,1739209738.0641916,-27.8777449560314
,,1739209738.064201,-45.120503652039325
,,1739209738.064211,-32.816014438256545
,,1739209738.064221,-38.13080360867914
,,1739209738.0642304,-38.13080360867914
,,1739209738.06424,-33.981070128970906
,,1739209738.0642498,-38.13080360867914
,,1739209738.0642595,-45.120503652039325
,,1739209738.0642693,-45.120503652039325
,,1739209738.0642788,-38.13080360867914
,,1739209738.0642886,-45.120503652039325
,,1739209738.0642984,-29.438486411369333
,,1739209738.0643082,-26.991370085610736
,,1739209738.0643177,-31.141103565318915
,,1739209738.0643277,-38.13080360867914
,,1739209738.0643373,-35.57807855764607
,,1739209738.064347,-33.981070128970906
,,1739209738.0643566,-38.13080360867914
,,1739209738.0643663,-35.57807855764607
,,1739209738.064376,-45.120503652039325
,,1739209738.064386,-45.120503652039325
,,1739209738.0643954,-33.981070128970906
,,1739209738.0644052,-33.981070128970906
,,1739209738.064415,-27.87774495603141
,,1739209738.0644248,-38.13080360867914
,,1739209738.0644343,-45.120503652039325
,,1739209738.064444,-45.120503652039325
,,1739209738.0644538,-45.120503652039325
,,1739209738.0644636,-33.98107012897096
,,1739209738.0644734,-38.13080360867914
,,1739209738.064483,-35.57807855764607
,,1739209738.0644927,-45.120503652039325
,,1739209738.0645025,-45.120503652039325
,,1739209738.0645125,-35.57807855764607
,,1739209738.0645218,-45.120503652039325
,,1739209738.0645316,-31.141103565318893
,,1739209738.064541,-24.151403521958727
,,1739209738.064551,-38.13080360867914
,,1739209738.064561,-38.13080360867914
,,1739209738.0645704,-45.120503652039325
,,1739209738.0645802,-45.120503652039325
,,1739209738.06459,-38.13080360867914
,,1739209738.0645995,-45.120503652039325
,,1739209738.0646093,-35.57807855764607
,,1739209738.064619,-28.21854285175415
,,1739209738.0646288,-45.120503652039325
,,1739209738.0646384,-45.120503652039325
,,1739209738.0646482,-33.981070128970906
,,1739209738.064658,-33.981070128970906
,,1739209738.0646677,-45.120503652039325
,,1739209738.0646772,-31.141103565318893
,,1739209738.064687,-27.267205301931607
,,1739209738.0646968,-27.267205301931607
,,1739209738.0647066,-30.49652367304973
,,1739209738.064716,-45.120503652039325
,,1739209738.064726,-31.141103565318915
,,1739209738.0647357,-26.99137008561072
,,1739209738.0647454,-21.021172418726344
,,1739209738.0647552,-31.141103565318915
,,1739209738.0647647,-33.981070128970906
,,1739209738.0647745,-33.981070128970906
,,1739209738.0647843,-33.981070128970906
,,1739209738.064794,-45.120503652039325
,,1739209738.0648036,-38.13080360867914
,,1739209738.0648134,-31.141103565318915
,,1739209738.0648232,-45.120503652039325
,,1739209738.064833,-21.6765809151882
,,1739209738.0648425,-35.57807855764607
,,1739209738.0648522,-45.120503652039325
,,1739209738.064862,-45.120503652039325
,,1739209738.0648718,-45.120503652039325
,,1739209738.064881,-38.13080360867914
,,1739209738.064891,-38.13080360867914
,,1739209738.0649009,-30.49652367304973
,,1739209738.064911,-31.141103565318943
,,1739209738.0649202,-15.534864819819614
