CAN Message, 0x1d3:0000d49dafea050a,Timestamp,Amplitude
,,1739209709.4582624,-45.120503652039325
,,1739209709.4582682,-45.120503652039325
,,1739209709.458274,-45.120503652039325
,,1739209709.4582798,-45.120503652039325
,,1739209709.4582858,-31.141103565318943
,,1739209709.4582918,-45.120503652039325
,,1739209709.4582975,-45.120503652039325
,,1739209709.4583037,-45.120503652039325
,,1739209709.4583092,-45.120503652039325
,,1739209709.4583151,-38.13080360867914
,,1739209709.458321,-38.13080360867914
,,1739209709.4583268,-45.120503652039325
,,1739209709.4583328,-28.58837851428586
,,1739209709.4583385,-31.141103565318893
,,1739209709.4583445,-45.120503652039325
,,1739209709.4583502,-38.13080360867914
,,1739209709.458356,-27.267205301931607
,,1739209709.458362,-38.13080360867914
,,1739209709.4583678,-38.13080360867914
,,1739209709.4583738,-45.120503652039325
,,1739209709.4583795,-25.826314394896357
,,1739209709.4583857,-22.002965041481744
,,1739209709.4583912,-30.49652367304973
,,1739209709.4583972,-38.13080360867914
,,1739209709.458403,-33.981070128970906
,,1739209709.4584088,-38.13080360867914
,,1739209709.4584148,-38.13080360867914
,,1739209709.4584205,-35.57807855764607
,,1739209709.4584265,-45.120503652039325
,,1739209709.4584322,-45.120503652039325
,,1739209709.4584382,-45.120503652039325
,,1739209709.458444,-45.120503652039325
,,1739209709.4584498,-29.438486411369333
,,1739209709.4584558,-32.816014438256545
,,1739209709.4584615,-45.120503652039325
,,1739209709.4584675,-32.816014438256545
,,1739209709.4584732,-38.13080360867914
,,1739209709.4584792,-45.120503652039325
,,1739209709.4584851,-45.120503652039325
,,1739209709.4584908,-38.13080360867914
,,1739209709.4584968,-31.141103565318893
,,1739209709.4585023,-27.8777449560314
,,1739209709.4585085,-45.120503652039325
,,1739209709.4585142,-35.57807855764607
,,1739209709.4585202,-33.98107012897096
,,1739209709.458526,-22.84163660590256
,,1739209709.458532,-45.120503652039325
,,1739209709.4585378,-33.981070128970906
,,1739209709.4585435,-38.13080360867914
,,1739209709.4585495,-24.74623867263306
,,1739209709.4585552,-11.202334415906805
,,1739209709.4585612,-33.981070128970906
,,1739209709.4585671,-33.981070128970906
,,1739209709.4585729,-38.13080360867914
,,1739209709.4585788,-45.120503652039325
,,1739209709.4585843,-32.816014438256545
,,1739209709.4585905,-45.120503652039325
,,1739209709.4585962,-33.98107012897096
,,1739209709.4586022,-38.13080360867914
,,1739209709.4586082,-38.13080360867914
,,1739209709.458614,-45.120503652039325
,,1739209709.4586198,-45.120503652039325
,,1739209709.4586256,-45.120503652039325
,,1739209709.4586315,-45.120503652039325
,,1739209709.4586372,-38.13080360867914
,,1739209709.4586432,-45.120503652039325
,,1739209709.4586492,-45.120503652039325
,,1739209709.4586549,-38.13080360867914
,,1739209709.4586608,-45.120503652039325
,,1739209709.4586666,-11.309352844940788
,,1739209709.4586723,-25.077289914212862
,,1739209709.4586782,-33.981070128970906
,,1739209709.4586842,-45.120503652039325
,,1739209709.4586902,-45.120503652039325
,,1739209709.458696,-45.120503652039325
,,1739209709.4587018,-45.120503652039325
,,1739209709.4587076,-38.13080360867914
,,1739209709.4587135,-23.506823629689546
,,1739209709.4587193,-33.981070128970906
,,1739209709.4587252,-45.120503652039325
,,1739209709.4587312,-38.13080360867914
,,1739209709.458737,-38.13080360867914
,,1739209709.4587429,-38.13080360867914
,,1739209709.4587486,-38.13080360867914
,,1739209709.4587543,-35.57807855764607
,,1739209709.4587605,-26.99137008561072
,,1739209709.4587662,-45.120503652039325
,,1739209709.4587722,-45.120503652039325
,,1739209709.458778,-35.57807855764607
,,1739209709.458784,-32.816014438256545
,,1739209709.4587896,-38.13080360867914
,,1739209709.4587955,-28.58837851428586
,,1739209709.4588013,-38.13080360867914
,,1739209709.4588072,-28.992665084841946
,,1739209709.4588132,-35.57807855764607
,,1739209709.458819,-38.13080360867914
,,1739209709.4588249,-38.13080360867914
,,1739209709.4588306,-29.438486411369333
,,1739209709.4588366,-45.120503652039325
,,1739209709.4588425,-45.120503652039325
,,1739209709.4588482,-38.13080360867914
,,1739209709.4588542,-38.13080360867914
,,1739209709.45886,-33.981070128970906
,,1739209709.458866,-33.981070128970906
,,1739209709.4588716,-45.120503652039325
,,1739209709.4588776,-38.13080360867914
,,1739209709.4588833,-38.13080360867914
,,1739209709.4588892,-45.120503652039325
,,1739209709.4588952,-33.981070128970906
,,1739209709.458901,-28.992665084841946
,,1739209709.458907,-29.438486411369347
,,1739209709.4589126,-33.981070128970906
,,1739209709.4589186,-38.13080360867914
,,1739209709.4589243,-38.13080360867914
,,1739209709.4589305,-38.13080360867914
,,1739209709.4589362,-38.13080360867914
,,1739209709.458942,-31.141103565318893
,,1739209709.458948,-20.16506027657481
,,1739209709.4589536,-26.991370085610747
,,1739209709.4589596,-38.13080360867914
,,1739209709.4589653,-38.13080360867914
,,1739209709.4589713,-32.816014438256545
,,1739209709.4589772,-31.141103565318915
,,1739209709.458983,-45.120503652039325
,,1739209709.458989,-38.13080360867914
,,1739209709.4589946,-38.13080360867914
,,1739209709.4590006,-38.13080360867914
,,1739209709.4590063,-45.120503652039325
,,1739209709.4590125,-35.57807855764607
,,1739209709.4590182,-38.13080360867914
,,1739209709.459024,-33.981070128970906
,,1739209709.45903,-32.816014438256545
,,1739209709.4590356,-38.13080360867914
,,1739209709.4590416,-38.13080360867914
,,1739209709.4590473,-33.981070128970906
,,1739209709.4590533,-33.981070128970906
,,1739209709.4590592,-45.120503652039325
,,1739209709.459065,-38.13080360867914
,,1739209709.459071,-32.816014438256545
,,1739209709.4590766,-35.57807855764607
