CAN Message, 0x1bb:0000fbbbd2797d37,Timestamp,Amplitude
,,1739209852.1951132,-32.816014438256545
,,1739209852.1951249,-33.981070128970906
,,1739209852.1951363,-45.120503652039325
,,1739209852.195148,-45.120503652039325
,,1739209852.1951594,-45.120503652039325
,,1739209852.195171,-38.13080360867914
,,1739209852.1951826,-33.981070128970906
,,1739209852.1951942,-38.13080360867914
,,1739209852.195206,-45.120503652039325
,,1739209852.1952174,-45.120503652039325
,,1739209852.195229,-45.120503652039325
,,1739209852.1952405,-45.120503652039325
,,1739209852.1952522,-33.981070128970906
,,1739209852.1952636,-31.141103565318915
,,1739209852.1952753,-45.120503652039325
,,1739209852.195287,-45.120503652039325
,,1739209852.1952984,-38.13080360867914
,,1739209852.19531,-35.57807855764607
,,1739209852.1953216,-45.120503652039325
,,1739209852.1953332,-38.13080360867914
,,1739209852.1953447,-38.13080360867914
,,1739209852.1953564,-22.74004262075133
,,1739209852.195368,-45.120503652039325
,,1739209852.1953795,-45.120503652039325
,,1739209852.1953912,-45.120503652039325
,,1739209852.1954026,-38.13080360867914
,,1739209852.1954143,-35.57807855764607
,,1739209852.1954255,-35.57807855764607
,,1739209852.1954374,-38.13080360867914
,,1739209852.195449,-45.120503652039325
,,1739209852.1954606,-38.13080360867914
,,1739209852.1954722,-38.13080360867914
,,1739209852.1954837,-38.13080360867914
,,1739209852.1954954,-38.13080360867914
,,1739209852.1955068,-38.13080360867914
,,1739209852.1955185,-45.120503652039325
,,1739209852.1955302,-38.13080360867914
,,1739209852.1955416,-33.981070128970906
,,1739209852.1955533,-45.120503652039325
,,1739209852.1955647,-38.13080360867914
,,1739209852.1955764,-38.13080360867914
,,1739209852.195588,-33.981070128970906
,,1739209852.1955996,-45.120503652039325
,,1739209852.195611,-38.13080360867914
,,1739209852.1956227,-31.141103565318915
,,1739209852.1956344,-29.438486411369333
,,1739209852.1956458,-38.13080360867914
,,1739209852.1956575,-45.120503652039325
,,1739209852.195669,-28.58837851428586
,,1739209852.1956806,-20.82298085201522
,,1739209852.195692,-19.45023999044868
,,1739209852.1957035,-31.141103565318893
,,1739209852.1957154,-45.120503652039325
,,1739209852.1957269,-45.120503652039325
,,1739209852.1957386,-38.13080360867914
,,1739209852.19575,-45.120503652039325
,,1739209852.1957617,-45.120503652039325
,,1739209852.1957731,-33.981070128970906
,,1739209852.1957848,-45.120503652039325
,,1739209852.1957965,-45.120503652039325
,,1739209852.195808,-38.13080360867914
,,1739209852.1958196,-26.487275050834715
,,1739209852.195831,-32.81601443825658
,,1739209852.1958427,-32.816014438256545
,,1739209852.1958542,-38.13080360867914
,,1739209852.195866,-45.120503652039325
,,1739209852.1958776,-38.13080360867914
,,1739209852.195889,-38.13080360867914
