CAN Message, 0x1bb:0000be3b9efb30d5,Timestamp,Amplitude
,,1739209805.005094,-33.981070128970906
,,1739209805.005097,-45.120503652039325
,,1739209805.0051,-32.81601443825658
,,1739209805.0051029,-45.120503652039325
,,1739209805.005106,-33.981070128970906
,,1739209805.0051088,-45.120503652039325
,,1739209805.0051117,-38.13080360867914
,,1739209805.0051148,-38.13080360867914
,,1739209805.0051177,-45.120503652039325
,,1739209805.0051208,-45.120503652039325
,,1739209805.0051236,-38.13080360867914
,,1739209805.0051267,-45.120503652039325
,,1739209805.0051296,-45.120503652039325
,,1739209805.0051324,-45.120503652039325
,,1739209805.0051355,-38.13080360867914
,,1739209805.0051384,-45.120503652039325
,,1739209805.0051415,-38.13080360867914
,,1739209805.0051444,-35.57807855764607
,,1739209805.0051477,-31.141103565318915
,,1739209805.0051503,-45.120503652039325
,,1739209805.0051532,-38.13080360867914
,,1739209805.0051565,-33.981070128970906
,,1739209805.0051591,-45.120503652039325
,,1739209805.0051622,-45.120503652039325
,,1739209805.005165,-45.120503652039325
,,1739209805.0051682,-38.13080360867914
,,1739209805.005171,-31.141103565318915
,,1739209805.0051742,-38.13080360867914
,,1739209805.005177,-45.120503652039325
,,1739209805.00518,-45.120503652039325
,,1739209805.005183,-38.13080360867914
,,1739209805.0051858,-45.120503652039325
,,1739209805.005189,-38.13080360867914
,,1739209805.0051918,-32.816014438256545
,,1739209805.005195,-33.981070128970906
,,1739209805.0051978,-38.13080360867914
,,1739209805.0052006,-33.981070128970906
,,1739209805.0052035,-35.57807855764607
,,1739209805.0052066,-38.13080360867914
,,1739209805.0052097,-45.120503652039325
,,1739209805.0052123,-38.13080360867914
,,1739209805.0052156,-32.816014438256545
,,1739209805.0052185,-38.13080360867914
,,1739209805.0052216,-45.120503652039325
,,1739209805.0052245,-45.120503652039325
,,1739209805.005227,-45.120503652039325
,,1739209805.0052304,-33.981070128970906
,,1739209805.0052333,-45.120503652039325
,,1739209805.0052364,-33.981070128970906
,,1739209805.0052392,-27.877744956031417
,,1739209805.0052423,-13.120210986501592
,,1739209805.0052452,-32.816014438256545
,,1739209805.005248,-45.120503652039325
,,1739209805.0052512,-38.13080360867914
,,1739209805.005254,-45.120503652039325
,,1739209805.0052571,-45.120503652039325
,,1739209805.00526,-38.13080360867914
,,1739209805.005263,-38.13080360867914
,,1739209805.005266,-38.13080360867914
,,1739209805.005269,-38.13080360867914
,,1739209805.005272,-38.13080360867914
,,1739209805.0052748,-38.13080360867914
,,1739209805.005278,-35.57807855764607
,,1739209805.0052807,-33.981070128970906
,,1739209805.0052838,-38.13080360867914
,,1739209805.0052867,-33.981070128970906
,,1739209805.0052898,-38.13080360867914
,,1739209805.005293,-38.13080360867914
,,1739209805.0052955,-45.120503652039325
,,1739209805.0052986,-38.13080360867914
,,1739209805.0053017,-45.120503652039325
,,1739209805.0053046,-32.816014438256545
,,1739209805.0053074,-38.13080360867914
,,1739209805.0053103,-20.6957059613948
,,1739209805.0053134,-19.35709014998136
,,1739209805.0053165,-32.81601443825658
,,1739209805.0053194,-32.816014438256545
,,1739209805.0053222,-24.589719217205094
,,1739209805.0053253,-14.814506432379776
,,1739209805.0053282,-9.748611389602846
,,1739209805.0053313,-25.62660358559016
,,1739209805.005334,-33.981070128970906
,,1739209805.0053372,-38.13080360867914
,,1739209805.00534,-45.120503652039325
,,1739209805.005343,-38.13080360867914
,,1739209805.005346,-45.120503652039325
,,1739209805.005349,-33.981070128970906
,,1739209805.005352,-33.981070128970906
,,1739209805.005355,-38.13080360867914
,,1739209805.005358,-45.120503652039325
,,1739209805.0053608,-31.141103565318915
,,1739209805.0053637,-22.84163660590256
,,1739209805.0053668,-38.13080360867914
,,1739209805.0053697,-45.120503652039325
,,1739209805.0053728,-38.13080360867914
,,1739209805.0053756,-45.120503652039325
,,1739209805.0053787,-45.120503652039325
,,1739209805.0053816,-45.120503652039325
,,1739209805.0053847,-45.120503652039325
,,1739209805.0053875,-28.58837851428586
,,1739209805.0053904,-45.120503652039325
,,1739209805.0053935,-33.981070128970906
,,1739209805.0053964,-23.50682362968953
,,1739209805.0053997,-26.99137008561072
,,1739209805.0054023,-33.981070128970906
,,1739209805.0054054,-45.120503652039325
,,1739209805.0054083,-24.15140352195872
