CAN Message, 0x98:00000dd49d9afc67,Timestamp,Amplitude
,,1739209629.084833,-45.120503652039325
,,1739209629.0848358,-35.57807855764607
,,1739209629.0848384,-45.120503652039325
,,1739209629.084841,-38.13080360867914
,,1739209629.084844,-38.13080360867914
,,1739209629.0848465,-35.57807855764607
,,1739209629.0848494,-45.120503652039325
,,1739209629.084852,-45.120503652039325
,,1739209629.0848546,-38.13080360867914
,,1739209629.0848577,-38.13080360867914
,,1739209629.08486,-38.13080360867914
,,1739209629.084863,-45.120503652039325
,,1739209629.0848656,-38.13080360867914
,,1739209629.0848682,-35.57807855764607
,,1739209629.084871,-45.120503652039325
,,1739209629.0848737,-45.120503652039325
,,1739209629.0848763,-38.13080360867914
,,1739209629.0848792,-35.57807855764607
,,1739209629.0848818,-38.13080360867914
,,1739209629.0848846,-45.120503652039325
,,1739209629.0848873,-32.816014438256545
,,1739209629.08489,-38.13080360867914
,,1739209629.0848927,-31.141103565318893
,,1739209629.0848954,-29.438486411369333
,,1739209629.0848982,-38.13080360867914
,,1739209629.0849009,-38.13080360867914
,,1739209629.0849037,-38.13080360867914
,,1739209629.0849063,-32.816014438256545
,,1739209629.084909,-45.120503652039325
,,1739209629.0849116,-38.13080360867914
,,1739209629.0849144,-45.120503652039325
,,1739209629.084917,-35.57807855764607
,,1739209629.08492,-38.13080360867914
,,1739209629.0849226,-45.120503652039325
,,1739209629.0849252,-38.13080360867914
,,1739209629.084928,-45.120503652039325
,,1739209629.084931,-35.57807855764607
,,1739209629.0849335,-45.120503652039325
,,1739209629.084936,-35.57807855764607
,,1739209629.0849388,-28.58837851428586
,,1739209629.0849416,-45.120503652039325
,,1739209629.0849442,-45.120503652039325
,,1739209629.0849469,-35.57807855764607
,,1739209629.0849495,-38.13080360867914
,,1739209629.0849524,-45.120503652039325
,,1739209629.0849552,-45.120503652039325
,,1739209629.0849578,-45.120503652039325
,,1739209629.0849605,-38.13080360867914
,,1739209629.084963,-45.120503652039325
,,1739209629.084966,-25.25278630937684
,,1739209629.0849686,-10.579680944728397
,,1739209629.0849714,-16.127771778863256
,,1739209629.084974,-25.25278630937684
,,1739209629.084977,-33.98107012897096
,,1739209629.0849795,-35.57807855764607
,,1739209629.0849822,-31.141103565318915
,,1739209629.084985,-33.981070128970906
,,1739209629.0849876,-38.13080360867914
,,1739209629.0849905,-38.13080360867914
,,1739209629.0849931,-45.120503652039325
,,1739209629.0849955,-45.120503652039325
,,1739209629.0849986,-45.120503652039325
,,1739209629.0850012,-38.13080360867914
,,1739209629.085004,-28.58837851428586
,,1739209629.0850067,-38.13080360867914
,,1739209629.085009,-45.120503652039325
,,1739209629.0850122,-38.13080360867914
,,1739209629.0850148,-32.816014438256545
,,1739209629.0850174,-38.13080360867914
,,1739209629.0850203,-45.120503652039325
,,1739209629.085023,-38.13080360867914
,,1739209629.0850258,-35.57807855764607
,,1739209629.0850284,-45.120503652039325
,,1739209629.085031,-38.13080360867914
,,1739209629.085034,-20.88804491267121
,,1739209629.0850365,-25.62660358559016
,,1739209629.0850391,-33.981070128970906
,,1739209629.085042,-45.120503652039325
,,1739209629.0850446,-45.120503652039325
,,1739209629.0850475,-19.497575007474538
,,1739209629.08505,-25.62660358559016
,,1739209629.0850527,-38.13080360867914
,,1739209629.0850556,-38.13080360867914
,,1739209629.0850582,-45.120503652039325
,,1739209629.085061,-38.13080360867914
,,1739209629.0850637,-38.13080360867914
,,1739209629.0850663,-38.13080360867914
,,1739209629.0850692,-38.13080360867914
,,1739209629.0850718,-31.141103565318915
,,1739209629.0850744,-38.13080360867914
,,1739209629.0850773,-38.13080360867914
,,1739209629.08508,-32.81601443825658
,,1739209629.0850828,-33.981070128970906
,,1739209629.0850854,-30.49652367304973
,,1739209629.085088,-38.13080360867914
,,1739209629.0850909,-28.218542851754165
,,1739209629.0850935,-27.87774495603141
,,1739209629.085096,-33.981070128970906
,,1739209629.085099,-45.120503652039325
,,1739209629.0851016,-38.13080360867914
,,1739209629.0851045,-33.981070128970906
,,1739209629.085107,-45.120503652039325
,,1739209629.0851097,-28.21854285175415
,,1739209629.0851126,-16.261240254024976
,,1739209629.0851152,-38.13080360867914
,,1739209629.085118,-45.120503652039325
,,1739209629.085121,-33.981070128970906
,,1739209629.0851233,-26.03565346325281
,,1739209629.0851262,-9.565931479992798
,,1739209629.0851288,-45.120503652039325
,,1739209629.0851314,-31.141103565318915
,,1739209629.0851345,-28.58837851428586
,,1739209629.085137,-26.991370085610747
,,1739209629.0851398,-45.120503652039325
,,1739209629.0851424,-45.120503652039325
,,1739209629.085145,-38.13080360867914
,,1739209629.085148,-28.58837851428586
,,1739209629.0851505,-18.263086266016654
,,1739209629.085153,-25.82631439489636
,,1739209629.085156,-45.120503652039325
,,1739209629.0851586,-31.141103565318915
,,1739209629.0851614,-33.981070128970906
,,1739209629.085164,-45.120503652039325
,,1739209629.0851667,-38.13080360867914
,,1739209629.0851696,-32.816014438256545
,,1739209629.0851722,-38.13080360867914
,,1739209629.085175,-45.120503652039325
,,1739209629.0851777,-20.888044912671223
,,1739209629.0851803,-45.120503652039325
,,1739209629.0851831,-45.120503652039325
,,1739209629.0851858,-38.13080360867914
,,1739209629.0851884,-33.981070128970906
,,1739209629.0851912,-33.981070128970906
,,1739209629.085194,-35.57807855764607
,,1739209629.0851967,-38.13080360867914
,,1739209629.0851994,-45.120503652039325
,,1739209629.085202,-45.120503652039325
,,1739209629.0852048,-33.981070128970906
,,1739209629.0852077,-45.120503652039325
,,1739209629.0852103,-45.120503652039325
,,1739209629.085213,-35.57807855764607
,,1739209629.0852156,-45.120503652039325
,,1739209629.0852184,-45.120503652039325
,,1739209629.085221,-45.120503652039325
,,1739209629.0852237,-33.98107012897096
,,1739209629.0852263,-45.120503652039325
,,1739209629.0852292,-45.120503652039325
,,1739209629.085232,-38.13080360867914
,,1739209629.0852346,-45.120503652039325
,,1739209629.0852373,-45.120503652039325
,,1739209629.08524,-32.816014438256545
,,1739209629.0852427,-21.228842808393964
,,1739209629.0852456,-25.62660358559016
,,1739209629.0852482,-35.57807855764607
,,1739209629.0852509,-38.13080360867914
,,1739209629.0852537,-38.13080360867914
,,1739209629.0852563,-18.755624688505637
,,1739209629.085259,-45.120503652039325
,,1739209629.0852618,-38.13080360867914
,,1739209629.0852644,-45.120503652039325
,,1739209629.0852673,-22.44878636800916
,,1739209629.08527,-29.438486411369333
,,1739209629.0852726,-45.120503652039325
,,1739209629.0852754,-38.13080360867914
,,1739209629.085278,-38.13080360867914
,,1739209629.085281,-45.120503652039325
,,1739209629.0852835,-45.120503652039325
,,1739209629.085286,-45.120503652039325
,,1739209629.085289,-33.981070128970906
,,1739209629.0852916,-45.120503652039325
,,1739209629.0852942,-45.120503652039325
,,1739209629.085297,-38.13080360867914
,,1739209629.0852995,-38.13080360867914
,,1739209629.0853026,-45.120503652039325
,,1739209629.0853052,-38.13080360867914
,,1739209629.0853078,-45.120503652039325
,,1739209629.0853107,-45.120503652039325
