CAN Message, 0x1a7:0000f7db7167cccd,Timestamp,Amplitude
,,1739209763.4282086,-45.120503652039325
,,1739209763.4282093,-45.120503652039325
,,1739209763.42821,-45.120503652039325
,,1739209763.4282105,-45.120503652039325
,,1739209763.4282112,-38.13080360867914
,,1739209763.428212,-38.13080360867914
,,1739209763.4282126,-45.120503652039325
,,1739209763.4282131,-38.13080360867914
,,1739209763.4282138,-45.120503652039325
,,1739209763.4282146,-45.120503652039325
,,1739209763.4282153,-32.816014438256545
,,1739209763.428216,-38.13080360867914
,,1739209763.4282165,-45.120503652039325
,,1739209763.4282172,-38.13080360867914
,,1739209763.428218,-38.13080360867914
,,1739209763.4282186,-38.13080360867914
,,1739209763.428219,-45.120503652039325
,,1739209763.4282198,-38.13080360867914
,,1739209763.4282205,-32.816014438256545
,,1739209763.4282212,-45.120503652039325
,,1739209763.4282217,-45.120503652039325
,,1739209763.4282224,-45.120503652039325
,,1739209763.4282231,-45.120503652039325
,,1739209763.4282238,-45.120503652039325
,,1739209763.4282243,-38.13080360867914
,,1739209763.428225,-33.981070128970906
,,1739209763.4282258,-31.141103565318915
,,1739209763.4282265,-33.981070128970906
,,1739209763.428227,-45.120503652039325
,,1739209763.4282277,-45.120503652039325
,,1739209763.4282284,-38.13080360867914
,,1739209763.428229,-38.13080360867914
,,1739209763.4282298,-45.120503652039325
,,1739209763.4282303,-38.13080360867914
,,1739209763.428231,-33.981070128970906
,,1739209763.4282317,-45.120503652039325
,,1739209763.4282324,-33.981070128970906
,,1739209763.428233,-33.981070128970906
,,1739209763.4282336,-45.120503652039325
,,1739209763.4282343,-33.981070128970906
,,1739209763.428235,-45.120503652039325
,,1739209763.4282355,-38.13080360867914
,,1739209763.4282362,-28.992665084841946
,,1739209763.428237,-45.120503652039325
,,1739209763.4282377,-45.120503652039325
,,1739209763.4282382,-38.13080360867914
,,1739209763.4282389,-32.816014438256545
,,1739209763.4282396,-45.120503652039325
,,1739209763.4282403,-45.120503652039325
,,1739209763.4282408,-22.84163660590256
,,1739209763.4282415,-11.09788982749249
,,1739209763.4282422,-12.303353951766336
,,1739209763.428243,-24.151403521958727
,,1739209763.4282436,-38.13080360867914
,,1739209763.428244,-38.13080360867914
,,1739209763.4282448,-38.13080360867914
,,1739209763.4282455,-45.120503652039325
,,1739209763.4282465,-45.120503652039325
,,1739209763.4282467,-32.816014438256545
,,1739209763.4282477,-38.13080360867914
,,1739209763.4282482,-45.120503652039325
,,1739209763.428249,-45.120503652039325
,,1739209763.4282494,-45.120503652039325
,,1739209763.42825,-45.120503652039325
,,1739209763.4282508,-45.120503652039325
,,1739209763.4282515,-38.13080360867914
,,1739209763.428252,-27.267205301931607
,,1739209763.4282527,-45.120503652039325
,,1739209763.4282534,-45.120503652039325
,,1739209763.428254,-35.57807855764607
,,1739209763.4282546,-28.992665084841946
,,1739209763.428255,-45.120503652039325
,,1739209763.428256,-38.13080360867914
,,1739209763.4282568,-45.120503652039325
,,1739209763.4282572,-21.021172418726344
,,1739209763.428258,-27.267205301931607
,,1739209763.428259,-45.120503652039325
,,1739209763.4282594,-31.141103565318915
,,1739209763.42826,-31.141103565318915
,,1739209763.4282606,-9.000086205586596
,,1739209763.4282613,-18.335319861638148
,,1739209763.428262,-30.49652367304973
,,1739209763.4282627,-31.141103565318915
,,1739209763.4282632,-45.120503652039325
,,1739209763.428264,-33.981070128970906
,,1739209763.4282646,-38.13080360867914
,,1739209763.428265,-35.57807855764607
,,1739209763.4282658,-38.13080360867914
,,1739209763.4282663,-38.13080360867914
,,1739209763.4282672,-35.57807855764607
,,1739209763.428268,-28.992665084841946
,,1739209763.4282684,-38.13080360867914
,,1739209763.4282691,-45.120503652039325
,,1739209763.42827,-33.981070128970906
,,1739209763.4282706,-45.120503652039325
,,1739209763.428271,-38.13080360867914
,,1739209763.4282718,-38.13080360867914
,,1739209763.4282725,-45.120503652039325
,,1739209763.4282732,-33.981070128970906
,,1739209763.428274,-45.120503652039325
,,1739209763.4282744,-45.120503652039325
,,1739209763.428275,-35.57807855764607
,,1739209763.4282758,-38.13080360867914
,,1739209763.4282763,-30.49652367304976
,,1739209763.428277,-38.13080360867914
,,1739209763.4282775,-45.120503652039325
,,1739209763.4282784,-26.991370085610736
,,1739209763.4282792,-32.816014438256545
,,1739209763.4282796,-25.826314394896357
,,1739209763.4282804,-31.141103565318893
,,1739209763.428281,-30.49652367304973
,,1739209763.4282818,-38.13080360867914
,,1739209763.4282825,-45.120503652039325
,,1739209763.428283,-45.120503652039325
,,1739209763.4282837,-25.077289914212862
,,1739209763.4282844,-27.8777449560314
,,1739209763.428285,-38.13080360867914
,,1739209763.4282856,-21.021172418726344
,,1739209763.4282863,-24.15140352195873
,,1739209763.428287,-33.981070128970906
,,1739209763.4282875,-45.120503652039325
,,1739209763.4282882,-45.120503652039325
,,1739209763.428289,-45.120503652039325
,,1739209763.4282897,-45.120503652039325
,,1739209763.4282904,-45.120503652039325
,,1739209763.4282908,-45.120503652039325
,,1739209763.4282916,-28.58837851428586
,,1739209763.4282925,-11.585188061261672
,,1739209763.428293,-23.273589343863318
,,1739209763.4282937,-33.981070128970906
,,1739209763.4282942,-33.98107012897096
,,1739209763.428295,-33.98107012897096
,,1739209763.4282956,-32.816014438256545
,,1739209763.428296,-33.981070128970906
,,1739209763.4282968,-38.13080360867914
,,1739209763.4282975,-35.57807855764607
,,1739209763.4282982,-45.120503652039325
,,1739209763.4282987,-38.13080360867914
,,1739209763.4282994,-45.120503652039325
,,1739209763.4283,-45.120503652039325
,,1739209763.4283009,-45.120503652039325
,,1739209763.4283016,-45.120503652039325
,,1739209763.428302,-45.120503652039325
,,1739209763.4283028,-33.981070128970906
,,1739209763.4283037,-38.13080360867914
,,1739209763.4283042,-38.13080360867914
,,1739209763.428305,-45.120503652039325
,,1739209763.4283054,-45.120503652039325
,,1739209763.428306,-33.981070128970906
,,1739209763.4283068,-33.981070128970906
,,1739209763.4283073,-45.120503652039325
,,1739209763.428308,-20.888044912671223
,,1739209763.4283087,-35.57807855764607
,,1739209763.4283094,-38.13080360867914
,,1739209763.42831,-45.120503652039325
,,1739209763.4283106,-28.218542851754165
,,1739209763.428311,-11.5316416079806
,,1739209763.428312,-25.077289914212862
,,1739209763.4283123,-45.120503652039325
,,1739209763.4283133,-35.57807855764607
,,1739209763.428314,-45.120503652039325
,,1739209763.4283147,-45.120503652039325
,,1739209763.4283154,-45.120503652039325
,,1739209763.428316,-32.81601443825658
,,1739209763.4283166,-45.120503652039325
,,1739209763.4283173,-38.13080360867914
,,1739209763.428318,-45.120503652039325
,,1739209763.4283185,-45.120503652039325
,,1739209763.4283192,-38.13080360867914
,,1739209763.42832,-38.13080360867914
,,1739209763.4283206,-45.120503652039325
,,1739209763.4283211,-28.992665084841946
,,1739209763.4283218,-35.57807855764607
,,1739209763.4283226,-33.981070128970906
,,1739209763.4283233,-45.120503652039325
,,1739209763.4283235,-17.161703478598543
,,1739209763.4283245,-33.981070128970906
,,1739209763.4283252,-45.120503652039325
,,1739209763.428326,-45.120503652039325
,,1739209763.4283264,-23.506823629689546
,,1739209763.428327,-38.13080360867914
,,1739209763.4283278,-45.120503652039325
,,1739209763.4283285,-30.49652367304973
,,1739209763.4283292,-38.13080360867914
,,1739209763.4283297,-20.88804491267121
,,1739209763.4283304,-13.01196999889036
,,1739209763.4283311,-45.120503652039325
,,1739209763.428332,-30.49652367304973
,,1739209763.4283323,-31.141103565318915
,,1739209763.428333,-21.598678470925663
,,1739209763.4283338,-27.87774495603141
,,1739209763.4283345,-28.992665084841946
,,1739209763.428335,-30.49652367304973
,,1739209763.4283357,-32.81601443825658
,,1739209763.4283364,-11.76592464514545
,,1739209763.428337,-16.127771778863252
,,1739209763.4283376,-31.141103565318943
,,1739209763.4283383,-31.141103565318893
,,1739209763.428339,-45.120503652039325
,,1739209763.4283395,-33.981070128970906
,,1739209763.4283402,-33.981070128970906
,,1739209763.428341,-38.13080360867914
,,1739209763.4283416,-38.13080360867914
,,1739209763.4283423,-38.13080360867914
,,1739209763.428343,-45.120503652039325
,,1739209763.4283435,-45.120503652039325
,,1739209763.4283442,-45.120503652039325
,,1739209763.428345,-35.57807855764607
,,1739209763.4283457,-45.120503652039325
,,1739209763.4283462,-45.120503652039325
,,1739209763.4283469,-45.120503652039325
,,1739209763.4283476,-38.13080360867914
,,1739209763.4283483,-28.992665084841946
,,1739209763.4283488,-38.13080360867914
,,1739209763.4283495,-45.120503652039325
,,1739209763.4283502,-45.120503652039325
,,1739209763.428351,-28.58837851428586
,,1739209763.4283514,-32.81601443825658
,,1739209763.428352,-13.197617526358089
,,1739209763.4283528,-17.88594693168743
,,1739209763.4283535,-33.98107012897096
,,1739209763.428354,-32.816014438256545
,,1739209763.4283547,-45.120503652039325
,,1739209763.4283557,-33.981070128970906
,,1739209763.4283562,-30.49652367304973
,,1739209763.428357,-38.13080360867914
,,1739209763.4283574,-38.13080360867914
,,1739209763.428358,-45.120503652039325
,,1739209763.4283588,-45.120503652039325
,,1739209763.4283595,-38.13080360867914
,,1739209763.42836,-45.120503652039325
,,1739209763.4283607,-28.21854285175415
,,1739209763.4283614,-22.84163660590256
,,1739209763.428362,-23.50682362968953
,,1739209763.4283626,-27.8777449560314
,,1739209763.428363,-28.58837851428586
,,1739209763.428364,-28.992665084841946
,,1739209763.4283648,-12.367390106621176
,,1739209763.4283652,-10.666018509378794
,,1739209763.428366,-24.74623867263306
,,1739209763.428367,-28.58837851428586
,,1739209763.4283674,-45.120503652039325
,,1739209763.428368,-35.57807855764607
,,1739209763.4283686,-38.13080360867914
