CAN Message, 0x39:03ae11234ab2e934,Timestamp,Amplitude
,,1739209724.5973566,-45.120503652039325
,,1739209724.5973642,-38.13080360867914
,,1739209724.597372,-38.13080360867914
,,1739209724.5973797,-38.13080360867914
,,1739209724.5973876,-45.120503652039325
,,1739209724.5973952,-38.13080360867914
,,1739209724.597403,-45.120503652039325
,,1739209724.597411,-31.141103565318893
,,1739209724.5974183,-29.438486411369333
,,1739209724.5974262,-38.13080360867914
,,1739209724.597434,-45.120503652039325
,,1739209724.5974417,-35.57807855764607
,,1739209724.5974495,-35.57807855764607
,,1739209724.5974572,-45.120503652039325
,,1739209724.597465,-45.120503652039325
,,1739209724.597473,-45.120503652039325
,,1739209724.5974803,-45.120503652039325
,,1739209724.5974882,-45.120503652039325
,,1739209724.597496,-45.120503652039325
,,1739209724.5975037,-45.120503652039325
,,1739209724.5975115,-38.13080360867914
,,1739209724.5975192,-38.13080360867914
,,1739209724.597527,-38.13080360867914
,,1739209724.597535,-38.13080360867914
,,1739209724.5975423,-38.13080360867914
,,1739209724.5975502,-45.120503652039325
,,1739209724.597558,-45.120503652039325
,,1739209724.5975657,-45.120503652039325
,,1739209724.5975735,-45.120503652039325
,,1739209724.5975811,-45.120503652039325
,,1739209724.597589,-45.120503652039325
,,1739209724.5975966,-38.13080360867914
,,1739209724.5976045,-38.13080360867914
,,1739209724.597612,-45.120503652039325
,,1739209724.59762,-45.120503652039325
,,1739209724.5976276,-33.981070128970906
,,1739209724.5976355,-35.57807855764607
,,1739209724.5976431,-45.120503652039325
,,1739209724.597651,-45.120503652039325
,,1739209724.5976586,-45.120503652039325
,,1739209724.5976665,-45.120503652039325
,,1739209724.597674,-45.120503652039325
,,1739209724.597682,-38.13080360867914
,,1739209724.5976896,-33.981070128970906
,,1739209724.5976975,-45.120503652039325
,,1739209724.5977051,-38.13080360867914
,,1739209724.597713,-38.13080360867914
,,1739209724.5977206,-45.120503652039325
,,1739209724.5977285,-23.75329798047522
,,1739209724.597736,-25.25278630937684
,,1739209724.597744,-9.62434125684844
,,1739209724.5977516,-30.49652367304973
,,1739209724.5977595,-35.57807855764607
,,1739209724.597767,-38.13080360867914
,,1739209724.597775,-45.120503652039325
,,1739209724.5977826,-45.120503652039325
,,1739209724.5977905,-45.120503652039325
,,1739209724.597798,-45.120503652039325
,,1739209724.597806,-45.120503652039325
,,1739209724.5978136,-33.981070128970906
,,1739209724.5978217,-33.981070128970906
,,1739209724.597829,-38.13080360867914
,,1739209724.5978367,-38.13080360867914
,,1739209724.5978446,-38.13080360867914
,,1739209724.5978522,-32.816014438256545
,,1739209724.59786,-45.120503652039325
,,1739209724.5978675,-38.13080360867914
,,1739209724.5978756,-35.57807855764607
,,1739209724.5978832,-32.816014438256545
,,1739209724.597891,-38.13080360867914
,,1739209724.5978987,-45.120503652039325
,,1739209724.5979066,-38.13080360867914
,,1739209724.5979142,-45.120503652039325
,,1739209724.597922,-22.17584139042336
,,1739209724.5979297,-19.49757500747454
,,1739209724.5979376,-45.120503652039325
,,1739209724.5979452,-25.82631439489636
,,1739209724.597953,-27.267205301931607
,,1739209724.5979607,-17.853231561773573
,,1739209724.5979686,-12.303353951766336
,,1739209724.5979762,-32.81601443825658
,,1739209724.597984,-31.141103565318915
,,1739209724.5979917,-32.816014438256545
,,1739209724.5979996,-45.120503652039325
,,1739209724.5980072,-38.13080360867914
,,1739209724.598015,-33.981070128970906
,,1739209724.5980227,-38.13080360867914
,,1739209724.5980306,-38.13080360867914
,,1739209724.5980382,-38.13080360867914
,,1739209724.598046,-45.120503652039325
,,1739209724.5980537,-45.120503652039325
,,1739209724.5980616,-38.13080360867914
,,1739209724.5980692,-38.13080360867914
,,1739209724.598077,-38.13080360867914
,,1739209724.5980847,-38.13080360867914
,,1739209724.5980926,-45.120503652039325
,,1739209724.5981002,-28.992665084841946
,,1739209724.598108,-25.25278630937684
,,1739209724.5981157,-45.120503652039325
,,1739209724.5981236,-45.120503652039325
,,1739209724.5981312,-38.13080360867914
,,1739209724.598139,-30.49652367304973
,,1739209724.598147,-20.001670042250545
,,1739209724.5981543,-22.264930561961563
,,1739209724.5981622,-38.13080360867914
,,1739209724.59817,-31.141103565318943
,,1739209724.5981777,-22.74004262075133
,,1739209724.5981855,-11.757908131897356
,,1739209724.5981932,-12.441749458850316
,,1739209724.598201,-22.002965041481755
,,1739209724.598209,-38.13080360867914
,,1739209724.5982163,-38.13080360867914
,,1739209724.5982242,-33.981070128970906
,,1739209724.598232,-26.03565346325281
,,1739209724.5982397,-38.13080360867914
,,1739209724.5982475,-45.120503652039325
,,1739209724.5982552,-32.816014438256545
,,1739209724.598263,-21.522148828640407
,,1739209724.598271,-33.981070128970906
,,1739209724.5982783,-45.120503652039325
,,1739209724.5982862,-38.13080360867914
,,1739209724.598294,-31.141103565318915
,,1739209724.5983016,-38.13080360867914
,,1739209724.5983095,-38.13080360867914
,,1739209724.5983171,-38.13080360867914
,,1739209724.598325,-28.218542851754165
,,1739209724.5983326,-27.87774495603141
,,1739209724.5983405,-25.826314394896364
,,1739209724.598348,-38.13080360867914
,,1739209724.598356,-28.992665084841946
,,1739209724.5983636,-45.120503652039325
