CAN Message, 0x98:000023b5f819227a,Timestamp,Amplitude
,,1739209770.4565058,-45.120503652039325
,,1739209770.456514,-45.120503652039325
,,1739209770.4565225,-38.13080360867914
,,1739209770.4565308,-45.120503652039325
,,1739209770.4565392,-45.120503652039325
,,1739209770.4565475,-38.13080360867914
,,1739209770.4565558,-45.120503652039325
,,1739209770.4565642,-45.120503652039325
,,1739209770.4565723,-38.13080360867914
,,1739209770.4565806,-35.57807855764607
,,1739209770.456589,-45.120503652039325
,,1739209770.456597,-45.120503652039325
,,1739209770.4566057,-33.981070128970906
,,1739209770.456614,-45.120503652039325
,,1739209770.4566224,-38.13080360867914
,,1739209770.4566307,-38.13080360867914
,,1739209770.456639,-35.57807855764607
,,1739209770.4566474,-35.57807855764607
,,1739209770.4566555,-45.120503652039325
,,1739209770.456664,-38.13080360867914
,,1739209770.4566722,-35.57807855764607
,,1739209770.4566803,-38.13080360867914
,,1739209770.456689,-38.13080360867914
,,1739209770.4566972,-38.13080360867914
,,1739209770.4567056,-45.120503652039325
,,1739209770.456714,-45.120503652039325
,,1739209770.4567225,-38.13080360867914
,,1739209770.4567306,-38.13080360867914
,,1739209770.456739,-45.120503652039325
,,1739209770.4567473,-33.981070128970906
,,1739209770.4567556,-38.13080360867914
,,1739209770.4567635,-45.120503652039325
,,1739209770.456772,-35.57807855764607
,,1739209770.4567804,-32.816014438256545
,,1739209770.4567888,-38.13080360867914
,,1739209770.4567971,-45.120503652039325
,,1739209770.4568057,-38.13080360867914
,,1739209770.4568138,-38.13080360867914
,,1739209770.4568222,-45.120503652039325
,,1739209770.4568305,-38.13080360867914
,,1739209770.4568388,-45.120503652039325
,,1739209770.4568472,-38.13080360867914
,,1739209770.4568555,-38.13080360867914
,,1739209770.4568636,-45.120503652039325
,,1739209770.456872,-38.13080360867914
,,1739209770.4568803,-38.13080360867914
,,1739209770.456889,-38.13080360867914
,,1739209770.456897,-33.981070128970906
,,1739209770.4569054,-33.981070128970906
,,1739209770.4569137,-20.277505258571438
,,1739209770.456922,-18.0533258286717
,,1739209770.4569304,-32.816014438256545
,,1739209770.4569387,-38.13080360867914
