CAN Message, 0x62:0148b15c5a1ac395,Timestamp,Amplitude
,,1739209815.7895713,-38.13080360867914
,,1739209815.789574,-35.57807855764607
,,1739209815.789577,-38.13080360867914
,,1739209815.7895796,-38.13080360867914
,,1739209815.7895825,-35.57807855764607
,,1739209815.7895854,-38.13080360867914
,,1739209815.789588,-45.120503652039325
,,1739209815.7895908,-38.13080360867914
,,1739209815.7895937,-38.13080360867914
,,1739209815.7895963,-45.120503652039325
,,1739209815.7895992,-45.120503652039325
,,1739209815.789602,-35.57807855764607
,,1739209815.789605,-38.13080360867914
,,1739209815.7896075,-45.120503652039325
,,1739209815.7896104,-45.120503652039325
,,1739209815.789613,-38.13080360867914
,,1739209815.789616,-32.816014438256545
,,1739209815.7896187,-35.57807855764607
,,1739209815.7896214,-45.120503652039325
,,1739209815.7896242,-45.120503652039325
,,1739209815.789627,-38.13080360867914
,,1739209815.7896297,-19.00327057196588
,,1739209815.7896326,-45.120503652039325
,,1739209815.7896354,-33.981070128970906
,,1739209815.789638,-32.816014438256545
,,1739209815.789641,-38.13080360867914
,,1739209815.7896438,-38.13080360867914
,,1739209815.7896464,-35.57807855764607
,,1739209815.7896492,-38.13080360867914
,,1739209815.789652,-38.13080360867914
,,1739209815.7896547,-45.120503652039325
,,1739209815.7896576,-45.120503652039325
,,1739209815.7896605,-35.57807855764607
,,1739209815.789663,-38.13080360867914
,,1739209815.789666,-45.120503652039325
,,1739209815.7896688,-38.13080360867914
,,1739209815.7896714,-38.13080360867914
,,1739209815.7896743,-38.13080360867914
,,1739209815.7896771,-45.120503652039325
,,1739209815.7896798,-45.120503652039325
,,1739209815.7896826,-38.13080360867914
,,1739209815.7896855,-35.57807855764607
,,1739209815.789688,-35.57807855764607
,,1739209815.789691,-29.438486411369347
,,1739209815.7896938,-27.267205301931607
,,1739209815.7896965,-20.16506027657481
,,1739209815.7896993,-38.13080360867914
,,1739209815.7897022,-38.13080360867914
,,1739209815.7897048,-25.62660358559016
,,1739209815.7897077,-20.165060276574795
,,1739209815.7897103,-10.0894092853256
,,1739209815.7897131,-27.267205301931607
,,1739209815.789716,-45.120503652039325
,,1739209815.7897189,-45.120503652039325
,,1739209815.7897215,-32.816014438256545
,,1739209815.7897243,-29.438486411369347
,,1739209815.7897272,-33.98107012897096
,,1739209815.7897298,-33.981070128970906
,,1739209815.7897327,-45.120503652039325
,,1739209815.7897356,-38.13080360867914
,,1739209815.7897382,-45.120503652039325
,,1739209815.789741,-45.120503652039325
,,1739209815.789744,-38.13080360867914
,,1739209815.7897463,-30.49652367304976
,,1739209815.7897494,-32.81601443825658
,,1739209815.7897522,-38.13080360867914
,,1739209815.7897549,-45.120503652039325
,,1739209815.7897575,-45.120503652039325
,,1739209815.7897606,-33.981070128970906
,,1739209815.7897637,-38.13080360867914
,,1739209815.789766,-38.13080360867914
,,1739209815.789769,-31.141103565318915
,,1739209815.7897718,-26.99137008561072
,,1739209815.7897744,-35.57807855764607
,,1739209815.7897773,-38.13080360867914
,,1739209815.78978,-38.13080360867914
,,1739209815.7897828,-38.13080360867914
,,1739209815.7897856,-29.438486411369333
,,1739209815.7897885,-21.67658091518819
,,1739209815.789791,-19.35709014998136
,,1739209815.789794,-26.991370085610736
,,1739209815.7897968,-45.120503652039325
,,1739209815.7897997,-38.13080360867914
,,1739209815.7898023,-38.13080360867914
,,1739209815.7898052,-38.13080360867914
,,1739209815.7898078,-38.13080360867914
,,1739209815.789811,-45.120503652039325
,,1739209815.7898135,-38.13080360867914
,,1739209815.789816,-32.816014438256545
,,1739209815.789819,-35.57807855764607
,,1739209815.789822,-45.120503652039325
,,1739209815.7898245,-33.981070128970906
,,1739209815.789827,-33.981070128970906
,,1739209815.7898302,-38.13080360867914
,,1739209815.7898328,-38.13080360867914
,,1739209815.7898357,-45.120503652039325
,,1739209815.7898386,-25.25278630937684
,,1739209815.7898412,-28.992665084841967
,,1739209815.789844,-13.175360233214624
,,1739209815.789847,-33.981070128970906
,,1739209815.7898495,-30.49652367304973
,,1739209815.7898524,-45.120503652039325
,,1739209815.7898552,-32.816014438256545
,,1739209815.789858,-32.816014438256545
,,1739209815.7898607,-23.273589343863303
,,1739209815.7898636,-35.57807855764607
,,1739209815.7898662,-45.120503652039325
,,1739209815.789869,-38.13080360867914
,,1739209815.789872,-32.816014438256545
,,1739209815.7898746,-45.120503652039325
,,1739209815.7898774,-45.120503652039325
,,1739209815.7898805,-38.13080360867914
,,1739209815.789883,-45.120503652039325
,,1739209815.7898858,-33.981070128970906
