CAN Message, 0x98:0000bbd66558ec94,Timestamp,Amplitude
,,1739209660.307119,-45.120503652039325
,,1739209660.3071272,-38.13080360867914
,,1739209660.307136,-45.120503652039325
,,1739209660.3071446,-45.120503652039325
,,1739209660.3071532,-45.120503652039325
,,1739209660.307162,-33.981070128970906
,,1739209660.3071706,-45.120503652039325
,,1739209660.3071797,-45.120503652039325
,,1739209660.307188,-28.58837851428586
,,1739209660.3071966,-38.13080360867914
,,1739209660.3072054,-38.13080360867914
,,1739209660.307214,-38.13080360867914
,,1739209660.3072228,-32.816014438256545
,,1739209660.3072314,-45.120503652039325
,,1739209660.30724,-45.120503652039325
,,1739209660.3072488,-45.120503652039325
,,1739209660.3072574,-33.98107012897096
,,1739209660.3072662,-45.120503652039325
,,1739209660.3072748,-38.13080360867914
,,1739209660.3072834,-45.120503652039325
,,1739209660.3072922,-38.13080360867914
,,1739209660.3073008,-26.991370085610747
,,1739209660.3073096,-21.67658091518819
,,1739209660.3073182,-38.13080360867914
,,1739209660.3073268,-26.991370085610736
,,1739209660.3073356,-31.141103565318893
,,1739209660.3073442,-45.120503652039325
,,1739209660.3073528,-38.13080360867914
,,1739209660.3073616,-32.816014438256545
,,1739209660.3073702,-38.13080360867914
,,1739209660.307379,-45.120503652039325
,,1739209660.3073876,-35.57807855764607
,,1739209660.3073962,-38.13080360867914
,,1739209660.307405,-38.13080360867914
,,1739209660.3074136,-35.57807855764607
,,1739209660.3074224,-45.120503652039325
,,1739209660.307431,-32.816014438256545
,,1739209660.3074396,-32.816014438256545
,,1739209660.3074484,-38.13080360867914
,,1739209660.307457,-32.816014438256545
,,1739209660.3074658,-45.120503652039325
,,1739209660.3074744,-45.120503652039325
,,1739209660.307483,-38.13080360867914
,,1739209660.3074918,-45.120503652039325
,,1739209660.3075004,-45.120503652039325
,,1739209660.3075092,-31.141103565318915
,,1739209660.3075178,-38.13080360867914
,,1739209660.3075264,-45.120503652039325
,,1739209660.3075352,-31.141103565318893
,,1739209660.3075438,-29.438486411369333
,,1739209660.3075526,-18.83661435153617
,,1739209660.3075612,-28.218542851754187
,,1739209660.3075695,-32.816014438256545
,,1739209660.3075786,-33.98107012897096
,,1739209660.3075871,-45.120503652039325
,,1739209660.307596,-45.120503652039325
,,1739209660.3076046,-45.120503652039325
,,1739209660.3076131,-38.13080360867914
,,1739209660.307622,-38.13080360867914
,,1739209660.3076303,-45.120503652039325
,,1739209660.3076394,-31.141103565318893
,,1739209660.307648,-27.8777449560314
,,1739209660.3076563,-38.13080360867914
,,1739209660.307665,-45.120503652039325
,,1739209660.307674,-45.120503652039325
,,1739209660.3076828,-33.981070128970906
,,1739209660.307691,-38.13080360867914
,,1739209660.3077,-38.13080360867914
,,1739209660.3077087,-45.120503652039325
,,1739209660.307717,-31.141103565318915
,,1739209660.307726,-45.120503652039325
,,1739209660.3077347,-45.120503652039325
,,1739209660.3077433,-32.816014438256545
,,1739209660.307752,-45.120503652039325
,,1739209660.3077607,-23.75329798047522
,,1739209660.3077695,-31.141103565318893
,,1739209660.307778,-45.120503652039325
,,1739209660.3077867,-45.120503652039325
,,1739209660.3077955,-45.120503652039325
,,1739209660.307804,-25.62660358559016
,,1739209660.307813,-33.981070128970906
,,1739209660.3078215,-24.15140352195872
,,1739209660.30783,-45.120503652039325
,,1739209660.307839,-38.13080360867914
,,1739209660.3078475,-38.13080360867914
,,1739209660.3078563,-45.120503652039325
,,1739209660.307865,-31.141103565318893
,,1739209660.3078735,-45.120503652039325
,,1739209660.3078823,-24.746238672633048
,,1739209660.307891,-23.273589343863303
,,1739209660.3078997,-45.120503652039325
,,1739209660.3079083,-35.57807855764607
,,1739209660.3079169,-45.120503652039325
,,1739209660.3079257,-32.81601443825658
,,1739209660.3079343,-33.981070128970906
,,1739209660.307943,-38.13080360867914
,,1739209660.3079517,-45.120503652039325
,,1739209660.3079605,-19.642756598161068
,,1739209660.307969,-10.722441538105985
,,1739209660.3079777,-14.398004675904144
,,1739209660.3079865,-23.50682362968953
,,1739209660.307995,-45.120503652039325
,,1739209660.3080037,-38.13080360867914
,,1739209660.3080125,-45.120503652039325
,,1739209660.308021,-35.57807855764607
,,1739209660.30803,-30.49652367304973
,,1739209660.3080385,-45.120503652039325
,,1739209660.308047,-38.13080360867914
,,1739209660.308056,-38.13080360867914
,,1739209660.3080645,-28.992665084841946
,,1739209660.3080733,-35.57807855764607
,,1739209660.308082,-45.120503652039325
,,1739209660.3080904,-38.13080360867914
,,1739209660.3080993,-38.13080360867914
,,1739209660.308108,-45.120503652039325
,,1739209660.308117,-45.120503652039325
,,1739209660.3081253,-45.120503652039325
,,1739209660.3081338,-30.49652367304973
,,1739209660.308143,-33.981070128970906
,,1739209660.3081512,-38.13080360867914
,,1739209660.30816,-45.120503652039325
,,1739209660.3081686,-45.120503652039325
,,1739209660.3081772,-33.98107012897096
,,1739209660.308186,-38.13080360867914
,,1739209660.3081946,-38.13080360867914
,,1739209660.3082037,-32.816014438256545
,,1739209660.308212,-38.13080360867914
,,1739209660.3082206,-17.389956718396665
,,1739209660.3082294,-29.438486411369347
,,1739209660.308238,-38.13080360867914
,,1739209660.3082469,-31.141103565318915
,,1739209660.3082554,-45.120503652039325
,,1739209660.308264,-45.120503652039325
,,1739209660.3082728,-30.49652367304973
,,1739209660.3082814,-31.141103565318915
,,1739209660.3082902,-45.120503652039325
,,1739209660.3082988,-38.13080360867914
,,1739209660.3083074,-31.141103565318915
,,1739209660.3083162,-25.82631439489636
,,1739209660.3083248,-33.981070128970906
,,1739209660.3083336,-38.13080360867914
,,1739209660.3083422,-38.13080360867914
,,1739209660.3083508,-33.981070128970906
,,1739209660.3083596,-38.13080360867914
,,1739209660.3083682,-38.13080360867914
,,1739209660.308377,-38.13080360867914
,,1739209660.3083856,-38.13080360867914
,,1739209660.3083942,-38.13080360867914
,,1739209660.308403,-45.120503652039325
,,1739209660.3084116,-38.13080360867914
,,1739209660.3084202,-30.49652367304973
,,1739209660.308429,-20.88804491267121
,,1739209660.3084376,-45.120503652039325
,,1739209660.3084464,-45.120503652039325
,,1739209660.308455,-26.991370085610757
,,1739209660.3084636,-32.816014438256545
,,1739209660.3084724,-45.120503652039325
,,1739209660.308481,-45.120503652039325
,,1739209660.3084898,-31.141103565318915
,,1739209660.3084984,-26.487275050834715
,,1739209660.308507,-19.8442046433259
,,1739209660.3085158,-9.271540210664796
,,1739209660.3085244,-28.58837851428586
,,1739209660.3085332,-38.13080360867914
,,1739209660.3085418,-33.981070128970906
,,1739209660.3085504,-45.120503652039325
,,1739209660.3085592,-33.981070128970906
,,1739209660.3085678,-38.13080360867914
,,1739209660.3085766,-45.120503652039325
,,1739209660.3085852,-38.13080360867914
,,1739209660.3085938,-25.82631439489636
,,1739209660.3086026,-45.120503652039325
,,1739209660.3086112,-32.816014438256545
,,1739209660.30862,-38.13080360867914
,,1739209660.3086286,-32.81601443825658
,,1739209660.3086371,-38.13080360867914
,,1739209660.308646,-45.120503652039325
,,1739209660.3086543,-38.13080360867914
,,1739209660.3086634,-45.120503652039325
,,1739209660.308672,-45.120503652039325
,,1739209660.3086803,-32.81601443825658
,,1739209660.3086894,-38.13080360867914
,,1739209660.308698,-45.120503652039325
,,1739209660.3087068,-38.13080360867914
,,1739209660.308715,-45.120503652039325
,,1739209660.308724,-38.13080360867914
,,1739209660.3087327,-38.13080360867914
,,1739209660.308741,-45.120503652039325
,,1739209660.3087502,-38.13080360867914
,,1739209660.3087587,-38.13080360867914
,,1739209660.3087673,-27.267205301931607
,,1739209660.308776,-38.13080360867914
,,1739209660.3087847,-45.120503652039325
,,1739209660.3087935,-45.120503652039325
,,1739209660.308802,-23.273589343863303
,,1739209660.3088107,-26.991370085610736
,,1739209660.3088195,-45.120503652039325
,,1739209660.308828,-45.120503652039325
,,1739209660.308837,-29.438486411369333
,,1739209660.3088455,-35.57807855764607
,,1739209660.308854,-45.120503652039325
,,1739209660.308863,-45.120503652039325
,,1739209660.3088715,-26.487275050834715
,,1739209660.3088803,-31.141103565318915
,,1739209660.308889,-20.511525224473814
,,1739209660.3088975,-38.13080360867914
,,1739209660.3089063,-32.816014438256545
,,1739209660.308915,-28.21854285175415
,,1739209660.3089235,-27.267205301931607
,,1739209660.3089323,-13.001292808954194
,,1739209660.308941,-38.13080360867914
,,1739209660.3089497,-45.120503652039325
,,1739209660.3089583,-38.13080360867914
,,1739209660.308967,-32.816014438256545
,,1739209660.3089757,-27.267205301931607
,,1739209660.3089845,-29.438486411369333
,,1739209660.308993,-45.120503652039325
,,1739209660.3090017,-38.13080360867914
,,1739209660.3090105,-45.120503652039325
,,1739209660.309019,-38.13080360867914
,,1739209660.3090277,-32.816014438256545
,,1739209660.3090365,-45.120503652039325
,,1739209660.309045,-45.120503652039325
,,1739209660.309054,-33.981070128970906
,,1739209660.3090625,-35.57807855764607
,,1739209660.309071,-38.13080360867914
,,1739209660.30908,-45.120503652039325
,,1739209660.3090885,-45.120503652039325
,,1739209660.3090973,-45.120503652039325
,,1739209660.309106,-38.13080360867914
,,1739209660.3091145,-45.120503652039325
,,1739209660.3091233,-38.13080360867914
,,1739209660.309132,-35.57807855764607
,,1739209660.3091407,-38.13080360867914
,,1739209660.3091493,-38.13080360867914
,,1739209660.3091578,-35.57807855764607
,,1739209660.309167,-45.120503652039325
,,1739209660.3091753,-38.13080360867914
,,1739209660.309184,-45.120503652039325
,,1739209660.309193,-33.98107012897096
,,1739209660.3092012,-38.13080360867914
,,1739209660.30921,-35.57807855764607
,,1739209660.3092186,-22.002965041481755
,,1739209660.3092277,-38.13080360867914
,,1739209660.309236,-32.816014438256545
,,1739209660.3092446,-38.13080360867914
,,1739209660.3092537,-28.992665084841946
,,1739209660.309262,-13.450285694136726
,,1739209660.3092709,-18.836614351536177
,,1739209660.3092794,-31.141103565318915
,,1739209660.309288,-38.13080360867914
,,1739209660.3092968,-23.506823629689546
,,1739209660.3093054,-32.816014438256545
,,1739209660.3093145,-35.57807855764607
,,1739209660.3093228,-38.13080360867914
,,1739209660.3093314,-35.57807855764607
,,1739209660.3093402,-45.120503652039325
,,1739209660.3093488,-45.120503652039325
,,1739209660.3093576,-45.120503652039325
,,1739209660.3093662,-31.141103565318915
,,1739209660.3093748,-45.120503652039325
,,1739209660.3093836,-38.13080360867914
,,1739209660.3093922,-38.13080360867914
,,1739209660.309401,-28.992665084841946
,,1739209660.3094096,-45.120503652039325
,,1739209660.3094182,-45.120503652039325
,,1739209660.309427,-38.13080360867914
,,1739209660.3094356,-25.826314394896357
,,1739209660.3094444,-38.13080360867914
,,1739209660.309453,-45.120503652039325
,,1739209660.3094616,-38.13080360867914
,,1739209660.3094704,-19.35709014998136
,,1739209660.309479,-45.120503652039325
,,1739209660.3094878,-38.13080360867914
,,1739209660.3094964,-38.13080360867914
,,1739209660.309505,-33.981070128970906
,,1739209660.3095138,-8.157813684583964
,,1739209660.3095224,-22.74004262075133
,,1739209660.3095312,-45.120503652039325
,,1739209660.3095398,-33.981070128970906
,,1739209660.3095484,-38.13080360867914
,,1739209660.3095572,-38.13080360867914
