CAN Message, 0x1bb:000072eebfa6fdbf,Timestamp,Amplitude
,,1739209600.7353804,-33.981070128970906
,,1739209600.7353845,-38.13080360867914
,,1739209600.7353885,-45.120503652039325
,,1739209600.7353926,-38.13080360867914
,,1739209600.7353966,-45.120503652039325
,,1739209600.735401,-45.120503652039325
,,1739209600.7354047,-45.120503652039325
,,1739209600.7354088,-35.57807855764607
,,1739209600.7354128,-45.120503652039325
,,1739209600.735417,-45.120503652039325
,,1739209600.735421,-45.120503652039325
,,1739209600.735425,-45.120503652039325
,,1739209600.735429,-38.13080360867914
,,1739209600.735433,-33.981070128970906
,,1739209600.7354372,-38.13080360867914
,,1739209600.7354412,-38.13080360867914
,,1739209600.7354453,-33.981070128970906
,,1739209600.7354493,-38.13080360867914
,,1739209600.7354534,-45.120503652039325
,,1739209600.7354574,-38.13080360867914
,,1739209600.7354617,-33.981070128970906
,,1739209600.7354655,-38.13080360867914
,,1739209600.7354696,-33.981070128970906
,,1739209600.7354736,-38.13080360867914
,,1739209600.7354777,-45.120503652039325
,,1739209600.7354815,-45.120503652039325
,,1739209600.7354858,-38.13080360867914
,,1739209600.7354898,-32.816014438256545
,,1739209600.735494,-38.13080360867914
,,1739209600.735498,-38.13080360867914
,,1739209600.735502,-38.13080360867914
,,1739209600.735506,-35.57807855764607
,,1739209600.73551,-45.120503652039325
,,1739209600.7355142,-38.13080360867914
,,1739209600.7355182,-35.57807855764607
,,1739209600.7355225,-45.120503652039325
,,1739209600.7355263,-38.13080360867914
,,1739209600.7355304,-38.13080360867914
,,1739209600.7355344,-38.13080360867914
,,1739209600.7355385,-45.120503652039325
,,1739209600.7355423,-28.992665084841946
,,1739209600.7355466,-25.62660358559016
,,1739209600.7355506,-45.120503652039325
,,1739209600.7355545,-38.13080360867914
,,1739209600.7355585,-30.49652367304973
,,1739209600.7355626,-25.62660358559016
,,1739209600.7355666,-45.120503652039325
,,1739209600.735571,-35.57807855764607
,,1739209600.7355747,-45.120503652039325
,,1739209600.7355788,-22.74004262075133
,,1739209600.7355828,-12.09935988247728
,,1739209600.735587,-45.120503652039325
,,1739209600.735591,-38.13080360867914
,,1739209600.735595,-38.13080360867914
,,1739209600.735599,-45.120503652039325
,,1739209600.735603,-38.13080360867914
,,1739209600.7356071,-38.13080360867914
,,1739209600.7356112,-28.992665084841967
,,1739209600.7356153,-38.13080360867914
,,1739209600.7356193,-45.120503652039325
,,1739209600.7356234,-45.120503652039325
,,1739209600.7356274,-45.120503652039325
,,1739209600.7356317,-33.981070128970906
,,1739209600.7356355,-38.13080360867914
,,1739209600.7356396,-38.13080360867914
,,1739209600.7356436,-33.981070128970906
,,1739209600.7356477,-45.120503652039325
,,1739209600.7356515,-38.13080360867914
,,1739209600.7356558,-45.120503652039325
,,1739209600.7356634,-33.98107012897096
,,1739209600.735671,-35.57807855764607
,,1739209600.7356784,-45.120503652039325
,,1739209600.735686,-32.816014438256545
,,1739209600.7356937,-31.141103565318915
,,1739209600.735701,-28.58837851428589
,,1739209600.735709,-38.13080360867914
,,1739209600.7357163,-38.13080360867914
,,1739209600.735724,-35.57807855764607
,,1739209600.7357316,-38.13080360867914
,,1739209600.7357392,-23.273589343863303
,,1739209600.7357469,-33.981070128970906
,,1739209600.7357545,-45.120503652039325
,,1739209600.735762,-38.13080360867914
,,1739209600.7357695,-38.13080360867914
,,1739209600.7357771,-38.13080360867914
,,1739209600.7357848,-33.981070128970906
,,1739209600.7357922,-45.120503652039325
,,1739209600.7357998,-45.120503652039325
,,1739209600.7358074,-21.021172418726344
,,1739209600.735815,-26.991370085610736
,,1739209600.735823,-32.816014438256545
,,1739209600.7358303,-33.981070128970906
,,1739209600.7358377,-33.981070128970906
,,1739209600.735845,-27.8777449560314
,,1739209600.735853,-45.120503652039325
,,1739209600.7358606,-31.141103565318915
,,1739209600.7358682,-33.98107012897096
,,1739209600.7358756,-17.756538629272868
,,1739209600.7358832,-8.057594079451658
,,1739209600.7358909,-45.120503652039325
,,1739209600.7358985,-45.120503652039325
,,1739209600.735906,-30.49652367304973
,,1739209600.7359135,-38.13080360867914
,,1739209600.7359211,-45.120503652039325
,,1739209600.7359288,-45.120503652039325
,,1739209600.7359364,-35.57807855764607
,,1739209600.735944,-38.13080360867914
,,1739209600.7359514,-35.57807855764607
,,1739209600.735959,-45.120503652039325
,,1739209600.7359667,-32.816014438256545
,,1739209600.7359743,-35.57807855764607
,,1739209600.735982,-45.120503652039325
,,1739209600.735989,-33.981070128970906
,,1739209600.735997,-26.99137008561072
,,1739209600.7360046,-31.141103565318943
,,1739209600.7360122,-38.13080360867914
,,1739209600.7360198,-45.120503652039325
,,1739209600.7360272,-33.981070128970906
,,1739209600.7360349,-31.141103565318915
,,1739209600.7360425,-45.120503652039325
,,1739209600.73605,-33.981070128970906
,,1739209600.7360578,-38.13080360867914
,,1739209600.7360651,-31.141103565318915
,,1739209600.7360728,-35.57807855764607
,,1739209600.7360804,-38.13080360867914
