CAN Message, 0x1d3:000066b2f0cd7567,Timestamp,Amplitude
,,1739209733.4431145,-45.120503652039325
,,1739209733.443116,-45.120503652039325
,,1739209733.4431174,-45.120503652039325
,,1739209733.4431188,-38.13080360867914
,,1739209733.4431205,-33.981070128970906
,,1739209733.443122,-38.13080360867914
,,1739209733.443123,-38.13080360867914
,,1739209733.4431248,-38.13080360867914
,,1739209733.4431264,-38.13080360867914
,,1739209733.443128,-45.120503652039325
,,1739209733.4431293,-38.13080360867914
,,1739209733.443131,-38.13080360867914
,,1739209733.4431324,-38.13080360867914
,,1739209733.4431338,-38.13080360867914
,,1739209733.4431355,-45.120503652039325
,,1739209733.443137,-38.13080360867914
,,1739209733.4431384,-33.981070128970906
,,1739209733.44314,-45.120503652039325
,,1739209733.4431417,-45.120503652039325
,,1739209733.443143,-38.13080360867914
,,1739209733.4431443,-38.13080360867914
,,1739209733.443146,-45.120503652039325
,,1739209733.4431474,-45.120503652039325
,,1739209733.4431489,-38.13080360867914
,,1739209733.4431503,-45.120503652039325
,,1739209733.443152,-45.120503652039325
,,1739209733.4431534,-38.13080360867914
,,1739209733.443155,-38.13080360867914
,,1739209733.4431565,-31.141103565318915
,,1739209733.443158,-38.13080360867914
,,1739209733.4431596,-45.120503652039325
,,1739209733.443161,-38.13080360867914
,,1739209733.4431624,-38.13080360867914
,,1739209733.443164,-38.13080360867914
,,1739209733.4431655,-45.120503652039325
,,1739209733.443167,-45.120503652039325
,,1739209733.4431684,-38.13080360867914
,,1739209733.44317,-45.120503652039325
,,1739209733.4431715,-45.120503652039325
,,1739209733.443173,-45.120503652039325
,,1739209733.4431746,-45.120503652039325
,,1739209733.443176,-45.120503652039325
,,1739209733.4431777,-38.13080360867914
,,1739209733.4431791,-45.120503652039325
,,1739209733.4431806,-38.13080360867914
,,1739209733.443182,-38.13080360867914
,,1739209733.4431834,-45.120503652039325
,,1739209733.443185,-45.120503652039325
,,1739209733.4431863,-33.981070128970906
,,1739209733.443188,-26.99137008561072
,,1739209733.4431896,-16.469463905628004
,,1739209733.443191,-9.35824227754324
,,1739209733.4431925,-31.141103565318915
,,1739209733.4431942,-32.816014438256545
,,1739209733.4431956,-38.13080360867914
,,1739209733.443197,-35.57807855764607
,,1739209733.4431987,-38.13080360867914
,,1739209733.4432,-45.120503652039325
,,1739209733.4432015,-35.57807855764607
,,1739209733.443203,-33.981070128970906
,,1739209733.4432046,-45.120503652039325
,,1739209733.443206,-38.13080360867914
,,1739209733.4432075,-35.57807855764607
,,1739209733.4432092,-38.13080360867914
,,1739209733.4432106,-38.13080360867914
,,1739209733.443212,-31.141103565318915
,,1739209733.4432137,-35.57807855764607
,,1739209733.4432151,-45.120503652039325
,,1739209733.4432166,-45.120503652039325
,,1739209733.4432182,-38.13080360867914
,,1739209733.4432197,-38.13080360867914
,,1739209733.443221,-45.120503652039325
,,1739209733.4432228,-33.981070128970906
,,1739209733.4432242,-38.13080360867914
,,1739209733.4432256,-24.589719217205094
,,1739209733.443227,-24.438645034577675
,,1739209733.4432287,-33.981070128970906
,,1739209733.4432302,-38.13080360867914
,,1739209733.4432316,-32.816014438256545
,,1739209733.4432333,-22.74004262075133
,,1739209733.4432347,-19.54543163298272
,,1739209733.443236,-31.141103565318915
,,1739209733.4432378,-45.120503652039325
,,1739209733.4432392,-38.13080360867914
,,1739209733.4432406,-45.120503652039325
,,1739209733.4432423,-31.141103565318915
,,1739209733.4432435,-35.57807855764607
,,1739209733.4432452,-38.13080360867914
,,1739209733.4432466,-45.120503652039325
,,1739209733.4432485,-25.82631439489636
,,1739209733.4432497,-35.57807855764607
,,1739209733.4432511,-45.120503652039325
,,1739209733.4432528,-45.120503652039325
,,1739209733.4432542,-30.49652367304973
,,1739209733.4432557,-32.816014438256545
