CAN Message, 0x150:060001c6432fedcd,Timestamp,Amplitude
,,1739209663.4270527,-45.120503652039325
,,1739209663.4270637,-38.13080360867914
,,1739209663.4270742,-38.13080360867914
,,1739209663.4270852,-45.120503652039325
,,1739209663.427096,-38.13080360867914
,,1739209663.4271066,-38.13080360867914
,,1739209663.427117,-33.981070128970906
,,1739209663.427128,-45.120503652039325
,,1739209663.4271388,-45.120503652039325
,,1739209663.4271498,-38.13080360867914
,,1739209663.4271605,-33.981070128970906
,,1739209663.4271712,-38.13080360867914
,,1739209663.427182,-38.13080360867914
,,1739209663.4271927,-45.120503652039325
,,1739209663.4272034,-38.13080360867914
,,1739209663.4272144,-38.13080360867914
,,1739209663.427225,-38.13080360867914
,,1739209663.4272358,-38.13080360867914
,,1739209663.4272466,-33.981070128970906
,,1739209663.4272573,-33.981070128970906
,,1739209663.427268,-38.13080360867914
,,1739209663.427279,-45.120503652039325
,,1739209663.4272895,-38.13080360867914
,,1739209663.4273005,-38.13080360867914
,,1739209663.4273112,-45.120503652039325
,,1739209663.427322,-45.120503652039325
,,1739209663.4273326,-38.13080360867914
,,1739209663.4273436,-38.13080360867914
,,1739209663.4273543,-38.13080360867914
,,1739209663.427365,-38.13080360867914
,,1739209663.4273758,-45.120503652039325
,,1739209663.4273863,-38.13080360867914
,,1739209663.4273973,-38.13080360867914
,,1739209663.4274082,-45.120503652039325
,,1739209663.427419,-31.141103565318915
,,1739209663.4274297,-28.992665084841946
,,1739209663.4274404,-33.981070128970906
,,1739209663.4274511,-45.120503652039325
,,1739209663.427462,-38.13080360867914
,,1739209663.4274728,-38.13080360867914
,,1739209663.4274836,-45.120503652039325
,,1739209663.4274943,-38.13080360867914
,,1739209663.427505,-38.13080360867914
,,1739209663.4275155,-32.816014438256545
,,1739209663.4275265,-35.57807855764607
,,1739209663.4275374,-38.13080360867914
,,1739209663.4275482,-38.13080360867914
,,1739209663.427559,-35.57807855764607
,,1739209663.4275696,-33.981070128970906
,,1739209663.4275804,-26.991370085610747
,,1739209663.427591,-9.129318001485665
,,1739209663.427602,-13.606805149564686
,,1739209663.4276128,-25.826314394896364
,,1739209663.4276235,-31.141103565318915
,,1739209663.4276342,-38.13080360867914
,,1739209663.427645,-35.57807855764607
,,1739209663.427656,-38.13080360867914
,,1739209663.427667,-33.981070128970906
,,1739209663.4276774,-38.13080360867914
,,1739209663.427688,-30.49652367304976
,,1739209663.4276989,-45.120503652039325
,,1739209663.4277096,-45.120503652039325
,,1739209663.4277203,-45.120503652039325
,,1739209663.4277313,-45.120503652039325
,,1739209663.427742,-38.13080360867914
,,1739209663.4277527,-38.13080360867914
,,1739209663.4277637,-35.57807855764607
,,1739209663.4277742,-26.99137008561072
,,1739209663.4277852,-35.57807855764607
,,1739209663.427796,-45.120503652039325
,,1739209663.4278066,-38.13080360867914
,,1739209663.427817,-38.13080360867914
,,1739209663.427828,-45.120503652039325
,,1739209663.4278388,-35.57807855764607
,,1739209663.4278498,-18.192034459266992
,,1739209663.4278605,-33.981070128970906
,,1739209663.4278712,-45.120503652039325
,,1739209663.427882,-32.816014438256545
,,1739209663.4278927,-33.981070128970906
,,1739209663.4279034,-12.895940285246828
,,1739209663.4279144,-24.74623867263306
,,1739209663.427925,-31.141103565318893
,,1739209663.4279358,-45.120503652039325
,,1739209663.4279466,-25.82631439489636
,,1739209663.4279573,-45.120503652039325
,,1739209663.427968,-35.57807855764607
,,1739209663.427979,-31.141103565318915
,,1739209663.4279895,-38.13080360867914
,,1739209663.4280005,-35.57807855764607
,,1739209663.4280112,-45.120503652039325
,,1739209663.428022,-38.13080360867914
