CAN Message, 0x39:0ab8cb102ff163b5,Timestamp,Amplitude
,,1739209754.495216,-45.120503652039325
,,1739209754.495219,-38.13080360867914
,,1739209754.495222,-45.120503652039325
,,1739209754.4952252,-38.13080360867914
,,1739209754.4952283,-45.120503652039325
,,1739209754.4952314,-45.120503652039325
,,1739209754.4952347,-32.816014438256545
,,1739209754.4952378,-35.57807855764607
,,1739209754.495241,-45.120503652039325
,,1739209754.495244,-45.120503652039325
,,1739209754.4952471,-38.13080360867914
,,1739209754.4952502,-45.120503652039325
,,1739209754.495253,-30.49652367304973
,,1739209754.495257,-28.21854285175415
,,1739209754.4952598,-45.120503652039325
,,1739209754.4952629,-45.120503652039325
,,1739209754.495266,-38.13080360867914
,,1739209754.495269,-35.57807855764607
,,1739209754.4952722,-45.120503652039325
,,1739209754.4952753,-45.120503652039325
,,1739209754.4952786,-45.120503652039325
,,1739209754.4952817,-45.120503652039325
,,1739209754.4952848,-38.13080360867914
,,1739209754.495288,-45.120503652039325
,,1739209754.495291,-45.120503652039325
,,1739209754.495294,-45.120503652039325
,,1739209754.4952972,-38.13080360867914
,,1739209754.4953003,-45.120503652039325
,,1739209754.4953036,-38.13080360867914
,,1739209754.4953067,-35.57807855764607
,,1739209754.4953098,-38.13080360867914
,,1739209754.495313,-45.120503652039325
,,1739209754.495316,-45.120503652039325
,,1739209754.4953191,-38.13080360867914
,,1739209754.4953225,-35.57807855764607
,,1739209754.4953256,-38.13080360867914
,,1739209754.495329,-38.13080360867914
,,1739209754.4953318,-31.141103565318893
,,1739209754.4953349,-45.120503652039325
,,1739209754.495338,-38.13080360867914
,,1739209754.495341,-38.13080360867914
,,1739209754.4953442,-45.120503652039325
,,1739209754.4953475,-45.120503652039325
,,1739209754.4953506,-45.120503652039325
,,1739209754.4953537,-45.120503652039325
,,1739209754.4953568,-33.98107012897096
,,1739209754.49536,-38.13080360867914
,,1739209754.495363,-38.13080360867914
,,1739209754.495366,-31.141103565318915
,,1739209754.4953694,-23.50682362968953
,,1739209754.4953723,-16.171807084586764
,,1739209754.4953756,-33.981070128970906
,,1739209754.4953787,-38.13080360867914
,,1739209754.4953818,-26.487275050834715
,,1739209754.495385,-45.120503652039325
,,1739209754.495388,-38.13080360867914
