CAN Message, 0x150:01007c7a04d6eb05,Timestamp,Amplitude
,,1739209881.5854075,-38.13080360867914
,,1739209881.5854115,-38.13080360867914
,,1739209881.5854151,-38.13080360867914
,,1739209881.5854187,-38.13080360867914
,,1739209881.5854225,-45.120503652039325
,,1739209881.585426,-38.13080360867914
,,1739209881.58543,-35.57807855764607
,,1739209881.5854335,-45.120503652039325
,,1739209881.585437,-45.120503652039325
,,1739209881.5854409,-38.13080360867914
,,1739209881.5854445,-35.57807855764607
,,1739209881.5854485,-45.120503652039325
,,1739209881.5854518,-32.816014438256545
,,1739209881.5854554,-38.13080360867914
,,1739209881.5854592,-45.120503652039325
,,1739209881.5854628,-45.120503652039325
,,1739209881.5854666,-35.57807855764607
,,1739209881.5854702,-38.13080360867914
,,1739209881.5854738,-45.120503652039325
,,1739209881.5854776,-45.120503652039325
,,1739209881.5854812,-33.981070128970906
,,1739209881.585485,-26.99137008561072
,,1739209881.5854886,-23.16150712794696
,,1739209881.585492,-32.816014438256545
,,1739209881.585496,-45.120503652039325
,,1739209881.5854995,-45.120503652039325
,,1739209881.585503,-45.120503652039325
,,1739209881.585507,-38.13080360867914
,,1739209881.5855105,-35.57807855764607
,,1739209881.5855143,-45.120503652039325
,,1739209881.585518,-45.120503652039325
,,1739209881.5855217,-38.13080360867914
,,1739209881.5855253,-38.13080360867914
,,1739209881.5855289,-45.120503652039325
,,1739209881.585533,-45.120503652039325
,,1739209881.5855362,-38.13080360867914
,,1739209881.58554,-38.13080360867914
,,1739209881.5855436,-38.13080360867914
,,1739209881.5855472,-45.120503652039325
,,1739209881.585551,-38.13080360867914
,,1739209881.5855546,-32.816014438256545
,,1739209881.5855584,-33.981070128970906
,,1739209881.585562,-45.120503652039325
,,1739209881.5855656,-38.13080360867914
,,1739209881.5855694,-38.13080360867914
,,1739209881.585573,-24.438645034577675
,,1739209881.5855768,-27.267205301931607
,,1739209881.5855803,-45.120503652039325
,,1739209881.585584,-28.992665084841946
,,1739209881.5855875,-35.57807855764607
,,1739209881.5855913,-12.712515940865975
,,1739209881.5855951,-14.532448785280224
,,1739209881.5855987,-33.98107012897096
,,1739209881.5856023,-24.438645034577675
,,1739209881.585606,-45.120503652039325
,,1739209881.5856097,-45.120503652039325
,,1739209881.5856135,-33.981070128970906
,,1739209881.585617,-33.981070128970906
,,1739209881.5856206,-35.57807855764607
,,1739209881.5856245,-38.13080360867914
,,1739209881.585628,-45.120503652039325
,,1739209881.5856318,-33.981070128970906
,,1739209881.5856354,-38.13080360867914
,,1739209881.585639,-38.13080360867914
,,1739209881.5856428,-45.120503652039325
,,1739209881.5856464,-38.13080360867914
,,1739209881.5856502,-38.13080360867914
,,1739209881.5856538,-38.13080360867914
,,1739209881.5856574,-38.13080360867914
,,1739209881.5856612,-23.75329798047523
,,1739209881.5856647,-45.120503652039325
,,1739209881.5856686,-38.13080360867914
,,1739209881.585672,-32.816014438256545
,,1739209881.5856757,-45.120503652039325
,,1739209881.5856795,-38.13080360867914
,,1739209881.585683,-45.120503652039325
,,1739209881.585687,-45.120503652039325
,,1739209881.5856905,-45.120503652039325
,,1739209881.585694,-35.57807855764607
,,1739209881.585698,-20.27750525857144
,,1739209881.5857017,-33.98107012897096
,,1739209881.5857053,-25.82631439489636
,,1739209881.5857089,-38.13080360867914
,,1739209881.5857124,-45.120503652039325
,,1739209881.5857162,-45.120503652039325
,,1739209881.5857198,-31.141103565318915
,,1739209881.5857236,-35.57807855764607
,,1739209881.5857272,-45.120503652039325
,,1739209881.5857308,-45.120503652039325
,,1739209881.5857346,-23.16150712794696
,,1739209881.5857382,-32.816014438256545
,,1739209881.585742,-38.13080360867914
,,1739209881.5857456,-35.57807855764607
,,1739209881.5857491,-38.13080360867914
,,1739209881.585753,-38.13080360867914
,,1739209881.5857563,-38.13080360867914
,,1739209881.5857604,-33.981070128970906
,,1739209881.585764,-29.438486411369357
,,1739209881.5857675,-13.643740409628302
,,1739209881.585771,-13.41495306682721
,,1739209881.585775,-28.58837851428589
