CAN Message, 0x1b8:030003b7f50f848d,Timestamp,Amplitude
,,1739209659.2569072,-33.981070128970906
,,1739209659.256911,-45.120503652039325
,,1739209659.2569149,-38.13080360867914
,,1739209659.256919,-33.981070128970906
,,1739209659.2569227,-28.992665084841946
,,1739209659.2569263,-45.120503652039325
,,1739209659.2569304,-38.13080360867914
,,1739209659.2569344,-38.13080360867914
,,1739209659.2569382,-45.120503652039325
,,1739209659.256942,-45.120503652039325
,,1739209659.256946,-45.120503652039325
,,1739209659.25695,-45.120503652039325
,,1739209659.2569537,-33.981070128970906
,,1739209659.2569575,-45.120503652039325
,,1739209659.2569616,-45.120503652039325
,,1739209659.2569654,-35.57807855764607
,,1739209659.2569692,-45.120503652039325
,,1739209659.256973,-45.120503652039325
,,1739209659.256977,-45.120503652039325
,,1739209659.256981,-38.13080360867914
,,1739209659.2569847,-30.49652367304973
,,1739209659.2569888,-31.141103565318915
,,1739209659.2569926,-32.816014438256545
,,1739209659.2569964,-38.13080360867914
,,1739209659.2570002,-38.13080360867914
,,1739209659.2570045,-45.120503652039325
,,1739209659.257008,-45.120503652039325
,,1739209659.257012,-38.13080360867914
,,1739209659.2570157,-26.99137008561072
,,1739209659.2570198,-38.13080360867914
,,1739209659.2570236,-45.120503652039325
,,1739209659.2570274,-38.13080360867914
,,1739209659.2570314,-33.981070128970906
,,1739209659.2570353,-38.13080360867914
,,1739209659.257039,-45.120503652039325
,,1739209659.257043,-45.120503652039325
,,1739209659.257047,-32.816014438256545
,,1739209659.2570508,-45.120503652039325
,,1739209659.2570546,-38.13080360867914
,,1739209659.2570584,-45.120503652039325
,,1739209659.2570624,-38.13080360867914
,,1739209659.2570662,-45.120503652039325
,,1739209659.25707,-45.120503652039325
,,1739209659.257074,-33.981070128970906
,,1739209659.257078,-28.992665084841946
,,1739209659.2570815,-31.141103565318943
,,1739209659.2570856,-38.13080360867914
,,1739209659.2570896,-31.141103565318915
,,1739209659.2570934,-32.816014438256545
,,1739209659.2570972,-30.49652367304976
,,1739209659.257101,-13.287805215211243
,,1739209659.257105,-15.45908632464896
,,1739209659.257109,-33.981070128970906
,,1739209659.2571127,-25.82631439489636
,,1739209659.2571168,-45.120503652039325
,,1739209659.2571206,-38.13080360867914
,,1739209659.2571244,-35.57807855764607
,,1739209659.2571282,-45.120503652039325
,,1739209659.2571323,-38.13080360867914
,,1739209659.257136,-35.57807855764607
,,1739209659.25714,-33.981070128970906
,,1739209659.2571435,-45.120503652039325
,,1739209659.2571478,-33.981070128970906
,,1739209659.2571516,-45.120503652039325
,,1739209659.2571554,-28.992665084841946
,,1739209659.2571597,-33.981070128970906
,,1739209659.2571633,-45.120503652039325
,,1739209659.257167,-38.13080360867914
,,1739209659.257171,-45.120503652039325
,,1739209659.257175,-33.981070128970906
,,1739209659.2571788,-35.57807855764607
,,1739209659.2571826,-45.120503652039325
,,1739209659.2571864,-38.13080360867914
,,1739209659.2571905,-29.438486411369333
,,1739209659.2571945,-45.120503652039325
,,1739209659.257198,-33.981070128970906
,,1739209659.257202,-38.13080360867914
,,1739209659.257206,-45.120503652039325
,,1739209659.2572098,-45.120503652039325
,,1739209659.2572136,-20.27750525857143
,,1739209659.2572176,-28.992665084841946
,,1739209659.2572217,-45.120503652039325
,,1739209659.2572253,-45.120503652039325
,,1739209659.257229,-45.120503652039325
,,1739209659.2572331,-38.13080360867914
,,1739209659.257237,-45.120503652039325
,,1739209659.2572408,-45.120503652039325
,,1739209659.2572448,-32.816014438256545
,,1739209659.2572486,-38.13080360867914
,,1739209659.2572525,-25.62660358559016
,,1739209659.2572565,-33.981070128970906
,,1739209659.2572603,-45.120503652039325
,,1739209659.257264,-38.13080360867914
,,1739209659.257268,-31.141103565318893
,,1739209659.2572718,-38.13080360867914
,,1739209659.2572758,-45.120503652039325
,,1739209659.2572796,-28.58837851428586
,,1739209659.2572834,-32.81601443825658
,,1739209659.2572875,-12.413715290592226
,,1739209659.2572913,-12.285230003422352
,,1739209659.2572951,-27.877744956031417
,,1739209659.257299,-22.44878636800916
,,1739209659.257303,-35.57807855764607
,,1739209659.2573068,-38.13080360867914
,,1739209659.2573106,-35.57807855764607
,,1739209659.2573144,-32.816014438256545
,,1739209659.2573185,-45.120503652039325
,,1739209659.2573223,-45.120503652039325
,,1739209659.257326,-45.120503652039325
,,1739209659.2573302,-38.13080360867914
,,1739209659.257334,-45.120503652039325
,,1739209659.2573378,-45.120503652039325
,,1739209659.2573416,-45.120503652039325
,,1739209659.2573457,-32.816014438256545
,,1739209659.2573495,-38.13080360867914
,,1739209659.2573533,-45.120503652039325
,,1739209659.2573571,-38.13080360867914
,,1739209659.2573612,-31.141103565318943
,,1739209659.257365,-45.120503652039325
,,1739209659.2573688,-35.57807855764607
,,1739209659.2573729,-38.13080360867914
,,1739209659.257377,-45.120503652039325
,,1739209659.2573805,-21.598678470925663
,,1739209659.2573843,-28.992665084841946
,,1739209659.2573884,-45.120503652039325
,,1739209659.2573922,-22.74004262075133
,,1739209659.257396,-38.13080360867914
,,1739209659.2573998,-10.955762861037083
,,1739209659.257404,-16.971371839288555
,,1739209659.2574077,-27.267205301931607
,,1739209659.2574117,-32.816014438256545
,,1739209659.2574155,-35.57807855764607
,,1739209659.257419,-38.13080360867914
,,1739209659.2574232,-28.21854285175415
,,1739209659.257427,-35.57807855764607
,,1739209659.257431,-35.57807855764607
,,1739209659.2574348,-38.13080360867914
,,1739209659.257439,-38.13080360867914
,,1739209659.2574425,-45.120503652039325
,,1739209659.2574463,-38.13080360867914
,,1739209659.2574503,-38.13080360867914
,,1739209659.2574542,-38.13080360867914
,,1739209659.2574582,-38.13080360867914
,,1739209659.257462,-45.120503652039325
,,1739209659.2574658,-45.120503652039325
,,1739209659.2574697,-27.267205301931607
,,1739209659.2574737,-17.569380988088582
,,1739209659.2574775,-26.99137008561072
,,1739209659.257481,-33.981070128970906
,,1739209659.2574852,-38.13080360867914
,,1739209659.2574892,-38.13080360867914
,,1739209659.257493,-38.13080360867914
,,1739209659.2574968,-35.57807855764607
,,1739209659.257501,-45.120503652039325
,,1739209659.2575047,-45.120503652039325
,,1739209659.2575085,-35.57807855764607
,,1739209659.2575123,-19.089059925837468
,,1739209659.2575164,-38.13080360867914
