CAN Message, 0x1bb:00008f7e8b4e9197,Timestamp,Amplitude
,,1739209806.5582683,-35.57807855764607
,,1739209806.5582688,-45.120503652039325
,,1739209806.5582693,-38.13080360867914
,,1739209806.5582695,-45.120503652039325
,,1739209806.5582702,-45.120503652039325
,,1739209806.5582707,-32.816014438256545
,,1739209806.5582712,-38.13080360867914
,,1739209806.5582716,-45.120503652039325
,,1739209806.558272,-27.877744956031417
,,1739209806.5582726,-38.13080360867914
,,1739209806.558273,-45.120503652039325
,,1739209806.5582736,-45.120503652039325
,,1739209806.5582738,-45.120503652039325
,,1739209806.5582745,-45.120503652039325
,,1739209806.5582747,-45.120503652039325
,,1739209806.5582752,-38.13080360867914
,,1739209806.5582757,-30.49652367304973
,,1739209806.5582762,-31.141103565318915
,,1739209806.558277,-45.120503652039325
,,1739209806.5582771,-35.57807855764607
,,1739209806.5582776,-38.13080360867914
,,1739209806.558278,-24.151403521958727
,,1739209806.5582786,-22.84163660590256
,,1739209806.558279,-45.120503652039325
,,1739209806.5582795,-23.506823629689546
,,1739209806.55828,-38.13080360867914
,,1739209806.5582802,-33.981070128970906
,,1739209806.5582807,-45.120503652039325
,,1739209806.5582812,-33.981070128970906
,,1739209806.5582817,-38.13080360867914
,,1739209806.558282,-45.120503652039325
,,1739209806.5582826,-45.120503652039325
,,1739209806.558283,-33.981070128970906
,,1739209806.5582836,-45.120503652039325
,,1739209806.558284,-38.13080360867914
,,1739209806.5582843,-45.120503652039325
,,1739209806.558285,-32.816014438256545
,,1739209806.5582857,-33.981070128970906
,,1739209806.558286,-45.120503652039325
,,1739209806.5582864,-45.120503652039325
,,1739209806.558287,-45.120503652039325
,,1739209806.5582871,-32.816014438256545
,,1739209806.5582876,-35.57807855764607
,,1739209806.558288,-45.120503652039325
,,1739209806.5582886,-28.992665084841946
,,1739209806.558289,-22.002965041481744
,,1739209806.5582895,-32.816014438256545
,,1739209806.55829,-38.13080360867914
,,1739209806.5582905,-35.57807855764607
,,1739209806.558291,-45.120503652039325
,,1739209806.5582914,-13.17536023321462
,,1739209806.558292,-24.15140352195873
,,1739209806.5582924,-45.120503652039325
,,1739209806.5582929,-30.49652367304973
,,1739209806.558293,-38.13080360867914
,,1739209806.5582936,-35.57807855764607
,,1739209806.558294,-38.13080360867914
,,1739209806.5582943,-35.57807855764607
,,1739209806.558295,-35.57807855764607
,,1739209806.5582955,-38.13080360867914
,,1739209806.558296,-28.58837851428589
,,1739209806.5582964,-33.981070128970906
,,1739209806.558297,-45.120503652039325
,,1739209806.5582974,-45.120503652039325
,,1739209806.558298,-28.992665084841946
,,1739209806.5582983,-25.82631439489636
,,1739209806.5582988,-38.13080360867914
