CAN Message, 0x1d3:0000bdda04b84aa2,Timestamp,Amplitude
,,1739209613.574819,-33.981070128970906
,,1739209613.5748212,-33.981070128970906
,,1739209613.5748234,-38.13080360867914
,,1739209613.5748253,-45.120503652039325
,,1739209613.5748272,-38.13080360867914
,,1739209613.574829,-35.57807855764607
,,1739209613.574831,-38.13080360867914
,,1739209613.574833,-24.746238672633048
,,1739209613.5748348,-38.13080360867914
,,1739209613.574837,-45.120503652039325
,,1739209613.5748389,-38.13080360867914
,,1739209613.5748408,-38.13080360867914
,,1739209613.5748427,-38.13080360867914
,,1739209613.5748446,-38.13080360867914
,,1739209613.5748465,-45.120503652039325
,,1739209613.5748484,-38.13080360867914
,,1739209613.5748506,-45.120503652039325
,,1739209613.5748525,-45.120503652039325
,,1739209613.5748544,-45.120503652039325
,,1739209613.5748563,-45.120503652039325
,,1739209613.5748582,-45.120503652039325
,,1739209613.57486,-45.120503652039325
,,1739209613.574862,-45.120503652039325
,,1739209613.574864,-31.141103565318915
,,1739209613.574866,-33.981070128970906
,,1739209613.574868,-38.13080360867914
,,1739209613.57487,-38.13080360867914
,,1739209613.5748718,-38.13080360867914
,,1739209613.5748737,-38.13080360867914
,,1739209613.5748756,-45.120503652039325
,,1739209613.5748775,-45.120503652039325
,,1739209613.5748796,-45.120503652039325
,,1739209613.5748816,-33.981070128970906
,,1739209613.5748837,-45.120503652039325
,,1739209613.5748854,-38.13080360867914
,,1739209613.5748873,-45.120503652039325
,,1739209613.5748892,-38.13080360867914
,,1739209613.574891,-45.120503652039325
,,1739209613.5748932,-38.13080360867914
,,1739209613.5748951,-35.57807855764607
,,1739209613.574897,-45.120503652039325
,,1739209613.574899,-38.13080360867914
,,1739209613.5749009,-38.13080360867914
,,1739209613.5749028,-35.57807855764607
,,1739209613.574905,-45.120503652039325
,,1739209613.5749068,-45.120503652039325
,,1739209613.5749087,-33.981070128970906
,,1739209613.5749106,-30.49652367304973
,,1739209613.5749123,-28.992665084841946
,,1739209613.5749145,-38.13080360867914
,,1739209613.5749166,-8.292737188894952
,,1739209613.5749185,-17.07910932868579
,,1739209613.5749204,-26.991370085610757
,,1739209613.5749223,-31.141103565318915
,,1739209613.5749242,-38.13080360867914
,,1739209613.574926,-38.13080360867914
,,1739209613.574928,-38.13080360867914
,,1739209613.5749302,-45.120503652039325
,,1739209613.574932,-38.13080360867914
,,1739209613.574934,-35.57807855764607
,,1739209613.574936,-38.13080360867914
,,1739209613.5749378,-45.120503652039325
,,1739209613.5749395,-38.13080360867914
,,1739209613.5749416,-35.57807855764607
,,1739209613.5749438,-38.13080360867914
,,1739209613.5749457,-45.120503652039325
,,1739209613.5749476,-45.120503652039325
,,1739209613.5749495,-45.120503652039325
,,1739209613.5749514,-33.981070128970906
,,1739209613.5749533,-45.120503652039325
,,1739209613.5749552,-45.120503652039325
,,1739209613.5749574,-38.13080360867914
,,1739209613.5749593,-33.981070128970906
,,1739209613.5749612,-33.981070128970906
,,1739209613.574963,-18.63690354222998
,,1739209613.574965,-38.13080360867914
,,1739209613.574967,-33.981070128970906
,,1739209613.5749688,-31.141103565318893
,,1739209613.574971,-33.98107012897096
,,1739209613.5749729,-11.202334415906805
,,1739209613.5749748,-29.438486411369357
,,1739209613.5749767,-32.816014438256545
,,1739209613.5749786,-45.120503652039325
,,1739209613.5749805,-45.120503652039325
,,1739209613.5749824,-33.981070128970906
,,1739209613.5749846,-35.57807855764607
,,1739209613.5749865,-38.13080360867914
,,1739209613.5749884,-45.120503652039325
,,1739209613.5749905,-45.120503652039325
,,1739209613.5749922,-45.120503652039325
,,1739209613.574994,-45.120503652039325
,,1739209613.574996,-45.120503652039325
,,1739209613.574998,-45.120503652039325
,,1739209613.575,-45.120503652039325
,,1739209613.575002,-38.13080360867914
,,1739209613.575004,-45.120503652039325
,,1739209613.5750058,-38.13080360867914
,,1739209613.5750077,-45.120503652039325
,,1739209613.5750096,-38.13080360867914
,,1739209613.5750115,-45.120503652039325
,,1739209613.5750136,-31.141103565318915
,,1739209613.5750155,-30.49652367304973
,,1739209613.5750177,-32.81601443825658
,,1739209613.5750194,-19.8960613169761
,,1739209613.5750213,-22.54371790334745
,,1739209613.5750234,-28.992665084841946
,,1739209613.575025,-26.487275050834725
,,1739209613.5750272,-18.521341651340787
,,1739209613.5750291,-8.704771120257536
,,1739209613.575031,-30.49652367304973
,,1739209613.575033,-45.120503652039325
,,1739209613.5750349,-38.13080360867914
,,1739209613.575037,-38.13080360867914
,,1739209613.575039,-45.120503652039325
,,1739209613.5750408,-33.981070128970906
,,1739209613.5750427,-45.120503652039325
,,1739209613.5750446,-38.13080360867914
,,1739209613.5750463,-24.589719217205094
,,1739209613.5750484,-45.120503652039325
,,1739209613.5750506,-32.816014438256545
,,1739209613.5750525,-45.120503652039325
,,1739209613.5750544,-38.13080360867914
,,1739209613.5750563,-45.120503652039325
,,1739209613.5750582,-45.120503652039325
,,1739209613.57506,-45.120503652039325
,,1739209613.575062,-38.13080360867914
,,1739209613.5750642,-32.816014438256545
,,1739209613.575066,-38.13080360867914
,,1739209613.575068,-28.992665084841946
,,1739209613.57507,-26.991370085610736
,,1739209613.5750718,-45.120503652039325
,,1739209613.5750737,-35.57807855764607
,,1739209613.5750756,-45.120503652039325
,,1739209613.5750778,-45.120503652039325
,,1739209613.5750797,-33.981070128970906
,,1739209613.5750816,-45.120503652039325
,,1739209613.5750835,-31.141103565318893
,,1739209613.5750854,-28.58837851428586
,,1739209613.5750873,-45.120503652039325
,,1739209613.5750892,-45.120503652039325
,,1739209613.5750914,-38.13080360867914
,,1739209613.5750933,-38.13080360867914
,,1739209613.5750952,-45.120503652039325
,,1739209613.575097,-45.120503652039325
,,1739209613.575099,-31.141103565318915
,,1739209613.575101,-33.981070128970906
,,1739209613.5751028,-45.120503652039325
,,1739209613.575105,-45.120503652039325
,,1739209613.5751069,-38.13080360867914
,,1739209613.5751088,-32.816014438256545
,,1739209613.575111,-32.81601443825658
,,1739209613.5751126,-20.51152522447381
,,1739209613.5751145,-32.816014438256545
,,1739209613.5751164,-28.21854285175415
,,1739209613.5751183,-28.992665084841946
,,1739209613.5751204,-22.002965041481744
