CAN Message, 0x39:051e5de3082d000d,Timestamp,Amplitude
,,1739209804.4366589,-45.120503652039325
,,1739209804.4366724,-45.120503652039325
,,1739209804.4366858,-32.816014438256545
,,1739209804.4366992,-32.816014438256545
,,1739209804.4367127,-45.120503652039325
,,1739209804.436726,-45.120503652039325
,,1739209804.4367397,-38.13080360867914
,,1739209804.436753,-35.57807855764607
,,1739209804.4367664,-45.120503652039325
,,1739209804.43678,-45.120503652039325
,,1739209804.436793,-33.981070128970906
,,1739209804.436807,-38.13080360867914
,,1739209804.4368205,-38.13080360867914
,,1739209804.436834,-35.57807855764607
,,1739209804.4368472,-38.13080360867914
,,1739209804.4368606,-45.120503652039325
,,1739209804.4368742,-38.13080360867914
,,1739209804.4368875,-45.120503652039325
,,1739209804.436901,-45.120503652039325
,,1739209804.4369144,-45.120503652039325
,,1739209804.4369278,-45.120503652039325
,,1739209804.4369414,-38.13080360867914
,,1739209804.4369547,-45.120503652039325
,,1739209804.4369683,-35.57807855764607
,,1739209804.4369817,-38.13080360867914
,,1739209804.436995,-38.13080360867914
,,1739209804.4370086,-38.13080360867914
,,1739209804.437022,-38.13080360867914
,,1739209804.4370356,-38.13080360867914
,,1739209804.437049,-38.13080360867914
,,1739209804.4370625,-38.13080360867914
,,1739209804.437076,-38.13080360867914
,,1739209804.4370892,-38.13080360867914
,,1739209804.4371028,-38.13080360867914
,,1739209804.437116,-38.13080360867914
,,1739209804.4371295,-45.120503652039325
,,1739209804.437143,-38.13080360867914
,,1739209804.4371564,-33.981070128970906
,,1739209804.43717,-33.981070128970906
,,1739209804.4371834,-45.120503652039325
,,1739209804.437197,-45.120503652039325
,,1739209804.4372103,-31.141103565318915
,,1739209804.4372237,-25.07728991421287
,,1739209804.4372373,-38.13080360867914
,,1739209804.4372506,-45.120503652039325
,,1739209804.4372642,-25.82631439489636
,,1739209804.4372776,-33.981070128970906
,,1739209804.4372911,-45.120503652039325
,,1739209804.4373045,-38.13080360867914
,,1739209804.4373178,-35.57807855764607
,,1739209804.4373314,-13.898344869311025
,,1739209804.4373448,-30.49652367304976
,,1739209804.4373584,-32.816014438256545
,,1739209804.4373715,-45.120503652039325
,,1739209804.437385,-45.120503652039325
,,1739209804.437399,-45.120503652039325
,,1739209804.437412,-45.120503652039325
,,1739209804.4374256,-38.13080360867914
,,1739209804.437439,-22.54371790334745
,,1739209804.4374523,-38.13080360867914
,,1739209804.437466,-38.13080360867914
,,1739209804.4374793,-38.13080360867914
,,1739209804.4374928,-45.120503652039325
,,1739209804.4375062,-45.120503652039325
,,1739209804.4375198,-33.981070128970906
,,1739209804.4375331,-32.816014438256545
