CAN Message, 0x150:0400e7f2a067f80c,Timestamp,Amplitude
,,1739209813.3496366,-45.120503652039325
,,1739209813.3496425,-45.120503652039325
,,1739209813.349648,-38.13080360867914
,,1739209813.3496535,-45.120503652039325
,,1739209813.3496592,-32.816014438256545
,,1739209813.349665,-38.13080360867914
,,1739209813.3496706,-45.120503652039325
,,1739209813.3496764,-38.13080360867914
,,1739209813.349682,-45.120503652039325
,,1739209813.3496878,-38.13080360867914
,,1739209813.3496933,-45.120503652039325
,,1739209813.349699,-35.57807855764607
,,1739209813.3497047,-45.120503652039325
,,1739209813.3497105,-38.13080360867914
,,1739209813.3497162,-38.13080360867914
,,1739209813.3497217,-38.13080360867914
,,1739209813.3497274,-45.120503652039325
,,1739209813.349733,-38.13080360867914
,,1739209813.3497388,-32.816014438256545
,,1739209813.3497446,-38.13080360867914
,,1739209813.34975,-45.120503652039325
,,1739209813.3497558,-45.120503652039325
,,1739209813.3497615,-38.13080360867914
,,1739209813.3497672,-38.13080360867914
,,1739209813.349773,-45.120503652039325
,,1739209813.349779,-33.981070128970906
,,1739209813.349784,-38.13080360867914
,,1739209813.34979,-45.120503652039325
,,1739209813.3497956,-45.120503652039325
,,1739209813.3498013,-38.13080360867914
,,1739209813.349807,-38.13080360867914
,,1739209813.3498125,-38.13080360867914
,,1739209813.3498182,-45.120503652039325
,,1739209813.349824,-45.120503652039325
,,1739209813.3498297,-38.13080360867914
,,1739209813.3498354,-38.13080360867914
,,1739209813.3498409,-45.120503652039325
,,1739209813.3498466,-45.120503652039325
,,1739209813.3498523,-38.13080360867914
,,1739209813.349858,-45.120503652039325
,,1739209813.3498638,-38.13080360867914
,,1739209813.3498695,-35.57807855764607
,,1739209813.349875,-38.13080360867914
,,1739209813.3498807,-45.120503652039325
,,1739209813.3498864,-38.13080360867914
,,1739209813.349892,-38.13080360867914
,,1739209813.349898,-45.120503652039325
,,1739209813.349903,-45.120503652039325
,,1739209813.349909,-38.13080360867914
,,1739209813.3499148,-35.57807855764607
,,1739209813.3499205,-12.441749458850314
,,1739209813.3499262,-45.120503652039325
,,1739209813.3499317,-38.13080360867914
,,1739209813.3499374,-45.120503652039325
,,1739209813.3499432,-38.13080360867914
,,1739209813.349949,-45.120503652039325
,,1739209813.3499546,-45.120503652039325
,,1739209813.3499603,-32.816014438256545
,,1739209813.3499658,-38.13080360867914
,,1739209813.3499715,-38.13080360867914
,,1739209813.3499773,-38.13080360867914
,,1739209813.349983,-32.816014438256545
,,1739209813.3499887,-45.120503652039325
,,1739209813.3499942,-38.13080360867914
,,1739209813.35,-38.13080360867914
,,1739209813.3500056,-25.82631439489636
,,1739209813.350011,-38.13080360867914
,,1739209813.350017,-38.13080360867914
,,1739209813.3500226,-35.57807855764607
,,1739209813.3500285,-33.981070128970906
,,1739209813.350034,-45.120503652039325
