CAN Message, 0x24:023de23339658b2f,Timestamp,Amplitude
,,1739209822.813377,-32.816014438256545
,,1739209822.8133824,-28.992665084841946
,,1739209822.813388,-28.992665084841946
,,1739209822.8133934,-26.487275050834715
,,1739209822.8133988,-25.62660358559016
,,1739209822.8134043,-31.141103565318943
,,1739209822.8134098,-28.58837851428586
,,1739209822.8134153,-25.62660358559016
,,1739209822.8134208,-28.218542851754165
,,1739209822.8134265,-32.816014438256545
,,1739209822.8134315,-45.120503652039325
,,1739209822.8134372,-28.58837851428586
,,1739209822.8134427,-27.267205301931607
,,1739209822.8134482,-35.57807855764607
,,1739209822.8134537,-45.120503652039325
,,1739209822.8134592,-32.816014438256545
,,1739209822.8134646,-24.589719217205094
,,1739209822.81347,-32.81601443825658
,,1739209822.8134756,-45.120503652039325
,,1739209822.813481,-29.438486411369333
,,1739209822.8134866,-45.120503652039325
,,1739209822.813492,-45.120503652039325
,,1739209822.8134975,-31.141103565318915
,,1739209822.813503,-45.120503652039325
,,1739209822.8135085,-45.120503652039325
,,1739209822.813514,-23.75329798047522
,,1739209822.8135197,-20.6957059613948
,,1739209822.813525,-24.15140352195872
,,1739209822.8135304,-26.99137008561072
,,1739209822.813536,-25.826314394896357
,,1739209822.8135414,-45.120503652039325
,,1739209822.813547,-31.141103565318915
,,1739209822.8135524,-27.8777449560314
,,1739209822.813558,-28.992665084841946
,,1739209822.813563,-38.13080360867914
,,1739209822.8135688,-28.21854285175415
,,1739209822.8135743,-29.438486411369333
,,1739209822.8135798,-38.13080360867914
,,1739209822.8135853,-25.62660358559016
,,1739209822.8135908,-38.13080360867914
,,1739209822.8135962,-38.13080360867914
,,1739209822.8136015,-26.991370085610736
,,1739209822.8136072,-38.13080360867914
,,1739209822.8136127,-45.120503652039325
,,1739209822.8136182,-45.120503652039325
,,1739209822.8136237,-38.13080360867914
,,1739209822.8136292,-33.981070128970906
,,1739209822.8136344,-35.57807855764607
,,1739209822.81364,-27.87774495603143
,,1739209822.8136454,-17.56938098808858
,,1739209822.8136508,-13.087454490654462
,,1739209822.8136563,-29.43848641136937
,,1739209822.8136618,-38.13080360867914
,,1739209822.8136673,-38.13080360867914
,,1739209822.8136728,-38.13080360867914
,,1739209822.8136785,-35.57807855764607
,,1739209822.8136835,-25.82631439489636
,,1739209822.8136892,-33.981070128970906
,,1739209822.8136947,-38.13080360867914
,,1739209822.8137002,-38.13080360867914
,,1739209822.8137057,-35.57807855764607
,,1739209822.8137112,-38.13080360867914
,,1739209822.813717,-38.13080360867914
,,1739209822.813722,-45.120503652039325
,,1739209822.8137276,-33.981070128970906
,,1739209822.813733,-33.981070128970906
,,1739209822.8137386,-45.120503652039325
,,1739209822.813744,-45.120503652039325
,,1739209822.8137496,-28.992665084841946
,,1739209822.813755,-38.13080360867914
,,1739209822.8137605,-45.120503652039325
,,1739209822.813766,-45.120503652039325
,,1739209822.8137715,-31.141103565318915
,,1739209822.813777,-21.522148828640407
,,1739209822.8137825,-26.035653463252824
,,1739209822.813788,-28.21854285175415
,,1739209822.8137934,-38.13080360867914
,,1739209822.813799,-23.50682362968953
,,1739209822.8138044,-10.863531518413378
