CAN Message, 0x24:054799c05992e3d6,Timestamp,Amplitude
,,1739209644.8372123,-38.13080360867914
,,1739209644.8372147,-45.120503652039325
,,1739209644.837217,-45.120503652039325
,,1739209644.8372192,-38.13080360867914
,,1739209644.8372216,-38.13080360867914
,,1739209644.837224,-38.13080360867914
,,1739209644.8372264,-38.13080360867914
,,1739209644.8372288,-28.992665084841946
,,1739209644.8372312,-33.981070128970906
,,1739209644.8372335,-45.120503652039325
,,1739209644.837236,-38.13080360867914
,,1739209644.8372383,-38.13080360867914
,,1739209644.8372407,-38.13080360867914
,,1739209644.837243,-38.13080360867914
,,1739209644.8372457,-45.120503652039325
,,1739209644.8372478,-33.981070128970906
,,1739209644.8372502,-38.13080360867914
,,1739209644.8372526,-38.13080360867914
,,1739209644.837255,-38.13080360867914
,,1739209644.8372574,-45.120503652039325
,,1739209644.8372598,-45.120503652039325
,,1739209644.8372622,-38.13080360867914
,,1739209644.8372643,-35.57807855764607
,,1739209644.837267,-38.13080360867914
,,1739209644.8372693,-45.120503652039325
,,1739209644.8372717,-38.13080360867914
,,1739209644.837274,-45.120503652039325
,,1739209644.8372765,-45.120503652039325
,,1739209644.8372788,-45.120503652039325
,,1739209644.8372812,-45.120503652039325
,,1739209644.8372836,-45.120503652039325
,,1739209644.837286,-38.13080360867914
,,1739209644.8372884,-45.120503652039325
,,1739209644.8372908,-45.120503652039325
,,1739209644.8372931,-38.13080360867914
,,1739209644.8372955,-38.13080360867914
,,1739209644.837298,-45.120503652039325
,,1739209644.8373003,-38.13080360867914
,,1739209644.8373027,-38.13080360867914
,,1739209644.837305,-45.120503652039325
,,1739209644.8373077,-38.13080360867914
,,1739209644.8373098,-35.57807855764607
,,1739209644.8373122,-45.120503652039325
,,1739209644.8373146,-45.120503652039325
,,1739209644.837317,-45.120503652039325
,,1739209644.8373194,-38.13080360867914
,,1739209644.8373218,-38.13080360867914
,,1739209644.837324,-35.57807855764607
,,1739209644.8373263,-33.981070128970906
,,1739209644.837329,-25.826314394896357
,,1739209644.8373313,-9.871352176640624
,,1739209644.8373337,-16.6881758710592
,,1739209644.837336,-25.077289914212862
,,1739209644.8373384,-38.13080360867914
,,1739209644.8373408,-33.981070128970906
,,1739209644.8373432,-45.120503652039325
,,1739209644.8373456,-38.13080360867914
,,1739209644.837348,-38.13080360867914
,,1739209644.8373504,-45.120503652039325
,,1739209644.8373528,-35.57807855764607
,,1739209644.8373551,-31.141103565318915
,,1739209644.8373575,-38.13080360867914
,,1739209644.83736,-38.13080360867914
,,1739209644.8373623,-45.120503652039325
,,1739209644.837365,-38.13080360867914
,,1739209644.837367,-38.13080360867914
,,1739209644.8373694,-38.13080360867914
,,1739209644.8373718,-38.13080360867914
,,1739209644.8373742,-38.13080360867914
,,1739209644.8373766,-38.13080360867914
,,1739209644.837379,-45.120503652039325
,,1739209644.8373814,-32.816014438256545
,,1739209644.8373835,-31.141103565318915
,,1739209644.837386,-33.981070128970906
,,1739209644.8373885,-17.331758932011894
,,1739209644.837391,-30.49652367304973
,,1739209644.8373933,-45.120503652039325
,,1739209644.8373957,-45.120503652039325
,,1739209644.837398,-35.57807855764607
,,1739209644.8374004,-11.139366734734269
,,1739209644.8374028,-25.077289914212862
,,1739209644.8374052,-33.981070128970906
,,1739209644.8374076,-33.981070128970906
,,1739209644.83741,-38.13080360867914
,,1739209644.8374124,-25.826314394896357
,,1739209644.8374147,-38.13080360867914
,,1739209644.8374171,-45.120503652039325
,,1739209644.8374195,-45.120503652039325
,,1739209644.837422,-33.981070128970906
,,1739209644.8374245,-28.992665084841946
,,1739209644.837427,-45.120503652039325
,,1739209644.837429,-45.120503652039325
,,1739209644.8374314,-28.21854285175415
,,1739209644.8374338,-31.141103565318893
,,1739209644.8374362,-45.120503652039325
,,1739209644.8374386,-38.13080360867914
,,1739209644.837441,-32.816014438256545
,,1739209644.8374434,-31.141103565318915
,,1739209644.8374455,-45.120503652039325
,,1739209644.837448,-38.13080360867914
,,1739209644.8374505,-38.13080360867914
,,1739209644.837453,-38.13080360867914
,,1739209644.8374553,-31.141103565318915
,,1739209644.8374577,-17.724780207538373
,,1739209644.83746,-26.99137008561072
,,1739209644.8374624,-29.43848641136937
,,1739209644.8374648,-26.487275050834715
,,1739209644.8374672,-23.506823629689546
,,1739209644.8374696,-8.64569592030253
,,1739209644.837472,-35.57807855764607
,,1739209644.8374743,-45.120503652039325
,,1739209644.8374767,-45.120503652039325
,,1739209644.837479,-38.13080360867914
,,1739209644.8374815,-45.120503652039325
,,1739209644.837484,-35.57807855764607
,,1739209644.8374865,-38.13080360867914
,,1739209644.837489,-45.120503652039325
,,1739209644.837491,-26.03565346325281
,,1739209644.8374934,-31.141103565318915
,,1739209644.8374958,-45.120503652039325
,,1739209644.8374982,-26.487275050834715
,,1739209644.8375006,-26.99137008561072
,,1739209644.837503,-45.120503652039325
,,1739209644.837505,-38.13080360867914
,,1739209644.8375075,-38.13080360867914
,,1739209644.83751,-45.120503652039325
,,1739209644.8375125,-38.13080360867914
,,1739209644.8375149,-26.991370085610747
,,1739209644.8375173,-28.992665084841946
,,1739209644.8375196,-31.141103565318893
,,1739209644.837522,-45.120503652039325
,,1739209644.8375244,-45.120503652039325
,,1739209644.8375268,-31.141103565318893
,,1739209644.8375292,-35.57807855764607
,,1739209644.8375316,-45.120503652039325
,,1739209644.837534,-45.120503652039325
,,1739209644.8375363,-45.120503652039325
,,1739209644.8375387,-45.120503652039325
