CAN Message, 0x1a7:0000b8c7831576df,Timestamp,Amplitude
,,1739209683.8383875,-32.816014438256545
,,1739209683.8383942,-33.981070128970906
,,1739209683.8384004,-45.120503652039325
,,1739209683.8384068,-45.120503652039325
,,1739209683.838413,-45.120503652039325
,,1739209683.8384194,-38.13080360867914
,,1739209683.838426,-38.13080360867914
,,1739209683.838432,-45.120503652039325
,,1739209683.8384385,-38.13080360867914
,,1739209683.838445,-38.13080360867914
,,1739209683.8384511,-35.57807855764607
,,1739209683.8384576,-45.120503652039325
,,1739209683.8384638,-38.13080360867914
,,1739209683.8384702,-38.13080360867914
,,1739209683.838477,-45.120503652039325
,,1739209683.8384829,-38.13080360867914
,,1739209683.8384893,-45.120503652039325
,,1739209683.8384955,-38.13080360867914
,,1739209683.838502,-35.57807855764607
,,1739209683.8385084,-38.13080360867914
,,1739209683.8385146,-45.120503652039325
,,1739209683.838521,-38.13080360867914
,,1739209683.8385274,-38.13080360867914
,,1739209683.8385336,-45.120503652039325
,,1739209683.83854,-45.120503652039325
,,1739209683.8385465,-45.120503652039325
,,1739209683.8385527,-38.13080360867914
,,1739209683.8385592,-45.120503652039325
,,1739209683.838565,-45.120503652039325
,,1739209683.8385718,-31.14110356531892
,,1739209683.8385782,-33.981070128970906
,,1739209683.8385844,-33.981070128970906
,,1739209683.8385909,-45.120503652039325
,,1739209683.838597,-38.13080360867914
,,1739209683.8386035,-38.13080360867914
,,1739209683.83861,-38.13080360867914
,,1739209683.838616,-38.13080360867914
,,1739209683.8386226,-31.141103565318915
,,1739209683.8386288,-38.13080360867914
,,1739209683.8386352,-35.57807855764607
,,1739209683.8386416,-38.13080360867914
,,1739209683.8386478,-38.13080360867914
,,1739209683.8386545,-33.981070128970906
,,1739209683.8386607,-45.120503652039325
,,1739209683.838667,-45.120503652039325
,,1739209683.8386734,-32.816014438256545
,,1739209683.8386796,-33.981070128970906
,,1739209683.838686,-45.120503652039325
,,1739209683.8386924,-45.120503652039325
,,1739209683.8386986,-45.120503652039325
,,1739209683.838705,-20.001670042250552
,,1739209683.8387115,-28.21854285175415
,,1739209683.8387177,-45.120503652039325
,,1739209683.838724,-38.13080360867914
,,1739209683.8387303,-45.120503652039325
,,1739209683.8387368,-38.13080360867914
,,1739209683.8387432,-45.120503652039325
,,1739209683.8387494,-33.981070128970906
,,1739209683.8387558,-38.13080360867914
,,1739209683.838762,-38.13080360867914
,,1739209683.8387685,-38.13080360867914
,,1739209683.838775,-33.981070128970906
,,1739209683.838781,-32.816014438256545
,,1739209683.8387876,-45.120503652039325
,,1739209683.838794,-45.120503652039325
,,1739209683.8388002,-33.981070128970906
,,1739209683.8388066,-35.57807855764607
,,1739209683.8388128,-45.120503652039325
,,1739209683.8388193,-38.13080360867914
,,1739209683.8388257,-31.141103565318915
,,1739209683.838832,-38.13080360867914
,,1739209683.8388383,-38.13080360867914
,,1739209683.8388448,-38.13080360867914
,,1739209683.838851,-45.120503652039325
,,1739209683.8388574,-35.57807855764607
,,1739209683.8388636,-38.13080360867914
,,1739209683.83887,-45.120503652039325
,,1739209683.8388765,-45.120503652039325
,,1739209683.8388827,-33.981070128970906
,,1739209683.8388891,-29.438486411369357
,,1739209683.838895,-38.13080360867914
,,1739209683.8389018,-33.981070128970906
,,1739209683.8389082,-31.141103565318915
,,1739209683.8389144,-45.120503652039325
,,1739209683.8389208,-45.120503652039325
,,1739209683.8389273,-33.981070128970906
,,1739209683.8389337,-31.141103565318893
,,1739209683.83894,-38.13080360867914
,,1739209683.838946,-38.13080360867914
,,1739209683.8389523,-38.13080360867914
,,1739209683.838959,-32.816014438256545
,,1739209683.8389652,-38.13080360867914
,,1739209683.8389716,-45.120503652039325
,,1739209683.8389778,-45.120503652039325
,,1739209683.8389845,-38.13080360867914
,,1739209683.8389907,-45.120503652039325
,,1739209683.838997,-38.13080360867914
,,1739209683.839003,-38.13080360867914
,,1739209683.8390098,-31.141103565318943
,,1739209683.839016,-45.120503652039325
,,1739209683.8390224,-38.13080360867914
,,1739209683.8390286,-45.120503652039325
,,1739209683.839035,-26.991370085610747
,,1739209683.8390417,-17.245898906855142
,,1739209683.8390477,-45.120503652039325
,,1739209683.839054,-45.120503652039325
,,1739209683.8390603,-27.267205301931607
,,1739209683.8390667,-19.45023999044868
,,1739209683.8390732,-8.907701976535144
,,1739209683.8390794,-31.141103565318915
,,1739209683.8390858,-26.991370085610736
,,1739209683.8390925,-38.13080360867914
,,1739209683.8390985,-45.120503652039325
,,1739209683.839105,-38.13080360867914
,,1739209683.839111,-45.120503652039325
,,1739209683.8391175,-45.120503652039325
,,1739209683.839124,-38.13080360867914
,,1739209683.8391302,-25.82631439489636
,,1739209683.8391366,-23.75329798047522
,,1739209683.839143,-38.13080360867914
,,1739209683.8391492,-35.57807855764607
,,1739209683.8391557,-32.816014438256545
,,1739209683.839162,-38.13080360867914
,,1739209683.8391683,-45.120503652039325
,,1739209683.8391747,-38.13080360867914
,,1739209683.839181,-45.120503652039325
,,1739209683.8391874,-45.120503652039325
,,1739209683.8391938,-17.85323156177357
,,1739209683.8392,-30.49652367304973
,,1739209683.8392065,-38.13080360867914
,,1739209683.839213,-28.21854285175415
,,1739209683.839219,-38.13080360867914
,,1739209683.8392255,-45.120503652039325
,,1739209683.8392315,-45.120503652039325
,,1739209683.8392382,-45.120503652039325
,,1739209683.8392444,-38.13080360867914
,,1739209683.8392508,-45.120503652039325
,,1739209683.8392572,-45.120503652039325
,,1739209683.8392634,-38.13080360867914
,,1739209683.83927,-32.816014438256545
,,1739209683.8392763,-45.120503652039325
,,1739209683.8392825,-38.13080360867914
,,1739209683.839289,-38.13080360867914
