CAN Message, 0x39:0bff87a0068cb3b0,Timestamp,Amplitude
,,1739209749.4157844,-35.57807855764607
,,1739209749.4157894,-38.13080360867914
,,1739209749.4157944,-38.13080360867914
,,1739209749.4157996,-45.120503652039325
,,1739209749.4158046,-38.13080360867914
,,1739209749.41581,-26.99137008561072
,,1739209749.4158149,-31.141103565318915
,,1739209749.41582,-45.120503652039325
,,1739209749.4158251,-38.13080360867914
,,1739209749.41583,-30.49652367304973
,,1739209749.4158354,-35.57807855764607
,,1739209749.4158404,-45.120503652039325
,,1739209749.4158456,-32.816014438256545
,,1739209749.4158506,-31.141103565318943
,,1739209749.4158556,-45.120503652039325
,,1739209749.415861,-45.120503652039325
,,1739209749.415866,-45.120503652039325
,,1739209749.4158711,-31.141103565318915
,,1739209749.4158762,-32.816014438256545
,,1739209749.4158812,-45.120503652039325
,,1739209749.4158864,-45.120503652039325
,,1739209749.4158914,-45.120503652039325
,,1739209749.415897,-45.120503652039325
,,1739209749.4159017,-45.120503652039325
,,1739209749.415907,-38.13080360867914
,,1739209749.415912,-38.13080360867914
,,1739209749.415917,-45.120503652039325
,,1739209749.4159222,-45.120503652039325
,,1739209749.4159272,-38.13080360867914
,,1739209749.4159324,-35.57807855764607
,,1739209749.4159374,-38.13080360867914
,,1739209749.4159424,-45.120503652039325
,,1739209749.4159477,-38.13080360867914
,,1739209749.4159527,-38.13080360867914
,,1739209749.415958,-38.13080360867914
,,1739209749.415963,-38.13080360867914
,,1739209749.415968,-38.13080360867914
,,1739209749.4159732,-35.57807855764607
,,1739209749.4159782,-33.981070128970906
,,1739209749.4159834,-45.120503652039325
,,1739209749.4159884,-38.13080360867914
,,1739209749.4159937,-32.816014438256545
,,1739209749.4159987,-33.981070128970906
,,1739209749.4160037,-45.120503652039325
,,1739209749.416009,-33.981070128970906
,,1739209749.416014,-38.13080360867914
,,1739209749.4160192,-45.120503652039325
,,1739209749.4160242,-33.981070128970906
,,1739209749.4160292,-38.13080360867914
,,1739209749.4160345,-23.75329798047523
,,1739209749.4160397,-17.389956718396665
,,1739209749.4160447,-38.13080360867914
,,1739209749.4160497,-45.120503652039325
,,1739209749.4160547,-25.826314394896357
,,1739209749.41606,-17.724780207538373
,,1739209749.416065,-9.698475827699006
,,1739209749.4160702,-27.267205301931607
,,1739209749.4160752,-45.120503652039325
,,1739209749.4160805,-33.981070128970906
,,1739209749.4160855,-45.120503652039325
,,1739209749.4160905,-38.13080360867914
,,1739209749.4160955,-38.13080360867914
,,1739209749.4161007,-31.141103565318915
,,1739209749.416106,-38.13080360867914
,,1739209749.416111,-38.13080360867914
,,1739209749.416116,-38.13080360867914
,,1739209749.4161212,-33.981070128970906
