CAN Message, 0x1a7:0000e0bc38968105,Timestamp,Amplitude
,,1739209706.3424768,-38.13080360867914
,,1739209706.3424785,-35.57807855764607
,,1739209706.34248,-45.120503652039325
,,1739209706.3424816,-45.120503652039325
,,1739209706.342483,-45.120503652039325
,,1739209706.3424847,-45.120503652039325
,,1739209706.342486,-45.120503652039325
,,1739209706.3424878,-45.120503652039325
,,1739209706.3424892,-45.120503652039325
,,1739209706.342491,-45.120503652039325
,,1739209706.3424926,-32.816014438256545
,,1739209706.342494,-38.13080360867914
,,1739209706.3424957,-45.120503652039325
,,1739209706.342497,-38.13080360867914
,,1739209706.3424988,-32.816014438256545
,,1739209706.3425004,-38.13080360867914
,,1739209706.342502,-45.120503652039325
,,1739209706.3425035,-45.120503652039325
,,1739209706.342505,-45.120503652039325
,,1739209706.3425066,-45.120503652039325
,,1739209706.342508,-38.13080360867914
,,1739209706.3425095,-38.13080360867914
,,1739209706.3425114,-45.120503652039325
,,1739209706.3425128,-38.13080360867914
,,1739209706.3425145,-38.13080360867914
,,1739209706.342516,-45.120503652039325
,,1739209706.3425176,-38.13080360867914
,,1739209706.3425193,-45.120503652039325
,,1739209706.3425207,-38.13080360867914
,,1739209706.3425224,-38.13080360867914
,,1739209706.3425238,-38.13080360867914
,,1739209706.3425255,-45.120503652039325
,,1739209706.342527,-45.120503652039325
,,1739209706.3425286,-45.120503652039325
,,1739209706.3425305,-45.120503652039325
,,1739209706.3425317,-38.13080360867914
,,1739209706.342533,-38.13080360867914
,,1739209706.3425348,-45.120503652039325
,,1739209706.3425364,-38.13080360867914
,,1739209706.342538,-32.816014438256545
,,1739209706.3425395,-38.13080360867914
,,1739209706.3425412,-38.13080360867914
,,1739209706.3425426,-38.13080360867914
,,1739209706.3425443,-31.141103565318915
,,1739209706.3425455,-38.13080360867914
,,1739209706.3425474,-35.57807855764607
,,1739209706.342549,-45.120503652039325
,,1739209706.3425505,-45.120503652039325
,,1739209706.3425522,-31.141103565318893
,,1739209706.3425536,-45.120503652039325
,,1739209706.3425553,-13.60680514956469
,,1739209706.342557,-19.00327057196587
,,1739209706.3425584,-45.120503652039325
,,1739209706.34256,-32.816014438256545
,,1739209706.3425615,-45.120503652039325
,,1739209706.3425632,-45.120503652039325
,,1739209706.3425646,-45.120503652039325
,,1739209706.3425665,-38.13080360867914
,,1739209706.342568,-35.57807855764607
,,1739209706.3425694,-35.57807855764607
,,1739209706.342571,-45.120503652039325
,,1739209706.3425725,-45.120503652039325
,,1739209706.342574,-35.57807855764607
,,1739209706.3425758,-28.992665084841946
,,1739209706.3425772,-38.13080360867914
,,1739209706.342579,-45.120503652039325
,,1739209706.3425803,-33.981070128970906
,,1739209706.342582,-24.589719217205094
,,1739209706.3425834,-31.141103565318915
,,1739209706.342585,-38.13080360867914
,,1739209706.3425868,-38.13080360867914
,,1739209706.3425882,-31.141103565318915
,,1739209706.34259,-38.13080360867914
,,1739209706.3425913,-45.120503652039325
,,1739209706.342593,-20.82298085201522
,,1739209706.3425946,-29.438486411369357
,,1739209706.342596,-32.816014438256545
,,1739209706.3425975,-33.981070128970906
,,1739209706.3425992,-38.13080360867914
,,1739209706.3426008,-11.33107666590492
,,1739209706.3426025,-28.58837851428586
,,1739209706.342604,-38.13080360867914
,,1739209706.3426056,-45.120503652039325
,,1739209706.342607,-28.218542851754165
,,1739209706.3426087,-31.141103565318915
,,1739209706.34261,-33.981070128970906
,,1739209706.3426118,-45.120503652039325
,,1739209706.3426137,-45.120503652039325
,,1739209706.342615,-45.120503652039325
,,1739209706.3426166,-45.120503652039325
,,1739209706.342618,-45.120503652039325
,,1739209706.3426197,-45.120503652039325
,,1739209706.342621,-45.120503652039325
,,1739209706.3426228,-45.120503652039325
,,1739209706.3426244,-38.13080360867914
,,1739209706.342626,-33.981070128970906
,,1739209706.3426275,-45.120503652039325
,,1739209706.342629,-45.120503652039325
,,1739209706.3426306,-45.120503652039325
,,1739209706.3426323,-31.141103565318915
,,1739209706.3426335,-33.981070128970906
,,1739209706.3426354,-35.57807855764607
,,1739209706.3426368,-45.120503652039325
,,1739209706.3426385,-33.981070128970906
,,1739209706.34264,-27.267205301931607
,,1739209706.3426416,-45.120503652039325
,,1739209706.3426433,-45.120503652039325
,,1739209706.3426447,-27.87774495603141
,,1739209706.3426464,-21.4469444417791
,,1739209706.3426478,-38.13080360867914
,,1739209706.3426497,-45.120503652039325
,,1739209706.3426511,-45.120503652039325
,,1739209706.3426526,-38.13080360867914
,,1739209706.3426542,-45.120503652039325
,,1739209706.3426557,-38.13080360867914
,,1739209706.342657,-45.120503652039325
,,1739209706.3426588,-45.120503652039325
,,1739209706.3426604,-21.676580915188183
,,1739209706.342662,-31.141103565318915
,,1739209706.3426635,-38.13080360867914
,,1739209706.3426652,-33.981070128970906
,,1739209706.3426666,-45.120503652039325
,,1739209706.3426683,-45.120503652039325
,,1739209706.34267,-45.120503652039325
,,1739209706.3426714,-27.267205301931607
,,1739209706.342673,-28.58837851428586
,,1739209706.3426745,-31.141103565318943
,,1739209706.3426762,-9.14245522799636
,,1739209706.3426776,-35.57807855764607
,,1739209706.3426793,-38.13080360867914
,,1739209706.342681,-38.13080360867914
,,1739209706.3426824,-45.120503652039325
,,1739209706.342684,-45.120503652039325
,,1739209706.3426857,-45.120503652039325
,,1739209706.3426871,-38.13080360867914
,,1739209706.3426888,-38.13080360867914
,,1739209706.3426902,-33.98107012897096
,,1739209706.342692,-45.120503652039325
,,1739209706.342693,-45.120503652039325
,,1739209706.342695,-38.13080360867914
,,1739209706.342697,-22.44878636800916
,,1739209706.342698,-32.816014438256545
,,1739209706.3426998,-45.120503652039325
,,1739209706.3427012,-38.13080360867914
,,1739209706.3427029,-33.98107012897096
,,1739209706.3427043,-38.13080360867914
,,1739209706.342706,-45.120503652039325
,,1739209706.3427076,-38.13080360867914
,,1739209706.342709,-26.99137008561072
,,1739209706.3427107,-45.120503652039325
,,1739209706.3427122,-28.58837851428586
