CAN Message, 0x150:0000c8352d86cec4,Timestamp,Amplitude
,,1739209783.6695228,-45.120503652039325
,,1739209783.6695297,-38.13080360867914
,,1739209783.6695368,-38.13080360867914
,,1739209783.669544,-45.120503652039325
,,1739209783.669551,-45.120503652039325
,,1739209783.669558,-38.13080360867914
,,1739209783.6695652,-38.13080360867914
,,1739209783.669572,-45.120503652039325
,,1739209783.6695793,-27.267205301931607
,,1739209783.6695862,-25.25278630937684
,,1739209783.669593,-45.120503652039325
,,1739209783.6696005,-45.120503652039325
,,1739209783.6696074,-45.120503652039325
,,1739209783.6696146,-45.120503652039325
,,1739209783.6696217,-38.13080360867914
,,1739209783.6696286,-45.120503652039325
,,1739209783.6696358,-32.816014438256545
,,1739209783.669643,-24.746238672633048
,,1739209783.6696498,-45.120503652039325
,,1739209783.669657,-45.120503652039325
,,1739209783.669664,-32.816014438256545
,,1739209783.669671,-35.57807855764607
,,1739209783.6696782,-22.84163660590255
,,1739209783.6696851,-38.13080360867914
,,1739209783.6696925,-45.120503652039325
,,1739209783.6696994,-45.120503652039325
,,1739209783.6697063,-32.816014438256545
,,1739209783.6697135,-38.13080360867914
,,1739209783.6697206,-38.13080360867914
,,1739209783.6697276,-31.141103565318893
,,1739209783.6697347,-45.120503652039325
,,1739209783.669742,-45.120503652039325
,,1739209783.6697488,-45.120503652039325
,,1739209783.669756,-38.13080360867914
,,1739209783.6697628,-45.120503652039325
,,1739209783.66977,-45.120503652039325
,,1739209783.6697772,-45.120503652039325
,,1739209783.669784,-45.120503652039325
,,1739209783.6697912,-32.816014438256545
,,1739209783.6697984,-45.120503652039325
,,1739209783.6698053,-38.13080360867914
,,1739209783.6698124,-45.120503652039325
,,1739209783.6698196,-45.120503652039325
,,1739209783.6698265,-38.13080360867914
,,1739209783.6698337,-45.120503652039325
,,1739209783.6698406,-26.991370085610747
,,1739209783.6698475,-23.506823629689546
,,1739209783.6698549,-38.13080360867914
,,1739209783.6698618,-45.120503652039325
,,1739209783.669869,-26.99137008561072
,,1739209783.669876,-18.75562468850564
,,1739209783.669883,-14.962716088148875
,,1739209783.6698902,-26.487275050834715
,,1739209783.6698973,-45.120503652039325
,,1739209783.6699042,-38.13080360867914
,,1739209783.6699114,-38.13080360867914
,,1739209783.6699183,-45.120503652039325
,,1739209783.6699257,-23.273589343863303
,,1739209783.6699326,-32.816014438256545
,,1739209783.6699395,-45.120503652039325
,,1739209783.669947,-28.992665084841946
,,1739209783.6699538,-29.438486411369333
,,1739209783.6699607,-38.13080360867914
,,1739209783.669968,-45.120503652039325
,,1739209783.669975,-45.120503652039325
,,1739209783.669982,-26.487275050834715
,,1739209783.669989,-33.981070128970906
,,1739209783.6699965,-33.981070128970906
,,1739209783.6700032,-29.438486411369347
,,1739209783.6700103,-18.08758987085268
,,1739209783.6700172,-9.138071735503068
,,1739209783.6700244,-33.98107012897096
,,1739209783.6700315,-33.981070128970906
,,1739209783.6700385,-38.13080360867914
,,1739209783.6700456,-38.13080360867914
,,1739209783.6700528,-32.816014438256545
,,1739209783.6700597,-45.120503652039325
,,1739209783.6700668,-28.58837851428586
,,1739209783.670074,-32.816014438256545
,,1739209783.670081,-45.120503652039325
,,1739209783.670088,-38.13080360867914
,,1739209783.670095,-38.13080360867914
,,1739209783.670102,-45.120503652039325
,,1739209783.6701093,-31.141103565318915
,,1739209783.6701162,-33.981070128970906
,,1739209783.670123,-28.992665084841946
,,1739209783.6701305,-25.82631439489636
,,1739209783.6701374,-38.13080360867914
,,1739209783.6701446,-38.13080360867914
,,1739209783.6701517,-38.13080360867914
,,1739209783.6701586,-38.13080360867914
,,1739209783.6701658,-45.120503652039325
,,1739209783.6701727,-33.981070128970906
,,1739209783.6701798,-28.992665084841967
,,1739209783.670187,-29.438486411369357
,,1739209783.670194,-31.141103565318893
,,1739209783.670201,-35.57807855764607
,,1739209783.6702082,-38.13080360867914
,,1739209783.6702151,-21.676580915188183
,,1739209783.6702223,-18.0533258286717
,,1739209783.6702294,-38.13080360867914
,,1739209783.6702363,-38.13080360867914
,,1739209783.6702435,-33.981070128970906
,,1739209783.670251,-38.13080360867914
,,1739209783.6702576,-38.13080360867914
,,1739209783.6702647,-38.13080360867914
,,1739209783.6702716,-27.87774495603141
,,1739209783.6702788,-35.57807855764607
,,1739209783.670286,-45.120503652039325
,,1739209783.6702929,-38.13080360867914
,,1739209783.6703,-45.120503652039325
,,1739209783.6703072,-45.120503652039325
,,1739209783.670314,-45.120503652039325
,,1739209783.6703212,-45.120503652039325
,,1739209783.6703284,-45.120503652039325
,,1739209783.6703353,-45.120503652039325
,,1739209783.6703424,-31.141103565318915
,,1739209783.6703494,-23.75329798047522
,,1739209783.6703565,-20.001670042250552
,,1739209783.6703637,-33.981070128970906
,,1739209783.6703706,-28.992665084841946
,,1739209783.6703775,-27.267205301931607
,,1739209783.670385,-15.554017859987257
,,1739209783.6703918,-11.411673484263233
,,1739209783.670399,-28.58837851428589
,,1739209783.670406,-31.141103565318915
,,1739209783.670413,-28.992665084841946
,,1739209783.6704202,-25.25278630937684
,,1739209783.670427,-45.120503652039325
,,1739209783.6704342,-45.120503652039325
,,1739209783.6704414,-33.981070128970906
,,1739209783.6704483,-45.120503652039325
,,1739209783.6704557,-12.285230003422354
,,1739209783.6704626,-20.822980852015213
,,1739209783.6704695,-38.13080360867914
,,1739209783.670477,-28.992665084841946
,,1739209783.6704838,-45.120503652039325
