CAN Message, 0x1bb:000044b7dc8a8ec9,Timestamp,Amplitude
,,1739209623.144703,-38.13080360867914
,,1739209623.1447072,-45.120503652039325
,,1739209623.1447115,-45.120503652039325
,,1739209623.1447165,-35.57807855764607
,,1739209623.144721,-33.981070128970906
,,1739209623.1447256,-38.13080360867914
,,1739209623.14473,-33.981070128970906
,,1739209623.1447346,-45.120503652039325
,,1739209623.1447392,-45.120503652039325
,,1739209623.144744,-45.120503652039325
,,1739209623.1447484,-45.120503652039325
,,1739209623.144753,-38.13080360867914
,,1739209623.1447575,-33.981070128970906
,,1739209623.1447625,-33.981070128970906
,,1739209623.1447668,-45.120503652039325
,,1739209623.144771,-45.120503652039325
,,1739209623.144776,-38.13080360867914
,,1739209623.1447804,-38.13080360867914
,,1739209623.1447852,-45.120503652039325
,,1739209623.1447897,-38.13080360867914
,,1739209623.1447942,-31.141103565318915
,,1739209623.1447988,-45.120503652039325
,,1739209623.1448033,-33.98107012897096
,,1739209623.144808,-45.120503652039325
,,1739209623.1448126,-38.13080360867914
,,1739209623.144817,-45.120503652039325
,,1739209623.1448216,-45.120503652039325
,,1739209623.1448262,-38.13080360867914
,,1739209623.144831,-38.13080360867914
,,1739209623.1448357,-38.13080360867914
,,1739209623.14484,-45.120503652039325
,,1739209623.1448443,-45.120503652039325
,,1739209623.144849,-38.13080360867914
,,1739209623.1448538,-35.57807855764607
,,1739209623.1448584,-38.13080360867914
,,1739209623.144863,-38.13080360867914
,,1739209623.1448674,-38.13080360867914
,,1739209623.1448722,-38.13080360867914
,,1739209623.1448767,-45.120503652039325
,,1739209623.1448812,-45.120503652039325
,,1739209623.1448858,-45.120503652039325
,,1739209623.1448903,-38.13080360867914
,,1739209623.144895,-38.13080360867914
,,1739209623.1448996,-45.120503652039325
,,1739209623.144904,-33.981070128970906
,,1739209623.144909,-32.81601443825658
,,1739209623.1449132,-45.120503652039325
,,1739209623.144918,-45.120503652039325
,,1739209623.1449225,-38.13080360867914
,,1739209623.144927,-38.13080360867914
,,1739209623.1449316,-12.895940285246825
,,1739209623.144936,-26.487275050834725
,,1739209623.1449409,-33.981070128970906
,,1739209623.1449454,-31.141103565318915
,,1739209623.14495,-33.981070128970906
,,1739209623.1449544,-45.120503652039325
,,1739209623.1449592,-45.120503652039325
,,1739209623.1449635,-26.487275050834715
,,1739209623.1449685,-33.981070128970906
,,1739209623.1449728,-45.120503652039325
,,1739209623.144977,-38.13080360867914
,,1739209623.144982,-29.438486411369333
,,1739209623.1449866,-33.981070128970906
,,1739209623.1449912,-45.120503652039325
,,1739209623.1449957,-45.120503652039325
,,1739209623.1450002,-45.120503652039325
,,1739209623.145005,-45.120503652039325
,,1739209623.1450095,-45.120503652039325
,,1739209623.145014,-38.13080360867914
,,1739209623.1450186,-25.25278630937684
,,1739209623.145023,-45.120503652039325
,,1739209623.145028,-32.816014438256545
,,1739209623.1450324,-45.120503652039325
,,1739209623.145037,-45.120503652039325
,,1739209623.1450417,-31.141103565318915
,,1739209623.1450462,-35.57807855764607
,,1739209623.1450508,-45.120503652039325
,,1739209623.1450553,-38.13080360867914
,,1739209623.1450598,-30.49652367304973
,,1739209623.1450644,-27.267205301931607
,,1739209623.1450691,-45.120503652039325
,,1739209623.1450737,-45.120503652039325
,,1739209623.1450782,-45.120503652039325
,,1739209623.1450827,-32.816014438256545
,,1739209623.1450872,-45.120503652039325
,,1739209623.145092,-24.29264994887477
,,1739209623.1450963,-31.141103565318893
,,1739209623.145101,-45.120503652039325
,,1739209623.1451056,-24.74623867263306
,,1739209623.14511,-28.992665084841946
,,1739209623.145115,-38.13080360867914
,,1739209623.1451194,-45.120503652039325
,,1739209623.145124,-35.57807855764607
,,1739209623.1451285,-45.120503652039325
,,1739209623.1451333,-45.120503652039325
,,1739209623.1451378,-45.120503652039325
,,1739209623.1451423,-38.13080360867914
,,1739209623.1451468,-31.141103565318915
,,1739209623.1451514,-9.748611389602846
,,1739209623.145156,-21.522148828640407
,,1739209623.145161,-28.992665084841946
,,1739209623.1451652,-38.13080360867914
,,1739209623.1451695,-38.13080360867914
,,1739209623.1451745,-38.13080360867914
,,1739209623.145179,-45.120503652039325
,,1739209623.1451836,-45.120503652039325
,,1739209623.145188,-38.13080360867914
,,1739209623.1451926,-45.120503652039325
,,1739209623.1451972,-45.120503652039325
,,1739209623.145202,-30.49652367304973
,,1739209623.1452065,-32.816014438256545
,,1739209623.145211,-32.816014438256545
,,1739209623.1452155,-30.49652367304973
,,1739209623.1452205,-45.120503652039325
,,1739209623.1452248,-28.992665084841967
,,1739209623.145229,-32.816014438256545
,,1739209623.145234,-38.13080360867914
,,1739209623.1452384,-35.57807855764607
,,1739209623.1452432,-33.981070128970906
,,1739209623.1452477,-38.13080360867914
,,1739209623.1452522,-31.141103565318915
,,1739209623.1452568,-38.13080360867914
,,1739209623.1452613,-21.22884280839397
,,1739209623.145266,-45.120503652039325
,,1739209623.1452706,-33.981070128970906
,,1739209623.145275,-38.13080360867914
,,1739209623.1452796,-25.077289914212862
,,1739209623.1452842,-9.138071735503068
,,1739209623.145289,-29.438486411369333
,,1739209623.1452937,-33.981070128970906
,,1739209623.145298,-26.487275050834715
,,1739209623.1453023,-45.120503652039325
,,1739209623.145307,-38.13080360867914
,,1739209623.1453118,-31.141103565318893
,,1739209623.1453164,-23.506823629689546
,,1739209623.145321,-45.120503652039325
,,1739209623.1453254,-45.120503652039325
,,1739209623.1453302,-38.13080360867914
,,1739209623.1453347,-33.981070128970906
,,1739209623.1453393,-45.120503652039325
,,1739209623.1453438,-38.13080360867914
,,1739209623.1453483,-45.120503652039325
,,1739209623.145353,-38.13080360867914
,,1739209623.1453576,-38.13080360867914
,,1739209623.145362,-33.981070128970906
,,1739209623.145367,-45.120503652039325
,,1739209623.1453712,-20.69570596139481
,,1739209623.145376,-38.13080360867914
,,1739209623.1453805,-38.13080360867914
,,1739209623.145385,-45.120503652039325
