CAN Message, 0x98:0000a06e7ebe017e,Timestamp,Amplitude
,,1739209699.028886,-35.57807855764607
,,1739209699.0288916,-38.13080360867914
,,1739209699.028897,-45.120503652039325
,,1739209699.0289023,-45.120503652039325
,,1739209699.0289078,-45.120503652039325
,,1739209699.0289133,-45.120503652039325
,,1739209699.0289187,-45.120503652039325
,,1739209699.0289242,-35.57807855764607
,,1739209699.0289297,-38.13080360867914
,,1739209699.0289352,-38.13080360867914
,,1739209699.028941,-45.120503652039325
,,1739209699.0289462,-45.120503652039325
,,1739209699.0289514,-38.13080360867914
,,1739209699.028957,-38.13080360867914
,,1739209699.0289624,-45.120503652039325
,,1739209699.028968,-45.120503652039325
,,1739209699.028973,-45.120503652039325
,,1739209699.0289788,-45.120503652039325
,,1739209699.0289843,-45.120503652039325
,,1739209699.0289898,-45.120503652039325
,,1739209699.028995,-45.120503652039325
,,1739209699.0290003,-38.13080360867914
,,1739209699.029006,-38.13080360867914
,,1739209699.0290115,-45.120503652039325
,,1739209699.029017,-45.120503652039325
,,1739209699.0290225,-33.981070128970906
,,1739209699.029028,-45.120503652039325
,,1739209699.0290334,-35.57807855764607
,,1739209699.029039,-38.13080360867914
,,1739209699.0290442,-45.120503652039325
,,1739209699.0290496,-45.120503652039325
,,1739209699.029055,-45.120503652039325
,,1739209699.0290606,-45.120503652039325
,,1739209699.029066,-38.13080360867914
,,1739209699.0290716,-35.57807855764607
,,1739209699.029077,-38.13080360867914
,,1739209699.0290823,-35.57807855764607
,,1739209699.029088,-32.816014438256545
,,1739209699.0290933,-45.120503652039325
,,1739209699.0290987,-45.120503652039325
,,1739209699.0291042,-38.13080360867914
,,1739209699.0291097,-38.13080360867914
,,1739209699.0291152,-45.120503652039325
,,1739209699.0291207,-35.57807855764607
,,1739209699.0291262,-35.57807855764607
,,1739209699.0291317,-45.120503652039325
,,1739209699.0291371,-45.120503652039325
,,1739209699.0291424,-35.57807855764607
,,1739209699.029148,-38.13080360867914
,,1739209699.029153,-31.141103565318915
,,1739209699.0291588,-15.013264998121564
,,1739209699.0291643,-17.16170347859854
,,1739209699.0291698,-31.141103565318915
,,1739209699.0291753,-31.141103565318915
,,1739209699.0291808,-38.13080360867914
,,1739209699.0291862,-38.13080360867914
,,1739209699.0291915,-38.13080360867914
,,1739209699.029197,-45.120503652039325
,,1739209699.0292025,-35.57807855764607
,,1739209699.029208,-35.57807855764607
,,1739209699.0292134,-38.13080360867914
,,1739209699.029219,-45.120503652039325
,,1739209699.0292244,-38.13080360867914
,,1739209699.02923,-35.57807855764607
,,1739209699.0292354,-38.13080360867914
,,1739209699.0292406,-32.816014438256545
,,1739209699.029246,-30.49652367304973
,,1739209699.0292516,-45.120503652039325
,,1739209699.029257,-33.981070128970906
,,1739209699.0292623,-45.120503652039325
,,1739209699.029268,-33.981070128970906
,,1739209699.0292735,-45.120503652039325
,,1739209699.029279,-38.13080360867914
,,1739209699.0292845,-45.120503652039325
,,1739209699.0292895,-29.438486411369347
,,1739209699.0292952,-33.981070128970906
,,1739209699.0293007,-45.120503652039325
,,1739209699.0293062,-38.13080360867914
,,1739209699.0293117,-33.98107012897096
,,1739209699.0293171,-26.991370085610736
,,1739209699.0293226,-26.991370085610736
,,1739209699.029328,-45.120503652039325
,,1739209699.0293336,-35.57807855764607
,,1739209699.0293388,-38.13080360867914
,,1739209699.0293443,-45.120503652039325
,,1739209699.0293498,-45.120503652039325
,,1739209699.0293553,-35.57807855764607
,,1739209699.0293608,-35.57807855764607
,,1739209699.0293665,-38.13080360867914
,,1739209699.0293715,-38.13080360867914
,,1739209699.0293772,-35.57807855764607
,,1739209699.0293827,-45.120503652039325
,,1739209699.029388,-45.120503652039325
,,1739209699.0293934,-33.981070128970906
,,1739209699.029399,-23.506823629689546
,,1739209699.0294044,-45.120503652039325
,,1739209699.02941,-45.120503652039325
,,1739209699.0294154,-38.13080360867914
,,1739209699.0294209,-38.13080360867914
,,1739209699.0294263,-38.13080360867914
,,1739209699.0294318,-35.57807855764607
,,1739209699.029437,-38.13080360867914
,,1739209699.0294423,-24.589719217205094
,,1739209699.029448,-17.952126419044045
,,1739209699.0294535,-38.13080360867914
,,1739209699.029459,-33.981070128970906
,,1739209699.0294645,-38.13080360867914
,,1739209699.02947,-32.816014438256545
,,1739209699.0294757,-12.022073604878589
,,1739209699.0294807,-29.438486411369357
,,1739209699.0294862,-38.13080360867914
,,1739209699.0294917,-35.57807855764607
,,1739209699.0294971,-45.120503652039325
,,1739209699.0295026,-35.57807855764607
,,1739209699.029508,-28.992665084841946
,,1739209699.0295136,-35.57807855764607
,,1739209699.029519,-45.120503652039325
,,1739209699.0295246,-17.85323156177357
,,1739209699.0295298,-23.50682362968953
,,1739209699.0295353,-38.13080360867914
,,1739209699.0295408,-32.816014438256545
,,1739209699.0295465,-45.120503652039325
,,1739209699.0295515,-30.49652367304973
,,1739209699.0295572,-33.981070128970906
,,1739209699.0295627,-38.13080360867914
,,1739209699.0295682,-45.120503652039325
,,1739209699.0295737,-32.816014438256545
,,1739209699.029579,-11.404284380279076
,,1739209699.0295844,-22.84163660590255
,,1739209699.02959,-31.141103565318893
,,1739209699.0295954,-45.120503652039325
,,1739209699.0296009,-45.120503652039325
,,1739209699.0296063,-38.13080360867914
,,1739209699.0296118,-45.120503652039325
,,1739209699.0296173,-38.13080360867914
,,1739209699.0296228,-38.13080360867914
,,1739209699.029628,-45.120503652039325
,,1739209699.0296335,-35.57807855764607
,,1739209699.029639,-30.49652367304973
,,1739209699.0296445,-33.981070128970906
,,1739209699.02965,-45.120503652039325
,,1739209699.0296557,-38.13080360867914
,,1739209699.029661,-28.992665084841946
,,1739209699.0296664,-27.267205301931607
,,1739209699.029672,-33.981070128970906
,,1739209699.0296772,-45.120503652039325
,,1739209699.0296826,-33.981070128970906
,,1739209699.029688,-33.981070128970906
,,1739209699.0296936,-33.981070128970906
,,1739209699.029699,-38.13080360867914
,,1739209699.0297046,-32.816014438256545
,,1739209699.02971,-30.49652367304973
,,1739209699.0297155,-33.981070128970906
,,1739209699.029721,-45.120503652039325
,,1739209699.0297265,-38.13080360867914
,,1739209699.0297318,-38.13080360867914
,,1739209699.0297372,-21.44694444177911
,,1739209699.0297427,-38.13080360867914
,,1739209699.0297482,-31.14110356531892
,,1739209699.0297537,-28.58837851428589
,,1739209699.0297592,-33.981070128970906
,,1739209699.029765,-35.57807855764607
,,1739209699.02977,-38.13080360867914
,,1739209699.0297754,-30.49652367304973
