CAN Message, 0x62:0bff8cde83f9be49,Timestamp,Amplitude
,,1739209727.2768428,-38.13080360867914
,,1739209727.2768445,-45.120503652039325
,,1739209727.2768457,-45.120503652039325
,,1739209727.2768471,-38.13080360867914
,,1739209727.2768483,-35.57807855764607
,,1739209727.2768495,-38.13080360867914
,,1739209727.2768512,-45.120503652039325
,,1739209727.2768524,-38.13080360867914
,,1739209727.2768538,-45.120503652039325
,,1739209727.2768552,-38.13080360867914
,,1739209727.2768564,-38.13080360867914
,,1739209727.276858,-35.57807855764607
,,1739209727.2768593,-38.13080360867914
,,1739209727.2768605,-45.120503652039325
,,1739209727.276862,-45.120503652039325
,,1739209727.276863,-45.120503652039325
,,1739209727.2768648,-38.13080360867914
,,1739209727.276866,-33.981070128970906
,,1739209727.2768674,-38.13080360867914
,,1739209727.2768688,-33.981070128970906
,,1739209727.27687,-35.57807855764607
,,1739209727.2768714,-33.981070128970906
,,1739209727.2768729,-38.13080360867914
,,1739209727.276874,-38.13080360867914
,,1739209727.2768755,-38.13080360867914
,,1739209727.276877,-45.120503652039325
,,1739209727.276878,-38.13080360867914
,,1739209727.2768795,-45.120503652039325
,,1739209727.276881,-45.120503652039325
,,1739209727.2768824,-45.120503652039325
,,1739209727.2768836,-38.13080360867914
,,1739209727.276885,-38.13080360867914
,,1739209727.2768865,-35.57807855764607
,,1739209727.2768877,-38.13080360867914
,,1739209727.276889,-45.120503652039325
,,1739209727.2768905,-45.120503652039325
,,1739209727.2768917,-45.120503652039325
,,1739209727.2768931,-45.120503652039325
,,1739209727.2768946,-45.120503652039325
,,1739209727.2768958,-38.13080360867914
,,1739209727.2768972,-38.13080360867914
,,1739209727.2768986,-32.816014438256545
,,1739209727.2769,-33.981070128970906
,,1739209727.2769012,-45.120503652039325
,,1739209727.276903,-38.13080360867914
,,1739209727.276904,-45.120503652039325
,,1739209727.2769053,-45.120503652039325
,,1739209727.2769067,-45.120503652039325
,,1739209727.2769082,-31.141103565318915
,,1739209727.2769094,-33.98107012897096
,,1739209727.2769108,-16.105920438078165
,,1739209727.2769122,-9.138071735503068
,,1739209727.2769134,-31.141103565318943
,,1739209727.2769148,-33.981070128970906
,,1739209727.2769165,-38.13080360867914
,,1739209727.2769177,-38.13080360867914
,,1739209727.276919,-45.120503652039325
,,1739209727.2769203,-38.13080360867914
,,1739209727.2769215,-35.57807855764607
,,1739209727.276923,-38.13080360867914
,,1739209727.2769244,-45.120503652039325
,,1739209727.2769258,-38.13080360867914
,,1739209727.276927,-45.120503652039325
,,1739209727.2769284,-35.57807855764607
,,1739209727.27693,-45.120503652039325
,,1739209727.276931,-31.141103565318915
,,1739209727.2769325,-24.746238672633048
,,1739209727.276934,-38.13080360867914
,,1739209727.276935,-45.120503652039325
,,1739209727.2769363,-38.13080360867914
,,1739209727.276938,-38.13080360867914
,,1739209727.2769394,-45.120503652039325
,,1739209727.2769406,-45.120503652039325
,,1739209727.276942,-31.141103565318915
,,1739209727.2769434,-20.165060276574795
,,1739209727.2769446,-22.44878636800916
,,1739209727.276946,-31.141103565318915
,,1739209727.2769475,-28.992665084841946
,,1739209727.2769487,-30.49652367304976
,,1739209727.27695,-11.097889827492487
,,1739209727.2769516,-11.244825857867404
,,1739209727.276953,-25.82631439489636
,,1739209727.2769542,-38.13080360867914
,,1739209727.2769556,-35.57807855764607
,,1739209727.276957,-35.57807855764607
,,1739209727.2769582,-35.57807855764607
,,1739209727.2769597,-28.21854285175415
,,1739209727.276961,-35.57807855764607
,,1739209727.2769625,-35.57807855764607
,,1739209727.2769637,-38.13080360867914
,,1739209727.2769651,-33.981070128970906
,,1739209727.2769663,-32.816014438256545
,,1739209727.2769678,-38.13080360867914
,,1739209727.2769692,-45.120503652039325
,,1739209727.2769706,-32.816014438256545
,,1739209727.2769718,-38.13080360867914
,,1739209727.2769732,-45.120503652039325
,,1739209727.276975,-38.13080360867914
,,1739209727.276976,-38.13080360867914
,,1739209727.2769773,-38.13080360867914
,,1739209727.2769787,-38.13080360867914
,,1739209727.27698,-38.13080360867914
,,1739209727.2769814,-45.120503652039325
,,1739209727.2769828,-31.14110356531892
,,1739209727.276984,-38.13080360867914
,,1739209727.2769854,-35.57807855764607
,,1739209727.2769868,-25.25278630937684
,,1739209727.2769885,-45.120503652039325
,,1739209727.2769897,-22.54371790334745
,,1739209727.276991,-26.99137008561072
,,1739209727.2769923,-33.981070128970906
,,1739209727.2769935,-45.120503652039325
,,1739209727.276995,-38.13080360867914
,,1739209727.2769964,-38.13080360867914
,,1739209727.2769976,-28.992665084841967
,,1739209727.276999,-45.120503652039325
,,1739209727.2770004,-30.49652367304973
,,1739209727.2770016,-23.506823629689546
,,1739209727.277003,-20.001670042250545
,,1739209727.2770045,-31.141103565318893
,,1739209727.277006,-45.120503652039325
,,1739209727.277007,-38.13080360867914
,,1739209727.2770083,-45.120503652039325
,,1739209727.27701,-38.13080360867914
,,1739209727.2770112,-38.13080360867914
,,1739209727.2770126,-38.13080360867914
,,1739209727.277014,-32.81601443825658
,,1739209727.2770152,-20.10991102986178
,,1739209727.2770166,-22.54371790334745
,,1739209727.277018,-45.120503652039325
,,1739209727.2770193,-27.8777449560314
,,1739209727.2770207,-32.816014438256545
,,1739209727.277022,-32.816014438256545
,,1739209727.2770236,-38.13080360867914
,,1739209727.2770247,-33.98107012897096
,,1739209727.2770262,-38.13080360867914
,,1739209727.2770276,-38.13080360867914
,,1739209727.2770288,-45.120503652039325
,,1739209727.2770302,-38.13080360867914
,,1739209727.2770317,-33.981070128970906
,,1739209727.2770329,-45.120503652039325
,,1739209727.2770343,-38.13080360867914
,,1739209727.2770357,-38.13080360867914
,,1739209727.277037,-38.13080360867914
,,1739209727.2770383,-35.57807855764607
,,1739209727.2770398,-45.120503652039325
,,1739209727.2770412,-45.120503652039325
,,1739209727.2770424,-38.13080360867914
,,1739209727.2770438,-38.13080360867914
,,1739209727.2770452,-38.13080360867914
,,1739209727.2770464,-35.57807855764607
,,1739209727.277048,-20.88804491267121
,,1739209727.2770493,-33.981070128970906
,,1739209727.2770505,-33.981070128970906
,,1739209727.277052,-38.13080360867914
,,1739209727.2770534,-23.506823629689546
,,1739209727.2770543,-10.347843697790768
,,1739209727.277056,-20.69570596139481
,,1739209727.2770574,-30.49652367304973
,,1739209727.2770588,-32.81601443825658
,,1739209727.27706,-38.13080360867914
,,1739209727.2770617,-45.120503652039325
,,1739209727.277063,-31.141103565318915
,,1739209727.277064,-25.62660358559016
,,1739209727.2770655,-45.120503652039325
,,1739209727.277067,-45.120503652039325
,,1739209727.277068,-38.13080360867914
,,1739209727.2770696,-38.13080360867914
,,1739209727.277071,-45.120503652039325
,,1739209727.2770722,-38.13080360867914
,,1739209727.2770736,-38.13080360867914
,,1739209727.277075,-33.981070128970906
,,1739209727.2770765,-38.13080360867914
,,1739209727.2770777,-38.13080360867914
,,1739209727.277079,-38.13080360867914
,,1739209727.2770803,-28.992665084841946
,,1739209727.2770815,-38.13080360867914
,,1739209727.2770832,-45.120503652039325
,,1739209727.2770846,-45.120503652039325
,,1739209727.2770858,-31.141103565318915
,,1739209727.2770872,-19.089059925837468
,,1739209727.2770886,-38.13080360867914
,,1739209727.2770898,-45.120503652039325
,,1739209727.2770913,-30.49652367304973
,,1739209727.2770927,-31.141103565318915
,,1739209727.277094,-11.863295071845169
,,1739209727.2770953,-31.141103565318943
,,1739209727.2770967,-45.120503652039325
,,1739209727.2770982,-35.57807855764607
,,1739209727.2770994,-26.487275050834715
,,1739209727.2771008,-25.62660358559016
,,1739209727.2771022,-31.14110356531892
,,1739209727.2771034,-35.57807855764607
,,1739209727.2771049,-38.13080360867914
,,1739209727.2771063,-38.13080360867914
,,1739209727.2771077,-45.120503652039325
,,1739209727.277109,-45.120503652039325
,,1739209727.2771103,-45.120503652039325
,,1739209727.2771118,-24.438645034577675
,,1739209727.277113,-10.411990406778113
,,1739209727.2771144,-14.325073578010231
,,1739209727.2771158,-24.589719217205094
,,1739209727.277117,-32.81601443825658
,,1739209727.2771184,-25.82631439489636
,,1739209727.27712,-31.141103565318915
,,1739209727.277121,-38.13080360867914
,,1739209727.2771225,-45.120503652039325
,,1739209727.277124,-45.120503652039325
,,1739209727.2771251,-38.13080360867914
,,1739209727.2771266,-45.120503652039325
,,1739209727.277128,-45.120503652039325
,,1739209727.2771294,-23.506823629689546
,,1739209727.2771306,-33.981070128970906
,,1739209727.277132,-24.15140352195872
,,1739209727.2771337,-20.822980852015213
,,1739209727.277135,-38.13080360867914
,,1739209727.277136,-32.816014438256545
,,1739209727.2771392,-28.992665084841967
,,1739209727.2771423,-14.325073578010231
,,1739209727.2771454,-11.90451934738585
,,1739209727.2771482,-28.992665084841967
,,1739209727.277151,-32.816014438256545
,,1739209727.2771544,-45.120503652039325
,,1739209727.2771575,-31.141103565318915
,,1739209727.2771606,-45.120503652039325
,,1739209727.2771635,-38.13080360867914
,,1739209727.2771666,-32.816014438256545
,,1739209727.2771697,-38.13080360867914
,,1739209727.2771728,-45.120503652039325
,,1739209727.277176,-38.13080360867914
,,1739209727.277179,-38.13080360867914
,,1739209727.277182,-28.58837851428586
,,1739209727.2771852,-27.267205301931607
,,1739209727.277188,-45.120503652039325
,,1739209727.2771912,-45.120503652039325
,,1739209727.2771945,-31.141103565318915
,,1739209727.2771974,-32.816014438256545
,,1739209727.2772005,-22.26493056196156
,,1739209727.2772036,-21.598678470925663
,,1739209727.2772064,-45.120503652039325
,,1739209727.2772095,-25.077289914212862
,,1739209727.2772126,-28.992665084841967
,,1739209727.2772155,-12.712515940865975
,,1739209727.2772188,-11.585188061261674
,,1739209727.277222,-25.82631439489636
,,1739209727.277225,-28.992665084841946
