CAN Message, 0x24:0badc3a092dda735,Timestamp,Amplitude
,,1739209899.6060266,-45.120503652039325
,,1739209899.6060286,-45.120503652039325
,,1739209899.6060305,-45.120503652039325
,,1739209899.6060324,-45.120503652039325
,,1739209899.6060345,-45.120503652039325
,,1739209899.6060362,-38.13080360867914
,,1739209899.606038,-38.13080360867914
,,1739209899.60604,-38.13080360867914
,,1739209899.606042,-45.120503652039325
,,1739209899.6060438,-33.981070128970906
,,1739209899.606046,-38.13080360867914
,,1739209899.606048,-45.120503652039325
,,1739209899.6060498,-38.13080360867914
,,1739209899.6060517,-35.57807855764607
,,1739209899.6060536,-35.57807855764607
,,1739209899.6060555,-35.57807855764607
,,1739209899.6060574,-38.13080360867914
,,1739209899.6060593,-38.13080360867914
,,1739209899.6060612,-38.13080360867914
,,1739209899.6060631,-45.120503652039325
,,1739209899.606065,-38.13080360867914
,,1739209899.606067,-38.13080360867914
,,1739209899.6060688,-45.120503652039325
,,1739209899.6060708,-38.13080360867914
,,1739209899.606073,-45.120503652039325
,,1739209899.6060746,-45.120503652039325
,,1739209899.6060765,-38.13080360867914
,,1739209899.6060784,-38.13080360867914
,,1739209899.6060803,-45.120503652039325
,,1739209899.6060824,-27.8777449560314
,,1739209899.6060843,-29.438486411369333
,,1739209899.6060865,-45.120503652039325
,,1739209899.6060882,-38.13080360867914
,,1739209899.60609,-45.120503652039325
,,1739209899.606092,-38.13080360867914
,,1739209899.606094,-38.13080360867914
,,1739209899.6060958,-35.57807855764607
,,1739209899.6060977,-38.13080360867914
,,1739209899.6060996,-45.120503652039325
,,1739209899.6061015,-45.120503652039325
,,1739209899.6061034,-45.120503652039325
,,1739209899.606105,-45.120503652039325
,,1739209899.6061072,-38.13080360867914
,,1739209899.6061091,-38.13080360867914
,,1739209899.606111,-45.120503652039325
,,1739209899.606113,-38.13080360867914
,,1739209899.606115,-33.981070128970906
,,1739209899.606117,-45.120503652039325
,,1739209899.606119,-32.816014438256545
,,1739209899.6061208,-28.992665084841967
,,1739209899.6061227,-10.68474485453672
,,1739209899.6061246,-33.981070128970906
,,1739209899.6061263,-45.120503652039325
,,1739209899.6061285,-27.8777449560314
,,1739209899.6061304,-25.077289914212862
,,1739209899.6061325,-45.120503652039325
,,1739209899.6061342,-45.120503652039325
,,1739209899.606136,-35.57807855764607
,,1739209899.606138,-38.13080360867914
,,1739209899.60614,-45.120503652039325
,,1739209899.6061418,-38.13080360867914
,,1739209899.6061437,-45.120503652039325
,,1739209899.6061456,-45.120503652039325
,,1739209899.6061478,-45.120503652039325
,,1739209899.6061497,-45.120503652039325
,,1739209899.6061516,-32.816014438256545
,,1739209899.6061535,-30.49652367304973
,,1739209899.6061554,-45.120503652039325
,,1739209899.6061573,-45.120503652039325
,,1739209899.6061592,-45.120503652039325
,,1739209899.606161,-45.120503652039325
,,1739209899.606163,-38.13080360867914
,,1739209899.606165,-45.120503652039325
,,1739209899.6061668,-31.141103565318893
,,1739209899.6061687,-23.75329798047522
,,1739209899.606171,-45.120503652039325
,,1739209899.6061726,-45.120503652039325
,,1739209899.6061745,-32.816014438256545
,,1739209899.6061764,-45.120503652039325
,,1739209899.6061783,-33.98107012897096
,,1739209899.6061802,-38.13080360867914
,,1739209899.6061823,-38.13080360867914
,,1739209899.6061842,-45.120503652039325
,,1739209899.6061862,-45.120503652039325
,,1739209899.606188,-45.120503652039325
,,1739209899.60619,-38.13080360867914
,,1739209899.606192,-38.13080360867914
,,1739209899.6061938,-45.120503652039325
,,1739209899.6061957,-45.120503652039325
,,1739209899.6061976,-45.120503652039325
,,1739209899.6061995,-45.120503652039325
,,1739209899.6062014,-45.120503652039325
,,1739209899.6062033,-38.13080360867914
,,1739209899.6062052,-38.13080360867914
,,1739209899.6062071,-33.981070128970906
,,1739209899.606209,-35.57807855764607
,,1739209899.606211,-35.57807855764607
,,1739209899.6062129,-38.13080360867914
,,1739209899.6062148,-28.58837851428586
,,1739209899.606217,-45.120503652039325
,,1739209899.6062188,-33.981070128970906
,,1739209899.6062207,-31.141103565318915
,,1739209899.6062226,-17.44894499121749
,,1739209899.6062243,-22.002965041481755
,,1739209899.6062264,-33.981070128970906
,,1739209899.6062284,-35.57807855764607
,,1739209899.6062305,-25.826314394896357
,,1739209899.6062322,-18.521341651340787
,,1739209899.606234,-16.469463905628004
,,1739209899.6062355,-27.8777449560314
,,1739209899.6062376,-33.981070128970906
,,1739209899.6062396,-38.13080360867914
,,1739209899.6062417,-33.981070128970906
,,1739209899.6062431,-45.120503652039325
,,1739209899.606245,-27.267205301931607
,,1739209899.606247,-35.57807855764607
,,1739209899.6062489,-35.57807855764607
,,1739209899.6062503,-18.598040242006057
,,1739209899.6062524,-29.438486411369357
,,1739209899.6062543,-45.120503652039325
,,1739209899.6062562,-45.120503652039325
,,1739209899.606258,-38.13080360867914
,,1739209899.6062598,-28.992665084841946
,,1739209899.6062615,-33.981070128970906
,,1739209899.6062636,-30.49652367304973
,,1739209899.6062653,-27.87774495603141
,,1739209899.6062672,-16.469463905628004
,,1739209899.6062691,-10.857017914164215
,,1739209899.606271,-28.58837851428586
,,1739209899.6062727,-33.981070128970906
,,1739209899.6062746,-45.120503652039325
,,1739209899.6062765,-33.981070128970906
,,1739209899.6062784,-38.13080360867914
,,1739209899.60628,-38.13080360867914
,,1739209899.606282,-38.13080360867914
,,1739209899.606284,-45.120503652039325
,,1739209899.6062858,-45.120503652039325
,,1739209899.6062877,-45.120503652039325
,,1739209899.6062894,-45.120503652039325
,,1739209899.6062913,-45.120503652039325
,,1739209899.6062932,-45.120503652039325
,,1739209899.6062949,-38.13080360867914
,,1739209899.6062968,-38.13080360867914
,,1739209899.6062987,-38.13080360867914
,,1739209899.6063004,-38.13080360867914
,,1739209899.6063025,-32.816014438256545
,,1739209899.6063042,-31.141103565318915
,,1739209899.606306,-33.981070128970906
,,1739209899.6063075,-38.13080360867914
,,1739209899.6063097,-38.13080360867914
,,1739209899.6063116,-31.141103565318915
,,1739209899.6063137,-26.99137008561072
,,1739209899.6063151,-45.120503652039325
,,1739209899.606317,-38.13080360867914
,,1739209899.606319,-45.120503652039325
,,1739209899.6063209,-21.67658091518819
,,1739209899.6063223,-24.746238672633048
,,1739209899.6063244,-45.120503652039325
,,1739209899.6063263,-31.141103565318893
,,1739209899.6063282,-31.141103565318915
,,1739209899.60633,-38.13080360867914
,,1739209899.6063318,-38.13080360867914
,,1739209899.6063335,-35.57807855764607
,,1739209899.6063356,-38.13080360867914
,,1739209899.6063373,-38.13080360867914
,,1739209899.6063392,-38.13080360867914
,,1739209899.6063411,-45.120503652039325
,,1739209899.606343,-35.57807855764607
,,1739209899.6063447,-45.120503652039325
,,1739209899.6063466,-38.13080360867914
,,1739209899.6063485,-38.13080360867914
,,1739209899.6063504,-25.82631439489636
