CAN Message, 0x1d3:00004885e1879a75,Timestamp,Amplitude
,,1739209664.9826431,-45.120503652039325
,,1739209664.9826462,-45.120503652039325
,,1739209664.982649,-45.120503652039325
,,1739209664.982652,-38.13080360867914
,,1739209664.9826548,-38.13080360867914
,,1739209664.9826577,-45.120503652039325
,,1739209664.9826608,-45.120503652039325
,,1739209664.9826636,-38.13080360867914
,,1739209664.9826665,-38.13080360867914
,,1739209664.9826694,-45.120503652039325
,,1739209664.9826722,-38.13080360867914
,,1739209664.9826753,-38.13080360867914
,,1739209664.9826782,-33.981070128970906
,,1739209664.982681,-45.120503652039325
,,1739209664.982684,-35.57807855764607
,,1739209664.982687,-35.57807855764607
,,1739209664.98269,-38.13080360867914
,,1739209664.9826927,-45.120503652039325
,,1739209664.9826956,-38.13080360867914
,,1739209664.9826984,-33.981070128970906
,,1739209664.9827015,-45.120503652039325
,,1739209664.9827044,-45.120503652039325
,,1739209664.9827073,-45.120503652039325
,,1739209664.98271,-45.120503652039325
,,1739209664.982713,-45.120503652039325
,,1739209664.982716,-38.13080360867914
,,1739209664.982719,-38.13080360867914
,,1739209664.9827218,-45.120503652039325
,,1739209664.982725,-38.13080360867914
,,1739209664.9827275,-45.120503652039325
,,1739209664.9827306,-32.816014438256545
,,1739209664.9827335,-30.49652367304973
,,1739209664.9827363,-45.120503652039325
,,1739209664.9827392,-45.120503652039325
,,1739209664.982742,-38.13080360867914
,,1739209664.9827452,-31.141103565318915
,,1739209664.982748,-45.120503652039325
,,1739209664.982751,-45.120503652039325
,,1739209664.9827538,-45.120503652039325
,,1739209664.9827566,-45.120503652039325
,,1739209664.9827597,-45.120503652039325
,,1739209664.9827626,-38.13080360867914
,,1739209664.9827654,-38.13080360867914
,,1739209664.9827683,-38.13080360867914
,,1739209664.9827712,-38.13080360867914
,,1739209664.9827745,-45.120503652039325
,,1739209664.982777,-38.13080360867914
,,1739209664.98278,-33.981070128970906
,,1739209664.9827828,-32.816014438256545
,,1739209664.9827857,-33.98107012897096
,,1739209664.9827888,-16.738311432963037
,,1739209664.9827917,-11.273386222656468
,,1739209664.9827943,-45.120503652039325
,,1739209664.9827974,-30.49652367304973
,,1739209664.9828002,-38.13080360867914
,,1739209664.982803,-38.13080360867914
,,1739209664.9828062,-38.13080360867914
,,1739209664.982809,-38.13080360867914
,,1739209664.982812,-45.120503652039325
,,1739209664.9828148,-45.120503652039325
,,1739209664.982818,-38.13080360867914
,,1739209664.9828207,-38.13080360867914
,,1739209664.9828236,-33.981070128970906
,,1739209664.9828265,-45.120503652039325
,,1739209664.9828296,-45.120503652039325
,,1739209664.9828324,-45.120503652039325
,,1739209664.9828353,-31.141103565318893
,,1739209664.9828382,-28.58837851428586
,,1739209664.982841,-45.120503652039325
,,1739209664.982844,-38.13080360867914
,,1739209664.982847,-31.141103565318893
,,1739209664.9828498,-23.506823629689546
,,1739209664.9828527,-45.120503652039325
,,1739209664.9828556,-28.58837851428586
,,1739209664.982859,-21.021172418726344
,,1739209664.9828615,-28.58837851428589
,,1739209664.9828644,-30.49652367304973
,,1739209664.9828672,-38.13080360867914
,,1739209664.98287,-27.87774495603141
,,1739209664.9828732,-9.498765018392808
,,1739209664.982876,-13.83328080865502
,,1739209664.982879,-26.487275050834725
,,1739209664.9828818,-30.49652367304973
,,1739209664.9828846,-45.120503652039325
,,1739209664.9828875,-45.120503652039325
,,1739209664.9828906,-45.120503652039325
,,1739209664.9828937,-35.57807855764607
,,1739209664.9828963,-45.120503652039325
,,1739209664.9828992,-45.120503652039325
,,1739209664.9829023,-38.13080360867914
,,1739209664.9829051,-38.13080360867914
,,1739209664.982908,-35.57807855764607
,,1739209664.9829109,-45.120503652039325
,,1739209664.9829135,-45.120503652039325
,,1739209664.9829168,-45.120503652039325
,,1739209664.9829197,-23.506823629689546
,,1739209664.9829226,-33.981070128970906
,,1739209664.9829254,-45.120503652039325
,,1739209664.9829285,-45.120503652039325
,,1739209664.9829314,-38.13080360867914
,,1739209664.9829342,-38.13080360867914
,,1739209664.982937,-45.120503652039325
,,1739209664.98294,-45.120503652039325
,,1739209664.9829428,-27.267205301931607
,,1739209664.982946,-38.13080360867914
,,1739209664.9829488,-45.120503652039325
,,1739209664.9829516,-45.120503652039325
,,1739209664.9829545,-25.82631439489636
,,1739209664.9829576,-24.15140352195873
,,1739209664.9829605,-32.81601443825658
,,1739209664.982963,-31.141103565318893
,,1739209664.9829662,-35.57807855764607
,,1739209664.982969,-45.120503652039325
,,1739209664.982972,-45.120503652039325
,,1739209664.982975,-45.120503652039325
,,1739209664.982978,-35.57807855764607
,,1739209664.9829807,-45.120503652039325
,,1739209664.9829836,-24.151403521958727
,,1739209664.9829867,-21.598678470925663
,,1739209664.9829895,-31.141103565318915
,,1739209664.9829924,-45.120503652039325
,,1739209664.9829953,-45.120503652039325
,,1739209664.982998,-38.13080360867914
,,1739209664.9830012,-33.981070128970906
,,1739209664.983004,-45.120503652039325
,,1739209664.983007,-38.13080360867914
,,1739209664.9830098,-31.141103565318915
,,1739209664.983013,-15.57325574224866
,,1739209664.9830158,-18.836614351536177
,,1739209664.9830186,-33.981070128970906
,,1739209664.9830215,-38.13080360867914
,,1739209664.9830244,-38.13080360867914
,,1739209664.9830272,-31.141103565318915
,,1739209664.9830303,-33.981070128970906
,,1739209664.9830332,-45.120503652039325
,,1739209664.983036,-38.13080360867914
,,1739209664.983039,-35.57807855764607
,,1739209664.9830418,-38.13080360867914
,,1739209664.9830449,-38.13080360867914
,,1739209664.9830475,-33.981070128970906
,,1739209664.9830506,-33.981070128970906
,,1739209664.9830534,-45.120503652039325
,,1739209664.9830563,-45.120503652039325
,,1739209664.9830594,-35.57807855764607
,,1739209664.9830625,-26.487275050834715
,,1739209664.9830651,-35.57807855764607
,,1739209664.983068,-45.120503652039325
,,1739209664.9830709,-45.120503652039325
,,1739209664.983074,-33.981070128970906
,,1739209664.9830768,-38.13080360867914
,,1739209664.9830797,-45.120503652039325
,,1739209664.9830823,-18.636903542229973
,,1739209664.9830854,-26.991370085610736
,,1739209664.9830885,-38.13080360867914
,,1739209664.9830914,-45.120503652039325
,,1739209664.9830942,-32.816014438256545
,,1739209664.983097,-10.100331503767816
,,1739209664.9831002,-22.84163660590255
,,1739209664.983103,-31.141103565318893
,,1739209664.983106,-38.13080360867914
,,1739209664.9831088,-23.506823629689546
,,1739209664.9831116,-45.120503652039325
,,1739209664.9831147,-45.120503652039325
,,1739209664.9831176,-38.13080360867914
,,1739209664.9831204,-45.120503652039325
,,1739209664.9831233,-45.120503652039325
,,1739209664.9831262,-35.57807855764607
,,1739209664.9831293,-35.57807855764607
,,1739209664.983132,-45.120503652039325
,,1739209664.983135,-45.120503652039325
,,1739209664.9831378,-32.816014438256545
,,1739209664.9831407,-38.13080360867914
,,1739209664.9831438,-27.267205301931607
,,1739209664.983147,-45.120503652039325
,,1739209664.9831495,-45.120503652039325
,,1739209664.9831524,-17.569380988088582
,,1739209664.9831553,-27.87774495603141
,,1739209664.9831583,-33.981070128970906
,,1739209664.9831612,-45.120503652039325
,,1739209664.983164,-45.120503652039325
,,1739209664.983167,-38.13080360867914
,,1739209664.9831698,-35.57807855764607
,,1739209664.983173,-45.120503652039325
,,1739209664.9831758,-38.13080360867914
,,1739209664.9831786,-33.981070128970906
,,1739209664.9831817,-45.120503652039325
,,1739209664.9831843,-45.120503652039325
,,1739209664.9831874,-38.13080360867914
,,1739209664.9831903,-32.816014438256545
,,1739209664.9831932,-20.954098578656488
,,1739209664.983196,-11.749906388834043
,,1739209664.983199,-31.141103565318915
,,1739209664.983202,-32.816014438256545
,,1739209664.9832048,-45.120503652039325
,,1739209664.9832077,-21.522148828640407
,,1739209664.9832106,-25.826314394896357
,,1739209664.9832134,-33.981070128970906
,,1739209664.9832163,-45.120503652039325
,,1739209664.9832194,-31.141103565318915
,,1739209664.9832222,-17.448944991217488
,,1739209664.983225,-19.54543163298272
,,1739209664.983228,-31.141103565318915
,,1739209664.983231,-33.981070128970906
,,1739209664.983234,-35.57807855764607
