CAN Message, 0x1b8:0200710181b6a1e0,Timestamp,Amplitude
,,1739209680.793639,-45.120503652039325
,,1739209680.793641,-33.981070128970906
,,1739209680.7936437,-45.120503652039325
,,1739209680.793646,-38.13080360867914
,,1739209680.7936485,-38.13080360867914
,,1739209680.7936509,-38.13080360867914
,,1739209680.7936535,-38.13080360867914
,,1739209680.793656,-38.13080360867914
,,1739209680.7936585,-38.13080360867914
,,1739209680.7936606,-33.981070128970906
,,1739209680.793663,-45.120503652039325
,,1739209680.7936654,-38.13080360867914
,,1739209680.7936678,-32.816014438256545
,,1739209680.7936704,-27.267205301931607
,,1739209680.7936728,-33.981070128970906
,,1739209680.7936752,-38.13080360867914
,,1739209680.7936776,-45.120503652039325
,,1739209680.79368,-45.120503652039325
,,1739209680.7936823,-45.120503652039325
,,1739209680.7936847,-45.120503652039325
,,1739209680.793687,-33.981070128970906
,,1739209680.7936895,-45.120503652039325
,,1739209680.793692,-23.38864096791655
,,1739209680.7936945,-45.120503652039325
,,1739209680.7936969,-45.120503652039325
,,1739209680.7936993,-45.120503652039325
,,1739209680.7937016,-45.120503652039325
,,1739209680.793704,-38.13080360867914
,,1739209680.793707,-33.981070128970906
,,1739209680.793709,-33.981070128970906
,,1739209680.7937114,-38.13080360867914
,,1739209680.7937138,-45.120503652039325
,,1739209680.7937162,-35.57807855764607
,,1739209680.7937186,-38.13080360867914
,,1739209680.793721,-38.13080360867914
,,1739209680.7937236,-38.13080360867914
,,1739209680.793726,-38.13080360867914
,,1739209680.7937284,-31.141103565318915
,,1739209680.7937307,-38.13080360867914
,,1739209680.7937331,-38.13080360867914
,,1739209680.7937355,-38.13080360867914
,,1739209680.793738,-31.141103565318915
,,1739209680.7937405,-33.981070128970906
,,1739209680.793743,-38.13080360867914
,,1739209680.7937453,-33.981070128970906
,,1739209680.7937477,-21.522148828640407
,,1739209680.79375,-26.991370085610757
,,1739209680.7937524,-38.13080360867914
,,1739209680.7937548,-31.141103565318915
,,1739209680.7937572,-35.57807855764607
,,1739209680.7937598,-15.872543694060166
,,1739209680.7937622,-16.46946390562801
,,1739209680.7937646,-38.13080360867914
,,1739209680.793767,-30.49652367304973
,,1739209680.7937694,-38.13080360867914
,,1739209680.7937715,-45.120503652039325
,,1739209680.793774,-35.57807855764607
,,1739209680.7937768,-33.981070128970906
,,1739209680.7937791,-28.992665084841946
,,1739209680.7937815,-33.981070128970906
,,1739209680.793784,-45.120503652039325
,,1739209680.7937863,-38.13080360867914
,,1739209680.793789,-32.816014438256545
,,1739209680.793791,-38.13080360867914
,,1739209680.7937934,-45.120503652039325
,,1739209680.793796,-38.13080360867914
,,1739209680.7937984,-33.981070128970906
,,1739209680.7938008,-38.13080360867914
,,1739209680.7938032,-45.120503652039325
,,1739209680.7938056,-45.120503652039325
,,1739209680.793808,-38.13080360867914
,,1739209680.7938104,-45.120503652039325
,,1739209680.793813,-38.13080360867914
,,1739209680.7938154,-38.13080360867914
,,1739209680.7938178,-32.816014438256545
,,1739209680.79382,-38.13080360867914
,,1739209680.7938223,-45.120503652039325
,,1739209680.793825,-38.13080360867914
,,1739209680.7938273,-38.13080360867914
,,1739209680.7938297,-16.084178491196916
,,1739209680.7938323,-25.82631439489636
,,1739209680.7938347,-33.981070128970906
,,1739209680.793837,-38.13080360867914
,,1739209680.7938397,-38.13080360867914
,,1739209680.7938418,-45.120503652039325
,,1739209680.7938442,-38.13080360867914
,,1739209680.7938466,-27.267205301931607
,,1739209680.7938492,-31.141103565318893
,,1739209680.7938516,-32.81601443825658
,,1739209680.793854,-30.49652367304976
,,1739209680.7938564,-38.13080360867914
,,1739209680.7938588,-45.120503652039325
,,1739209680.7938612,-33.981070128970906
,,1739209680.7938635,-38.13080360867914
,,1739209680.793866,-25.62660358559016
,,1739209680.7938683,-38.13080360867914
,,1739209680.793871,-29.438486411369333
,,1739209680.7938733,-29.43848641136937
,,1739209680.7938757,-9.928789013822698
,,1739209680.793878,-13.756469170699388
,,1739209680.7938805,-28.58837851428589
,,1739209680.7938828,-30.49652367304973
,,1739209680.7938857,-38.13080360867914
,,1739209680.793888,-45.120503652039325
,,1739209680.7938902,-38.13080360867914
,,1739209680.7938926,-38.13080360867914
,,1739209680.793895,-28.58837851428586
,,1739209680.7938974,-38.13080360867914
,,1739209680.7938998,-38.13080360867914
,,1739209680.7939024,-35.57807855764607
,,1739209680.7939048,-45.120503652039325
,,1739209680.7939072,-45.120503652039325
,,1739209680.7939095,-38.13080360867914
,,1739209680.793912,-38.13080360867914
,,1739209680.7939143,-27.8777449560314
,,1739209680.7939167,-27.8777449560314
,,1739209680.793919,-38.13080360867914
,,1739209680.7939217,-38.13080360867914
,,1739209680.793924,-45.120503652039325
,,1739209680.7939265,-35.57807855764607
,,1739209680.7939289,-38.13080360867914
,,1739209680.7939312,-35.57807855764607
,,1739209680.7939336,-21.598678470925677
,,1739209680.793936,-45.120503652039325
,,1739209680.7939386,-33.981070128970906
,,1739209680.793941,-38.13080360867914
,,1739209680.7939434,-45.120503652039325
,,1739209680.7939458,-16.398940924556367
,,1739209680.7939482,-24.15140352195873
,,1739209680.7939506,-31.141103565318915
,,1739209680.793953,-38.13080360867914
,,1739209680.793955,-45.120503652039325
,,1739209680.793958,-35.57807855764607
,,1739209680.7939603,-38.13080360867914
,,1739209680.7939627,-38.13080360867914
,,1739209680.793965,-28.58837851428589
,,1739209680.7939675,-35.57807855764607
,,1739209680.79397,-45.120503652039325
,,1739209680.7939725,-45.120503652039325
,,1739209680.7939749,-45.120503652039325
,,1739209680.7939773,-38.13080360867914
,,1739209680.7939796,-38.13080360867914
,,1739209680.793982,-38.13080360867914
,,1739209680.7939844,-31.141103565318943
,,1739209680.7939868,-33.981070128970906
,,1739209680.7939892,-38.13080360867914
,,1739209680.7939916,-20.001670042250545
,,1739209680.7939942,-33.98107012897096
,,1739209680.7939966,-31.141103565318893
,,1739209680.793999,-45.120503652039325
,,1739209680.794001,-35.57807855764607
,,1739209680.7940035,-30.49652367304973
,,1739209680.794006,-45.120503652039325
,,1739209680.7940085,-33.981070128970906
,,1739209680.794011,-45.120503652039325
,,1739209680.7940135,-26.991370085610757
,,1739209680.794016,-12.42303992073162
,,1739209680.7940185,-35.57807855764607
,,1739209680.794021,-38.13080360867914
,,1739209680.794023,-24.151403521958727
,,1739209680.7940254,-26.991370085610768
,,1739209680.794028,-25.826314394896364
,,1739209680.7940304,-31.141103565318893
,,1739209680.7940328,-38.13080360867914
,,1739209680.7940352,-38.13080360867914
,,1739209680.7940376,-45.120503652039325
,,1739209680.79404,-45.120503652039325
,,1739209680.7940423,-45.120503652039325
,,1739209680.7940447,-38.13080360867914
,,1739209680.7940474,-38.13080360867914
,,1739209680.7940495,-38.13080360867914
,,1739209680.794052,-28.58837851428586
,,1739209680.7940545,-38.13080360867914
,,1739209680.7940571,-38.13080360867914
,,1739209680.7940598,-33.981070128970906
,,1739209680.7940626,-8.862236519182176
,,1739209680.7940652,-21.021172418726344
,,1739209680.794068,-28.992665084841946
,,1739209680.7940705,-38.13080360867914
,,1739209680.794073,-28.992665084841946
,,1739209680.794076,-38.13080360867914
,,1739209680.7940786,-45.120503652039325
,,1739209680.7940812,-45.120503652039325
,,1739209680.794084,-33.981070128970906
,,1739209680.7940867,-33.981070128970906
,,1739209680.7940893,-38.13080360867914
,,1739209680.794092,-38.13080360867914
,,1739209680.7940946,-45.120503652039325
,,1739209680.7940974,-45.120503652039325
,,1739209680.7941,-38.13080360867914
,,1739209680.794103,-38.13080360867914
