CAN Message, 0x1d3:000042c25575a59d,Timestamp,Amplitude
,,1739209855.4077065,-38.13080360867914
,,1739209855.4077122,-33.98107012897096
,,1739209855.4077182,-45.120503652039325
,,1739209855.407724,-38.13080360867914
,,1739209855.40773,-45.120503652039325
,,1739209855.407736,-45.120503652039325
,,1739209855.407742,-38.13080360867914
,,1739209855.407748,-35.57807855764607
,,1739209855.407754,-38.13080360867914
,,1739209855.40776,-31.141103565318893
,,1739209855.4077656,-38.13080360867914
,,1739209855.4077716,-38.13080360867914
,,1739209855.4077775,-38.13080360867914
,,1739209855.4077835,-38.13080360867914
,,1739209855.4077897,-38.13080360867914
,,1739209855.4077954,-35.57807855764607
,,1739209855.4078014,-38.13080360867914
,,1739209855.4078074,-45.120503652039325
,,1739209855.4078133,-32.816014438256545
,,1739209855.4078193,-35.57807855764607
,,1739209855.4078252,-38.13080360867914
,,1739209855.4078312,-29.438486411369333
,,1739209855.4078372,-23.38864096791655
,,1739209855.4078429,-31.141103565318915
,,1739209855.4078488,-38.13080360867914
,,1739209855.4078548,-38.13080360867914
,,1739209855.4078608,-45.120503652039325
,,1739209855.4078667,-38.13080360867914
,,1739209855.407873,-38.13080360867914
,,1739209855.4078786,-27.8777449560314
,,1739209855.4078846,-31.141103565318915
,,1739209855.4078906,-45.120503652039325
,,1739209855.4078965,-35.57807855764607
,,1739209855.4079025,-45.120503652039325
,,1739209855.4079084,-45.120503652039325
,,1739209855.4079144,-38.13080360867914
,,1739209855.40792,-38.13080360867914
,,1739209855.407926,-45.120503652039325
,,1739209855.407932,-38.13080360867914
,,1739209855.407938,-38.13080360867914
,,1739209855.407944,-38.13080360867914
,,1739209855.40795,-35.57807855764607
,,1739209855.407956,-38.13080360867914
,,1739209855.4079618,-45.120503652039325
,,1739209855.4079678,-33.981070128970906
,,1739209855.4079738,-25.25278630937684
,,1739209855.4079795,-22.26493056196156
,,1739209855.4079857,-33.981070128970906
,,1739209855.4079916,-33.981070128970906
