CAN Message, 0x1a7:00008afc9129fe2f,Timestamp,Amplitude
,,1739209734.083244,-45.120503652039325
,,1739209734.0832472,-45.120503652039325
,,1739209734.0832503,-45.120503652039325
,,1739209734.083254,-45.120503652039325
,,1739209734.083257,-38.13080360867914
,,1739209734.0832603,-35.57807855764607
,,1739209734.0832634,-45.120503652039325
,,1739209734.0832667,-45.120503652039325
,,1739209734.0832698,-32.816014438256545
,,1739209734.0832732,-38.13080360867914
,,1739209734.0832765,-38.13080360867914
,,1739209734.0832796,-32.816014438256545
,,1739209734.0832827,-38.13080360867914
,,1739209734.083286,-45.120503652039325
,,1739209734.0832891,-45.120503652039325
,,1739209734.0832925,-45.120503652039325
,,1739209734.0832956,-45.120503652039325
,,1739209734.083299,-45.120503652039325
,,1739209734.083302,-33.981070128970906
,,1739209734.0833054,-38.13080360867914
,,1739209734.0833085,-38.13080360867914
,,1739209734.0833118,-38.13080360867914
,,1739209734.0833151,-38.13080360867914
,,1739209734.0833182,-38.13080360867914
,,1739209734.0833216,-32.816014438256545
,,1739209734.083325,-33.981070128970906
,,1739209734.083328,-35.57807855764607
,,1739209734.083331,-35.57807855764607
,,1739209734.0833344,-33.981070128970906
,,1739209734.0833375,-45.120503652039325
,,1739209734.083341,-38.13080360867914
,,1739209734.083344,-38.13080360867914
,,1739209734.083347,-45.120503652039325
,,1739209734.0833504,-45.120503652039325
,,1739209734.0833538,-38.13080360867914
,,1739209734.0833569,-38.13080360867914
,,1739209734.0833602,-45.120503652039325
,,1739209734.0833633,-45.120503652039325
,,1739209734.0833666,-45.120503652039325
,,1739209734.0833695,-45.120503652039325
,,1739209734.083373,-35.57807855764607
,,1739209734.0833764,-38.13080360867914
,,1739209734.0833795,-38.13080360867914
,,1739209734.0833828,-38.13080360867914
,,1739209734.083386,-38.13080360867914
,,1739209734.0833893,-45.120503652039325
,,1739209734.0833924,-38.13080360867914
,,1739209734.0833955,-38.13080360867914
,,1739209734.0833988,-38.13080360867914
,,1739209734.0834022,-25.077289914212862
,,1739209734.0834053,-10.471139360821969
,,1739209734.0834086,-13.89834486931102
,,1739209734.0834117,-24.29264994887477
,,1739209734.083415,-38.13080360867914
,,1739209734.083418,-45.120503652039325
,,1739209734.0834217,-45.120503652039325
,,1739209734.0834246,-38.13080360867914
,,1739209734.083428,-45.120503652039325
,,1739209734.083431,-45.120503652039325
,,1739209734.0834343,-45.120503652039325
,,1739209734.0834377,-38.13080360867914
,,1739209734.0834408,-33.981070128970906
,,1739209734.083444,-38.13080360867914
,,1739209734.0834472,-38.13080360867914
,,1739209734.0834506,-45.120503652039325
,,1739209734.0834537,-32.816014438256545
,,1739209734.083457,-45.120503652039325
,,1739209734.08346,-35.57807855764607
,,1739209734.0834634,-38.13080360867914
,,1739209734.0834663,-45.120503652039325
,,1739209734.08347,-45.120503652039325
,,1739209734.083473,-45.120503652039325
,,1739209734.0834763,-45.120503652039325
,,1739209734.0834794,-45.120503652039325
,,1739209734.0834827,-19.13259858440814
,,1739209734.0834858,-32.816014438256545
,,1739209734.0834892,-38.13080360867914
,,1739209734.0834925,-38.13080360867914
,,1739209734.0834956,-33.981070128970906
,,1739209734.083499,-13.322114371807425
,,1739209734.083502,-22.448786368009163
,,1739209734.0835054,-28.992665084841946
,,1739209734.0835085,-32.816014438256545
,,1739209734.0835118,-45.120503652039325
,,1739209734.083515,-27.8777449560314
,,1739209734.0835185,-24.746238672633048
,,1739209734.0835214,-38.13080360867914
,,1739209734.0835247,-33.981070128970906
,,1739209734.0835278,-35.57807855764607
,,1739209734.0835311,-35.57807855764607
,,1739209734.0835342,-38.13080360867914
,,1739209734.0835376,-38.13080360867914
,,1739209734.083541,-45.120503652039325
,,1739209734.083544,-45.120503652039325
,,1739209734.083547,-38.13080360867914
,,1739209734.0835505,-45.120503652039325
,,1739209734.0835536,-31.141103565318893
,,1739209734.083557,-30.49652367304973
,,1739209734.0835602,-45.120503652039325
,,1739209734.083563,-33.981070128970906
,,1739209734.083567,-45.120503652039325
,,1739209734.0835698,-25.82631439489636
,,1739209734.083573,-31.141103565318915
,,1739209734.0835762,-17.245898906855142
,,1739209734.0835795,-38.13080360867914
,,1739209734.0835826,-31.141103565318915
,,1739209734.083586,-30.49652367304973
,,1739209734.083589,-27.877744956031417
,,1739209734.0835924,-8.80099538944712
,,1739209734.0835955,-27.267205301931607
,,1739209734.0835989,-31.141103565318893
,,1739209734.083602,-38.13080360867914
,,1739209734.0836053,-45.120503652039325
,,1739209734.0836084,-45.120503652039325
,,1739209734.0836115,-35.57807855764607
,,1739209734.0836148,-38.13080360867914
,,1739209734.0836182,-35.57807855764607
,,1739209734.0836215,-25.25278630937684
,,1739209734.0836246,-33.981070128970906
,,1739209734.083628,-38.13080360867914
,,1739209734.083631,-38.13080360867914
,,1739209734.0836344,-32.81601443825658
,,1739209734.0836377,-45.120503652039325
,,1739209734.0836408,-38.13080360867914
,,1739209734.083644,-35.57807855764607
,,1739209734.0836473,-33.981070128970906
,,1739209734.0836504,-33.981070128970906
,,1739209734.0836537,-23.273589343863318
,,1739209734.0836568,-28.218542851754165
,,1739209734.08366,-31.141103565318915
,,1739209734.0836632,-38.13080360867914
,,1739209734.0836666,-45.120503652039325
,,1739209734.0836697,-45.120503652039325
,,1739209734.083673,-38.13080360867914
,,1739209734.083676,-45.120503652039325
,,1739209734.0836794,-45.120503652039325
,,1739209734.0836828,-38.13080360867914
,,1739209734.083686,-27.267205301931607
,,1739209734.0836892,-32.816014438256545
,,1739209734.0836923,-32.816014438256545
,,1739209734.0836957,-38.13080360867914
,,1739209734.0836987,-28.58837851428586
,,1739209734.083702,-33.981070128970906
,,1739209734.0837052,-38.13080360867914
,,1739209734.0837083,-38.13080360867914
,,1739209734.0837116,-33.981070128970906
,,1739209734.083715,-35.57807855764607
,,1739209734.083718,-45.120503652039325
,,1739209734.0837214,-38.13080360867914
,,1739209734.0837245,-45.120503652039325
,,1739209734.0837278,-30.49652367304973
,,1739209734.083731,-17.217652011706875
,,1739209734.0837345,-38.13080360867914
,,1739209734.0837374,-29.438486411369347
,,1739209734.0837407,-31.141103565318893
,,1739209734.083744,-30.49652367304976
,,1739209734.0837471,-8.6184001054357
,,1739209734.0837505,-25.25278630937684
,,1739209734.0837536,-27.267205301931607
,,1739209734.083757,-38.13080360867914
,,1739209734.08376,-38.13080360867914
,,1739209734.0837634,-38.13080360867914
,,1739209734.0837665,-33.981070128970906
,,1739209734.0837698,-35.57807855764607
,,1739209734.083773,-45.120503652039325
,,1739209734.0837762,-33.981070128970906
,,1739209734.083779,-38.13080360867914
,,1739209734.083783,-38.13080360867914
,,1739209734.0837858,-38.13080360867914
,,1739209734.083789,-33.981070128970906
,,1739209734.0837922,-45.120503652039325
,,1739209734.0837955,-45.120503652039325
,,1739209734.0837986,-38.13080360867914
,,1739209734.083802,-38.13080360867914
,,1739209734.083805,-31.141103565318915
,,1739209734.0838084,-18.877682693682605
,,1739209734.0838118,-38.13080360867914
,,1739209734.0838149,-31.141103565318915
,,1739209734.0838182,-28.992665084841946
,,1739209734.0838213,-38.13080360867914
,,1739209734.0838246,-45.120503652039325
,,1739209734.0838275,-38.13080360867914
,,1739209734.083831,-33.981070128970906
,,1739209734.0838342,-26.99137008561072
,,1739209734.0838375,-20.82298085201522
,,1739209734.0838406,-10.863531518413383
,,1739209734.083844,-25.077289914212862
,,1739209734.083847,-45.120503652039325
,,1739209734.0838504,-38.13080360867914
,,1739209734.0838535,-19.089059925837468
,,1739209734.0838568,-21.522148828640407
,,1739209734.08386,-38.13080360867914
,,1739209734.0838633,-45.120503652039325
,,1739209734.0838678,-24.746238672633048
,,1739209734.083872,-10.96242637568386
,,1739209734.0838766,-14.196806655748082
,,1739209734.0838811,-24.29264994887477
,,1739209734.0838854,-33.98107012897096
,,1739209734.08389,-25.82631439489636
,,1739209734.0838945,-45.120503652039325
,,1739209734.0838988,-45.120503652039325
,,1739209734.0839033,-38.13080360867914
,,1739209734.0839076,-45.120503652039325
,,1739209734.083912,-33.98107012897096
,,1739209734.083917,-22.84163660590256
,,1739209734.083921,-32.816014438256545
,,1739209734.0839255,-32.816014438256545
,,1739209734.08393,-35.57807855764607
,,1739209734.0839343,-45.120503652039325
,,1739209734.0839388,-45.120503652039325
,,1739209734.0839434,-45.120503652039325
,,1739209734.0839477,-38.13080360867914
,,1739209734.0839522,-45.120503652039325
,,1739209734.0839565,-45.120503652039325
,,1739209734.083961,-24.15140352195872
,,1739209734.0839655,-45.120503652039325
,,1739209734.0839698,-38.13080360867914
,,1739209734.0839744,-26.0356534632528
,,1739209734.083979,-14.912748770103716
,,1739209734.0839832,-16.329544857038563
,,1739209734.0839877,-26.991370085610736
,,1739209734.0839922,-45.120503652039325
,,1739209734.0839963,-45.120503652039325
,,1739209734.084001,-45.120503652039325
,,1739209734.0840056,-45.120503652039325
,,1739209734.08401,-38.13080360867914
,,1739209734.0840144,-28.58837851428586
,,1739209734.0840187,-38.13080360867914
,,1739209734.0840232,-45.120503652039325
,,1739209734.0840278,-45.120503652039325
,,1739209734.084032,-33.98107012897096
,,1739209734.0840366,-45.120503652039325
,,1739209734.084041,-45.120503652039325
,,1739209734.0840454,-45.120503652039325
,,1739209734.08405,-38.13080360867914
,,1739209734.0840545,-32.816014438256545
,,1739209734.0840588,-38.13080360867914
,,1739209734.0840633,-22.84163660590256
,,1739209734.0840678,-24.15140352195873
,,1739209734.084072,-33.981070128970906
,,1739209734.0840766,-38.13080360867914
,,1739209734.084081,-31.141103565318915
,,1739209734.0840857,-45.120503652039325
,,1739209734.08409,-45.120503652039325
,,1739209734.0840943,-38.13080360867914
,,1739209734.0840988,-38.13080360867914
,,1739209734.084103,-33.981070128970906
,,1739209734.0841076,-45.120503652039325
,,1739209734.0841122,-45.120503652039325
,,1739209734.0841167,-38.13080360867914
,,1739209734.084121,-45.120503652039325
,,1739209734.0841255,-45.120503652039325
,,1739209734.0841298,-45.120503652039325
