CAN Message, 0x77:58a4906bccabd6b8,Timestamp,Amplitude
,,1739209724.289284,-45.120503652039325
,,1739209724.2892876,-38.13080360867914
,,1739209724.2892911,-31.141103565318893
,,1739209724.2892947,-45.120503652039325
,,1739209724.2892983,-38.13080360867914
,,1739209724.289302,-38.13080360867914
,,1739209724.2893054,-45.120503652039325
,,1739209724.289309,-38.13080360867914
,,1739209724.2893126,-38.13080360867914
,,1739209724.2893162,-45.120503652039325
,,1739209724.2893198,-38.13080360867914
,,1739209724.289323,-32.816014438256545
,,1739209724.289327,-38.13080360867914
,,1739209724.2893305,-38.13080360867914
,,1739209724.289334,-45.120503652039325
,,1739209724.2893376,-38.13080360867914
,,1739209724.2893412,-35.57807855764607
,,1739209724.2893448,-38.13080360867914
,,1739209724.2893484,-45.120503652039325
,,1739209724.289352,-38.13080360867914
,,1739209724.2893555,-30.49652367304973
,,1739209724.289359,-25.82631439489636
,,1739209724.289363,-25.82631439489636
,,1739209724.2893662,-31.141103565318915
,,1739209724.2893698,-45.120503652039325
,,1739209724.2893734,-45.120503652039325
,,1739209724.289377,-35.57807855764607
,,1739209724.2893806,-38.13080360867914
,,1739209724.289384,-38.13080360867914
,,1739209724.2893877,-38.13080360867914
,,1739209724.2893913,-25.62660358559016
,,1739209724.2893949,-27.267205301931607
,,1739209724.2893984,-45.120503652039325
,,1739209724.289402,-35.57807855764607
,,1739209724.2894056,-30.49652367304973
,,1739209724.2894092,-33.981070128970906
,,1739209724.2894127,-45.120503652039325
,,1739209724.289416,-45.120503652039325
,,1739209724.2894197,-33.981070128970906
,,1739209724.2894232,-33.981070128970906
,,1739209724.2894268,-45.120503652039325
,,1739209724.2894304,-45.120503652039325
,,1739209724.289434,-33.981070128970906
,,1739209724.2894375,-32.816014438256545
,,1739209724.289441,-45.120503652039325
,,1739209724.2894447,-24.15140352195872
,,1739209724.2894485,-25.25278630937684
,,1739209724.2894518,-33.98107012897096
,,1739209724.2894554,-30.49652367304973
,,1739209724.289459,-33.98107012897096
,,1739209724.2894626,-17.245898906855142
,,1739209724.289466,-17.217652011706875
,,1739209724.2894697,-33.98107012897096
,,1739209724.2894733,-30.49652367304973
,,1739209724.2894769,-35.57807855764607
,,1739209724.2894804,-45.120503652039325
,,1739209724.289484,-38.13080360867914
,,1739209724.2894876,-38.13080360867914
,,1739209724.2894912,-38.13080360867914
,,1739209724.2894948,-25.25278630937684
,,1739209724.2894983,-18.0533258286717
,,1739209724.289502,-45.120503652039325
,,1739209724.2895055,-32.816014438256545
,,1739209724.289509,-45.120503652039325
,,1739209724.2895126,-45.120503652039325
,,1739209724.2895162,-38.13080360867914
,,1739209724.2895198,-38.13080360867914
,,1739209724.2895234,-38.13080360867914
,,1739209724.289527,-25.25278630937684
,,1739209724.2895305,-17.245898906855142
,,1739209724.289534,-13.619082033553706
,,1739209724.2895377,-22.54371790334745
,,1739209724.2895412,-38.13080360867914
,,1739209724.2895448,-38.13080360867914
,,1739209724.2895484,-38.13080360867914
,,1739209724.289552,-29.438486411369347
,,1739209724.2895555,-32.816014438256545
,,1739209724.2895591,-38.13080360867914
,,1739209724.2895625,-35.57807855764607
,,1739209724.289566,-25.25278630937684
,,1739209724.2895696,-33.981070128970906
,,1739209724.2895732,-38.13080360867914
,,1739209724.2895768,-38.13080360867914
,,1739209724.2895803,-38.13080360867914
,,1739209724.289584,-45.120503652039325
,,1739209724.2895875,-38.13080360867914
,,1739209724.289591,-38.13080360867914
