CAN Message, 0x39:0fada79fb1398c4e,Timestamp,Amplitude
,,1739209776.7152135,-45.120503652039325
,,1739209776.7152169,-38.13080360867914
,,1739209776.7152202,-35.57807855764607
,,1739209776.7152236,-45.120503652039325
,,1739209776.715227,-45.120503652039325
,,1739209776.7152302,-32.816014438256545
,,1739209776.7152336,-45.120503652039325
,,1739209776.715237,-45.120503652039325
,,1739209776.7152402,-32.816014438256545
,,1739209776.7152436,-33.981070128970906
,,1739209776.715247,-45.120503652039325
,,1739209776.7152505,-38.13080360867914
,,1739209776.7152536,-35.57807855764607
,,1739209776.715257,-38.13080360867914
,,1739209776.7152605,-38.13080360867914
,,1739209776.7152636,-38.13080360867914
,,1739209776.715267,-38.13080360867914
,,1739209776.7152703,-35.57807855764607
,,1739209776.7152736,-45.120503652039325
,,1739209776.715277,-45.120503652039325
,,1739209776.7152803,-38.13080360867914
,,1739209776.7152836,-25.826314394896364
,,1739209776.715287,-29.438486411369347
,,1739209776.7152903,-38.13080360867914
,,1739209776.7152936,-45.120503652039325
,,1739209776.715297,-45.120503652039325
,,1739209776.7153003,-38.13080360867914
,,1739209776.7153037,-45.120503652039325
,,1739209776.7153072,-45.120503652039325
,,1739209776.7153106,-38.13080360867914
,,1739209776.715314,-38.13080360867914
,,1739209776.7153172,-38.13080360867914
,,1739209776.7153206,-29.438486411369333
,,1739209776.715324,-35.57807855764607
,,1739209776.7153273,-45.120503652039325
,,1739209776.7153306,-45.120503652039325
,,1739209776.715334,-26.991370085610736
,,1739209776.7153373,-27.8777449560314
,,1739209776.7153406,-45.120503652039325
,,1739209776.715344,-38.13080360867914
,,1739209776.7153473,-45.120503652039325
,,1739209776.7153506,-45.120503652039325
,,1739209776.715354,-45.120503652039325
,,1739209776.7153573,-33.981070128970906
,,1739209776.7153606,-32.81601443825658
,,1739209776.715364,-28.992665084841967
,,1739209776.7153673,-32.816014438256545
,,1739209776.715371,-45.120503652039325
,,1739209776.715374,-45.120503652039325
,,1739209776.715377,-33.98107012897096
,,1739209776.715381,-20.165060276574795
,,1739209776.715384,-32.816014438256545
,,1739209776.715387,-38.13080360867914
,,1739209776.7153907,-33.98107012897096
,,1739209776.715394,-38.13080360867914
,,1739209776.7153974,-45.120503652039325
,,1739209776.7154007,-45.120503652039325
,,1739209776.715404,-45.120503652039325
,,1739209776.7154074,-38.13080360867914
,,1739209776.7154107,-45.120503652039325
,,1739209776.715414,-32.816014438256545
,,1739209776.7154174,-25.82631439489636
,,1739209776.7154207,-45.120503652039325
,,1739209776.715424,-45.120503652039325
,,1739209776.7154274,-33.981070128970906
,,1739209776.7154307,-33.98107012897096
,,1739209776.715434,-38.13080360867914
,,1739209776.7154374,-38.13080360867914
,,1739209776.7154408,-31.141103565318893
,,1739209776.715444,-28.58837851428586
,,1739209776.7154474,-45.120503652039325
,,1739209776.7154508,-38.13080360867914
,,1739209776.715454,-38.13080360867914
,,1739209776.7154574,-27.267205301931607
,,1739209776.7154608,-22.54371790334745
,,1739209776.715464,-38.13080360867914
,,1739209776.7154677,-38.13080360867914
,,1739209776.7154708,-45.120503652039325
,,1739209776.715474,-31.141103565318915
,,1739209776.7154777,-20.88804491267121
,,1739209776.7154808,-38.13080360867914
,,1739209776.715484,-27.267205301931607
,,1739209776.7154877,-38.13080360867914
,,1739209776.7154908,-38.13080360867914
,,1739209776.7154942,-45.120503652039325
,,1739209776.7154975,-45.120503652039325
,,1739209776.7155008,-38.13080360867914
,,1739209776.7155042,-38.13080360867914
,,1739209776.7155075,-19.69224938244749
,,1739209776.7155108,-28.992665084841946
,,1739209776.7155142,-38.13080360867914
,,1739209776.7155175,-35.57807855764607
,,1739209776.7155209,-35.57807855764607
,,1739209776.7155242,-45.120503652039325
,,1739209776.7155275,-45.120503652039325
,,1739209776.7155309,-45.120503652039325
,,1739209776.7155344,-31.141103565318915
,,1739209776.7155378,-28.992665084841967
,,1739209776.7155411,-8.94945134701551
,,1739209776.7155445,-38.13080360867914
,,1739209776.7155478,-35.57807855764607
,,1739209776.7155511,-26.991370085610757
,,1739209776.7155545,-31.141103565318915
,,1739209776.7155578,-33.981070128970906
,,1739209776.7155612,-45.120503652039325
,,1739209776.7155645,-38.13080360867914
,,1739209776.7155678,-45.120503652039325
,,1739209776.7155712,-38.13080360867914
,,1739209776.7155745,-45.120503652039325
,,1739209776.7155778,-31.141103565318915
,,1739209776.7155812,-38.13080360867914
,,1739209776.7155845,-38.13080360867914
,,1739209776.715588,-45.120503652039325
,,1739209776.7155912,-33.981070128970906
,,1739209776.7155943,-45.120503652039325
,,1739209776.715598,-45.120503652039325
,,1739209776.7156012,-38.13080360867914
,,1739209776.7156043,-27.87774495603141
,,1739209776.715608,-32.816014438256545
,,1739209776.7156112,-33.981070128970906
,,1739209776.7156146,-35.57807855764607
,,1739209776.715618,-33.981070128970906
,,1739209776.7156212,-31.141103565318915
,,1739209776.7156246,-38.13080360867914
,,1739209776.715628,-33.981070128970906
,,1739209776.7156312,-27.267205301931607
,,1739209776.7156346,-33.98107012897096
,,1739209776.715638,-20.888044912671223
,,1739209776.7156413,-32.816014438256545
,,1739209776.7156446,-33.981070128970906
,,1739209776.715648,-32.816014438256545
,,1739209776.7156513,-38.13080360867914
,,1739209776.7156546,-38.13080360867914
,,1739209776.715658,-35.57807855764607
,,1739209776.7156613,-45.120503652039325
,,1739209776.7156646,-45.120503652039325
,,1739209776.715668,-45.120503652039325
,,1739209776.7156713,-38.13080360867914
,,1739209776.7156746,-31.141103565318915
,,1739209776.715678,-35.57807855764607
,,1739209776.7156813,-38.13080360867914
,,1739209776.715685,-45.120503652039325
,,1739209776.715688,-45.120503652039325
,,1739209776.715691,-45.120503652039325
,,1739209776.715695,-32.816014438256545
,,1739209776.715698,-38.13080360867914
,,1739209776.715701,-31.141103565318943
,,1739209776.715705,-45.120503652039325
,,1739209776.715708,-45.120503652039325
,,1739209776.7157114,-45.120503652039325
,,1739209776.7157147,-28.218542851754165
,,1739209776.715718,-26.487275050834715
,,1739209776.7157214,-38.13080360867914
,,1739209776.7157247,-33.981070128970906
,,1739209776.715728,-45.120503652039325
,,1739209776.7157314,-35.57807855764607
,,1739209776.7157347,-25.82631439489636
,,1739209776.715738,-38.13080360867914
,,1739209776.7157414,-35.57807855764607
,,1739209776.7157447,-33.981070128970906
,,1739209776.715748,-45.120503652039325
,,1739209776.7157514,-45.120503652039325
,,1739209776.7157547,-38.13080360867914
,,1739209776.715758,-38.13080360867914
,,1739209776.7157617,-38.13080360867914
,,1739209776.715765,-21.676580915188183
,,1739209776.7157683,-25.25278630937684
,,1739209776.7157717,-38.13080360867914
,,1739209776.715775,-45.120503652039325
,,1739209776.7157784,-45.120503652039325
,,1739209776.7157817,-33.98107012897096
,,1739209776.715785,-45.120503652039325
,,1739209776.7157884,-45.120503652039325
,,1739209776.7157917,-38.13080360867914
,,1739209776.715795,-31.141103565318915
,,1739209776.7157984,-38.13080360867914
,,1739209776.7158017,-38.13080360867914
,,1739209776.715805,-35.57807855764607
,,1739209776.7158084,-38.13080360867914
,,1739209776.7158115,-22.84163660590256
