CAN Message, 0x39:07d79c5f55c1c9a2,Timestamp,Amplitude
,,1739209873.5389388,-38.13080360867914
,,1739209873.5389438,-35.57807855764607
,,1739209873.5389488,-38.13080360867914
,,1739209873.5389538,-38.13080360867914
,,1739209873.5389588,-38.13080360867914
,,1739209873.5389638,-38.13080360867914
,,1739209873.5389688,-33.981070128970906
,,1739209873.5389738,-35.57807855764607
,,1739209873.538979,-38.13080360867914
,,1739209873.538984,-45.120503652039325
,,1739209873.538989,-38.13080360867914
,,1739209873.538994,-32.816014438256545
,,1739209873.538999,-38.13080360867914
,,1739209873.539004,-45.120503652039325
,,1739209873.539009,-38.13080360867914
,,1739209873.539014,-38.13080360867914
,,1739209873.539019,-45.120503652039325
,,1739209873.539024,-38.13080360867914
,,1739209873.5390291,-45.120503652039325
,,1739209873.539034,-45.120503652039325
,,1739209873.5390391,-33.981070128970906
,,1739209873.539044,-45.120503652039325
,,1739209873.5390491,-45.120503652039325
,,1739209873.5390542,-45.120503652039325
,,1739209873.5390592,-45.120503652039325
,,1739209873.5390642,-45.120503652039325
,,1739209873.5390692,-38.13080360867914
,,1739209873.5390742,-32.816014438256545
,,1739209873.5390792,-45.120503652039325
,,1739209873.5390842,-45.120503652039325
,,1739209873.5390892,-33.981070128970906
,,1739209873.5390942,-35.57807855764607
,,1739209873.5390992,-38.13080360867914
,,1739209873.5391042,-38.13080360867914
,,1739209873.5391092,-45.120503652039325
,,1739209873.5391142,-45.120503652039325
,,1739209873.5391192,-38.13080360867914
,,1739209873.5391245,-32.816014438256545
,,1739209873.5391293,-38.13080360867914
,,1739209873.5391345,-45.120503652039325
,,1739209873.5391393,-45.120503652039325
,,1739209873.5391445,-45.120503652039325
,,1739209873.5391493,-45.120503652039325
,,1739209873.5391543,-38.13080360867914
,,1739209873.5391593,-38.13080360867914
,,1739209873.5391643,-45.120503652039325
,,1739209873.5391693,-45.120503652039325
,,1739209873.5391743,-38.13080360867914
,,1739209873.539179,-45.120503652039325
,,1739209873.5391843,-31.141103565318915
,,1739209873.539189,-10.261870356065945
,,1739209873.5391943,-28.58837851428589
,,1739209873.5391994,-31.141103565318915
,,1739209873.5392044,-38.13080360867914
,,1739209873.5392094,-38.13080360867914
,,1739209873.5392144,-38.13080360867914
,,1739209873.5392194,-45.120503652039325
,,1739209873.5392244,-45.120503652039325
,,1739209873.5392294,-35.57807855764607
,,1739209873.5392344,-32.816014438256545
,,1739209873.5392394,-38.13080360867914
,,1739209873.5392444,-38.13080360867914
,,1739209873.5392494,-33.981070128970906
,,1739209873.5392544,-33.981070128970906
,,1739209873.5392594,-45.120503652039325
,,1739209873.5392644,-38.13080360867914
,,1739209873.5392694,-38.13080360867914
,,1739209873.5392745,-28.992665084841967
,,1739209873.5392797,-35.57807855764607
,,1739209873.5392845,-38.13080360867914
,,1739209873.5392897,-38.13080360867914
,,1739209873.5392945,-32.816014438256545
,,1739209873.5392995,-45.120503652039325
,,1739209873.5393045,-33.981070128970906
,,1739209873.5393095,-28.218542851754165
,,1739209873.5393145,-45.120503652039325
,,1739209873.5393195,-45.120503652039325
,,1739209873.5393243,-38.13080360867914
,,1739209873.5393295,-38.13080360867914
,,1739209873.5393343,-25.62660358559016
,,1739209873.5393395,-30.49652367304973
,,1739209873.5393443,-45.120503652039325
,,1739209873.5393496,-35.57807855764607
,,1739209873.5393546,-38.13080360867914
,,1739209873.5393596,-45.120503652039325
,,1739209873.5393646,-45.120503652039325
,,1739209873.5393696,-45.120503652039325
,,1739209873.5393746,-38.13080360867914
,,1739209873.5393796,-38.13080360867914
,,1739209873.5393846,-38.13080360867914
,,1739209873.5393896,-35.57807855764607
,,1739209873.5393946,-45.120503652039325
,,1739209873.5393996,-45.120503652039325
,,1739209873.5394046,-38.13080360867914
,,1739209873.5394096,-45.120503652039325
,,1739209873.5394146,-38.13080360867914
,,1739209873.5394197,-45.120503652039325
,,1739209873.539425,-45.120503652039325
,,1739209873.5394297,-45.120503652039325
,,1739209873.539435,-45.120503652039325
,,1739209873.5394397,-38.13080360867914
,,1739209873.5394447,-38.13080360867914
,,1739209873.5394497,-22.84163660590256
,,1739209873.5394547,-21.4469444417791
,,1739209873.5394597,-45.120503652039325
,,1739209873.5394647,-33.981070128970906
,,1739209873.5394697,-32.81601443825658
,,1739209873.5394747,-16.763597937115033
,,1739209873.5394795,-12.555731589622528
,,1739209873.5394847,-32.81601443825658
,,1739209873.5394895,-31.141103565318915
,,1739209873.5394948,-45.120503652039325
,,1739209873.5394998,-45.120503652039325
