CAN Message, 0x150:0000a4ea39d64581,Timestamp,Amplitude
,,1739209819.0716865,-38.13080360867914
,,1739209819.071688,-45.120503652039325
,,1739209819.0716896,-45.120503652039325
,,1739209819.0716913,-38.13080360867914
,,1739209819.071693,-38.13080360867914
,,1739209819.0716946,-45.120503652039325
,,1739209819.071696,-38.13080360867914
,,1739209819.0716977,-38.13080360867914
,,1739209819.0716994,-45.120503652039325
,,1739209819.071701,-45.120503652039325
,,1739209819.0717027,-45.120503652039325
,,1739209819.0717044,-45.120503652039325
,,1739209819.071706,-45.120503652039325
,,1739209819.0717075,-33.981070128970906
,,1739209819.0717092,-45.120503652039325
,,1739209819.0717108,-28.992665084841946
,,1739209819.0717125,-32.816014438256545
,,1739209819.0717142,-35.57807855764607
,,1739209819.0717158,-38.13080360867914
,,1739209819.0717173,-35.57807855764607
,,1739209819.071719,-33.981070128970906
,,1739209819.0717206,-35.57807855764607
,,1739209819.0717225,-38.13080360867914
,,1739209819.071724,-35.57807855764607
,,1739209819.0717256,-38.13080360867914
,,1739209819.0717273,-38.13080360867914
,,1739209819.0717287,-45.120503652039325
,,1739209819.0717304,-38.13080360867914
,,1739209819.071732,-38.13080360867914
,,1739209819.0717337,-45.120503652039325
,,1739209819.0717354,-45.120503652039325
,,1739209819.071737,-38.13080360867914
,,1739209819.0717387,-38.13080360867914
,,1739209819.0717402,-38.13080360867914
,,1739209819.0717418,-45.120503652039325
,,1739209819.0717435,-45.120503652039325
,,1739209819.0717452,-45.120503652039325
,,1739209819.0717468,-38.13080360867914
,,1739209819.0717485,-45.120503652039325
,,1739209819.07175,-45.120503652039325
,,1739209819.0717516,-38.13080360867914
,,1739209819.0717533,-38.13080360867914
,,1739209819.071755,-38.13080360867914
,,1739209819.0717566,-38.13080360867914
,,1739209819.0717585,-38.13080360867914
,,1739209819.07176,-45.120503652039325
,,1739209819.0717614,-45.120503652039325
,,1739209819.071763,-31.141103565318915
,,1739209819.0717647,-31.14110356531892
,,1739209819.0717664,-19.403415333952413
,,1739209819.071768,-8.583555698888475
,,1739209819.0717697,-31.141103565318915
,,1739209819.0717714,-45.120503652039325
,,1739209819.0717728,-32.816014438256545
,,1739209819.0717745,-45.120503652039325
,,1739209819.0717762,-38.13080360867914
,,1739209819.0717778,-38.13080360867914
,,1739209819.0717795,-45.120503652039325
,,1739209819.0717812,-38.13080360867914
,,1739209819.0717826,-35.57807855764607
,,1739209819.0717845,-31.141103565318915
,,1739209819.071786,-45.120503652039325
,,1739209819.0717876,-45.120503652039325
,,1739209819.0717893,-45.120503652039325
,,1739209819.071791,-38.13080360867914
,,1739209819.0717926,-38.13080360867914
,,1739209819.071794,-45.120503652039325
,,1739209819.0717957,-33.981070128970906
,,1739209819.0717974,-38.13080360867914
,,1739209819.071799,-45.120503652039325
,,1739209819.0718007,-38.13080360867914
,,1739209819.0718024,-38.13080360867914
,,1739209819.071804,-45.120503652039325
,,1739209819.0718057,-24.74623867263306
,,1739209819.0718071,-24.589719217205094
,,1739209819.0718088,-38.13080360867914
,,1739209819.0718105,-26.487275050834715
,,1739209819.0718122,-29.438486411369333
,,1739209819.0718138,-21.598678470925663
,,1739209819.0718153,-16.763597937115037
,,1739209819.071817,-33.981070128970906
,,1739209819.0718186,-45.120503652039325
,,1739209819.0718205,-38.13080360867914
,,1739209819.071822,-38.13080360867914
,,1739209819.0718236,-38.13080360867914
,,1739209819.0718253,-45.120503652039325
,,1739209819.0718267,-45.120503652039325
,,1739209819.0718284,-45.120503652039325
,,1739209819.07183,-22.54371790334745
,,1739209819.0718317,-32.816014438256545
,,1739209819.0718334,-45.120503652039325
,,1739209819.071835,-38.13080360867914
,,1739209819.0718365,-33.981070128970906
,,1739209819.071838,-45.120503652039325
,,1739209819.0718398,-45.120503652039325
,,1739209819.0718417,-45.120503652039325
,,1739209819.0718431,-27.267205301931607
,,1739209819.0718448,-38.13080360867914
,,1739209819.0718465,-38.13080360867914
,,1739209819.071848,-38.13080360867914
,,1739209819.0718496,-33.981070128970906
,,1739209819.0718513,-30.49652367304973
,,1739209819.071853,-20.51152522447382
,,1739209819.0718546,-26.487275050834725
,,1739209819.0718565,-45.120503652039325
,,1739209819.071858,-38.13080360867914
,,1739209819.0718594,-24.438645034577675
,,1739209819.071861,-10.76683858591268
,,1739209819.0718627,-13.29921151150931
,,1739209819.0718644,-25.82631439489636
,,1739209819.071866,-35.57807855764607
,,1739209819.0718677,-38.13080360867914
,,1739209819.0718691,-45.120503652039325
,,1739209819.0718708,-45.120503652039325
,,1739209819.0718725,-45.120503652039325
,,1739209819.071874,-45.120503652039325
,,1739209819.0718758,-38.13080360867914
,,1739209819.0718777,-26.487275050834725
,,1739209819.0718791,-33.981070128970906
,,1739209819.0718806,-45.120503652039325
,,1739209819.0718822,-38.13080360867914
,,1739209819.071884,-35.57807855764607
,,1739209819.0718856,-31.141103565318915
,,1739209819.0718873,-38.13080360867914
,,1739209819.071889,-38.13080360867914
,,1739209819.0718906,-38.13080360867914
,,1739209819.071892,-25.826314394896357
,,1739209819.0718937,-27.8777449560314
,,1739209819.0718954,-45.120503652039325
,,1739209819.071897,-35.57807855764607
,,1739209819.0718987,-38.13080360867914
,,1739209819.0719004,-35.57807855764607
,,1739209819.0719018,-45.120503652039325
,,1739209819.0719037,-45.120503652039325
,,1739209819.0719051,-45.120503652039325
,,1739209819.0719068,-38.13080360867914
,,1739209819.0719085,-33.98107012897096
,,1739209819.07191,-28.58837851428589
,,1739209819.0719118,-35.57807855764607
,,1739209819.0719132,-38.13080360867914
,,1739209819.071915,-38.13080360867914
,,1739209819.0719166,-45.120503652039325
,,1739209819.0719182,-33.981070128970906
,,1739209819.07192,-35.57807855764607
,,1739209819.0719216,-45.120503652039325
,,1739209819.0719233,-31.141103565318943
,,1739209819.0719247,-38.13080360867914
,,1739209819.0719264,-45.120503652039325
,,1739209819.071928,-38.13080360867914
,,1739209819.0719297,-32.816014438256545
,,1739209819.0719314,-28.58837851428589
,,1739209819.071933,-33.98107012897096
,,1739209819.0719345,-30.49652367304973
,,1739209819.071936,-33.981070128970906
,,1739209819.0719378,-33.981070128970906
,,1739209819.0719397,-22.84163660590255
,,1739209819.0719411,-21.021172418726344
,,1739209819.0719428,-33.98107012897096
,,1739209819.0719445,-35.57807855764607
,,1739209819.071946,-32.816014438256545
,,1739209819.0719476,-38.13080360867914
,,1739209819.0719492,-31.141103565318893
,,1739209819.071951,-38.13080360867914
,,1739209819.0719526,-45.120503652039325
,,1739209819.0719545,-45.120503652039325
,,1739209819.071956,-28.992665084841967
,,1739209819.071957,-35.57807855764607
,,1739209819.071959,-45.120503652039325
,,1739209819.0719607,-38.13080360867914
,,1739209819.0719624,-29.438486411369333
,,1739209819.071964,-45.120503652039325
,,1739209819.0719657,-38.13080360867914
,,1739209819.0719671,-35.57807855764607
,,1739209819.0719688,-31.141103565318915
,,1739209819.0719705,-38.13080360867914
,,1739209819.071972,-45.120503652039325
,,1739209819.0719738,-38.13080360867914
,,1739209819.0719757,-31.141103565318915
,,1739209819.0719771,-38.13080360867914
,,1739209819.0719786,-32.816014438256545
,,1739209819.0719802,-28.992665084841946
,,1739209819.071982,-26.99137008561072
,,1739209819.0719836,-35.57807855764607
,,1739209819.0719852,-38.13080360867914
,,1739209819.071987,-25.82631439489636
,,1739209819.0719886,-25.82631439489636
,,1739209819.07199,-30.49652367304973
,,1739209819.0719917,-45.120503652039325
,,1739209819.0719934,-28.58837851428586
,,1739209819.071995,-11.79006335380442
,,1739209819.0719967,-27.267205301931607
,,1739209819.0719984,-33.981070128970906
,,1739209819.0719998,-31.141103565318915
,,1739209819.0720017,-21.598678470925663
,,1739209819.0720031,-19.49757500747454
,,1739209819.0720048,-33.981070128970906
,,1739209819.0720065,-27.8777449560314
,,1739209819.072008,-29.43848641136937
,,1739209819.0720098,-13.991103891198492
