CAN Message, 0x1bb:0000b22b9df62ad1,Timestamp,Amplitude
,,1739209787.2299306,-33.981070128970906
,,1739209787.2299345,-45.120503652039325
,,1739209787.2299385,-45.120503652039325
,,1739209787.229942,-38.13080360867914
,,1739209787.2299457,-38.13080360867914
,,1739209787.2299497,-45.120503652039325
,,1739209787.2299533,-38.13080360867914
,,1739209787.229957,-35.57807855764607
,,1739209787.229961,-35.57807855764607
,,1739209787.2299645,-45.120503652039325
,,1739209787.2299683,-38.13080360867914
,,1739209787.229972,-35.57807855764607
,,1739209787.2299757,-38.13080360867914
,,1739209787.2299795,-45.120503652039325
,,1739209787.229983,-38.13080360867914
,,1739209787.229987,-35.57807855764607
,,1739209787.2299907,-38.13080360867914
,,1739209787.2299943,-45.120503652039325
,,1739209787.2299984,-38.13080360867914
,,1739209787.230002,-31.141103565318893
,,1739209787.2300055,-45.120503652039325
,,1739209787.2300096,-45.120503652039325
,,1739209787.2300134,-45.120503652039325
,,1739209787.230017,-33.981070128970906
,,1739209787.2300208,-33.981070128970906
,,1739209787.2300246,-45.120503652039325
,,1739209787.2300282,-38.13080360867914
,,1739209787.230032,-35.57807855764607
,,1739209787.2300358,-38.13080360867914
,,1739209787.2300396,-45.120503652039325
,,1739209787.2300432,-38.13080360867914
,,1739209787.230047,-38.13080360867914
,,1739209787.2300508,-38.13080360867914
,,1739209787.2300546,-45.120503652039325
,,1739209787.2300582,-45.120503652039325
,,1739209787.230062,-38.13080360867914
,,1739209787.2300658,-45.120503652039325
,,1739209787.2300694,-45.120503652039325
,,1739209787.2300732,-38.13080360867914
,,1739209787.230077,-45.120503652039325
,,1739209787.2300808,-33.981070128970906
,,1739209787.2300844,-38.13080360867914
,,1739209787.2300882,-38.13080360867914
,,1739209787.230092,-38.13080360867914
,,1739209787.230096,-38.13080360867914
,,1739209787.2300994,-45.120503652039325
,,1739209787.2301033,-45.120503652039325
,,1739209787.230107,-38.13080360867914
,,1739209787.230111,-33.981070128970906
,,1739209787.2301145,-27.877744956031417
