CAN Message, 0x150:0000243e4a122fd4,Timestamp,Amplitude
,,1739209913.133991,-38.13080360867914
,,1739209913.133994,-38.13080360867914
,,1739209913.1339972,-33.981070128970906
,,1739209913.1340003,-35.57807855764607
,,1739209913.1340036,-45.120503652039325
,,1739209913.134007,-38.13080360867914
,,1739209913.13401,-38.13080360867914
,,1739209913.1340134,-32.816014438256545
,,1739209913.1340165,-38.13080360867914
,,1739209913.1340196,-45.120503652039325
,,1739209913.134023,-33.981070128970906
,,1739209913.134026,-45.120503652039325
,,1739209913.1340294,-45.120503652039325
,,1739209913.1340325,-45.120503652039325
,,1739209913.1340358,-38.13080360867914
,,1739209913.134039,-35.57807855764607
,,1739209913.134042,-38.13080360867914
,,1739209913.1340454,-45.120503652039325
,,1739209913.1340485,-45.120503652039325
,,1739209913.1340518,-38.13080360867914
,,1739209913.134055,-45.120503652039325
,,1739209913.1340582,-32.816014438256545
,,1739209913.134061,-38.13080360867914
,,1739209913.1340644,-33.981070128970906
,,1739209913.1340678,-45.120503652039325
,,1739209913.1340709,-38.13080360867914
,,1739209913.1340742,-38.13080360867914
,,1739209913.1340773,-45.120503652039325
,,1739209913.1340804,-45.120503652039325
,,1739209913.1340835,-45.120503652039325
,,1739209913.1340868,-38.13080360867914
,,1739209913.1340902,-35.57807855764607
,,1739209913.1340933,-38.13080360867914
,,1739209913.1340966,-45.120503652039325
,,1739209913.1340995,-38.13080360867914
,,1739209913.1341028,-33.981070128970906
,,1739209913.1341062,-38.13080360867914
,,1739209913.1341093,-38.13080360867914
,,1739209913.1341126,-35.57807855764607
,,1739209913.1341157,-35.57807855764607
,,1739209913.134119,-38.13080360867914
,,1739209913.134122,-45.120503652039325
,,1739209913.1341252,-45.120503652039325
,,1739209913.1341286,-38.13080360867914
,,1739209913.1341317,-38.13080360867914
,,1739209913.134135,-38.13080360867914
,,1739209913.134138,-35.57807855764607
,,1739209913.1341414,-33.981070128970906
,,1739209913.1341443,-38.13080360867914
,,1739209913.1341476,-28.58837851428586
,,1739209913.134151,-8.76466098892699
,,1739209913.134154,-26.487275050834715
,,1739209913.1341574,-45.120503652039325
,,1739209913.1341605,-32.81601443825658
,,1739209913.134164,-45.120503652039325
,,1739209913.134167,-45.120503652039325
,,1739209913.13417,-33.981070128970906
,,1739209913.1341734,-38.13080360867914
,,1739209913.1341765,-45.120503652039325
,,1739209913.1341798,-45.120503652039325
,,1739209913.134183,-31.141103565318915
,,1739209913.134186,-26.99137008561072
,,1739209913.1341894,-33.981070128970906
,,1739209913.1341925,-38.13080360867914
,,1739209913.1341958,-35.57807855764607
,,1739209913.134199,-35.57807855764607
,,1739209913.1342022,-45.120503652039325
,,1739209913.134205,-45.120503652039325
,,1739209913.1342084,-38.13080360867914
,,1739209913.1342118,-27.267205301931607
,,1739209913.1342149,-32.816014438256545
,,1739209913.1342182,-38.13080360867914
,,1739209913.1342213,-45.120503652039325
,,1739209913.134225,-33.981070128970906
,,1739209913.1342278,-26.03565346325281
,,1739209913.1342309,-38.13080360867914
,,1739209913.1342342,-45.120503652039325
,,1739209913.1342373,-33.98107012897096
,,1739209913.1342406,-35.57807855764607
,,1739209913.1342435,-28.58837851428589
,,1739209913.134247,-38.13080360867914
,,1739209913.1342502,-31.141103565318915
,,1739209913.1342533,-35.57807855764607
,,1739209913.1342566,-45.120503652039325
,,1739209913.1342597,-45.120503652039325
,,1739209913.134263,-33.98107012897096
,,1739209913.134266,-45.120503652039325
,,1739209913.1342692,-45.120503652039325
,,1739209913.1342726,-45.120503652039325
,,1739209913.1342757,-45.120503652039325
,,1739209913.134279,-38.13080360867914
,,1739209913.134282,-38.13080360867914
,,1739209913.1342854,-38.13080360867914
,,1739209913.1342883,-45.120503652039325
,,1739209913.1342916,-38.13080360867914
,,1739209913.134295,-38.13080360867914
,,1739209913.134298,-45.120503652039325
,,1739209913.1343014,-38.13080360867914
,,1739209913.1343043,-45.120503652039325
,,1739209913.134308,-38.13080360867914
,,1739209913.134311,-45.120503652039325
,,1739209913.134314,-27.8777449560314
,,1739209913.1343174,-25.07728991421287
,,1739209913.1343205,-22.17584139042336
,,1739209913.1343238,-31.141103565318893
,,1739209913.134327,-29.438486411369347
,,1739209913.1343305,-31.141103565318915
,,1739209913.1343334,-15.221558014851562
,,1739209913.1343365,-12.441749458850316
,,1739209913.1343398,-27.267205301931607
,,1739209913.134343,-24.74623867263306
,,1739209913.1343462,-38.13080360867914
,,1739209913.134349,-38.13080360867914
,,1739209913.1343527,-38.13080360867914
,,1739209913.1343558,-38.13080360867914
,,1739209913.134359,-33.981070128970906
,,1739209913.1343622,-45.120503652039325
,,1739209913.134365,-18.83661435153617
,,1739209913.134369,-33.981070128970906
,,1739209913.1343718,-35.57807855764607
,,1739209913.1343749,-45.120503652039325
,,1739209913.1343782,-38.13080360867914
,,1739209913.1343813,-33.981070128970906
,,1739209913.1343846,-38.13080360867914
,,1739209913.1343875,-35.57807855764607
,,1739209913.134391,-38.13080360867914
,,1739209913.1343942,-22.54371790334745
,,1739209913.1343973,-17.44894499121748
,,1739209913.1344006,-45.120503652039325
,,1739209913.1344037,-31.141103565318893
,,1739209913.134407,-33.981070128970906
,,1739209913.13441,-45.120503652039325
,,1739209913.1344137,-35.57807855764607
,,1739209913.1344166,-38.13080360867914
,,1739209913.1344197,-33.981070128970906
,,1739209913.134423,-32.816014438256545
,,1739209913.134426,-45.120503652039325
,,1739209913.1344297,-45.120503652039325
,,1739209913.1344326,-33.981070128970906
,,1739209913.134436,-38.13080360867914
,,1739209913.134439,-33.981070128970906
,,1739209913.134442,-35.57807855764607
,,1739209913.1344454,-38.13080360867914
,,1739209913.1344483,-45.120503652039325
,,1739209913.134452,-38.13080360867914
,,1739209913.134455,-45.120503652039325
,,1739209913.134458,-33.981070128970906
,,1739209913.1344614,-35.57807855764607
,,1739209913.1344645,-45.120503652039325
,,1739209913.1344678,-30.49652367304973
,,1739209913.134471,-26.487275050834725
,,1739209913.1344745,-25.826314394896364
,,1739209913.1344774,-30.49652367304973
,,1739209913.1344805,-38.13080360867914
,,1739209913.1344838,-26.991370085610757
,,1739209913.134487,-22.84163660590255
,,1739209913.1344905,-17.331758932011894
,,1739209913.1344934,-28.992665084841946
,,1739209913.1344967,-31.141103565318943
,,1739209913.1344998,-45.120503652039325
,,1739209913.134503,-35.57807855764607
,,1739209913.1345062,-35.57807855764607
,,1739209913.134509,-38.13080360867914
,,1739209913.134513,-38.13080360867914
,,1739209913.1345158,-38.13080360867914
,,1739209913.134519,-38.13080360867914
,,1739209913.1345222,-32.816014438256545
,,1739209913.1345253,-35.57807855764607
,,1739209913.1345286,-45.120503652039325
,,1739209913.1345315,-35.57807855764607
,,1739209913.134535,-45.120503652039325
,,1739209913.1345382,-38.13080360867914
,,1739209913.1345415,-38.13080360867914
,,1739209913.1345446,-45.120503652039325
,,1739209913.1345477,-27.267205301931607
,,1739209913.134551,-45.120503652039325
,,1739209913.134554,-38.13080360867914
,,1739209913.1345575,-38.13080360867914
,,1739209913.1345606,-45.120503652039325
,,1739209913.1345637,-33.981070128970906
,,1739209913.134567,-22.002965041481755
,,1739209913.13457,-45.120503652039325
,,1739209913.1345737,-30.49652367304973
,,1739209913.1345766,-33.981070128970906
,,1739209913.13458,-28.992665084841946
,,1739209913.134583,-45.120503652039325
,,1739209913.134586,-32.816014438256545
,,1739209913.1345894,-45.120503652039325
,,1739209913.1345923,-38.13080360867914
,,1739209913.134596,-15.047294122811843
,,1739209913.134599,-25.82631439489636
,,1739209913.1346023,-32.81601443825658
,,1739209913.1346054,-33.981070128970906
,,1739209913.1346085,-28.58837851428586
,,1739209913.1346118,-18.29905288830097
,,1739209913.134615,-35.57807855764607
,,1739209913.1346183,-31.141103565318893
,,1739209913.1346214,-32.81601443825658
,,1739209913.1346247,-17.85323156177357
,,1739209913.1346278,-8.450646468742688
,,1739209913.134631,-38.13080360867914
,,1739209913.1346345,-38.13080360867914
,,1739209913.1346374,-29.438486411369333
,,1739209913.1346407,-26.0356534632528
,,1739209913.1346438,-38.13080360867914
,,1739209913.1346471,-45.120503652039325
,,1739209913.1346502,-38.13080360867914
,,1739209913.134653,-28.58837851428586
,,1739209913.134657,-45.120503652039325
,,1739209913.1346598,-45.120503652039325
,,1739209913.134663,-45.120503652039325
,,1739209913.1346662,-31.141103565318915
,,1739209913.1346693,-45.120503652039325
,,1739209913.1346726,-45.120503652039325
,,1739209913.1346755,-38.13080360867914
,,1739209913.134679,-31.141103565318943
,,1739209913.1346822,-45.120503652039325
,,1739209913.1346855,-45.120503652039325
,,1739209913.1346886,-45.120503652039325
,,1739209913.1346917,-31.141103565318915
,,1739209913.134695,-45.120503652039325
,,1739209913.1346982,-45.120503652039325
,,1739209913.1347015,-32.816014438256545
,,1739209913.1347046,-33.98107012897096
,,1739209913.134708,-45.120503652039325
,,1739209913.134711,-38.13080360867914
,,1739209913.134714,-30.49652367304973
,,1739209913.1347177,-18.83661435153617
,,1739209913.1347206,-17.75653862927286
,,1739209913.134724,-32.816014438256545
,,1739209913.134727,-33.981070128970906
,,1739209913.1347303,-45.120503652039325
,,1739209913.1347334,-38.13080360867914
,,1739209913.1347363,-38.13080360867914
,,1739209913.13474,-45.120503652039325
,,1739209913.134743,-45.120503652039325
,,1739209913.1347463,-33.981070128970906
,,1739209913.1347494,-38.13080360867914
,,1739209913.1347525,-38.13080360867914
